
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,31,28,26,23,22,19,83,68,51,1011,1010,1008,10,10,10,29,21,,0.00,4,,128<br />
2006-1-2,31,28,26,24,23,21,89,72,58,1011,1010,1008,10,10,10,27,14,,0.00,4,,125<br />
2006-1-3,31,28,26,23,23,22,83,72,62,1011,1009,1008,10,10,10,34,18,,0.00,4,,121<br />
2006-1-4,32,29,26,23,22,19,83,67,49,1010,1008,1006,10,10,10,32,18,,0.00,3,,120<br />
2006-1-5,32,29,27,23,21,19,74,64,49,1010,1008,1006,10,10,10,29,19,,0.00,4,,122<br />
2006-1-6,31,28,26,23,22,21,83,70,55,1011,1009,1008,10,10,10,27,18,,0.00,4,,117<br />
2006-1-7,32,29,27,23,22,18,79,68,46,1012,1010,1008,10,10,6,32,21,,0.00,4,Rain,115<br />
2006-1-8,31,28,26,22,21,17,78,65,43,1011,1010,1008,10,10,10,34,19,,0.00,2,,116<br />
2006-1-9,31,28,26,23,22,21,83,71,58,1012,1010,1008,10,10,10,24,16,,0.00,4,,114<br />
2006-1-10,31,28,25,24,23,21,84,73,55,1013,1010,1009,10,10,5,34,16,,0.00,4,Rain,123<br />
2006-1-11,31,29,27,23,22,20,74,67,52,1012,1011,1008,10,10,10,34,19,,0.00,5,,116<br />
2006-1-12,31,28,26,23,22,21,83,70,55,1012,1010,1009,10,10,8,37,21,,0.00,4,Rain,116<br />
2006-1-13,32,29,26,23,22,20,78,67,49,1012,1010,1009,10,10,10,42,19,,0.00,3,,121<br />
2006-1-14,32,29,26,23,22,21,83,69,55,1012,1010,1009,10,10,10,40,21,,0.00,4,,116<br />
2006-1-15,34,31,28,24,22,19,74,64,46,1012,1010,1008,10,10,10,40,24,,0.00,4,,122<br />
2006-1-16,32,29,27,23,22,20,79,68,52,1012,1010,1008,10,10,10,39,23,,0.00,5,,125<br />
2006-1-17,32,29,27,24,23,20,79,69,49,1012,1010,1007,10,10,10,27,16,,0.00,4,,125<br />
2006-1-18,31,28,25,24,23,22,89,74,58,1011,1010,1008,10,9,1,37,19,,0.00,5,Rain,125<br />
2006-1-19,31,28,25,24,23,21,89,71,58,1010,1008,1006,10,10,6,29,18,,0.00,4,Rain,117<br />
2006-1-20,31,28,26,23,22,20,79,69,52,1010,1008,1007,10,10,5,26,18,,0.00,3,Rain,117<br />
2006-1-21,31,29,27,23,22,19,79,70,51,1011,1009,1008,10,10,10,32,19,,0.00,4,,113<br />
2006-1-22,31,29,27,24,22,21,79,68,55,1011,1010,1008,10,10,8,37,21,,0.00,4,Rain,122<br />
2006-1-23,31,29,27,24,23,21,79,70,55,1012,1010,1008,10,10,10,27,18,,0.00,4,,118<br />
2006-1-24,31,28,26,24,23,21,83,70,55,1012,1010,1008,10,10,10,29,19,,0.00,4,,123<br />
2006-1-25,32,30,28,24,23,21,79,69,52,1012,1010,1008,10,10,10,34,24,,0.00,5,,128<br />
2006-1-26,33,30,27,24,22,20,79,67,49,1013,1011,1009,10,10,10,29,16,,0.00,4,,124<br />
2006-1-27,32,29,27,24,23,21,79,69,52,1013,1011,1010,10,10,10,27,18,,0.00,3,,126<br />
2006-1-28,31,29,27,24,23,21,79,69,55,1013,1011,1010,10,10,10,27,18,,0.00,5,,123<br />
2006-1-29,31,29,27,23,23,22,79,70,58,1012,1010,1009,10,10,10,27,19,,0.00,5,,116<br />
2006-1-30,32,29,27,23,23,21,74,68,52,1012,1010,1009,10,10,10,32,19,,0.00,3,,117<br />
2006-1-31,31,29,27,23,22,21,79,68,55,1012,1010,1008,10,10,10,34,19,,0.00,5,,111<br />
2006-2-1,32,29,27,23,22,21,74,68,55,1012,1010,1009,10,10,6,27,16,,0.00,4,Rain,99<br />
2006-2-2,32,30,28,23,22,20,74,67,52,1012,1010,1009,10,10,10,26,14,,0.00,3,,104<br />
