
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,8,4,0,2,-7,-14,87,45,23,1034,1028,1014,16,16,16,37,23,60,0.51,1,,309<br />
2012-1-2,3,-1,-5,-11,-14,-19,63,39,20,1038,1036,1034,16,16,14,37,14,52,0.00,0,Snow,308<br />
2012-1-3,10,1,-7,-6,-11,-15,68,41,25,1034,1025,1017,16,16,16,32,13,47,0.00,0,,199<br />
2012-1-4,12,7,1,-2,-4,-7,70,49,27,1025,1022,1018,16,16,16,21,10,,0.00,0,,274<br />
2012-1-5,19,11,3,0,-2,-3,68,46,23,1021,1015,1010,16,16,16,26,10,37,0.00,0,,227<br />
2012-1-6,14,11,7,0,-2,-6,51,41,29,1017,1011,1008,16,16,16,21,14,29,0.00,0,,270<br />
2012-1-7,10,4,-1,-4,-6,-7,79,50,29,1024,1022,1017,16,16,16,11,3,,0.00,0,,8<br />
2012-1-8,8,4,-2,-3,-4,-4,85,63,42,1028,1026,1025,16,16,16,11,3,,0.00,3,,59<br />
2012-1-9,11,4,-3,-2,-4,-6,89,66,35,1026,1023,1019,16,15,10,13,3,,0.00,0,,228<br />
2012-1-10,14,6,-2,-2,-4,-7,85,59,24,1019,1014,1007,16,15,10,11,5,,0.00,0,,197<br />
2012-1-11,9,2,-4,0,-4,-9,85,71,48,1014,1008,1004,16,12,2,45,11,61,0.00,4,Snow,331<br />
2012-1-12,-4,-7,-9,-10,-13,-17,68,61,49,1018,1015,1013,16,14,3,35,24,58,0.00,7,Snow,316<br />
2012-1-13,0,-6,-11,-11,-15,-17,67,49,29,1022,1020,1016,16,16,16,19,11,39,0.00,0,,266<br />
2012-1-14,7,2,-2,-4,-7,-11,73,53,40,1024,1020,1012,16,16,16,29,13,40,0.00,1,,274<br />
2012-1-15,17,8,-2,-1,-5,-8,75,44,17,1023,1016,1010,16,16,16,34,13,60,0.00,0,,190<br />
2012-1-16,19,11,4,8,2,-3,77,56,24,1009,1006,1003,16,16,16,37,19,53,0.00,1,,240<br />
2012-1-17,2,-2,-8,-3,-9,-13,80,64,49,1030,1022,1008,16,16,11,34,21,48,0.00,4,Snow,322<br />
2012-1-18,6,-2,-9,-8,-11,-13,74,53,27,1029,1020,1012,16,16,16,32,11,42,0.00,0,,202<br />
