
KGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,1,-2,-5,1,-3,-5,100,99,81,1025,1021,1018,10,2,0,21,5,,0.00,6,Fog,23<br />
2001-1-2,6,0,-5,0,-3,-5,100,92,53,1019,1017,1015,6,1,0,18,3,,0.00,0,Fog,117<br />
2001-1-3,6,1,-4,2,-2,-7,100,78,56,1025,1024,1020,4,3,2,21,8,,0.00,0,,215<br />
2001-1-4,7,3,-1,3,-1,-4,100,76,49,1024,1023,1022,6,5,3,18,11,,0.00,1,,142<br />
2001-1-5,0,-2,-3,0,-1,-3,100,100,100,1022,1020,1019,3,1,0,14,10,,0.00,8,Fog,236<br />
2001-1-6,2,-1,-4,0,-3,-10,100,87,51,1028,1025,1021,10,7,2,11,8,,0.00,6,Snow,320<br />
2001-1-7,1,-3,-6,-5,-7,-9,93,74,60,1028,1027,1024,10,10,10,14,8,,0.00,6,,358<br />
2001-1-8,7,-1,-8,-4,-7,-8,100,74,34,1024,1023,1021,6,4,3,14,5,,0.00,0,,115<br />
2001-1-9,8,1,-5,-1,-5,-8,100,70,37,1029,1018,1016,6,5,4,21,11,,0.00,,,145<br />
2001-1-10,2,0,-2,0,-1,-3,100,97,75,1029,1023,1018,6,1,0,26,10,,0.00,6,Fog-Snow,251<br />
2001-1-11,-2,-7,-11,-2,-9,-15,100,82,59,1029,1025,1019,6,2,0,11,2,,0.00,5,Fog-Snow,66<br />
2001-1-12,1,-6,-11,-7,-11,-13,100,69,51,1021,1019,1016,5,4,2,14,6,,0.00,,,133<br />
2001-1-13,6,-2,-9,-3,-7,-13,93,67,48,1020,1019,1010,6,3,1,18,10,,0.00,,,126<br />
2001-1-14,6,1,-4,-1,-4,-7,87,67,49,1025,1023,1018,6,4,1,14,8,,0.00,,,111<br />
2001-1-15,43,19,-5,-3,-4,-8,80,60,4,1020,1013,1010,6,6,6,18,11,,0.00,,,101<br />
2001-1-16,2,-4,-11,1,-4,-11,100,93,75,1030,1022,1016,10,4,0,43,18,,0.00,6,Fog-Snow,286<br />
2001-1-17,-7,-12,-17,-13,-14,-18,100,77,58,1029,1026,1025,6,4,0,18,10,,0.00,1,Fog-Snow,154<br />
2001-1-18,-2,-7,-12,-12,-14,-17,92,62,43,1028,1023,1021,5,4,3,26,11,,0.00,0,,116<br />
2001-1-19,0,-8,-15,-8,-12,-18,93,70,48,1020,1019,1017,6,5,4,14,8,,0.00,0,,132<br />
2001-1-20,-2,-6,-9,-7,-9,-11,100,78,59,1022,1021,1020,6,4,3,14,6,,0.00,,,149<br />
2001-1-21,0,-4,-10,-4,-7,-10,100,89,60,1024,1023,1022,6,3,0,11,5,,0.00,5,Fog-Snow,219<br />
2001-1-22,0,-6,-12,0,-7,-12,100,94,69,1026,1025,1024,5,2,0,11,6,,0.00,7,Fog-Snow,141<br />
2001-1-23,-1,-7,-12,-5,-8,-12,100,90,55,1026,1024,1023,4,2,0,14,8,,0.00,5,Fog,108<br />
2001-1-24,2,-7,-15,-5,-9,-15,100,84,52,1031,1021,1011,6,3,0,64,18,64,0.00,6,Snow,139<br />
2001-1-25,-5,-12,-19,-12,-16,-20,100,80,54,1032,1031,1030,5,4,2,11,6,,0.00,7,,260<br />
2001-1-26,-8,-13,-18,-13,-16,-19,100,83,63,1036,1034,1031,6,5,3,14,5,,0.00,,,72<br />
2001-1-27,-9,-14,-19,-13,-16,-19,100,92,73,1035,1034,1032,6,3,1,11,3,,0.00,,,134<br />
2001-1-28,-9,-14,-20,-12,-16,-20,100,90,62,1032,1026,1023,4,2,0,11,5,,0.00,0,Fog,236<br />
2001-1-29,-6,-12,-17,-11,-13,-17,100,86,68,1032,1028,1024,6,3,1,76,18,,0.00,3,,276<br />
2001-1-30,-7,-13,-19,-7,-14,-19,100,92,73,1032,1031,1029,6,3,1,6,5,,0.00,,,312<br />
2001-1-31,-7,-13,-19,-10,-14,-19,100,93,68,1029,1028,1026,6,2,0,76,6,,0.00,3,Fog-Snow,101<br />
2001-2-1,1,-8,-16,-7,-12,-16,100,81,48,1026,1025,1023,6,3,1,14,8,,0.00,,,138<br />
2001-2-2,4,-6,-15,-5,-10,-15,100,78,48,1023,1021,1019,6,3,1,11,6,,0.00,,Fog,107<br />
2001-2-3,8,-3,-13,-2,-7,-14,100,73,4,1018,1016,1013,6,2,1,18,8,,0.00,,Fog,82<br />
2001-2-4,4,-1,-6,-1,-4,-6,100,89,65,1015,1014,1012,5,3,2,116,10,,0.00,,,300<br />
2001-2-5,9,2,-6,1,-3,-12,100,72,25,1015,1013,1011,5,4,2,21,14,,0.00,,,84<br />
2001-2-6,3,-3,-8,3,-2,-8,100,98,87,1025,1020,1015,4,2,0,11,6,,0.00,6,Fog-Rain-Snow,145<br />
2001-2-7,2,-1,-3,1,-1,-3,100,100,93,1029,1026,1024,6,2,0,11,5,,0.00,6,Fog,312<br />
2001-2-8,5,1,-3,2,-1,-3,100,91,65,1031,1029,1027,6,3,0,14,8,,0.00,6,Fog,94<br />
