
AFT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,3,-1,-5,-5,-6,-8,80,71,56,1030,1027,1022,10,10,10,11,8,,0.00,6,,227<br />
2013-1-2,6,0,-6,-3,-6,-9,80,62,41,1025,1024,1023,,,,10,5,,0.00,,,183<br />
2013-1-3,5,0,-4,-5,-7,-9,86,58,39,1027,1026,1025,9,7,5,11,3,,0.00,0,,222<br />
2013-1-4,3,-2,-6,-1,-5,-8,86,76,65,1027,1024,1023,9,9,9,6,3,,0.00,1,,187<br />
2013-1-5,7,1,-4,-4,-6,-7,80,65,42,1021,1018,1015,8,8,8,11,3,,0.00,0,,142<br />
2013-1-6,9,4,0,0,-3,-6,70,56,40,1018,1017,1016,10,10,10,11,5,,0.00,6,,195<br />
2013-1-7,12,6,0,2,-1,-3,87,60,38,1020,1017,1015,10,10,10,21,5,,0.00,5,,85<br />
2013-1-8,10,8,5,5,3,2,87,74,62,1016,1015,1013,10,10,9,39,10,58,0.00,5,Thunderstorm,149<br />
2013-1-9,16,10,4,6,3,1,81,67,48,1019,1017,1015,10,9,5,23,10,,0.00,5,Rain,187<br />
2013-1-10,20,12,5,5,2,1,76,45,28,1015,1012,1009,7,3,1,58,23,84,0.00,2,,196<br />
2013-1-11,20,11,2,7,3,-1,81,54,33,1021,1012,1008,7,5,3,47,31,85,0.00,4,Rain-Snow,224<br />
2013-1-12,7,3,-1,-4,-6,-8,80,51,36,1030,1029,1028,8,8,8,8,5,,0.00,0,,335<br />
2013-1-13,9,3,-3,-4,-7,-10,86,49,25,1027,1024,1021,,,,8,5,,0.00,,,214<br />
2013-1-14,10,4,-2,-4,-6,-9,75,45,26,1019,1018,1017,10,9,9,10,5,,0.00,2,,255<br />
2013-1-15,9,3,-2,-5,-6,-7,74,53,32,1023,1020,1019,10,9,9,11,5,,0.00,2,,297<br />
2013-1-16,5,1,-3,10,-7,-10,69,49,33,1028,1026,1025,,,,27,21,,0.00,,,322<br />
2013-1-17,5,-1,-6,-7,-8,-9,86,61,42,1029,1026,1024,10,9,7,11,3,,0.00,4,,217<br />
2013-1-18,9,2,-4,-9,-11,-12,69,41,24,1024,1022,1020,9,9,8,11,5,,0.00,,,211<br />
2013-1-19,12,4,-3,-7,-10,-12,59,32,19,1026,1024,1023,9,9,9,13,5,,0.00,0,,170<br />
2013-1-20,16,7,-1,-6,-8,-10,55,30,19,1025,1021,1019,5,5,5,8,3,,0.00,0,,192<br />
2013-1-21,18,10,3,-5,-9,-13,52,27,12,1021,1018,1016,10,9,5,27,8,47,0.00,3,,208<br />
2013-1-22,13,9,4,-1,-4,-7,57,44,33,1025,1023,1019,10,8,5,11,6,,0.00,6,,234<br />
2013-1-23,17,7,-3,-5,-9,-13,74,36,14,1025,1022,1021,9,9,9,11,5,,0.00,,,175<br />
2013-1-24,18,9,1,-6,-9,-10,56,30,14,1022,1020,1018,10,10,10,27,8,37,0.00,5,,214<br />
2013-1-25,20,11,2,-2,-4,-7,60,38,17,1023,1022,1021,10,10,10,14,3,,0.00,3,,50<br />
2013-1-26,20,11,3,-3,-4,-7,60,35,16,1022,1021,1018,10,9,6,39,10,52,0.00,6,,203<br />
2013-1-27,17,12,8,7,4,-5,87,61,25,1025,1024,1022,10,10,8,16,8,,0.00,3,Rain,225<br />
2013-1-28,19,11,3,2,-1,-3,81,52,23,1023,1021,1019,10,10,8,14,5,,0.00,2,,205<br />
2013-1-29,20,12,5,6,-1,-7,65,44,17,1020,1016,1010,10,9,5,27,8,40,0.00,3,Rain,156<br />
2013-1-30,18,14,10,7,4,-2,76,51,26,1017,1010,1005,10,5,0,61,24,84,0.00,5,Rain,200<br />
2013-1-31,20,12,4,7,2,-3,87,57,21,1019,1016,1013,9,6,4,21,6,37,0.00,3,,191<br />
2013-2-1,18,13,8,7,5,0,93,55,30,1016,1009,1005,10,4,0,58,27,84,0.00,4,Rain,200<br />
2013-2-2,16,10,5,6,4,0,93,67,34,1019,1015,1010,10,8,4,11,5,,0.00,3,Rain,52<br />
2013-2-3,12,8,4,6,3,0,100,74,54,1019,1014,1008,10,9,5,21,10,114,0.00,4,Rain-Thunderstorm,322<br />
2013-2-4,8,6,2,0,-2,-4,81,64,50,1025,1022,1020,10,9,5,29,14,42,0.00,4,,331<br />
2013-2-5,10,5,0,-1,-3,-5,81,62,37,1026,1024,1023,10,10,10,13,6,26,0.00,1,,270<br />
2013-2-6,14,7,0,1,-3,-6,81,55,27,1028,1026,1025,,,,13,6,27,0.00,,,205<br />
2013-2-7,17,9,1,3,-2,-6,87,55,20,1027,1024,1021,,,,8,5,,0.00,,,216<br />
2013-2-8,17,10,4,1,-1,-4,75,51,24,1023,1022,1020,9,9,8,10,3,,0.00,,,238<br />
2013-2-9,16,9,2,2,1,-1,81,58,34,1023,1021,1019,9,8,8,13,3,,0.00,,,242<br />
2013-2-10,16,9,3,3,1,-3,81,58,27,1023,1021,1020,8,7,6,11,6,,0.00,,,231<br />
2013-2-11,13,8,4,2,1,-1,81,65,38,1022,1020,1018,10,8,6,10,5,,0.00,0,,233<br />
2013-2-12,16,9,2,4,1,-1,87,59,31,1020,1018,1016,10,7,5,6,3,,0.00,3,,278<br />
2013-2-13,14,10,6,8,5,0,93,75,58,1019,1016,1015,9,7,1,23,5,,0.00,6,Rain-Thunderstorm,202<br />
2013-2-14,9,6,3,7,4,-1,93,85,70,1020,1019,1018,10,6,1,16,6,,0.00,6,Rain,244<br />
2013-2-15,11,7,3,-1,-5,-8,70,49,33,1023,1020,1019,10,9,7,24,16,42,0.00,7,,305<br />
2013-2-16,13,7,0,3,-1,-4,80,61,38,1020,1017,1014,,,,10,3,,0.00,,,202<br />
2013-2-17,18,10,2,2,1,-1,87,60,30,1015,1013,1012,10,9,8,13,5,,0.00,4,,232<br />
2013-2-18,16,9,3,5,3,1,93,67,42,1016,1014,1012,10,8,5,10,5,,0.00,3,,236<br />
2013-2-19,17,10,4,5,4,2,87,66,42,1018,1016,1015,10,7,5,10,3,,0.00,5,,265<br />
2013-2-20,19,11,4,7,4,-1,93,63,31,1018,1015,1013,10,6,2,23,6,58,0.00,5,Rain-Thunderstorm,348<br />
2013-2-21,15,11,7,6,4,3,76,68,54,1018,1016,1014,10,10,10,16,10,32,0.00,5,Thunderstorm,317<br />
2013-2-22,11,7,3,4,2,0,100,72,50,1024,1021,1017,10,7,0,16,8,,0.00,3,Fog,229<br />
2013-2-23,14,7,2,1,-1,-1,81,68,38,1025,1024,1023,10,9,8,8,5,,0.00,1,,182<br />
2013-2-25,7,6,6,6,2,-1,93,74,57,1021,1020,1019,10,8,5,19,8,,0.00,7,Rain,319<br />
2013-2-26,8,4,1,0,-2,-4,81,62,43,1024,1022,1021,10,10,10,24,13,,0.00,6,Rain,300<br />
2013-2-27,11,4,-1,0,-3,-6,81,61,32,1023,1022,1021,10,10,10,11,6,,0.00,3,,220<br />
2013-2-28,18,9,0,1,-1,-2,87,54,27,1023,1022,1020,,,,19,5,,0.00,,,143<br />
2013-3-1,23,13,4,3,-1,-6,81,45,14,1023,1021,1019,10,10,10,21,8,,0.00,3,,182<br />
2013-3-2,25,16,7,4,-3,-7,76,28,12,1022,1020,1018,10,9,8,34,11,47,0.00,4,,208<br />
2013-3-3,20,16,8,6,2,-3,81,44,26,1023,1020,1018,10,6,1,21,8,37,0.00,6,Rain,277<br />
2013-3-4,23,14,7,5,1,-4,81,48,16,1025,1022,1020,8,8,8,14,5,,0.00,,,268<br />
2013-3-5,26,16,7,4,-3,-9,66,32,10,1020,1018,1016,10,8,5,39,13,58,0.00,4,,187<br />
2013-3-6,29,23,15,3,-5,-7,45,15,10,1016,1014,1012,10,5,2,52,27,77,0.00,3,,197<br />
2013-3-7,12,7,2,1,-3,-5,60,50,43,1021,1019,1014,5,2,1,27,21,48,0.00,6,Rain,234<br />
2013-3-8,3,0,-2,-3,-4,-6,80,70,56,1026,1021,1017,10,9,5,24,14,37,0.00,3,Rain-Snow,256<br />
2013-3-9,13,4,-3,-2,-4,-6,86,52,26,1025,1023,1021,7,7,7,11,5,,0.00,,,241<br />
2013-3-10,20,10,1,-4,-7,-11,65,32,13,1020,1017,1013,10,10,10,8,3,,0.00,2,,213<br />
2013-3-11,21,14,8,1,-4,-8,50,34,14,1015,1013,1011,10,9,7,29,8,,0.00,6,,180<br />
2013-3-12,17,13,9,7,6,3,82,61,39,1018,1016,1015,10,10,10,14,10,,0.00,3,,205<br />
2013-3-13,20,13,7,6,3,-2,82,55,24,1021,1019,1017,10,10,10,11,2,,0.00,1,Rain,255<br />
2013-3-14,23,14,7,7,4,0,87,54,23,1020,1018,1017,10,10,10,10,2,,0.00,1,,54<br />
2013-3-15,24,16,8,8,4,-1,82,53,19,1024,1022,1020,10,9,8,10,2,,0.00,3,Rain-Thunderstorm,24<br />
2013-3-16,21,16,11,8,6,6,76,57,38,1023,1020,1018,,,,,,,0.00,,,-1<br />
2013-3-17,27,17,8,7,3,-5,81,50,12,1018,1015,1012,10,10,10,,,,0.00,3,,-1<br />
2013-3-18,27,19,12,5,4,0,62,42,20,1013,1011,1009,10,10,10,,,,0.00,4,,-1<br />
2013-3-19,28,17,6,7,4,-1,93,36,15,1011,1010,1007,10,10,8,,,,0.00,4,,-1<br />
2013-3-20,20,14,9,8,1,-11,87,48,13,1020,1015,1010,10,10,10,,,,0.00,4,Rain-Thunderstorm,-1<br />
2013-3-21,23,14,7,3,-1,-5,71,35,16,1018,1015,1013,,,,,,,0.00,4,,-1<br />
2013-3-22,12,10,9,9,6,3,94,76,58,1014,1013,1011,,,,,,,0.00,6,Rain,-1<br />
2013-3-23,15,10,6,4,3,2,81,59,48,1014,1012,1011,,,,,,,0.00,3,,-1<br />
2013-3-24,22,13,4,5,-1,-5,93,43,17,1016,1014,1012,,,,,,,0.00,3,,-1<br />
2013-3-25,25,18,11,6,1,-5,55,38,13,1018,1015,1013,10,10,10,,,,0.00,6,,-1<br />
2013-3-26,18,13,8,6,4,3,71,57,42,1018,1016,1015,10,10,10,,,,0.00,1,,-1<br />
2013-3-27,21,13,6,6,4,0,87,57,25,1017,1015,1012,10,10,10,,,,0.00,,,-1<br />
2013-3-28,25,17,9,6,0,-7,76,40,12,1016,1015,1013,10,10,10,,,,0.00,2,,-1<br />
2013-3-29,27,17,8,5,2,-1,71,36,18,1019,1017,1016,,,,,,,0.00,1,,-1<br />
2013-3-30,29,19,10,6,2,-6,66,37,10,1019,1016,1013,10,10,10,,,,0.00,4,,-1<br />
2013-3-31,19,14,9,7,3,1,72,51,37,1024,1021,1019,,,,,,,0.00,,,-1<br />
2013-4-1,18,12,6,1,-1,-4,66,47,24,1024,1022,1020,,,,,,,0.00,,,-1<br />
2013-4-2,19,12,5,1,-1,-3,65,43,23,1020,1019,1017,,,,,,,0.00,,,-1<br />
2013-4-3,19,11,4,1,-3,-8,70,33,15,1020,1019,1018,,,,,,,0.00,1,,-1<br />
2013-4-4,22,14,7,1,-2,-7,53,29,16,1019,1017,1015,,,,,,,0.00,3,,-1<br />
2013-4-5,24,17,9,2,1,0,54,32,21,1017,1015,1013,10,10,10,,,,0.00,2,,-1<br />
2013-4-6,24,18,13,6,4,1,58,39,22,1015,1013,1012,10,10,10,,,,0.00,4,,-1<br />
