
NPT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-2-9,24,13,5,11,2,-12,93,48,10,1021,1018,1016,11,7,0,14,3,,0.00,1,,241<br />
2013-2-10,24,14,6,11,3,-6,87,47,17,1022,1019,1017,11,7,2,14,3,,0.00,1,,248<br />
2013-2-11,26,16,5,8,2,-4,93,43,17,1021,1018,1016,10,7,3,16,3,,0.00,2,,270<br />
2013-2-12,23,13,4,7,2,-4,81,48,20,1022,1019,1017,11,6,3,11,2,,0.00,4,,289<br />
2013-2-13,23,13,4,11,1,-7,90,46,14,1020,1017,1015,10,6,2,16,3,,0.00,1,,260<br />
2013-2-14,27,18,9,8,1,-9,66,32,11,1019,1016,1014,10,8,3,19,3,,0.00,1,,286<br />
2013-2-15,19,13,7,7,3,-4,81,56,21,1021,1019,1016,7,4,3,24,2,,0.00,7,Rain,212<br />
2013-2-16,18,13,8,10,7,6,95,73,43,1019,1017,1015,8,5,3,114,10,,7.87,7,Rain,238<br />
2013-2-17,22,16,5,11,7,5,98,65,46,1016,1014,1011,10,7,4,23,5,,0.00,4,Rain-Thunderstorm,198<br />
2013-2-18,20,11,3,8,4,2,98,67,39,1017,1015,1013,10,7,2,19,3,,0.00,2,,231<br />
2013-2-19,23,14,5,11,6,3,94,65,37,1019,1017,1015,10,7,0,16,3,,0.00,2,Fog,211<br />
2013-2-20,24,16,8,9,6,1,93,63,30,1020,1018,1016,10,6,1,19,3,,0.25,1,Fog-Thunderstorm,235<br />
2013-2-21,24,15,6,9,6,1,100,59,28,1021,1019,1017,11,7,1,16,3,,0.00,1,Fog,259<br />
2013-2-22,26,17,7,11,7,1,96,57,25,1024,1021,1019,26,8,1,93,6,,0.00,1,,215<br />
2013-2-23,25,17,8,10,6,1,98,54,25,1024,1022,1019,10,7,1,16,3,,0.00,5,,321<br />
2013-2-24,19,15,9,11,8,5,87,64,45,1024,1022,1020,8,6,3,19,5,,0.00,5,Rain,110<br />
2013-2-25,26,16,6,9,5,2,87,52,27,1022,1020,1018,10,7,1,14,3,,0.00,1,,215<br />
2013-2-26,28,17,8,11,6,1,89,50,22,1023,1020,1018,11,7,2,14,3,,0.00,1,,258<br />
2013-2-27,28,18,8,8,3,-14,87,46,6,1021,1019,1017,10,6,3,19,5,,0.00,1,,316<br />
2013-2-28,29,18,7,11,1,-8,94,39,11,1019,1016,1014,11,8,3,23,5,,0.00,1,,291<br />
2013-3-1,26,16,7,9,2,-4,79,41,14,1018,1016,1014,8,6,0,19,3,,0.00,1,,233<br />
2013-3-2,27,17,8,12,8,6,93,55,32,1021,1020,1017,8,5,0,48,5,,0.00,1,,180<br />
2013-3-3,27,19,10,14,9,7,96,56,32,1021,1019,1017,6,4,1,16,5,,0.00,2,,178<br />
2013-3-4,28,19,11,14,10,6,88,63,31,1022,1020,1018,6,4,1,11,3,,0.00,2,,240<br />
2013-3-5,28,20,13,16,11,4,90,59,29,1024,1021,1019,6,4,1,114,6,,0.00,2,Fog,206<br />
2013-3-6,28,18,11,14,9,6,93,49,31,1023,1020,1018,8,6,3,24,8,,0.00,3,,229<br />
2013-3-7,24,17,10,13,9,1,100,64,23,1023,1021,1019,8,6,1,19,3,,0.00,3,Fog-Rain-Thunderstorm,155<br />
2013-3-8,27,18,10,13,8,2,95,57,25,1023,1020,1018,8,5,0,21,5,,0.00,2,Fog,251<br />
2013-3-9,26,17,11,13,10,8,94,61,36,1019,1016,1014,7,5,1,19,3,,0.00,2,Fog,188<br />
2013-3-10,26,18,12,11,8,6,89,53,32,1019,1016,1013,7,6,1,32,8,,2.03,3,Rain-Thunderstorm,190<br />
2013-3-11,26,16,9,9,6,0,87,47,22,1019,1017,1015,10,7,1,24,3,,0.00,1,,341<br />
2013-3-12,28,17,9,14,8,4,87,51,31,1018,1016,1014,8,7,3,14,5,,0.00,2,,213<br />
2013-3-13,25,18,11,16,10,7,88,56,36,1020,1017,1015,7,6,2,23,6,,0.00,2,,195<br />
2013-3-14,25,18,11,16,11,8,95,59,34,1021,1019,1017,7,5,1,21,5,,0.00,1,,259<br />
2013-3-15,30,20,11,11,5,-6,93,44,12,1022,1020,1018,11,7,1,23,5,,0.00,2,,273<br />
2013-3-16,25,18,11,8,5,0,77,43,19,1024,1021,1019,10,7,3,19,5,,0.00,1,,289<br />
2013-3-17,21,16,11,9,4,1,67,43,27,1021,1017,1015,8,5,2,19,3,,0.00,5,,235<br />
2013-3-18,23,16,8,9,5,1,88,48,27,1014,1012,1009,8,6,1,23,5,,0.00,1,,231<br />
2013-3-19,27,18,9,14,8,5,90,54,31,1016,1014,1012,7,5,1,19,6,,0.00,2,,187<br />
2013-3-20,23,17,11,12,9,8,92,59,41,1018,1016,1014,7,4,1,24,6,,0.00,2,Fog,220<br />
2013-3-21,24,17,9,14,10,5,100,71,43,1017,1015,1013,6,5,1,23,3,,2.03,4,Fog-Rain-Thunderstorm,183<br />
2013-3-22,27,14,7,13,8,6,97,49,33,1014,1012,1010,8,7,5,19,6,,0.00,2,,203<br />
2013-3-23,28,20,12,14,11,8,91,60,36,1018,1016,1014,10,7,1,14,5,,0.00,3,,229<br />
2013-3-24,29,19,10,12,8,-1,100,47,18,1019,1017,1014,11,8,2,27,8,,0.00,2,,288<br />
2013-3-25,31,20,10,11,6,-3,83,46,15,1015,1012,1010,10,6,2,11,3,,0.00,2,,236<br />
2013-3-26,30,20,10,10,5,-5,79,44,13,1013,1011,1009,10,6,3,19,6,,0.00,1,,255<br />
2013-3-27,30,20,11,14,9,4,99,54,24,1016,1014,1011,7,6,2,14,3,,0.00,2,,198<br />
2013-3-28,27,20,13,14,9,3,86,48,24,1018,1015,1013,10,6,1,27,5,,0.00,5,,258<br />
2013-3-29,31,21,12,12,4,-2,77,37,16,1015,1014,1012,10,7,4,27,5,,0.00,2,,292<br />
2013-3-30,31,22,13,13,8,3,88,46,24,1015,1012,1010,10,7,0,21,6,,0.00,2,,257<br />
2013-3-31,29,20,11,13,7,3,84,42,25,1016,1013,1011,8,6,3,26,6,,0.00,2,,204<br />
2013-4-1,29,19,10,10,7,3,86,43,24,1017,1015,1014,8,6,3,19,3,,0.00,1,,282<br />
2013-4-2,28,19,11,16,9,5,94,53,26,1019,1016,1014,7,5,1,19,6,,0.00,2,,201<br />
2013-4-3,31,21,11,14,6,-2,86,42,15,1018,1015,1012,10,7,3,23,6,,0.00,2,,273<br />
2013-4-4,28,19,11,9,3,-3,71,31,15,1012,1009,1007,10,7,5,21,6,,0.00,1,,282<br />
2013-4-5,27,19,11,9,4,-1,77,36,16,1010,1008,1006,8,4,3,24,5,,0.00,1,,236<br />
2013-4-6,29,19,9,9,4,1,67,39,20,1012,1010,1008,6,4,2,24,6,,0.00,1,,197<br />
2013-4-7,27,19,11,11,6,2,80,40,21,1013,1011,1009,4,3,1,23,5,,0.00,1,,211<br />
2013-4-8,30,21,12,13,8,5,80,42,26,1015,1013,1011,6,4,1,16,3,,0.00,2,,251<br />
2013-4-9,28,21,13,15,9,5,77,47,23,1016,1014,1012,5,4,1,19,5,,0.00,3,,228<br />
2013-4-10,30,22,14,13,9,1,82,48,15,1016,1014,1011,8,5,1,24,6,,0.00,1,,282<br />
2013-4-11,30,21,13,13,4,-4,87,33,11,1016,1014,1011,11,7,3,26,6,,0.00,2,,277<br />
2013-4-12,33,23,13,12,3,-3,64,28,12,1017,1015,1013,10,6,3,16,3,,0.00,1,,251<br />
2013-4-13,33,21,13,11,3,-2,68,28,12,1017,1015,1013,6,4,2,16,3,,0.00,1,,237<br />
2013-4-14,31,22,14,16,4,-3,69,33,14,1019,1015,1012,6,5,3,23,6,,0.00,2,,255<br />
2013-4-15,29,21,10,12,6,1,100,40,18,1013,1011,1008,7,4,2,23,8,,0.00,3,,197<br />
2013-4-16,30,21,12,13,9,6,88,51,28,1012,1010,1006,6,5,3,26,6,,0.00,3,,236<br />
2013-4-17,25,19,12,16,11,8,98,56,36,1011,1010,1008,8,7,3,21,5,,0.00,2,,150<br />
2013-4-18,25,18,12,16,9,8,89,52,36,1019,1012,1010,10,7,5,24,6,,0.00,2,Rain-Thunderstorm,257<br />
2013-4-19,27,19,12,15,9,7,87,47,32,1015,1013,1010,10,9,6,19,5,,0.00,2,,235<br />
2013-4-20,22,17,13,16,12,10,95,72,49,1018,1016,1014,8,7,5,23,6,,6.10,7,Rain-Thunderstorm,105<br />
2013-4-21,16,14,12,12,11,10,95,80,68,1020,1017,1014,8,6,3,13,3,,0.00,7,Rain,91<br />
2013-4-22,19,17,13,13,12,11,94,75,60,1020,1018,1016,8,5,3,11,2,,0.00,7,Rain,180<br />
2013-4-23,27,20,13,16,12,9,93,65,41,1019,1018,1016,10,7,4,23,5,,0.00,4,Rain-Thunderstorm,323<br />
2013-4-24,24,18,12,17,13,11,94,68,47,1021,1018,1016,8,7,1,19,5,,0.51,3,Thunderstorm,197<br />
2013-4-25,28,21,13,18,14,12,94,67,53,1020,1017,1015,8,6,0,21,5,,0.00,2,,206<br />
2013-4-26,29,22,15,18,15,13,92,62,44,1019,1016,1014,7,6,2,19,5,,0.00,4,,231<br />
2013-4-27,32,23,15,17,13,10,98,52,32,1016,1013,1010,8,6,0,19,6,,0.00,2,,286<br />
2013-4-28,31,23,16,17,13,8,88,57,30,1012,1011,1010,10,6,2,16,3,,0.00,2,,208<br />
2013-4-29,32,24,17,17,15,14,92,56,38,1014,1013,1011,10,7,3,26,6,,0.00,2,,221<br />
2013-4-30,32,23,17,17,14,10,89,53,30,1015,1013,1011,10,6,0,23,6,,0.00,3,Rain,256<br />
2013-5-1,31,24,17,16,9,4,91,39,19,1012,1010,1008,10,8,3,24,8,,0.00,2,,283<br />
2013-5-2,33,24,16,18,7,-2,80,35,14,1009,1007,1005,10,8,4,27,6,,0.00,2,,302<br />
2013-5-3,32,22,13,8,1,-5,62,24,11,1010,1008,1006,10,8,4,24,8,,0.00,1,,185<br />
2013-5-4,30,21,12,17,6,1,70,36,17,1013,1011,1010,10,6,2,23,5,,0.00,1,,165<br />
2013-5-5,28,21,13,14,8,4,70,39,24,1014,1012,1010,6,5,3,19,3,,0.00,1,,287<br />
2013-5-6,31,23,16,17,14,10,97,58,34,1014,1012,1009,8,6,3,24,5,,0.00,2,,269<br />
2013-5-7,30,23,18,19,14,13,84,57,44,1013,1011,1009,8,7,5,21,8,,0.00,3,Rain-Thunderstorm,251<br />
2013-5-8,26,21,17,18,16,15,98,72,51,1012,1010,1008,7,6,5,19,6,,0.00,5,Rain-Thunderstorm,313<br />
2013-5-9,31,24,18,21,17,14,92,62,47,1011,1010,1008,7,5,2,16,6,,0.00,4,,275<br />
2013-5-10,33,25,17,18,14,11,89,53,33,1012,1011,1009,8,6,3,24,5,,0.00,3,,264<br />
2013-5-11,32,25,18,18,14,9,89,50,27,1012,1010,1007,10,7,3,23,8,,0.00,2,Thunderstorm,274<br />
2013-5-12,32,23,15,14,8,0,93,35,14,1015,1012,1009,10,9,6,16,5,,0.00,3,,284<br />
2013-5-13,27,22,18,13,10,6,66,42,26,1014,1011,1010,10,9,6,27,8,,0.00,3,,245<br />
2013-5-14,28,21,15,15,12,7,86,53,26,1013,1011,1008,10,8,5,24,6,,0.00,1,Thunderstorm,242<br />
2013-5-15,28,22,15,17,13,11,94,57,38,1012,1010,1008,10,8,6,21,5,,0.00,5,Rain-Thunderstorm,251<br />
2013-5-16,26,21,15,16,14,13,96,64,44,1011,1010,1007,8,5,3,23,3,,0.00,5,Rain-Thunderstorm,214<br />
2013-5-17,30,22,15,19,14,13,97,57,42,1013,1011,1010,8,7,3,19,5,,0.00,2,Rain-Thunderstorm,271<br />
2013-5-18,26,21,17,19,16,14,88,69,50,1012,1011,1010,8,6,3,190,10,,0.00,4,Rain,298<br />
2013-5-19,31,24,18,22,17,13,90,61,42,1013,1011,1009,7,6,3,19,5,,0.00,3,,210<br />
2013-5-20,25,21,18,21,18,17,100,83,65,1014,1012,1010,7,5,0,10,2,,53.09,5,Rain-Thunderstorm,246<br />
2013-5-21,29,23,18,21,18,16,99,70,54,1014,1011,1009,8,6,2,14,3,,1.02,4,Rain-Thunderstorm,154<br />
2013-5-22,28,24,20,21,19,17,94,75,65,1013,1011,1009,7,6,3,11,3,,0.51,6,Rain,288<br />
2013-5-23,27,22,18,21,18,17,100,74,54,1012,1010,1008,10,6,1,19,5,,0.00,7,Rain-Thunderstorm,137<br />
2013-5-24,26,23,21,21,18,17,90,70,57,1011,1009,1007,10,7,4,13,3,,0.00,5,,252<br />
2013-5-25,31,25,21,22,19,18,83,65,51,1011,1010,1008,11,9,6,16,5,,0.00,4,,235<br />
2013-5-26,27,24,22,21,19,17,89,73,54,1012,1011,1009,11,7,6,111,8,,0.00,5,Rain-Thunderstorm,246<br />
2013-5-27,29,23,18,19,16,13,96,62,42,1014,1011,1009,10,9,3,21,3,,0.00,4,Rain-Thunderstorm,101<br />
2013-5-28,30,25,19,22,18,17,98,70,54,1012,1011,1008,10,8,6,26,5,,1.02,5,Rain-Thunderstorm,200<br />
2013-5-29,31,24,19,22,18,16,98,70,48,1012,1011,1009,10,8,6,19,5,,0.00,4,,257<br />
2013-5-30,24,21,18,18,17,15,100,83,69,1012,1011,1010,7,6,1,11,2,,20.07,6,Rain,184<br />
2013-5-31,23,20,17,19,17,16,97,80,69,1011,1009,1008,10,7,3,13,3,,0.00,7,Rain,272<br />
2013-6-1,27,23,18,18,17,15,99,72,57,1014,1012,1011,10,8,6,24,6,,0.00,5,Rain,86<br />
2013-6-2,28,23,18,19,17,15,94,62,45,1015,1012,1009,8,6,3,14,2,,0.00,2,,95<br />
2013-6-3,30,25,20,21,18,16,94,62,45,1014,1011,1008,8,7,4,14,3,,0.00,2,,262<br />
2013-6-4,29,24,19,21,18,16,97,68,45,1014,1012,1009,8,6,3,14,3,,0.00,3,,133<br />
2013-6-5,30,24,19,22,19,17,94,71,48,1014,1011,1009,8,5,3,14,3,,0.00,5,Rain-Thunderstorm,166<br />
2013-6-6,27,23,21,21,19,17,97,77,57,1013,1011,1008,8,6,3,23,5,34,0.00,6,Rain-Thunderstorm,98<br />
2013-6-7,28,24,20,23,19,18,100,75,58,1012,1010,1008,8,6,1,13,5,,45.97,5,Rain,201<br />
2013-6-8,29,24,20,21,18,17,94,67,54,1010,1009,1006,10,8,6,19,5,,0.00,4,Thunderstorm,251<br />
2013-6-9,31,26,21,24,19,18,94,65,54,1009,1007,1005,10,7,3,19,5,,0.00,3,Thunderstorm,258<br />
2013-6-10,31,27,22,23,21,19,100,73,51,1011,1007,1003,8,7,5,21,6,,0.00,5,Rain-Thunderstorm,240<br />
2013-6-11,29,26,23,23,21,20,88,71,58,1013,1011,1008,8,6,4,19,5,,0.00,5,Rain-Thunderstorm,44<br />
2013-6-12,30,25,19,22,20,19,96,76,55,1012,1010,1008,10,6,3,26,6,,0.00,5,Rain,215<br />
2013-6-13,30,24,18,22,18,16,94,62,45,1011,1009,1007,14,9,6,21,5,,0.00,4,,241<br />
2013-6-14,31,24,19,20,18,16,96,64,45,1011,1009,1007,10,9,6,23,5,,0.00,5,Thunderstorm,166<br />
2013-6-15,28,24,20,22,19,16,92,74,51,1011,1010,1008,10,8,6,14,5,,1.02,6,Rain,91<br />
2013-6-16,27,23,19,21,19,18,100,81,65,1016,1011,1009,10,8,3,19,3,,0.51,7,Rain-Thunderstorm,91<br />
2013-6-17,23,21,20,22,19,18,100,89,73,1012,1010,1009,10,6,2,10,2,,0.00,6,Rain-Thunderstorm,198<br />
2013-6-18,22,20,19,20,18,17,100,88,78,1010,1008,1006,9,6,3,19,3,,0.00,7,Rain-Hail-Thunderstorm,311<br />
2013-6-19,27,23,18,23,19,17,100,80,61,1009,1008,1006,10,8,6,16,3,,1.02,6,Rain,191<br />
2013-6-20,28,24,21,22,19,18,94,73,54,1009,1007,1004,10,8,3,23,5,,0.00,4,Rain,237<br />
2013-6-21,28,24,21,22,20,19,95,79,65,1009,1007,1005,8,6,1,14,2,,38.10,6,Rain,165<br />
2013-6-22,28,24,21,22,19,18,94,77,54,1010,1009,1006,10,7,3,14,2,,0.00,6,Rain,134<br />
2013-6-23,29,26,21,23,20,19,93,70,55,1008,1007,1005,10,7,6,16,5,,0.00,6,Rain-Thunderstorm,215<br />
2013-6-24,28,24,21,23,20,19,100,75,61,1011,1008,1006,10,7,5,14,3,,0.00,6,Rain-Thunderstorm,191<br />
2013-6-25,29,24,21,23,20,19,96,69,55,1010,1009,1008,14,9,5,21,5,,0.00,4,,195<br />
2013-6-26,28,24,22,24,20,19,87,72,62,1009,1008,1007,10,9,6,23,5,,0.00,4,,218<br />
2013-6-27,27,24,21,20,19,19,97,74,65,1008,1007,1005,10,8,6,16,6,,0.00,6,Rain-Thunderstorm,188<br />
2013-6-28,29,25,21,23,20,19,98,73,61,1007,1005,1003,10,8,6,19,6,,1.02,6,,174<br />
2013-6-29,28,24,21,21,20,19,96,81,69,1006,1005,1004,10,8,6,14,6,,4.06,8,Rain,95<br />
2013-6-30,31,26,21,22,20,19,97,69,55,1008,1006,1005,10,9,7,21,5,,0.00,5,,176<br />
2013-7-1,29,24,21,23,20,19,96,75,61,1007,1006,1003,10,8,6,11,3,,1.02,5,Rain,169<br />
2013-7-2,29,25,21,21,20,19,94,78,65,1007,1007,1006,10,8,6,14,3,,1.02,6,Fog,192<br />
2013-7-3,29,24,19,22,21,19,96,77,58,,,,10,9,8,8,2,,0.51,,Rain,-1<br />
2013-7-4,29,21,21,23,21,20,91,76,61,,,,8,6,5,6,2,,0.00,8,Rain,-1<br />
2013-7-5,26,26,24,22,22,21,80,76,70,,,,8,7,6,6,2,,0.00,8,,-1<br />
2013-7-6,28,23,22,22,21,19,84,79,73,,,,26,14,5,8,2,,3.05,8,Rain,-1<br />
2013-7-7,26,20,20,22,21,20,100,85,70,,,,8,6,3,0,0,,0.00,8,Rain,-1<br />
2013-7-8,26,23,21,22,21,20,93,84,74,,,,8,6,3,6,2,,0.51,8,Rain,-1<br />
2013-7-9,27,22,21,22,21,19,92,83,68,,,,6,4,3,0,0,,1.02,8,Rain,-1<br />
2013-7-10,25,21,21,21,20,20,95,82,69,,,,8,6,3,0,0,,0.00,8,Rain,-1<br />
2013-7-11,27,23,21,22,20,19,100,83,65,1012,1010,1008,8,8,6,14,5,,0.00,6,Rain,216<br />
2013-7-12,29,25,21,23,20,19,95,72,58,1012,1010,1008,10,8,6,100,10,,0.00,3,,202<br />
2013-7-13,29,24,20,21,19,18,92,68,49,1011,1009,1007,10,8,6,16,5,,0.00,5,Rain,259<br />
2013-7-14,29,24,21,22,20,19,100,76,50,1009,1008,1006,10,8,3,11,2,,0.00,5,Rain-Thunderstorm,315<br />
2013-7-15,28,24,21,23,20,18,96,75,61,1010,1009,1008,10,8,6,16,3,,0.00,5,Rain,233<br />
2013-7-16,28,24,21,23,20,18,94,76,58,1011,1009,1007,10,8,6,11,3,,1.02,5,Rain,190<br />
2013-7-17,28,24,21,21,19,18,96,76,58,1011,1009,1006,10,8,6,14,3,,0.00,6,Rain,232<br />
2013-7-18,25,23,21,22,19,19,88,80,69,1008,1006,1004,8,7,5,11,3,,0.25,7,Rain,68<br />
2013-7-19,26,23,21,22,19,18,96,84,65,1009,1007,1005,10,8,6,14,6,,1.02,-393,Rain,107<br />
2013-7-20,30,26,21,22,19,18,88,72,53,1010,1008,1007,10,8,6,21,3,,0.00,4,Rain-Thunderstorm,182<br />
2013-7-21,30,26,21,22,20,18,100,78,58,1007,1006,1003,10,8,4,19,3,29,0.00,5,Rain,31<br />
2013-7-22,27,23,21,22,20,19,94,78,61,1010,1007,1005,10,7,3,21,5,,0.00,7,Rain,202<br />
2013-7-23,29,24,20,22,19,19,94,78,55,1010,1009,1006,10,8,3,21,6,,0.00,5,Rain,171<br />
2013-7-24,28,24,20,22,20,19,99,82,62,1010,1008,1006,10,7,3,13,3,,0.00,6,Rain-Thunderstorm,87<br />
2013-7-25,28,24,20,23,19,18,97,84,61,1008,1006,1004,9,6,0,19,3,,0.00,6,Rain,53<br />
2013-7-26,31,26,21,22,19,17,96,77,48,1007,1005,1002,10,8,6,19,3,,0.00,5,Rain-Thunderstorm,174<br />
2013-7-27,29,24,21,22,21,19,96,80,65,1010,1007,1005,10,8,5,21,5,,1.02,6,Rain-Thunderstorm,194<br />
2013-7-28,27,23,21,23,20,19,97,80,65,1010,1009,1007,10,8,5,10,2,,1.02,6,Rain,164<br />
2013-7-29,29,26,22,23,21,20,94,80,62,1009,1008,1006,10,8,6,19,3,,3.05,6,Rain,235<br />
2013-7-30,29,25,21,23,19,0,95,81,13,1009,1007,1006,10,7,4,21,2,,32.00,6,Rain-Thunderstorm,52<br />
2013-7-31,29,25,21,21,19,18,94,75,54,1009,1007,1005,14,9,5,14,6,,14.99,6,Rain,167<br />
2013-8-1,29,24,21,23,20,18,99,85,61,1011,1009,1006,10,7,3,19,3,,2.03,6,Rain-Thunderstorm,79<br />
2013-8-2,29,24,21,22,19,19,97,77,61,1013,1011,1009,10,8,6,19,3,,0.00,6,Rain,184<br />
2013-8-3,30,26,21,22,19,18,96,81,51,1015,1012,1009,10,7,2,14,2,,0.00,6,Rain-Thunderstorm,186<br />
2013-8-4,31,26,21,23,20,18,97,75,51,1013,1010,1007,10,8,4,14,3,,0.00,6,Rain-Thunderstorm,226<br />
2013-8-5,28,24,21,22,19,17,99,80,61,1014,1011,1009,10,7,5,80,10,,2.03,5,Rain-Thunderstorm,164<br />
2013-8-6,27,23,19,22,18,17,92,74,58,1014,1012,1009,10,8,0,159,10,,0.00,6,Rain,203<br />
2013-8-7,28,24,20,23,19,18,99,80,58,1013,1012,1009,10,7,5,10,3,,3.05,6,Rain,265<br />
2013-8-8,28,23,19,23,19,18,99,80,65,1012,1011,1008,10,8,6,11,5,,0.00,6,Rain-Thunderstorm,222<br />
2013-8-9,27,23,20,21,19,18,98,78,62,1012,1011,1009,8,8,6,26,6,,0.00,6,,177<br />
2013-8-10,29,24,21,23,19,18,92,79,61,1013,1011,1009,10,8,6,23,5,,1.02,6,Rain,201<br />
2013-8-11,29,24,20,22,20,18,100,84,58,1015,1013,1010,10,6,4,16,2,,4.06,7,Rain,62<br />
2013-8-12,28,24,20,22,20,18,100,81,57,1014,1012,1010,10,7,4,19,3,,0.00,6,Rain-Thunderstorm,137<br />
