
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,24,20,16,17,16,14,94,81,61,1024,1022,1020,10,9,4,19,6,,0.00,5,Rain-Thunderstorm,28<br />
2006-1-2,28,21,15,15,14,11,94,71,35,1024,1022,1018,10,10,10,32,6,50,0.00,2,Rain-Thunderstorm,66<br />
2006-1-3,27,22,18,16,15,11,88,74,37,1020,1019,1016,10,10,9,27,8,,0.00,3,Rain-Thunderstorm,56<br />
2006-1-4,28,22,16,16,14,11,94,66,35,1018,1016,1013,10,10,10,24,8,,0.00,2,,17<br />
2006-1-5,30,23,17,16,14,9,88,57,27,1018,1016,1014,10,10,8,16,10,26,0.00,3,Rain,23<br />
2006-1-6,29,23,18,18,16,13,94,67,42,1020,1016,1013,10,9,3,32,14,,0.00,5,Rain-Thunderstorm,26<br />
2006-1-7,28,23,19,18,16,13,88,66,39,1015,1013,1009,10,10,9,24,8,42,0.00,2,Rain-Thunderstorm,335<br />
2006-1-8,25,21,17,18,17,16,94,82,57,1015,1013,1011,10,10,8,19,10,,0.00,4,Rain,30<br />
2006-1-9,22,19,17,17,16,14,94,83,73,1017,1015,1014,10,10,6,29,13,,0.00,6,Rain,36<br />
2006-1-10,26,21,17,17,16,14,88,76,50,1018,1016,1014,10,10,7,21,11,29,0.00,4,Rain,66<br />
2006-1-11,29,22,16,18,14,7,94,68,25,1017,1016,1014,10,10,10,21,14,,0.00,3,,23<br />
2006-1-12,31,24,18,16,14,8,83,57,25,1018,1016,1014,10,10,10,29,18,42,0.00,2,,10<br />
2006-1-13,31,23,15,17,13,9,88,59,29,1020,1018,1017,10,10,10,32,8,,0.00,3,,21<br />
2006-1-14,29,23,17,16,14,12,82,61,37,1021,1019,1017,10,10,10,23,11,,0.00,5,Rain-Thunderstorm,7<br />
2006-1-15,32,23,16,14,12,8,82,49,22,1021,1019,1017,10,10,10,14,10,,0.00,1,,150<br />
2006-1-16,31,24,19,16,13,10,78,52,29,1023,1021,1018,10,10,10,26,16,,0.00,1,,28<br />
2006-1-17,31,26,20,15,14,12,73,50,31,1023,1020,1016,10,10,10,24,13,,0.00,3,,17<br />
2006-1-18,25,22,19,16,16,14,83,65,54,1018,1016,1014,10,10,7,24,11,42,0.00,6,Thunderstorm,331<br />
2006-1-19,28,22,17,16,13,9,88,61,32,1018,1016,1015,10,10,10,11,5,,0.00,3,,214<br />
2006-1-20,31,23,16,16,13,9,82,57,31,1020,1018,1015,10,10,10,26,10,45,0.00,3,,56<br />
2006-1-21,23,20,17,18,17,15,94,85,73,1020,1019,1016,10,9,3,16,8,,0.00,7,Rain-Thunderstorm,77<br />
2006-1-22,23,20,18,18,17,15,94,82,69,1018,1017,1015,10,9,5,21,11,,0.00,5,Rain-Thunderstorm,336<br />
2006-1-23,28,23,18,18,17,14,94,76,42,1021,1019,1017,10,10,10,14,6,,0.00,4,Rain,74<br />
2006-1-24,26,21,17,17,16,15,94,72,51,1022,1020,1018,10,10,10,21,13,,0.00,4,,42<br />
2006-1-25,30,24,18,18,16,11,94,67,33,1022,1020,1018,10,10,10,14,8,,0.00,3,,2<br />
2006-1-26,30,23,17,18,16,12,94,72,33,1023,1020,1017,10,10,10,21,8,,0.00,4,Rain-Thunderstorm,25<br />
2006-1-27,22,19,16,18,16,14,94,88,78,1022,1020,1017,10,8,3,21,13,,0.00,5,Rain,17<br />
2006-1-28,27,22,17,18,16,13,100,75,42,1019,1018,1015,10,10,10,21,6,40,0.00,4,Thunderstorm,5<br />
