
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,25,18,10,18,13,7,100,80,53,1017,1016,1015,9,6,1,23,8,,0.00,3,,227<br />
2000-1-2,21,17,14,16,15,13,100,88,73,1016,1015,1013,6,3,1,23,11,,0.00,4,Fog,9<br />
2000-1-3,21,17,13,17,15,13,100,88,73,1012,1010,1008,10,6,1,19,13,,0.00,5,Rain,215<br />
2000-1-4,15,13,11,14,12,8,100,91,67,1011,1010,1009,10,9,6,37,16,,0.00,5,Rain-Hail-Thunderstorm,197<br />
2000-1-5,12,10,8,9,7,6,94,85,67,1012,1010,1009,10,8,3,42,34,63,0.00,6,Rain-Thunderstorm,204<br />
2000-1-6,14,11,8,10,9,7,100,89,77,1018,1015,1012,10,9,2,34,19,,0.00,4,Rain,161<br />
2000-1-7,15,13,11,11,9,9,88,80,67,1019,1018,1017,10,10,10,27,18,,0.00,6,,173<br />
2000-1-8,17,12,8,12,10,8,100,83,63,1019,1017,1016,10,9,5,24,10,,0.00,3,,357<br />
2000-1-9,14,12,10,10,9,8,94,88,77,1021,1019,1018,10,9,6,19,10,,0.00,4,Rain,138<br />
2000-1-10,16,12,9,12,9,8,100,86,59,1023,1022,1020,10,10,10,29,18,,0.00,3,Rain,159<br />
2000-1-11,15,11,8,10,8,6,100,79,59,1023,1022,1021,10,10,10,23,10,,0.00,3,,60<br />
2000-1-12,14,10,6,9,7,3,93,78,63,1023,1021,1020,10,10,10,23,8,,0.00,5,,116<br />
2000-1-13,16,11,7,8,6,5,93,72,48,1023,1022,1021,10,10,9,27,10,,0.00,1,,21<br />
2000-1-14,18,12,6,7,4,2,82,65,34,1021,1019,1016,,,,24,13,,0.00,,,24<br />
2000-1-15,15,11,7,10,7,5,87,74,55,1017,1016,1014,10,10,9,24,11,,0.00,1,,95<br />
2000-1-16,16,10,5,6,4,4,93,70,45,1018,1017,1016,10,10,10,24,8,,0.00,1,,350<br />
2000-1-17,17,10,4,6,4,1,93,67,41,1017,1014,1009,9,9,9,23,8,,0.00,1,,92<br />
2000-1-18,18,13,9,10,6,4,82,60,45,1008,1005,1001,10,7,1,48,34,84,0.00,5,Rain,198<br />
2000-1-19,16,14,13,11,9,5,82,71,58,1015,1012,1007,10,8,4,55,37,84,0.00,6,Rain,214<br />
2000-1-20,16,13,12,11,8,6,82,70,55,1014,1013,1011,10,9,5,40,31,64,0.00,5,Rain,217<br />
2000-1-21,13,11,9,10,8,7,93,78,67,1019,1017,1013,10,10,10,32,21,48,0.00,5,Rain,293<br />
2000-1-22,14,11,8,10,8,7,100,84,67,1021,1019,1018,10,10,9,27,21,47,0.00,5,Rain-Thunderstorm,180<br />
2000-1-23,15,12,9,10,8,6,94,80,67,1022,1020,1018,10,10,5,27,19,,0.00,5,Rain,167<br />
2000-1-24,20,14,8,8,6,3,87,59,33,1021,1017,1012,10,10,10,29,11,,0.00,1,,128<br />
2000-1-25,17,14,13,13,10,5,82,72,45,1019,1017,1012,10,9,4,27,21,40,0.00,3,,194<br />
2000-1-26,13,11,10,11,9,9,100,89,77,1019,1017,1017,10,10,5,24,18,,0.00,5,Rain,192<br />
2000-1-27,12,8,4,9,7,3,100,91,76,1016,1012,1009,10,8,3,40,18,64,0.00,6,Rain-Hail-Thunderstorm,132<br />
2000-1-28,8,6,3,6,4,3,100,95,81,1021,1014,1009,10,8,2,34,23,47,0.00,6,Rain-Thunderstorm,161<br />
2000-1-29,14,9,5,8,6,4,93,80,67,1028,1025,1021,10,10,10,32,16,37,0.00,4,,165<br />
2000-1-30,16,11,6,6,4,1,93,65,36,1028,1026,1024,10,10,10,34,11,,0.00,3,,102<br />
2000-1-31,16,10,5,10,6,1,87,73,59,1024,1023,1022,10,10,10,19,10,,0.00,1,,154<br />
2000-2-1,17,12,7,13,10,6,94,86,72,1024,1023,1022,10,10,8,24,10,,0.00,3,,172<br />
2000-2-2,17,13,9,12,11,8,100,85,68,1024,1023,1022,10,9,8,24,10,,0.00,2,,111<br />
2000-2-3,20,13,6,11,8,2,93,76,43,1023,1021,1019,,,,19,6,,0.00,,,60<br />
2000-2-4,19,12,6,13,9,5,94,80,60,1021,1019,1018,9,9,8,21,8,,0.00,1,,120<br />
2000-2-5,18,13,8,13,11,7,94,83,68,1020,1017,1016,10,8,4,35,13,,0.00,3,Rain,197<br />
2000-2-6,17,13,10,10,8,7,88,71,55,1019,1017,1015,10,10,9,40,27,60,0.00,5,Rain,284<br />
2000-2-7,15,10,6,9,7,5,93,78,55,1021,1020,1018,10,10,9,21,8,,0.00,1,,90<br />
2000-2-8,17,11,5,9,7,5,100,79,52,1021,1019,1017,10,10,10,29,10,,0.00,2,,93<br />
2000-2-9,17,12,7,12,8,5,94,79,59,1022,1021,1020,10,10,9,26,10,,0.00,2,,165<br />
2000-2-10,20,12,5,9,6,2,93,65,30,1021,1019,1017,9,9,8,23,6,37,0.00,4,,141<br />
