
KST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,13,7,0,5,2,-4,81,70,58,1027,1025,1022,10,10,10,16,8,,0.00,7,,38<br />
2000-1-2,13,8,4,6,3,-2,81,69,54,1022,1016,1013,10,10,10,23,11,,0.00,5,,342<br />
2000-1-3,9,4,-1,-2,-6,-10,75,52,25,1023,1020,1016,,,,16,8,,0.00,,,321<br />
2000-1-4,11,4,-2,-5,-7,-9,69,50,24,1025,1023,1022,,,,11,5,,0.00,,,7<br />
2000-1-5,14,7,0,7,2,-5,87,68,51,1024,1020,1016,10,9,6,14,6,,0.00,6,Rain,48<br />
2000-1-6,15,11,7,10,7,-3,87,79,49,1016,1013,1010,10,7,2,27,6,,0.00,6,Rain,340<br />
2000-1-7,7,2,-3,-4,-8,-11,64,48,34,1023,1021,1016,10,10,10,34,21,,0.00,2,,330<br />
2000-1-8,6,1,-3,-5,-7,-9,69,57,39,1025,1023,1022,,,,16,10,,0.00,,,315<br />
2000-1-9,3,0,-2,-1,-3,-5,81,72,56,1024,1021,1019,9,8,6,11,6,,0.00,8,Rain,354<br />
2000-1-10,9,4,0,0,-3,-8,87,67,39,1026,1022,1018,10,7,6,23,10,,0.00,4,Rain,327<br />
2000-1-11,10,3,-3,1,-3,-8,74,57,47,1028,1025,1023,10,10,10,23,10,,0.00,7,Rain,38<br />
2000-1-12,10,8,6,5,4,2,81,72,66,1024,1019,1014,10,10,9,23,14,,0.00,8,Rain,36<br />
2000-1-13,11,7,3,4,2,-4,81,65,47,1017,1013,1010,10,10,10,34,16,,0.00,5,,330<br />
2000-1-14,7,3,0,-4,-4,-6,70,59,46,1023,1020,1017,10,10,10,21,11,,0.00,1,,330<br />
2000-1-15,8,2,-3,-1,-4,-7,75,62,46,1026,1023,1022,9,9,8,16,11,,0.00,3,,354<br />
2000-1-16,8,4,2,0,-1,-3,75,64,53,1023,1020,1018,9,9,8,11,5,,0.00,5,,8<br />
2000-1-17,10,4,-1,1,-2,-5,80,65,50,1019,1018,1015,10,10,9,19,8,,0.00,6,,4<br />
2000-1-18,11,6,2,-1,-4,-11,70,51,31,1019,1017,1015,10,10,10,23,16,,0.00,3,,312<br />
2000-1-19,6,2,-2,-5,-8,-11,64,49,33,1023,1019,1017,10,9,8,37,18,,0.00,5,Snow,299<br />
2000-1-20,1,-3,-6,-10,-14,-17,64,45,27,1035,1029,1024,10,10,10,47,18,45,0.00,1,,307<br />
2000-1-21,3,-3,-8,-12,-15,-17,63,43,22,1038,1037,1035,,,,24,13,,0.00,,,326<br />
2000-1-22,6,0,-6,-2,-8,-13,75,53,35,1038,1031,1026,10,8,8,10,6,,0.00,7,Rain,355<br />
2000-1-23,11,6,2,6,2,-2,87,79,62,1026,1022,1020,10,7,2,14,6,,0.00,6,Rain,334<br />
2000-1-24,10,7,4,2,-3,-9,76,53,31,1026,1025,1023,10,10,10,27,16,,0.00,6,,322<br />
2000-1-25,6,2,-2,-7,-12,-18,45,36,27,1028,1026,1024,,,,39,21,,0.00,,,312<br />
2000-1-26,2,-2,-6,-13,-14,-18,54,41,30,1028,1027,1025,,,,27,19,,0.00,,,316<br />
2000-1-27,5,-1,-6,-10,-12,-14,63,48,31,1031,1029,1027,,,,23,18,,0.00,,,320<br />
2000-1-28,8,1,-6,-9,-11,-12,68,49,23,1033,1032,1031,,,,11,6,,0.00,,,343<br />
