
AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,27,23,20,20,18,17,94,73,48,1012,1009,1007,26,12,9,29,18,,0.00,3,,126<br />
2013-1-2,23,20,18,20,16,12,94,70,47,1020,1014,1008,19,11,10,47,29,,0.00,6,,156<br />
2013-1-3,24,21,17,16,13,11,73,57,37,1019,1017,1015,31,12,10,27,16,,0.00,4,,123<br />
2013-1-4,28,23,19,18,16,14,78,60,36,1017,1015,1012,31,15,10,47,19,,0.00,1,,14<br />
2013-1-5,31,26,21,19,17,16,83,61,33,1017,1015,1013,26,14,10,47,24,52,0.00,1,,29<br />
2013-1-6,30,26,21,21,18,15,88,67,37,1023,1020,1017,31,13,10,29,18,,0.00,1,,88<br />
2013-1-7,27,24,21,21,18,16,94,71,46,1023,1019,1013,31,13,10,32,26,,0.00,4,,139<br />
2013-1-8,42,31,21,17,11,5,78,33,5,1012,1002,993,31,31,31,40,21,55,0.00,,,334<br />
2013-1-9,36,28,19,18,13,4,83,55,7,1007,999,992,26,12,10,45,32,61,0.00,5,,154<br />
2013-1-10,25,22,19,16,14,11,65,55,39,1012,1009,1007,31,12,10,34,19,,0.00,5,Rain,73<br />
2013-1-11,31,26,20,21,18,16,78,60,38,1011,1007,1003,19,12,10,42,16,,0.00,4,,27<br />
2013-1-12,31,26,21,21,19,15,83,70,35,1013,1007,1003,26,12,10,42,16,50,0.00,6,Rain,187<br />
2013-1-13,23,21,18,20,18,16,100,80,58,1013,1010,1008,19,9,3,47,19,,8.89,6,Rain-Thunderstorm,161<br />
2013-1-14,21,19,17,16,13,10,88,68,43,1021,1016,1011,31,12,7,47,29,,0.25,4,Rain,182<br />
2013-1-15,25,21,18,16,12,9,68,54,35,1021,1018,1015,31,13,10,32,21,,0.00,2,,117<br />
2013-1-16,28,23,18,20,17,15,88,64,36,1015,1013,1011,31,17,10,32,16,,0.00,4,,60<br />
2013-1-17,29,25,21,21,19,16,94,72,39,1014,1010,1006,26,12,10,39,21,47,0.00,2,,91<br />
2013-1-18,46,33,21,21,17,9,88,53,6,1008,1002,996,26,12,5,64,18,85,0.00,3,Rain-Thunderstorm,336<br />
2013-1-19,22,21,20,19,16,14,83,70,57,1016,1013,1008,18,11,9,35,29,48,0.25,6,Rain,175<br />
2013-1-20,24,22,19,20,17,13,100,72,44,1017,1016,1015,26,11,2,29,21,,1.02,7,Rain,147<br />
2013-1-21,27,23,19,20,18,14,94,71,39,1016,1014,1011,26,12,10,32,14,,0.00,5,,26<br />
2013-1-22,32,27,21,21,19,15,94,68,38,1012,1009,1006,26,13,6,48,18,58,0.25,5,Rain-Thunderstorm,18<br />
2013-1-23,23,22,21,20,18,17,94,78,62,1018,1014,1011,26,11,8,50,40,55,0.00,6,,189<br />
2013-1-24,26,23,21,22,19,17,88,77,59,1018,1016,1013,26,12,10,34,26,,0.25,3,,163<br />
2013-1-25,30,26,22,22,20,18,88,67,43,1014,1011,1009,31,13,10,40,16,,0.00,2,Rain,35<br />
2013-1-26,30,27,23,22,21,19,89,69,47,1013,1011,1008,26,11,10,48,26,69,0.00,5,,41<br />
2013-1-27,26,23,20,22,20,19,100,88,68,1011,1009,1007,31,9,1,32,21,,12.95,6,Rain,354<br />
2013-1-28,24,22,20,22,20,17,94,88,81,1010,1008,1006,19,6,2,42,24,61,39.88,7,Rain,50<br />
2013-1-29,26,22,19,22,19,17,94,84,60,1010,1003,999,26,8,2,47,31,63,0.51,6,Rain,97<br />
2013-1-30,26,23,20,19,17,15,83,70,48,1015,1013,1010,26,11,10,26,19,,0.00,4,,142<br />
2013-1-31,30,26,22,21,19,18,83,66,45,1015,1010,1005,31,12,10,42,19,61,0.00,3,,25<br />
2013-2-1,24,21,18,22,18,14,94,83,61,1008,1006,1003,14,9,3,60,29,77,22.10,4,Rain-Thunderstorm,170<br />
2013-2-2,20,17,14,17,13,10,100,78,48,1014,1010,1006,19,8,3,52,42,72,0.51,6,Rain,208<br />
2013-2-3,21,18,15,17,13,7,83,71,47,1019,1014,1012,26,11,8,37,26,52,0.76,5,Rain,216<br />
2013-2-4,23,20,17,17,16,14,83,71,51,1024,1021,1017,31,12,10,32,21,,0.25,3,Rain,207<br />
2013-2-5,25,21,17,17,15,13,83,65,41,1025,1023,1021,31,13,10,27,16,,0.00,3,Rain,352<br />
2013-2-6,27,23,19,18,14,10,88,58,32,1023,1020,1017,31,12,9,34,16,,0.00,3,Rain,30<br />
2013-2-7,29,24,19,16,14,11,73,53,24,1019,1016,1014,31,21,10,42,19,55,0.00,1,,9<br />
2013-2-8,31,26,20,18,16,11,78,54,22,1017,1016,1014,31,26,19,45,24,55,0.00,,,25<br />
2013-2-9,29,26,22,20,18,16,78,63,37,1017,1014,1011,31,23,10,39,23,,0.00,6,,30<br />
2013-2-10,28,24,20,21,19,18,94,81,60,1020,1015,1011,26,10,4,47,19,48,5.08,3,Rain-Thunderstorm,161<br />
2013-2-11,22,20,19,19,18,16,95,84,61,1020,1019,1016,19,11,5,39,31,52,0.00,6,Rain,185<br />
2013-2-12,23,21,19,19,17,14,100,81,49,1023,1020,1018,31,9,4,27,19,,0.00,6,Rain,167<br />
2013-2-13,22,20,19,18,16,14,94,74,61,1024,1022,1021,31,12,4,34,23,,2.03,6,Rain,176<br />
2013-2-14,26,21,17,17,16,14,88,67,44,1023,1021,1019,31,13,10,27,10,,0.25,2,,41<br />
2013-2-15,25,22,19,19,17,13,94,74,39,1022,1021,1019,31,11,4,27,13,,0.25,4,Rain,127<br />
2013-2-16,23,21,18,20,18,15,94,81,63,1022,1021,1020,31,10,2,32,14,34,2.03,5,Rain,189<br />
2013-2-17,26,22,19,19,15,12,94,65,33,1022,1021,1019,31,12,8,23,13,,0.25,3,Rain,127<br />
2013-2-18,27,22,18,18,16,13,88,64,33,1020,1018,1016,31,12,6,32,14,,0.00,3,Rain,45<br />
2013-2-19,28,24,20,20,18,16,83,67,40,1017,1015,1012,31,12,9,29,13,,0.00,1,Rain-Thunderstorm,26<br />
2013-2-20,28,24,21,21,19,18,94,72,48,1018,1016,1014,31,12,5,24,14,,0.76,2,Rain,144<br />
2013-2-21,27,24,22,19,17,16,83,64,45,1020,1017,1016,26,11,9,27,19,,0.00,2,,124<br />
2013-2-22,27,24,22,18,17,15,73,60,44,1020,1017,1016,26,12,10,42,32,58,0.00,6,Rain,124<br />
2013-2-23,24,22,19,22,20,16,94,84,61,1017,1013,1010,16,7,1,61,40,71,13.97,7,Rain,108<br />
2013-2-24,28,24,21,22,22,21,100,81,66,1015,1011,1008,14,9,1,64,40,90,0.00,6,Rain-Thunderstorm,36<br />
2013-2-25,30,27,23,22,21,20,85,73,51,1018,1015,1013,26,11,9,45,26,50,0.00,5,,33<br />
2013-2-26,29,26,22,21,19,18,83,69,46,1019,1017,1015,26,11,10,42,29,60,0.00,6,,34<br />
2013-2-27,29,26,22,19,18,16,83,64,34,1016,1013,1010,26,15,10,47,26,58,0.00,6,,32<br />
2013-2-28,30,23,17,19,18,15,94,80,35,1012,1009,1007,26,9,3,52,23,71,6.10,6,Rain,162<br />
2013-3-1,21,18,16,18,16,10,94,79,44,1019,1015,1010,19,7,3,48,40,66,12.95,7,Rain,165<br />
2013-3-2,22,19,17,17,14,9,88,70,41,1022,1020,1018,26,9,2,47,37,63,2.03,6,Rain,157<br />
2013-3-3,26,21,17,17,15,13,78,61,43,1022,1021,1019,26,11,9,39,32,,0.25,5,Rain,132<br />
2013-3-4,26,22,19,18,14,11,88,58,34,1023,1021,1020,31,11,6,27,23,,0.00,4,Rain,99<br />
2013-3-5,28,24,20,17,14,11,69,54,28,1022,1021,1019,31,13,10,32,19,,0.00,4,,71<br />
2013-3-6,28,23,19,18,16,13,83,60,33,1021,1019,1017,31,12,9,35,16,,0.00,4,Rain,18<br />
2013-3-7,29,24,19,18,16,14,83,59,33,1021,1019,1016,31,14,10,35,18,,0.00,1,,11<br />
2013-3-8,26,23,20,17,16,14,83,60,37,1022,1021,1019,26,11,10,29,14,,0.00,4,,34<br />
2013-3-9,29,25,21,18,17,13,78,59,33,1022,1020,1018,31,12,9,35,16,,0.00,5,Rain,32<br />
2013-3-10,29,24,19,18,16,12,83,58,27,1020,1018,1016,31,13,10,32,18,,0.00,4,,22<br />
2013-3-11,27,23,21,20,17,13,88,65,33,1022,1020,1018,31,12,10,35,13,,0.25,3,Rain,67<br />
2013-3-12,27,24,21,19,17,12,88,64,33,1021,1019,1016,31,12,10,27,13,,0.00,3,Rain,9<br />
2013-3-13,29,24,19,17,16,12,83,60,26,1017,1012,1008,31,16,10,40,18,58,0.00,1,,4<br />
2013-3-14,23,22,21,19,18,16,88,77,57,1015,1011,1009,31,11,7,37,19,55,2.03,6,Rain,196<br />
2013-3-15,23,21,19,19,18,17,94,79,65,1017,1015,1014,26,11,7,37,29,50,0.00,6,Rain,187<br />
