
AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,19,14,10,9,7,6,88,61,48,1018,1016,1015,10,10,10,34,21,40,0.00,3,,168<br />
2000-1-2,23,16,9,13,8,6,88,61,38,1019,1016,1014,10,10,10,16,10,,0.00,1,,203<br />
2000-1-3,29,21,14,14,11,9,88,61,30,1014,1011,1008,10,10,10,45,21,63,0.00,7,Rain,2<br />
2000-1-4,17,13,11,12,8,4,88,70,45,1017,1012,1008,10,10,10,42,24,61,0.00,6,Rain-Thunderstorm,224<br />
2000-1-5,17,13,11,11,8,5,82,67,52,1020,1019,1016,10,10,9,39,31,48,0.00,5,Rain,198<br />
2000-1-6,20,16,12,12,10,8,94,71,49,1020,1019,1017,10,10,10,29,21,,0.00,5,,197<br />
2000-1-7,22,16,10,13,9,6,88,65,43,1019,1017,1016,10,10,10,35,23,,0.00,4,,179<br />
2000-1-8,28,19,11,12,11,9,94,62,30,1018,1015,1012,10,10,10,27,11,39,0.00,1,,354<br />
2000-1-9,32,23,16,13,11,5,82,49,18,1014,1012,1010,10,10,10,29,13,,0.00,3,,27<br />
2000-1-10,30,25,20,14,12,10,64,48,33,1016,1013,1012,10,10,10,39,21,,0.00,4,,11<br />
2000-1-11,32,23,15,15,9,-8,88,50,8,1018,1016,1015,10,10,10,34,11,,0.00,,,195<br />
2000-1-12,31,22,13,14,11,7,88,49,24,1020,1018,1016,,,,37,14,,0.00,,,5<br />
2000-1-13,32,23,16,13,11,6,82,45,21,1019,1016,1013,,,,39,14,,0.00,,,7<br />
2000-1-14,33,24,17,13,10,7,77,40,21,1014,1013,1011,,,,47,18,,0.00,,,352<br />
2000-1-15,29,23,17,18,13,8,88,59,36,1015,1014,1013,10,10,10,14,6,39,0.00,6,,175<br />
2000-1-16,19,17,14,17,16,11,94,88,64,1016,1014,1011,10,8,3,21,10,,0.00,6,Rain,201<br />
2000-1-17,27,18,10,15,11,9,100,67,34,1017,1015,1013,10,10,10,16,8,,0.00,3,,231<br />
2000-1-18,34,24,14,17,12,9,88,50,21,1014,1009,1004,10,10,10,42,21,58,0.00,6,,346<br />
2000-1-19,25,21,17,16,14,12,94,65,44,1007,1006,1004,10,10,10,26,18,,0.00,4,,216<br />
2000-1-20,27,22,17,16,10,4,94,56,24,1005,1003,1001,10,10,10,39,18,58,0.00,5,,264<br />
2000-1-21,20,17,13,11,8,6,82,63,40,1012,1008,1005,10,10,10,37,26,48,0.00,6,,244<br />
2000-1-22,18,14,11,8,6,4,82,60,42,1014,1011,1010,10,10,10,39,23,,0.00,4,Rain,230<br />
2000-1-23,17,13,9,7,5,3,76,60,39,1020,1016,1013,10,10,10,35,21,,0.00,4,Rain,210<br />
2000-1-24,21,13,7,8,5,1,87,54,30,1020,1018,1015,10,10,10,14,10,,0.00,4,,85<br />
2000-1-25,22,18,14,13,11,8,88,68,50,1016,1013,1010,10,10,10,26,10,,0.00,7,Rain,34<br />
2000-1-26,23,19,15,18,15,13,100,85,61,1010,1007,1005,10,7,3,27,8,,0.00,5,Rain,189<br />
2000-1-27,19,17,15,16,14,12,100,86,73,1015,1011,1008,10,9,1,35,26,52,0.00,6,Rain,194<br />
2000-1-28,18,16,13,11,10,8,82,70,52,1017,1015,1013,10,10,10,32,24,,0.00,6,Rain,194<br />
2000-1-29,19,16,12,12,11,8,94,71,52,1020,1018,1015,10,10,10,32,21,,0.00,6,,194<br />
2000-1-30,19,17,14,12,10,9,88,67,52,1021,1020,1018,10,10,10,24,18,,0.00,5,,189<br />
2000-1-31,22,18,14,12,11,10,82,71,50,1019,1017,1016,10,10,10,26,11,,0.00,6,,164<br />
2000-2-1,32,21,11,13,9,3,94,55,20,1017,1016,1014,,,,19,10,,0.00,,,6<br />
2000-2-2,36,29,23,14,9,3,44,32,19,1018,1016,1014,,,,48,29,60,0.00,,,360<br />
2000-2-3,38,28,19,17,12,9,83,42,20,1019,1015,1013,10,10,10,52,35,71,0.00,3,,344<br />
2000-2-4,38,27,17,17,14,9,100,54,20,1018,1012,1007,10,10,9,35,13,48,0.00,5,,349<br />
2000-2-5,32,23,16,15,11,3,64,46,16,1022,1012,1004,10,9,3,35,27,,0.00,3,Rain,216<br />
2000-2-6,21,16,11,11,9,8,82,62,43,1025,1024,1022,10,10,10,35,19,,0.00,2,,188<br />
2000-2-7,24,18,12,16,12,9,88,70,50,1025,1024,1022,10,10,10,23,14,,0.00,3,,208<br />
2000-2-8,31,23,17,18,16,14,94,73,37,1022,1019,1016,10,10,8,24,10,,0.00,5,,201<br />
2000-2-9,28,23,18,16,16,15,88,74,48,1019,1016,1014,10,10,10,16,10,,0.00,6,,196<br />
2000-2-10,37,28,19,15,10,-3,78,42,8,1014,1010,1005,,,,48,23,69,0.00,,,345<br />
2000-2-11,20,17,12,18,14,11,100,86,68,1014,1012,1009,10,8,3,21,11,,0.00,6,Rain,186<br />
2000-2-12,20,16,11,14,8,4,94,67,46,1021,1016,1013,10,10,10,35,14,,0.00,4,,216<br />
2000-2-13,25,17,9,9,7,4,82,52,31,1022,1021,1019,10,10,10,26,18,,0.00,2,,152<br />
2000-2-14,26,18,10,11,8,6,94,57,32,1023,1021,1018,,,,24,11,27,0.00,,,332<br />
2000-2-15,29,21,13,11,8,5,82,49,22,1018,1016,1013,,,,42,18,,0.00,,,358<br />
2000-2-16,32,23,16,9,7,2,63,39,15,1015,1014,1012,,,,24,13,,0.00,,,9<br />
2000-2-17,35,27,19,15,7,3,68,31,13,1017,1015,1014,10,10,10,32,19,,0.00,3,Rain,1<br />
2000-2-18,36,26,17,12,7,-1,64,32,10,1017,1015,1012,,,,37,16,,0.00,,,352<br />
2000-2-19,36,29,23,9,6,3,32,24,15,1013,1008,1003,,,,39,24,,0.00,,,358<br />
2000-2-20,27,23,19,19,16,8,94,67,30,1011,1006,1002,10,10,10,23,11,,0.00,6,Rain,264<br />
2000-2-21,34,26,18,18,16,6,100,65,17,1012,1010,1006,10,9,5,32,11,,0.00,7,,320<br />
2000-2-22,23,21,19,17,17,16,88,77,65,1009,1007,1004,10,10,10,61,24,72,0.00,6,Rain,5<br />
2000-2-23,20,20,20,17,17,17,83,83,83,1007,1007,1006,10,10,10,47,45,,0.00,3,,180<br />
2000-5-1,17,16,16,6,5,4,52,47,42,1025,1024,1024,,,,10,10,,0.00,,,200<br />
2000-5-4,15,14,13,13,12,11,100,90,77,1016,1015,1014,10,8,4,21,14,,0.00,6,Rain,184<br />
2000-5-5,15,13,12,14,13,12,100,97,88,1018,1013,1011,10,5,1,37,16,50,0.00,7,Rain,169<br />
2000-5-6,14,12,10,12,9,7,100,88,63,1027,1022,1018,10,9,4,32,23,,0.00,6,Rain,228<br />
2000-5-7,18,14,11,11,10,7,94,79,52,1030,1028,1027,10,10,10,13,10,,0.00,5,,287<br />
