
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,22,19,16,18,14,14,89,78,0,1020,1017,1016,31,10,4,24,11,,1.02,6,Rain,184<br />
2013-1-2,26,21,17,21,16,14,97,70,0,1019,1010,1004,31,12,7,27,16,,0.00,3,,70<br />
2013-1-3,26,22,18,19,14,10,100,67,44,1013,1006,1003,31,12,10,76,32,109,0.00,3,,247<br />
2013-1-4,23,20,17,16,11,10,81,59,35,1019,1016,1012,31,11,10,53,39,74,0.00,2,,251<br />
2013-1-5,25,20,16,17,13,6,83,58,38,1018,1015,1012,31,23,19,24,18,,0.00,,,193<br />
2013-1-6,25,20,16,18,17,9,94,72,41,1019,1013,1008,31,12,9,60,24,77,0.00,4,,241<br />
2013-1-7,24,21,18,19,17,8,88,75,43,1020,1017,1015,19,11,8,23,13,,0.00,6,,108<br />
2013-1-8,25,22,19,20,18,16,88,79,65,1014,1013,1012,19,9,4,47,19,58,0.00,5,,236<br />
2013-1-9,25,21,17,16,14,11,88,65,39,1013,1010,1007,31,12,10,35,24,,0.00,3,,238<br />
2013-1-10,21,18,15,13,11,8,88,63,38,1017,1012,1008,31,11,5,53,31,74,0.00,4,Rain,244<br />
2013-1-11,22,17,13,14,11,8,88,62,43,1021,1018,1017,31,14,10,29,18,,1.02,1,Rain,228<br />
2013-1-12,22,18,14,17,15,8,94,79,46,1021,1019,1017,31,11,5,34,13,,0.00,6,Rain,76<br />
2013-1-13,27,22,18,19,17,13,94,72,49,1016,1009,1004,31,12,8,42,24,63,0.00,1,,62<br />
2013-1-14,25,22,19,18,17,12,94,72,50,1018,1012,1007,19,10,5,58,40,76,3.05,4,Rain,238<br />
2013-1-15,23,21,18,18,16,12,94,72,53,1021,1020,1018,26,11,4,23,14,,0.00,6,Rain,126<br />
2013-1-16,25,22,19,19,18,13,88,75,54,1020,1016,1013,31,11,8,40,27,64,0.00,5,,79<br />
2013-1-17,29,24,20,21,19,14,94,76,55,1013,1012,1010,31,14,10,21,13,,0.51,5,Rain,40<br />
2013-1-18,26,23,19,21,19,14,88,74,56,1017,1013,1011,19,11,10,37,23,39,1.02,4,Rain,227<br />
2013-1-19,26,21,15,18,16,11,94,75,50,1017,1015,1013,31,14,10,24,11,,0.00,2,,147<br />
2013-1-20,27,23,19,19,18,13,88,74,57,1014,1011,1009,31,13,10,23,13,,0.00,2,,93<br />
2013-1-21,26,22,19,18,17,15,88,73,57,1017,1015,1014,31,11,10,45,27,,0.00,2,,238<br />
2013-1-22,26,22,18,18,17,15,88,74,50,1017,1015,1013,31,12,10,24,16,,0.00,3,,241<br />
2013-1-23,26,22,17,18,17,16,94,76,51,1015,1014,1012,31,13,10,19,11,,0.00,2,,226<br />
