
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,26,20,14,6,3,1,51,34,20,1017,1015,1013,7,6,5,35,18,,0.00,0,,49<br />
2000-1-2,27,20,14,9,4,0,59,36,23,1019,1015,1013,7,6,1,19,14,,0.00,0,,37<br />
2000-1-3,27,21,15,9,3,1,56,33,20,1017,1015,1013,7,7,5,19,13,,0.00,0,,7<br />
2000-1-4,26,19,12,13,7,3,68,48,24,1016,1014,1012,7,5,3,13,6,,0.00,0,,50<br />
2000-1-5,26,19,13,13,9,7,82,57,30,1018,1016,1014,7,6,3,14,10,,0.00,0,,79<br />
2000-1-6,27,20,13,14,8,5,77,49,31,1018,1016,1014,7,6,4,14,5,,0.00,0,,61<br />
2000-1-7,28,20,13,16,14,11,94,68,42,1015,1013,1011,8,5,1,13,5,,0.00,0,,263<br />
2000-1-8,27,21,16,18,17,13,94,69,57,1014,1012,1010,7,5,2,8,5,,0.00,3,,280<br />
2000-5-4,33,30,27,25,23,22,79,67,55,1007,1005,1003,8,8,8,26,16,,0.00,3,,246<br />
2000-5-5,35,31,28,25,24,24,79,68,53,1007,1005,1004,8,8,5,29,11,,0.00,3,,257<br />
2000-5-6,35,32,29,25,24,23,79,66,49,1006,1004,1002,8,7,7,23,14,,0.00,1,,265<br />
2000-5-7,34,31,28,25,24,22,84,69,49,1006,1004,1003,8,8,8,24,13,,0.00,1,,245<br />
2000-5-8,33,30,27,25,25,23,84,76,59,1005,1004,1002,8,8,8,26,13,,0.00,2,,242<br />
2000-5-9,34,30,27,25,24,24,84,71,56,1006,1005,1004,8,8,8,23,16,,0.00,4,,263<br />
2000-5-10,33,30,28,25,24,23,79,69,55,1006,1004,1003,8,8,8,23,14,,0.00,5,,242<br />
2000-5-11,33,30,28,25,24,23,84,69,55,1005,1003,1001,8,8,8,19,14,,0.00,5,,241<br />
2000-5-12,33,30,27,25,24,23,84,70,55,1006,1004,1002,8,8,8,23,16,,0.00,4,,238<br />
2000-5-13,34,31,28,25,24,23,79,69,55,1006,1004,1002,8,8,8,24,13,,0.00,3,,238<br />
2000-5-14,34,31,29,25,24,23,79,69,52,1007,1005,1003,8,8,8,26,13,,0.00,4,,246<br />
2000-5-15,34,30,27,25,24,22,89,68,49,1005,1004,1002,9,8,7,19,10,,0.00,2,,245<br />
2000-5-16,35,31,28,24,23,22,79,62,49,1004,1002,1000,10,8,8,16,10,,0.00,1,,245<br />
2000-5-17,35,31,28,26,24,24,84,68,53,1002,1000,998,8,8,8,29,14,,0.00,4,,252<br />
2000-5-18,34,31,29,29,24,24,94,69,56,1001,999,997,8,8,8,26,16,,0.00,3,,251<br />
