
PYST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,29,26,22,23,22,22,100,88,66,1009,1007,1005,10,6,1,19,5,,0.00,5,Fog-Rain,122<br />
2011-1-2,31,26,20,23,21,20,100,80,55,1007,1004,1001,10,9,0,55,6,74,0.00,1,Rain-Thunderstorm,144<br />
2011-1-3,32,26,21,23,22,19,100,76,49,1005,1003,1002,10,10,10,19,5,,0.00,3,,203<br />
2011-1-4,34,28,22,23,21,18,100,72,38,1006,1004,1002,10,10,9,11,5,,0.00,3,,231<br />
2011-1-5,35,28,22,25,22,20,100,79,47,1010,1007,1005,10,9,3,55,10,74,0.00,3,Rain-Thunderstorm,45<br />
2011-1-6,34,28,23,26,23,22,100,80,55,1011,1009,1006,10,10,10,21,6,,0.00,5,Rain-Thunderstorm,156<br />
2011-1-7,35,29,23,25,24,21,100,73,49,1009,1007,1004,10,10,8,19,6,,0.00,4,Thunderstorm,66<br />
2011-1-8,36,30,24,26,24,23,94,73,53,1010,1008,1006,10,10,10,37,8,55,0.00,6,Rain-Thunderstorm,30<br />
2011-1-9,32,29,26,26,24,24,89,81,66,1010,1008,1006,10,10,10,26,8,,0.00,6,Thunderstorm,131<br />
2011-1-10,35,29,24,26,24,23,100,78,55,1008,1006,1002,10,10,9,27,6,55,0.00,3,Rain-Thunderstorm,172<br />
2011-1-11,32,28,25,26,24,23,100,85,66,1006,1004,1001,10,10,6,27,6,,0.00,6,Rain-Thunderstorm,182<br />
2011-1-12,33,29,25,25,21,18,94,69,41,1005,1004,1002,10,10,8,21,10,,0.00,5,,175<br />
2011-1-13,35,28,21,23,21,16,100,69,32,1005,1004,1001,10,9,8,16,5,,0.00,4,,320<br />
2011-1-14,37,29,22,23,22,19,94,64,35,1008,1006,1004,10,10,10,14,8,,0.00,1,,24<br />
2011-1-15,35,29,23,24,21,19,89,64,46,1009,1007,1004,10,10,8,37,10,48,0.00,3,Thunderstorm,35<br />
2011-1-16,36,28,21,24,22,20,94,66,44,1005,1003,999,10,10,10,29,10,,0.00,2,,7<br />
2011-1-17,34,28,22,25,23,19,94,78,56,1009,1006,1004,10,10,6,27,16,47,0.00,6,Rain-Thunderstorm,7<br />
2011-1-18,33,28,23,25,23,21,94,75,55,1010,1007,1004,10,10,8,19,6,,0.00,5,,69<br />
2011-1-19,36,30,24,25,24,22,94,72,47,1006,1004,1000,10,10,10,14,10,,0.00,2,,19<br />
2011-1-20,28,24,21,25,22,20,100,89,70,1009,1006,1002,10,9,2,34,8,52,0.00,5,Rain-Thunderstorm,195<br />
2011-1-21,34,28,23,25,23,21,100,80,52,1008,1006,1003,10,9,4,23,6,,0.00,3,Rain-Thunderstorm,151<br />
2011-1-22,33,28,23,25,23,22,100,81,59,1011,1008,1006,10,10,10,19,5,37,0.00,5,Thunderstorm,72<br />
2011-1-23,32,28,24,26,24,20,100,88,66,1013,1011,1009,10,10,8,34,6,52,0.00,4,Rain-Thunderstorm,53<br />
2011-1-24,33,28,23,26,24,23,100,82,62,1013,1011,1007,10,10,10,14,6,,0.00,6,,60<br />
2011-1-25,35,29,24,26,24,22,89,74,49,1011,1009,1005,10,10,10,14,8,,0.00,3,,14<br />
2011-1-26,37,31,25,25,24,22,84,68,47,1010,1008,1005,10,10,10,23,13,,0.00,5,Thunderstorm,7<br />
2011-1-27,37,31,25,25,24,22,94,67,44,1010,1008,1005,10,10,10,23,11,,0.00,2,Thunderstorm,353<br />
2011-1-28,37,31,26,25,23,23,83,65,44,1012,1009,1007,10,10,8,23,11,,0.00,6,Thunderstorm,17<br />
2011-1-29,32,28,25,25,24,22,94,79,66,1014,1013,1010,10,10,10,19,10,,0.00,6,Rain-Thunderstorm,16<br />
2011-1-30,35,29,23,25,23,22,100,75,47,1014,1011,1007,10,10,10,23,8,,0.00,2,,27<br />
2011-1-31,36,30,25,26,24,23,94,71,47,1010,1008,1005,10,10,10,27,13,47,0.00,4,,12<br />
2011-2-1,30,27,23,25,23,21,94,81,70,1013,1011,1008,10,10,3,40,14,48,0.00,6,Rain-Thunderstorm,122<br />
2011-2-2,33,27,21,24,22,20,100,77,55,1012,1010,1007,10,10,10,13,8,,0.00,5,,144<br />
2011-2-3,37,30,24,25,24,22,94,71,44,1009,1007,1004,10,10,10,37,11,55,0.00,2,Thunderstorm,17<br />
2011-2-4,35,28,22,25,23,21,100,76,49,1009,1007,1003,10,9,0,42,11,63,0.00,6,Rain-Thunderstorm,357<br />
2011-2-5,29,26,23,25,24,22,100,90,74,1010,1007,1005,10,10,6,13,5,,0.00,6,Rain-Thunderstorm,20<br />
2011-2-6,32,28,25,25,24,22,100,82,58,1010,1008,1006,10,10,10,19,5,,0.00,5,Thunderstorm,21<br />
2011-2-7,30,28,27,25,25,24,89,84,74,1008,1007,1005,10,10,10,10,6,,0.00,6,Thunderstorm,84<br />
2011-2-8,28,26,24,25,24,21,100,90,79,1010,1009,1006,10,10,6,24,11,,0.00,7,Rain-Thunderstorm,301<br />
2011-2-9,26,23,21,21,20,19,94,80,69,1011,1010,1008,10,10,8,21,13,,0.00,6,Rain,209<br />
2011-2-10,30,26,21,22,21,20,100,78,58,1010,1009,1006,10,10,9,23,13,,0.00,6,,171<br />
2011-2-11,31,26,21,23,22,21,100,81,55,1010,1008,1006,10,10,10,19,5,,0.00,6,Rain,142<br />
2011-2-12,27,24,23,23,22,20,100,91,74,1011,1009,1007,10,9,3,16,6,,0.00,7,Rain,302<br />
2011-2-13,33,27,21,23,22,21,100,79,52,1013,1010,1009,10,10,10,29,8,,0.00,4,,156<br />
2011-2-14,33,27,22,22,21,19,94,67,46,1015,1013,1011,10,10,10,34,14,,0.00,2,,144<br />
2011-2-15,33,27,21,21,20,19,88,67,43,1012,1010,1007,10,10,10,121,14,,0.00,2,,134<br />
