
WAT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,28,24,22,27,25,22,100,96,89,1011,1008,1006,10,9,2,27,8,,0.00,7,Rain-Thunderstorm,209<br />
2000-1-2,30,26,22,26,24,22,100,91,74,1009,1007,1005,10,9,8,16,8,,0.00,3,,87<br />
2000-1-3,30,27,24,28,26,24,100,93,84,1009,1007,1005,10,10,10,16,6,,0.00,4,,202<br />
2000-1-4,30,27,24,27,26,24,100,94,79,1010,1007,1005,10,10,8,14,8,,0.00,5,,173<br />
2000-1-5,30,28,25,27,26,25,100,91,79,1008,1007,1005,10,9,8,14,8,,0.00,4,,209<br />
2000-1-6,30,28,25,28,27,25,100,93,84,1009,1007,1005,10,9,5,13,8,,0.00,7,Rain-Thunderstorm,209<br />
2000-1-7,28,26,24,27,25,24,100,95,84,1011,1008,1006,10,8,5,27,8,,0.00,7,Rain-Thunderstorm,163<br />
2000-1-8,28,26,23,26,24,23,100,96,84,1013,1010,1008,10,7,1,23,8,,0.00,7,Rain-Thunderstorm,183<br />
2000-1-9,30,27,23,26,25,23,100,92,79,1011,1009,1007,10,10,8,13,8,,0.00,5,,174<br />
2000-1-10,30,27,24,27,26,24,100,92,79,1010,1008,1006,10,10,8,14,10,,0.00,4,,208<br />
2000-1-11,30,28,26,28,26,25,100,92,84,1011,1008,1006,10,9,8,14,8,,0.00,4,,226<br />
2000-1-12,30,28,25,28,27,25,100,93,84,1010,1008,1006,10,8,1,21,11,,0.00,6,Rain-Thunderstorm,200<br />
2000-1-13,26,24,23,26,24,23,100,99,94,1011,1009,1007,10,6,1,14,8,32,0.00,8,Rain-Thunderstorm,241<br />
2000-5-4,31,28,26,27,27,26,100,92,79,1013,1010,1008,10,10,10,21,13,,0.00,6,Thunderstorm,217<br />
2000-5-5,31,28,25,28,27,25,100,95,84,1011,1009,1007,10,9,3,19,10,,0.00,6,Rain-Thunderstorm,206<br />
2000-5-6,31,28,26,27,26,25,100,91,79,1012,1009,1005,10,10,8,19,13,,0.00,6,,194<br />
2000-5-7,29,27,26,28,27,25,100,96,89,1011,1009,1007,10,7,1,21,10,,0.00,7,Rain-Thunderstorm,203<br />
2000-5-8,31,28,26,28,27,26,100,93,84,1012,1010,1008,10,9,5,16,8,,0.00,4,Rain-Thunderstorm,216<br />
2000-5-9,30,28,26,27,26,24,100,91,84,1012,1010,1008,10,10,8,23,8,,0.00,5,,211<br />
2000-5-10,30,27,24,27,25,23,100,91,79,1012,1010,1007,10,10,10,24,10,,0.00,7,,180<br />
2000-5-11,30,28,26,27,26,2,100,90,21,1013,1011,1009,10,10,8,19,13,,0.00,6,Rain-Thunderstorm,195<br />
2000-5-12,30,27,24,27,25,24,100,91,74,1014,1011,1010,10,10,8,19,11,,0.00,6,Rain,126<br />
2000-5-13,29,26,23,27,25,23,100,96,84,1013,1011,1009,10,10,8,14,5,,0.00,4,Thunderstorm,174<br />
2000-5-14,30,28,27,27,26,25,100,90,79,1014,1012,1010,10,10,10,13,10,,0.00,5,,210<br />
2000-5-15,31,28,25,28,26,25,100,93,79,1014,1012,1009,10,10,10,16,8,,0.00,4,,200<br />
2000-5-16,28,27,26,26,26,25,100,93,89,1014,1012,1011,10,9,8,19,13,,0.00,6,Rain,181<br />
2000-5-17,31,27,23,28,26,22,100,93,79,1014,1012,1009,10,8,1,24,6,29,0.00,6,Rain-Thunderstorm,186<br />
2000-5-18,30,27,23,26,25,23,100,91,79,1013,1010,1008,10,9,8,16,10,,0.00,6,,195<br />
2000-5-19,31,28,25,28,26,25,100,93,79,1012,1010,1007,10,9,3,19,10,29,0.00,6,Rain-Thunderstorm,187<br />
2000-5-20,31,28,26,28,27,26,100,92,84,1012,1009,1007,10,10,8,21,13,,0.00,5,Thunderstorm,210<br />
2000-5-21,30,27,23,27,26,23,100,95,84,1012,1010,1009,10,9,5,24,13,,0.00,6,Rain-Thunderstorm,266<br />
2000-5-22,31,28,25,27,26,6,100,90,25,1014,1012,1010,10,9,6,19,13,,0.00,6,Rain-Thunderstorm,190<br />
2000-5-23,30,28,26,27,26,25,100,93,84,1015,1014,1012,10,9,7,13,10,,0.00,7,Thunderstorm,210<br />
2000-5-24,28,26,23,26,24,2,100,91,22,1015,1013,1011,10,9,5,34,13,53,0.00,7,Rain-Thunderstorm,180<br />
2000-5-25,27,26,24,26,25,24,100,95,89,1015,1013,1011,10,8,1,19,10,,0.00,7,Rain-Thunderstorm,192<br />
2000-5-26,30,28,25,25,24,24,100,88,74,1015,1013,1011,10,10,10,21,13,,0.00,6,,181<br />
2000-5-27,30,28,25,27,26,25,100,91,79,1064,1013,1010,10,9,8,21,13,,0.00,6,,194<br />
2000-5-28,28,27,25,26,26,25,100,93,84,1014,1012,1011,10,9,6,16,13,,0.00,7,Rain-Thunderstorm,197<br />
2000-5-29,29,27,24,26,25,23,100,90,79,1013,1011,1008,10,10,8,16,13,,0.00,4,,190<br />
2000-5-30,30,28,25,27,26,25,100,91,79,1013,1010,1008,10,9,3,23,13,,0.00,6,Rain-Thunderstorm,194<br />
