
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,13,6,-2,-1,-3,-7,87,59,13,1025,1023,1021,14,12,10,11,2,,0.00,,,157<br />
2013-1-2,15,7,-2,1,-2,-5,86,61,22,1026,1022,1020,14,11,10,8,2,,0.00,1,,288<br />
2013-1-3,15,9,3,4,1,-9,87,59,21,1023,1021,1017,14,10,8,23,5,,0.00,2,,13<br />
2013-1-4,13,6,-1,1,-3,-9,93,55,21,1022,1020,1016,14,12,10,14,2,,0.00,,,65<br />
2013-1-5,14,4,-5,0,-4,-9,80,51,18,1019,1016,1014,14,10,10,34,5,,0.00,2,,282<br />
2013-1-6,16,11,6,5,1,-2,81,55,31,1017,1015,1012,11,9,6,40,6,,1.02,3,,273<br />
2013-1-7,11,9,8,8,6,3,93,76,58,1018,1015,1009,10,6,3,34,11,,7.87,6,Rain,221<br />
2013-1-8,14,9,5,4,2,-1,81,58,37,1018,1016,1012,10,8,6,14,5,,0.00,2,,240<br />
2013-1-9,14,7,1,4,1,-6,93,65,15,1020,1017,1015,10,8,6,23,3,,0.00,5,Rain,200<br />
2013-1-10,14,10,7,6,3,0,93,63,31,1017,1014,1010,10,7,1,37,13,,5.08,4,Rain-Thunderstorm,225<br />
2013-1-11,9,4,0,0,-9,-19,81,39,5,1024,1019,1013,19,14,10,29,11,,0.00,6,,311<br />
2013-1-12,12,3,-5,-1,-8,-13,80,49,15,1029,1025,1023,19,17,14,8,2,,0.00,,,198<br />
2013-1-13,11,3,-4,-3,-5,-9,86,61,18,1027,1021,1018,14,12,10,11,2,,0.00,1,,104<br />
2013-1-14,13,4,-5,-2,-6,-12,74,54,21,1021,1017,1009,14,14,14,11,2,,0.00,,,231<br />
2013-1-15,14,4,-4,4,-9,-14,80,35,6,1020,1017,1014,19,16,11,26,8,,0.00,,,308<br />
2013-1-16,7,3,1,-6,-9,-16,52,38,18,1029,1024,1018,19,12,10,34,10,,0.00,1,,20<br />
2013-1-17,9,2,-5,-5,-9,-14,74,45,17,1031,1026,1023,14,14,14,11,0,,0.00,,,118<br />
2013-1-18,12,3,-5,-1,-4,-11,86,53,22,1028,1023,1020,14,10,8,8,0,,0.00,6,,95<br />
2013-1-19,17,8,-1,0,-4,-10,86,49,10,1025,1022,1018,14,11,10,11,2,,0.00,1,,121<br />
2013-1-20,16,7,-1,-2,-5,-9,60,41,13,1024,1021,1019,14,11,10,19,5,,0.00,2,,354<br />
2013-1-21,19,10,1,1,-3,-6,75,42,12,1024,1022,1016,14,12,10,19,5,,0.00,1,,276<br />
2013-1-22,17,8,-1,0,-2,-5,93,50,13,1025,1022,1018,14,14,14,11,3,,0.00,,,84<br />
2013-1-23,17,8,-1,0,-3,-6,80,45,14,1025,1022,1018,14,14,14,14,3,,0.00,,,29<br />
2013-1-24,18,9,-1,4,-1,-4,86,51,17,1024,1022,1018,19,10,10,19,5,,0.00,1,,270<br />
2013-1-25,18,9,1,3,1,-2,93,53,17,1025,1022,1019,11,10,10,11,3,,0.00,,,42<br />
2013-1-26,20,10,1,4,1,-2,87,51,15,1025,1023,1017,10,7,5,23,3,,0.00,6,,297<br />
2013-1-27,19,11,4,5,3,1,87,55,21,1025,1023,1016,10,9,8,14,6,,0.00,4,,334<br />
2013-1-28,19,13,7,8,3,2,87,51,23,1024,1021,1012,10,10,10,19,8,,0.00,6,,305<br />
2013-1-29,18,13,8,7,2,-7,93,54,18,1018,1015,1007,11,8,3,26,10,,5.08,7,Rain,198<br />
2013-1-30,14,9,3,5,0,-4,93,57,20,1017,1015,1011,10,6,4,19,6,,0.00,1,,92<br />
2013-1-31,12,8,4,7,4,0,100,79,51,1018,1015,1013,10,6,3,26,3,,13.97,8,Rain,151<br />
2013-2-1,13,8,4,7,2,-5,100,64,30,1017,1015,1010,10,7,2,29,11,,2.03,4,Rain,272<br />
2013-2-2,13,6,-1,2,-1,-3,93,61,27,1019,1017,1014,14,10,10,29,6,,0.00,2,,274<br />
2013-2-3,11,7,3,-1,-5,-13,70,45,17,1023,1019,1015,19,11,10,34,13,,0.00,1,,301<br />
2013-2-4,12,4,-3,-2,-7,-12,70,47,13,1026,1024,1022,19,16,14,11,3,,0.00,,,319<br />
2013-2-5,16,6,-3,2,-3,-8,93,55,19,1028,1024,1021,11,11,11,11,2,,0.00,,,76<br />
2013-2-6,19,8,-2,3,0,-4,93,59,23,1028,1026,1022,11,9,8,11,2,,0.00,0,,143<br />
2013-2-7,19,10,1,8,-3,-14,87,51,10,1028,1025,1020,14,12,10,11,3,,0.00,,,69<br />
2013-2-8,19,10,0,0,-4,-10,75,40,6,1025,1022,1017,14,11,10,14,3,,0.00,5,,358<br />
2013-2-9,19,11,3,1,-2,-6,75,41,14,1023,1020,1014,14,12,10,14,6,,0.00,,,33<br />
2013-2-10,20,11,3,4,1,-2,81,52,15,1021,1019,1013,11,10,10,14,3,,0.00,2,,122<br />
2013-2-11,18,10,3,4,2,-1,93,56,20,1021,1018,1013,11,10,8,14,3,,0.00,5,,215<br />
2013-2-12,13,10,7,6,4,1,93,67,42,1022,1019,1013,10,7,4,26,6,,3.05,7,Rain,300<br />
2013-2-13,18,11,4,6,3,-2,100,62,18,1021,1018,1012,11,5,3,23,5,,0.00,2,,278<br />
2013-2-14,15,8,1,2,-2,-9,87,50,14,1022,1019,1013,14,13,11,14,8,,0.00,,,314<br />
2013-2-15,16,8,0,0,-4,-9,80,47,11,1025,1022,1019,19,16,14,11,2,,0.00,,,225<br />
2013-2-16,20,10,0,1,-3,-8,87,43,11,1021,1018,1012,19,13,10,29,5,,0.00,,,298<br />
2013-2-17,21,13,5,5,-4,-16,76,35,4,1018,1015,1007,10,7,3,23,8,,0.00,2,,298<br />
