
GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,26,20,14,17,15,13,100,79,50,1017,1015,1013,10,6,1,13,6,,0.00,1,Fog,234<br />
2000-1-2,26,20,15,18,14,8,100,75,32,1018,1015,1014,10,5,0,11,6,,0.00,1,Fog,199<br />
2000-1-3,24,19,14,17,13,11,88,74,47,1018,1016,1014,10,7,2,16,6,,0.00,2,Fog,267<br />
2000-1-4,27,19,12,18,16,12,100,82,54,1017,1015,1013,10,5,0,21,6,,0.00,1,Fog,29<br />
2000-1-5,27,20,13,17,15,11,94,78,37,1017,1015,1014,10,6,1,19,6,,0.00,1,Fog,110<br />
2000-1-6,29,22,15,15,12,6,94,67,23,1018,1016,1014,8,6,5,14,11,,0.00,2,,95<br />
2000-1-7,29,23,17,17,12,9,73,50,33,1016,1014,1013,,,,19,13,,0.00,,,20<br />
2000-1-8,27,22,17,20,17,13,94,75,57,1016,1014,1013,6,6,6,21,10,,0.00,1,,351<br />
2000-1-9,26,20,14,19,17,13,100,86,61,1015,1013,1012,10,5,0,14,3,,0.00,1,Fog,251<br />
2000-1-10,24,20,17,19,17,15,94,83,69,1015,1013,1012,10,9,8,27,10,,0.00,3,,272<br />
2000-1-11,22,20,18,14,11,9,68,56,43,1017,1015,1013,10,10,8,34,24,,0.00,3,,301<br />
2000-1-12,23,20,18,13,12,11,68,61,47,1017,1015,1013,10,10,10,24,14,,0.00,3,,303<br />
2000-1-13,23,18,13,14,12,10,82,65,50,1019,1017,1016,10,10,10,14,8,,0.00,2,,283<br />
2000-1-14,24,19,15,15,14,12,82,66,47,1019,1017,1016,10,10,10,19,11,,0.00,2,,315<br />
2000-1-15,23,19,15,14,13,11,82,70,50,1020,1018,1017,10,10,10,19,8,,0.00,1,,309<br />
2000-1-16,27,19,12,13,11,7,88,61,30,1018,1015,1013,,,,19,8,,0.00,,,128<br />
2000-1-17,28,23,19,15,13,11,68,50,37,1019,1012,1009,3,2,1,34,23,,0.00,2,,171<br />
2000-1-18,27,23,20,18,14,12,83,59,45,1018,1015,1012,10,10,10,26,18,,0.00,3,,170<br />
2000-1-19,29,23,17,17,15,13,88,64,39,1020,1017,1015,8,7,6,29,14,,0.00,1,,127<br />
2000-1-20,25,22,19,19,18,16,94,79,61,1018,1016,1014,10,5,1,14,10,,0.00,2,Fog,324<br />
2000-1-21,27,20,14,17,14,10,94,69,36,1016,1014,1013,8,4,1,21,8,,0.00,0,,51<br />
2000-1-22,24,20,17,17,15,11,94,73,44,1018,1016,1015,8,6,5,19,5,,0.00,0,Fog,320<br />
2000-1-23,26,19,13,17,14,11,88,71,44,1018,1017,1015,8,7,6,21,5,,0.00,0,,20<br />
2000-1-24,25,20,15,16,12,9,94,62,38,1021,1019,1016,8,6,5,27,13,,0.00,1,Fog,323<br />
2000-1-25,23,20,17,15,13,11,73,62,50,1022,1020,1012,10,10,10,16,13,,0.00,4,,318<br />
2000-1-26,23,17,12,13,12,10,88,74,44,1022,1020,1019,,,,14,6,,0.00,,,62<br />
2000-1-27,30,20,11,14,8,0,88,55,17,1019,1017,1014,,,,19,10,,0.00,,,135<br />
2000-1-28,29,23,18,12,9,7,68,45,29,1017,1015,1012,8,4,1,34,19,,0.00,0,,148<br />
2000-1-29,30,24,19,18,13,9,78,53,29,1019,1017,1015,8,7,6,32,16,,0.00,0,,127<br />
2000-1-30,23,20,18,19,14,11,83,66,50,1023,1021,1018,10,10,10,29,19,,0.00,2,,320<br />
2000-1-31,22,19,17,15,13,12,78,65,53,1023,1022,1020,10,10,10,23,18,,0.00,3,,304<br />
2000-2-1,24,21,17,15,14,13,83,71,53,1020,1017,1015,10,10,10,24,18,,0.00,2,,295<br />
2000-2-2,23,18,13,15,14,10,82,69,57,1016,1015,1013,,,,24,13,,0.00,,,280<br />
2000-2-3,22,19,17,15,11,7,83,59,38,1019,1017,1015,10,9,8,34,18,,0.00,2,,304<br />
2000-2-4,24,18,13,11,8,3,77,52,27,1020,1018,1017,10,10,10,27,13,,0.00,1,,331<br />
2000-2-5,23,17,12,14,12,9,88,71,47,1019,1017,1015,10,10,8,23,8,,0.00,1,,284<br />
2000-2-6,22,17,12,15,13,11,94,76,53,1017,1015,1013,10,10,8,16,6,,0.00,3,,245<br />
2000-2-7,28,20,13,16,12,7,88,67,26,1014,1012,1011,10,9,6,27,14,,0.00,2,,255<br />
2000-2-8,21,18,15,14,10,8,77,59,43,1017,1015,1013,10,9,6,27,19,,0.00,1,,305<br />
2000-2-9,20,16,12,12,9,7,77,65,52,1019,1017,1015,10,8,2,23,10,,0.00,2,,288<br />
2000-2-10,21,19,17,12,11,9,72,59,46,1021,1020,1018,10,10,10,21,14,,0.00,3,,310<br />
2000-2-11,23,17,12,13,11,9,88,67,47,1022,1020,1018,8,8,8,27,10,,0.00,1,,347<br />
2000-2-12,23,18,13,14,12,9,77,67,53,1020,1018,1016,10,10,10,16,10,,0.00,1,,348<br />
2000-2-13,26,18,10,15,13,9,100,75,36,1018,1016,1014,6,4,1,27,11,,0.00,0,Fog,28<br />
2000-2-14,30,22,15,14,11,8,88,53,25,1018,1016,1015,10,9,5,27,13,,0.00,1,,165<br />
2000-2-15,25,19,14,18,14,10,88,71,57,1019,1017,1016,10,8,7,14,6,,0.00,2,,14<br />
2000-2-16,25,20,15,19,14,10,100,71,39,1020,1017,1015,10,5,0,14,5,,0.00,1,Fog,3<br />
2000-2-17,28,20,13,18,11,-2,100,65,14,1018,1016,1014,7,3,0,14,6,,0.00,0,Fog,38<br />
2000-2-18,24,20,16,18,15,14,94,70,53,1017,1015,1014,8,8,6,32,16,,0.00,0,,289<br />
2000-2-19,24,20,17,15,14,13,83,72,53,1017,1015,1014,10,9,8,24,13,,0.00,0,,293<br />
2000-2-20,24,19,14,16,14,12,94,77,53,1017,1015,1013,10,9,7,23,10,,0.00,2,,279<br />
2000-2-21,24,18,13,15,12,11,94,66,44,1016,1015,1013,10,8,7,29,13,,0.00,0,,300<br />
2000-2-22,25,18,11,14,11,9,88,67,36,1018,1016,1014,10,10,8,21,6,,0.00,3,,258<br />
2000-5-4,38,31,24,20,15,6,78,41,14,1010,1009,1007,8,7,7,26,8,,0.00,0,,275<br />
2000-5-5,39,31,24,13,6,-2,44,24,8,1009,1008,1007,,,,21,8,,0.00,,,127<br />
2000-5-6,40,33,26,21,8,0,55,24,10,1009,1008,1006,8,7,4,23,11,,0.00,0,,49<br />
2000-5-7,39,31,23,22,14,7,62,37,16,1008,1006,1005,8,7,5,29,13,,0.00,0,,262<br />
2000-5-8,38,31,25,23,21,18,70,53,31,1006,1005,1004,8,8,6,29,11,,0.00,0,,260<br />
2000-5-9,39,31,24,24,19,16,74,53,26,1007,1006,1004,8,8,8,21,10,,0.00,0,,278<br />
2000-5-10,37,30,24,24,22,19,78,60,35,1007,1006,1005,8,7,6,27,13,,0.00,0,,261<br />
2000-5-11,36,30,25,22,21,19,78,57,37,1006,1005,1003,8,8,7,35,16,,0.00,0,,288<br />
2000-5-12,38,31,25,20,19,15,65,46,27,1006,1004,1002,8,6,5,37,16,,0.00,0,,295<br />
2000-5-13,35,31,28,20,17,12,55,43,25,1006,1005,1003,,,,34,16,,0.00,,,310<br />
2000-5-14,35,28,21,25,19,12,89,61,26,1005,1004,1003,8,8,8,26,11,,0.00,0,,275<br />
2000-5-15,37,30,23,25,21,13,94,69,24,1006,1004,1003,6,2,0,27,5,,0.00,3,Fog,258<br />
2000-5-16,35,29,23,21,19,17,78,53,34,1004,1003,1002,,,,29,13,,0.00,,,278<br />
2000-5-17,37,31,25,21,18,16,65,47,30,1003,1001,1000,,,,32,16,,0.00,,,284<br />
2000-5-18,38,31,24,22,18,12,70,48,21,1002,1001,1000,,,,29,11,,0.00,,,297<br />
2000-5-19,40,32,24,20,18,11,73,48,17,1002,1001,1000,,,,32,11,,0.00,,,258<br />
2000-5-20,38,30,23,20,18,15,73,48,25,1002,1001,1000,,,,32,13,,0.00,,,272<br />
2000-5-21,38,33,28,21,19,15,58,45,25,1012,1002,1000,,,,29,13,,0.00,,,301<br />
2000-5-22,37,30,24,22,19,16,73,53,29,1003,1001,1000,7,7,7,29,11,,0.00,0,,274<br />
2000-5-23,36,29,23,22,20,18,78,55,34,1003,1002,1001,8,8,8,24,13,,0.00,1,,283<br />
2000-5-24,39,31,24,21,17,7,74,48,14,1003,1002,1001,,,,27,11,,0.00,,,284<br />
2000-5-25,41,32,23,23,17,9,69,46,14,1003,1001,1000,,,,24,8,,0.00,,,180<br />
2000-5-26,39,32,25,23,15,10,70,38,17,1002,1000,999,,,,26,8,,0.00,,,357<br />
2000-5-27,38,30,23,23,21,19,78,59,33,1002,1000,999,8,7,5,21,10,,0.00,0,,243<br />
2000-5-28,41,32,23,26,21,14,84,59,20,1001,999,997,,,,24,10,,0.00,,,249<br />
2000-5-29,41,32,24,25,23,18,100,67,26,1002,1000,999,8,3,0,29,8,,0.00,2,Fog,220<br />
2000-5-30,38,31,25,26,23,21,89,66,37,1002,1000,999,10,9,7,19,6,,0.00,1,,310<br />
2000-5-31,37,30,24,28,24,22,94,74,44,1003,1001,1000,10,4,1,19,6,,0.00,2,Fog,357<br />
2000-6-1,29,28,27,27,26,26,94,90,89,1001,1000,1000,8,4,1,11,8,,0.00,0,Fog,355<br />
2000-6-10,31,29,28,21,21,20,66,59,52,1002,1002,1002,4,4,4,19,13,,0.00,0,,243<br />
2000-6-11,39,32,25,21,17,13,66,47,21,1003,1001,1000,8,4,2,21,8,,0.00,0,,149<br />
2000-6-12,39,33,27,24,18,11,70,45,20,1003,1002,1000,8,5,3,24,8,,0.00,0,,279<br />
2000-6-13,41,32,24,24,18,6,89,51,12,1003,1001,1000,6,4,3,24,10,,0.00,0,,332<br />
2000-6-14,42,33,25,24,18,5,79,47,10,1003,1001,1000,8,5,3,34,13,,0.00,0,,165<br />
2000-6-15,42,33,24,22,7,-10,70,30,4,1003,1002,1001,8,5,4,19,11,,0.00,0,,13<br />
2000-6-16,43,34,26,24,8,-6,70,30,4,1004,1003,1002,8,8,8,23,13,,0.00,0,,47<br />
2000-6-17,41,32,24,24,16,-3,79,48,6,1004,1003,1002,8,6,3,27,10,,0.00,0,,341<br />
2000-6-18,37,29,22,26,22,20,88,63,37,1003,1001,999,8,7,7,26,10,,0.00,0,,297<br />
2000-6-19,42,33,25,28,23,13,89,63,18,1001,1000,998,8,5,1,26,8,,0.00,0,Fog,265<br />
2000-6-20,43,34,25,27,18,0,89,52,7,1001,999,998,8,4,1,26,8,,0.00,0,Fog,246<br />
2000-6-21,40,33,26,28,25,21,89,69,33,1001,1000,999,8,6,1,23,10,,0.00,0,Fog,247<br />
2000-6-22,38,33,28,28,26,24,94,72,47,1001,999,997,8,6,4,23,10,,0.00,1,,300<br />
