
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,24,16,7,19,14,5,97,83,69,1019,1017,1015,16,14,6,26,8,37,0.00,4,,164<br />
2000-1-2,26,23,20,20,19,17,93,84,58,1016,1013,1011,16,16,13,35,19,50,0.00,8,,173<br />
2000-1-3,24,20,16,20,11,-11,90,59,15,1021,1012,1009,16,15,10,29,21,42,1.27,6,Rain,264<br />
2000-1-4,14,10,4,-1,-4,-7,53,41,23,1032,1028,1022,16,16,10,39,27,55,0.00,1,,336<br />
2000-1-5,14,7,1,9,1,-7,86,62,45,1031,1027,1023,16,16,16,21,10,32,0.00,1,,105<br />
2000-1-6,16,14,13,12,12,10,88,83,77,1027,1024,1022,16,16,14,29,18,39,0.00,8,,99<br />
2000-1-7,19,16,13,12,10,5,84,70,43,1028,1025,1022,16,16,16,37,19,50,0.25,8,Rain,99<br />
2000-1-8,22,17,13,19,15,12,100,92,80,1021,1017,1015,16,11,2,23,14,45,18.80,8,Rain,1<br />
2000-1-9,21,16,11,16,14,11,100,90,68,1016,1013,1010,16,9,0,19,10,,0.00,5,Fog,227<br />
2000-1-10,25,17,8,14,8,-4,100,74,15,1017,1015,1013,16,10,0,23,10,,0.25,0,Fog,224<br />
2000-1-11,27,20,13,19,17,13,100,90,54,1020,1018,1016,16,7,0,24,11,,0.00,5,Fog,205<br />
2000-1-12,26,22,19,21,19,19,97,86,66,1020,1019,1017,16,14,6,26,16,35,0.00,7,,187<br />
2000-1-13,27,22,17,20,16,-2,96,71,27,1033,1025,1020,16,14,10,42,13,55,0.00,6,,267<br />
2000-1-14,17,13,9,4,-2,-8,74,39,24,1038,1036,1034,16,16,16,35,21,48,0.00,2,,85<br />
2000-1-15,23,16,8,14,11,5,87,76,51,1034,1031,1029,16,16,16,27,10,37,0.00,5,,110<br />
2000-1-16,24,19,14,16,14,13,97,80,55,1030,1028,1026,16,16,14,26,11,34,0.00,4,Fog,150<br />
2000-1-17,26,19,13,16,14,13,100,84,45,1028,1025,1023,16,12,0,23,10,26,0.00,3,Fog,162<br />
2000-1-18,27,20,13,18,15,13,100,84,45,1024,1021,1018,16,10,0,26,8,,0.00,4,Fog,220<br />
2000-1-19,27,21,15,18,16,14,100,84,47,1018,1015,1011,16,12,0,32,14,37,0.25,4,Fog,224<br />
2000-1-20,19,14,10,16,4,-3,87,49,27,1023,1021,1016,16,16,16,37,19,48,0.00,3,,30<br />
2000-1-21,17,12,9,15,6,-2,90,69,46,1024,1020,1015,16,16,16,26,16,34,0.00,7,,94<br />
2000-1-22,25,20,15,17,16,12,100,83,45,1014,1012,1010,16,12,0,35,13,45,0.00,6,Fog,180<br />
2000-1-23,24,19,14,18,16,8,100,82,57,1020,1013,1011,16,11,1,35,8,45,0.00,5,Fog,278<br />
2000-1-24,14,10,6,6,1,-5,74,52,26,1025,1022,1020,16,16,16,34,19,39,0.00,3,,356<br />
2000-1-25,17,11,6,7,2,-2,90,59,34,1022,1020,1018,16,15,13,26,10,,0.00,4,,20<br />
2000-1-26,9,7,5,2,-1,-5,66,56,39,1025,1023,1021,16,16,16,26,21,35,0.00,7,,87<br />
2000-1-27,17,10,3,15,6,0,100,88,56,1022,1017,1011,16,11,2,53,27,66,34.04,8,Rain-Thunderstorm,49<br />
2000-1-28,6,4,2,2,2,1,96,87,76,1027,1025,1022,16,16,11,35,26,45,0.00,8,,358<br />
2000-1-29,6,3,1,0,-1,-1,89,78,65,1030,1028,1026,16,15,13,26,19,,0.00,8,,2<br />
2000-1-30,11,7,2,1,-1,-2,82,63,44,1030,1028,1025,16,16,16,23,16,,0.00,7,,36<br />
2000-1-31,12,9,7,7,2,0,77,60,43,1027,1024,1022,16,16,16,24,16,,0.00,7,,89<br />
2000-2-1,13,11,9,9,7,4,96,82,59,1027,1023,1021,16,14,5,26,14,,6.35,8,Rain,59<br />
2000-2-2,14,11,9,6,4,3,80,62,49,1030,1028,1027,16,16,14,26,16,,0.25,7,Rain,28<br />
2000-2-3,21,13,6,11,8,4,93,72,53,1027,1023,1019,16,15,10,24,6,,0.00,2,,247<br />
2000-2-4,19,13,7,9,2,-4,100,56,24,1031,1026,1021,16,16,13,34,14,48,0.00,0,Fog,4<br />
2000-2-5,12,8,4,3,-1,-4,89,57,39,1035,1032,1030,16,16,16,23,16,,0.00,1,,83<br />
2000-2-6,17,11,4,12,8,2,93,81,56,1030,1028,1026,16,16,14,19,10,34,0.00,4,,112<br />
2000-2-7,22,17,13,17,14,12,100,93,70,1028,1026,1025,16,11,0,23,11,32,9.91,7,Fog-Rain,87<br />
