
GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,28,23,18,19,16,7,88,68,18,1020,1017,1016,10,7,3,21,10,,0.00,1,,65<br />
2015-1-2,27,23,18,19,14,5,78,58,15,1021,1019,1017,10,10,10,21,10,,0.00,1,,282<br />
2015-1-3,25,21,17,20,17,10,88,74,28,1021,1019,1017,10,7,4,19,8,,0.00,1,,214<br />
2015-1-4,25,20,16,18,16,12,100,77,39,1020,1017,1015,10,5,0,21,10,,0.00,6,Fog,195<br />
2015-1-5,27,22,17,18,14,8,94,61,22,1020,1018,1016,10,6,3,19,10,,0.00,,,71<br />
2015-1-6,26,22,18,17,13,8,73,54,21,1021,1019,1018,10,9,8,21,10,,0.00,,,40<br />
2015-1-7,24,20,16,18,16,14,88,73,52,1021,1018,1017,10,6,3,21,8,,0.00,,,209<br />
2015-1-8,27,22,16,18,13,5,94,65,17,1020,1017,1016,10,6,3,14,10,,0.00,4,,204<br />
2015-1-9,23,20,17,17,13,7,73,59,31,1020,1017,1016,10,7,3,23,8,,0.00,2,,265<br />
2015-1-10,27,21,16,18,16,8,88,70,26,1019,1017,1015,10,7,5,23,10,,0.00,,,131<br />
2015-1-11,24,22,19,18,16,14,78,67,54,1022,1019,1017,10,8,5,21,11,,0.00,2,,9<br />
2015-1-12,23,21,19,17,14,10,78,61,41,1024,1022,1020,10,9,7,37,23,,0.00,2,Rain,301<br />
2015-1-13,23,20,16,15,12,8,72,55,31,1024,1022,1020,10,10,10,23,16,,0.00,2,,330<br />
2015-1-14,24,20,17,11,9,7,63,45,30,1023,1021,1019,10,8,6,23,10,,0.00,,,20<br />
2015-1-15,25,20,16,13,11,7,68,50,29,1022,1020,1017,10,9,8,26,10,,0.00,,,38<br />
2015-1-16,26,20,14,16,11,5,69,52,22,1022,1019,1018,10,10,10,16,10,,0.00,,,264<br />
2015-1-17,25,21,17,17,13,9,78,60,26,1021,1018,1017,10,10,10,26,8,,0.00,1,,78<br />
2015-1-18,26,22,18,18,16,8,88,67,21,1020,1017,1014,10,9,5,21,11,,0.00,1,,55<br />
2015-1-19,19,18,17,18,14,9,94,72,45,1017,1015,1013,10,9,5,42,18,61,5.08,3,Rain-Thunderstorm,282<br />
2015-1-20,21,17,12,13,7,3,94,50,23,1020,1016,1014,10,10,8,29,19,,13.97,2,Rain-Thunderstorm,310<br />
2015-1-21,21,17,13,11,8,6,77,54,27,1023,1021,1019,10,10,10,14,8,,0.00,2,,167<br />
2015-1-22,22,18,14,11,9,5,72,53,23,1025,1023,1021,10,10,10,23,8,,0.00,,,93<br />
2015-1-23,22,18,14,12,11,8,77,56,32,1023,1021,1018,10,10,10,19,8,,0.00,,,237<br />
2015-1-24,22,19,15,13,12,9,82,63,39,1022,1020,1019,10,8,4,16,8,,0.00,1,,164<br />
2015-1-25,24,20,16,14,11,6,82,53,21,1024,1022,1021,10,9,5,23,10,,0.00,1,,53<br />
2015-1-26,24,21,17,12,10,5,64,48,19,1025,1022,1021,10,10,10,23,10,,0.00,,,61<br />
2015-1-27,26,21,17,16,12,7,72,54,25,1023,1021,1018,10,9,8,19,8,,0.00,,,44<br />
2015-1-28,26,21,17,17,13,7,88,62,20,1021,1018,1016,10,7,3,16,8,,0.00,,,199<br />
2015-1-29,28,22,16,17,10,3,83,48,12,1020,1018,1016,10,8,6,19,10,,0.00,,,69<br />
2015-1-30,30,23,17,15,11,2,68,45,9,1022,1019,1017,10,10,10,21,10,,0.00,,,84<br />
2015-1-31,29,23,18,19,10,3,73,40,18,1021,1018,1016,10,10,10,21,11,,0.00,,,178<br />
2015-2-1,28,23,19,20,15,8,88,59,27,1017,1016,1014,10,10,10,24,11,,0.00,1,,219<br />
2015-2-2,24,21,17,21,16,13,94,69,48,1018,1015,1014,10,9,8,16,11,,0.00,1,,237<br />
2015-2-3,25,21,17,19,17,15,88,74,49,1020,1018,1016,10,9,6,21,10,,0.00,2,,41<br />
2015-2-4,30,24,19,20,16,9,83,66,26,1022,1019,1018,10,9,8,24,13,,0.00,,,83<br />
2015-2-5,29,24,19,18,16,7,88,63,21,1020,1017,1016,10,9,6,23,13,,0.00,,,187<br />
2015-2-6,24,20,16,18,16,13,100,75,40,1019,1017,1016,10,7,0,19,10,,0.25,3,Fog,209<br />
2015-2-7,24,21,17,16,15,14,83,69,52,1020,1017,1015,10,10,10,16,11,,0.00,4,,238<br />
2015-2-8,28,22,17,18,16,7,88,70,23,1018,1016,1014,10,8,5,24,10,,0.00,,,113<br />
2015-2-9,31,26,20,19,14,4,83,55,11,1019,1016,1014,10,10,10,23,14,,0.00,,,108<br />
2015-2-10,29,26,22,21,18,14,83,64,36,1021,1017,1016,10,10,10,29,19,,0.00,2,,98<br />
2015-2-11,30,26,22,19,17,13,78,61,26,1020,1017,1016,10,10,9,24,13,,0.00,,,74<br />
2015-2-12,32,27,21,17,13,8,73,45,15,1019,1016,1014,10,10,10,26,11,,0.00,,,75<br />
2015-2-13,31,26,21,16,11,6,61,37,14,1017,1015,1014,10,10,10,27,10,,0.00,,,77<br />
2015-2-14,33,27,22,19,12,5,69,40,13,1015,1013,1011,10,10,10,23,11,,0.00,,,73<br />
2015-2-15,29,26,21,21,13,7,78,48,16,1015,1013,1011,10,10,9,21,11,,0.00,,,233<br />
2015-2-16,30,24,19,20,17,7,96,68,19,1017,1015,1014,10,7,5,14,10,,0.00,,,238<br />
2015-2-17,32,27,21,18,8,-3,78,38,6,1018,1015,1013,10,9,8,19,8,,0.00,,,78<br />
2015-2-18,34,28,22,16,7,-1,54,29,7,1015,1013,1011,10,10,10,23,8,,0.00,,,51<br />
2015-2-19,34,28,22,15,7,-3,57,26,4,1011,1009,1006,10,9,8,21,10,,0.00,,,172<br />
2015-2-20,36,31,26,8,2,-4,28,15,4,1007,1005,1004,10,4,1,35,18,50,0.00,,,175<br />
2015-2-21,32,27,23,19,8,0,78,31,10,1011,1006,1004,10,3,0,45,32,66,0.00,2,Rain,193<br />
2015-2-22,23,21,19,15,8,2,64,41,20,1017,1014,1012,10,8,6,39,23,61,0.00,2,Rain,283<br />
2015-2-23,21,19,17,10,7,3,56,44,26,1019,1017,1016,10,9,5,39,34,60,0.00,4,Rain,283<br />
2015-2-24,22,20,18,9,7,5,49,40,28,1020,1017,1015,10,10,10,27,18,,0.00,4,,312<br />
2015-2-25,23,19,15,12,9,4,63,48,26,1018,1016,1014,10,10,10,27,10,,0.00,,,94<br />
2015-2-26,23,20,16,15,11,9,64,51,30,1016,1014,1012,10,10,10,23,11,,0.00,,,235<br />
2015-2-27,23,22,20,16,11,5,73,50,26,1015,1013,1011,10,9,5,34,23,47,0.00,4,,315<br />
2015-2-28,23,20,16,9,5,1,56,34,17,1019,1016,1014,10,10,10,26,14,,0.00,,,26<br />
2015-3-1,24,20,15,11,6,-1,53,37,11,1016,1014,1012,10,10,10,21,10,,0.00,,,258<br />
2015-3-2,27,21,15,11,6,-4,77,38,9,1015,1013,1011,10,10,10,21,10,,0.00,,,205<br />
2015-3-3,26,22,17,16,9,1,69,44,22,1016,1014,1012,10,10,10,21,10,,0.00,,,229<br />
2015-3-4,28,22,17,17,15,6,88,66,19,1014,1012,1010,10,9,8,23,13,,0.00,,,231<br />
2015-3-5,26,22,18,18,14,12,94,62,36,1016,1013,1011,10,9,6,24,14,,0.00,,,245<br />
2015-3-6,24,21,18,16,14,13,77,62,45,1019,1017,1014,10,10,10,26,14,,0.51,1,,236<br />
2015-3-7,25,21,18,17,15,11,88,63,33,1020,1017,1016,10,7,2,26,13,,0.00,3,,340<br />
2015-3-8,31,24,18,17,12,-1,83,48,6,1021,1018,1016,10,5,3,26,13,,0.00,,,53<br />
2015-3-9,29,24,20,17,11,3,73,42,16,1021,1018,1016,10,4,3,23,13,,0.00,,,96<br />
2015-3-10,32,27,22,17,11,1,61,41,11,1019,1016,1013,10,6,5,27,14,,0.00,,,126<br />
2015-3-11,28,24,21,19,14,2,78,52,10,1015,1012,1011,10,5,3,35,24,53,0.00,1,,198<br />
2015-3-12,24,21,18,14,11,9,68,50,32,1018,1016,1014,10,9,8,32,24,50,0.00,1,,30<br />
2015-3-13,26,22,18,12,11,6,64,48,27,1018,1016,1014,10,10,10,23,11,,0.00,,,35<br />
2015-3-14,28,23,18,13,11,7,73,47,21,1019,1016,1014,10,10,10,24,11,,0.00,,,42<br />
2015-3-15,29,25,21,18,14,8,65,50,17,1017,1015,1013,10,10,10,21,10,,0.00,8,,76<br />
2015-3-16,29,25,21,18,13,8,73,48,24,1019,1015,1013,10,10,9,40,11,55,0.00,4,Rain,20<br />
2015-3-17,32,27,22,19,15,10,83,51,27,1019,1016,1013,10,10,10,26,16,,1.02,4,Rain-Thunderstorm,65<br />
2015-3-18,33,28,24,17,14,9,57,42,21,1017,1014,1012,10,10,10,27,14,,0.00,,,77<br />
2015-3-19,33,29,24,18,14,10,65,40,20,1016,1013,1011,10,10,10,27,18,,0.00,8,,54<br />
2015-3-20,34,30,26,15,12,8,47,32,15,1016,1014,1012,10,10,10,21,14,,0.00,8,,75<br />
2015-3-21,34,30,26,14,10,1,47,30,7,1017,1014,1012,10,10,10,24,13,,0.00,8,,90<br />
2015-3-22,33,30,27,16,11,6,48,31,15,1016,1014,1012,10,8,4,40,16,63,0.00,8,,83<br />
2015-3-23,27,26,24,20,17,10,74,57,23,1018,1015,1012,10,10,10,29,14,,0.00,1,Rain,5<br />
2015-3-24,27,24,22,21,19,18,90,76,54,1018,1016,1014,10,10,10,24,13,,0.00,4,,321<br />
2015-3-25,28,23,19,19,17,11,88,64,24,1016,1015,1014,10,9,6,23,10,,0.00,,,240<br />
2015-3-26,31,26,20,19,16,11,83,57,21,1016,1015,1013,10,8,5,26,11,,0.00,,,259<br />
2015-3-27,29,26,22,20,18,16,78,59,43,1017,1015,1013,10,9,8,24,11,32,0.25,2,Rain,263<br />
2015-3-28,29,26,23,22,21,18,94,76,46,1016,1014,1013,10,9,8,24,11,,0.00,3,,318<br />
2015-3-29,29,24,19,21,19,8,100,74,28,1016,1013,1011,10,6,0,24,10,35,0.00,2,Fog,12<br />
2015-3-30,32,26,20,22,17,7,94,65,14,1014,1011,1009,10,7,4,23,10,,0.00,2,,313<br />
2015-3-31,38,31,24,18,10,-4,65,32,4,1011,1009,1007,10,9,9,27,10,48,0.00,,,80<br />
2015-4-1,35,30,25,21,16,6,74,41,14,1009,1006,1004,10,8,6,24,11,,0.00,,,293<br />
2015-4-2,28,27,24,22,18,12,78,58,25,1008,1006,1002,10,4,0,34,18,,0.25,,,250<br />
2015-4-3,27,25,23,17,16,15,69,59,49,1009,1008,1006,10,10,10,29,21,48,0.00,1,,265<br />
2015-4-4,27,22,18,18,16,13,77,61,44,1009,1008,1006,10,10,10,26,14,,0.00,,,224<br />
2015-4-5,33,27,21,16,7,1,65,31,10,1009,1008,1006,10,9,8,21,13,,0.00,,,242<br />
2015-4-6,32,27,22,22,16,8,83,52,24,1010,1008,1007,10,10,10,19,10,,0.00,,,227<br />
2015-4-7,32,26,20,24,21,13,100,79,24,1011,1009,1007,10,5,0,26,11,,0.00,5,Fog,211<br />
2015-4-8,31,26,21,24,21,13,100,76,34,1011,1009,1008,10,6,0,24,10,,0.00,2,Fog,252<br />
2015-4-9,36,29,23,24,19,13,100,63,28,1012,1010,1009,10,7,2,27,10,,4.06,,,336<br />
2015-4-10,35,30,26,19,15,10,57,40,20,1013,1011,1009,10,8,6,21,10,,0.00,,,8<br />
2015-4-11,39,32,25,19,11,2,58,31,6,1012,1010,1009,10,9,8,23,10,,0.00,,,47<br />
2015-4-12,41,34,28,16,7,0,38,19,5,1012,1010,1009,10,10,10,26,11,,0.00,,,142<br />
2015-4-13,38,32,27,24,12,2,84,32,8,1013,1011,1008,10,8,6,37,13,48,0.00,,,276<br />
2015-4-14,29,27,23,23,22,19,83,72,56,1014,1012,1010,10,8,6,24,14,,0.00,,,244<br />
2015-4-15,33,28,22,23,18,9,94,58,19,1014,1013,1011,10,8,6,19,11,,0.00,,,241<br />
2015-4-16,36,31,26,9,6,-1,34,20,7,1016,1015,1013,10,7,6,24,10,,0.00,,,278<br />
2015-4-17,36,31,27,13,7,2,31,20,6,1016,1013,1011,10,9,8,26,10,,0.00,,,258<br />
2015-4-18,37,31,25,22,14,8,66,40,17,1011,1009,1008,10,9,8,32,11,,0.00,,,232<br />
2015-4-19,30,28,25,21,16,9,74,48,22,1011,1009,1007,10,9,8,27,14,,0.00,,,250<br />
2015-4-20,29,24,21,19,17,15,69,57,37,1014,1012,1010,10,10,10,23,13,,0.00,,,231<br />
2015-4-21,30,25,20,20,17,15,73,59,35,1014,1012,1010,10,10,10,24,13,,0.00,,,228<br />
2015-4-22,33,27,21,21,15,6,83,51,10,1012,1010,1008,10,8,5,23,11,37,0.00,,,229<br />
2015-4-23,35,29,24,18,11,3,61,33,7,1011,1009,1008,10,9,8,19,8,,0.00,,,321<br />
2015-4-24,40,33,27,14,7,-2,33,19,5,1011,1009,1008,10,8,6,24,10,,0.00,,,287<br />
2015-4-25,33,30,27,22,16,7,74,46,16,1010,1009,1007,10,6,5,23,11,,0.00,,,237<br />
2015-4-26,32,27,23,22,21,18,83,66,43,1011,1010,1008,10,9,8,19,14,,0.00,,,227<br />
2015-4-27,32,27,22,23,21,18,83,66,39,1012,1010,1009,10,10,10,16,11,,0.00,,,223<br />
2015-4-28,34,29,24,23,21,15,89,66,25,1013,1011,1009,10,7,5,21,10,,0.00,5,,233<br />
2015-4-29,36,29,23,21,17,12,83,50,17,1011,1009,1008,10,9,7,21,13,,0.00,,,214<br />
2015-4-30,35,29,24,19,13,4,58,38,7,1012,1010,1008,10,8,7,19,13,,0.00,,,227<br />
2015-5-1,34,28,22,19,11,5,69,36,10,1012,1010,1009,10,10,10,27,13,,0.00,,,232<br />
2015-5-2,39,31,23,11,4,-7,37,19,4,1011,1009,1007,10,10,10,24,10,,0.00,,,34<br />
2015-5-3,39,32,25,12,5,-9,32,18,4,1008,1007,1006,10,9,9,23,10,,0.00,,,134<br />
2015-5-4,38,34,30,10,6,1,25,16,6,1008,1006,1004,10,8,6,24,11,42,0.00,,,43<br />
2015-5-5,36,33,30,20,10,-1,55,25,6,1008,1006,1003,10,7,6,26,14,39,0.00,,,348<br />
2015-5-6,39,34,31,14,11,9,31,23,11,1007,1006,1005,10,8,6,24,10,,0.00,,,31<br />
2015-5-7,41,35,29,16,11,7,30,22,11,1009,1006,1004,10,8,8,24,11,,0.00,1,,46<br />
2015-5-8,41,37,33,13,10,7,28,20,8,1008,1006,1004,10,7,4,24,11,45,0.00,,,36<br />
2015-5-9,39,36,33,17,11,7,34,20,8,1006,1004,1003,10,9,7,24,11,32,0.00,,,356<br />
2015-5-10,36,33,31,20,14,9,49,30,13,1009,1006,1005,10,10,10,32,19,,0.00,1,,308<br />
2015-5-11,40,33,27,15,8,2,36,21,6,1010,1008,1006,10,10,10,23,8,,0.00,,,228<br />
2015-5-12,40,34,29,22,9,1,55,24,5,1010,1008,1007,10,9,8,26,11,,0.00,,,334<br />
2015-5-13,42,35,28,19,13,0,51,29,5,1009,1007,1005,10,10,10,29,10,,0.00,,,70<br />
2015-5-14,42,35,28,22,13,1,55,31,5,1008,1007,1005,10,10,10,27,10,,0.00,,,216<br />
2015-5-15,41,34,29,25,17,4,70,41,10,1010,1008,1006,10,9,9,26,11,,0.00,,,244<br />
2015-5-16,39,33,27,25,23,15,84,56,24,1007,1005,1003,10,8,5,24,13,,0.00,,,231<br />
2015-5-17,37,33,29,23,19,15,70,45,22,1006,1004,1003,10,9,7,35,16,52,0.00,,,247<br />
2015-5-18,36,32,29,20,16,10,58,37,15,1007,1005,1004,10,10,10,32,14,,0.00,,,250<br />
2015-5-19,33,29,25,24,18,15,74,51,40,1007,1005,1003,10,10,10,19,13,,0.00,,,231<br />
2015-5-20,36,30,25,24,22,12,83,64,23,1007,1006,1005,10,9,8,26,14,,0.00,,,230<br />
2015-5-21,39,32,25,24,19,3,83,52,11,1008,1006,1005,10,9,6,23,11,,0.00,,,231<br />
2015-5-22,40,33,26,23,11,0,66,27,6,1007,1006,1004,10,10,10,26,14,,0.00,,,235<br />
2015-5-23,42,36,30,13,7,1,29,16,8,1007,1005,1004,10,9,8,23,10,,0.00,,,229<br />
2015-5-24,41,36,31,19,12,3,41,22,11,1007,1005,1003,10,7,5,29,13,,0.00,,,236<br />
2015-5-25,41,36,30,22,14,8,49,27,9,1007,1005,1004,10,9,8,27,11,,0.00,,,218<br />
2015-5-26,37,32,28,22,18,14,62,40,21,1007,1005,1004,10,10,10,24,13,,0.00,,,233<br />
2015-5-27,38,34,31,19,16,12,43,32,14,1007,1006,1005,10,10,10,35,18,53,0.00,,,254<br />
2015-5-28,36,32,28,22,17,14,52,39,22,1005,1004,1002,10,10,10,27,16,,0.00,,,238<br />
2015-5-29,39,33,26,20,14,3,51,34,5,1006,1004,1002,10,9,8,23,13,,0.00,,,195<br />
2015-5-30,44,37,30,16,9,2,38,19,4,1008,1006,1004,10,9,8,26,13,,0.00,,,63<br />
2015-5-31,44,38,32,15,6,-1,30,15,4,1008,1006,1005,10,10,10,24,10,,0.00,,,243<br />
2015-6-1,41,36,31,23,17,11,47,32,18,1005,1003,1001,10,10,10,26,11,,0.00,,,250<br />
