
AEDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,28,18,9,10,7,-1,94,54,15,1028,1026,1022,10,10,10,14,8,,0.00,4,,47<br />
2001-1-2,31,20,10,11,7,3,88,47,18,1025,1022,1019,10,10,10,23,8,39,0.00,1,,342<br />
2001-1-3,32,22,13,12,9,7,68,48,21,1021,1020,1019,10,10,10,34,6,,0.00,6,Rain,309<br />
2001-1-4,34,24,14,14,10,5,82,44,16,1020,1018,1014,10,10,10,23,8,,0.00,2,,297<br />
2001-1-5,33,24,16,14,12,8,77,55,23,1020,1017,1015,10,10,10,34,11,52,0.00,6,,148<br />
2001-1-6,28,21,15,15,13,9,88,66,36,1019,1018,1015,10,10,10,24,10,,0.00,4,Rain,97<br />
2001-1-7,27,21,16,16,14,13,94,73,48,1018,1016,1013,10,10,10,27,11,,0.00,3,Rain-Thunderstorm,103<br />
2001-1-8,23,18,14,16,13,9,88,69,46,1022,1018,1015,10,10,10,29,13,,0.00,5,,114<br />
2001-1-9,22,16,11,9,7,6,77,58,38,1023,1022,1020,10,10,10,26,18,,0.00,2,,130<br />
2001-1-10,27,18,10,11,8,7,88,59,30,1023,1021,1017,10,10,10,21,8,,0.00,4,,87<br />
2001-1-11,33,21,9,11,9,6,88,52,23,1020,1016,1012,10,10,10,23,8,,0.00,1,,333<br />
2001-1-12,36,24,14,16,11,7,88,50,17,1017,1014,1012,,,,19,6,26,0.00,,,315<br />
2001-1-13,27,22,17,16,14,12,88,65,42,1018,1015,1014,10,10,10,26,13,35,0.00,2,,95<br />
2001-1-14,32,24,17,16,14,13,88,62,31,1018,1016,1013,10,10,10,13,6,,0.00,6,,176<br />
2001-1-15,38,27,16,16,13,9,94,50,18,1018,1012,1010,10,10,10,35,13,64,0.00,3,,272<br />
2001-1-16,25,19,14,14,11,5,82,62,44,1023,1020,1018,10,10,10,26,16,,0.00,5,,72<br />
2001-1-17,30,23,16,16,13,7,94,67,25,1019,1014,1009,10,10,9,29,11,50,0.00,5,Rain-Thunderstorm,144<br />
2001-1-18,25,20,16,14,12,10,82,64,41,1020,1017,1015,10,10,10,34,19,,0.00,3,,121<br />
2001-1-19,26,19,13,15,11,8,94,66,34,1022,1020,1019,10,8,3,23,11,,0.00,6,,104<br />
2001-1-20,31,20,10,13,10,7,94,61,23,1022,1019,1014,10,7,1,23,6,,0.00,2,Fog,346<br />
2001-1-21,29,22,16,15,12,10,72,51,35,1019,1017,1016,10,10,10,11,5,,0.00,7,Rain,347<br />
2001-1-22,34,24,16,16,12,9,83,51,21,1018,1015,1012,10,10,10,16,6,,0.00,6,Rain,314<br />
2001-1-23,38,28,18,15,12,7,68,41,16,1016,1014,1012,,,,16,6,,0.00,,,327<br />
2001-1-24,39,29,20,21,16,12,94,53,20,1017,1014,1010,10,9,4,37,11,53,0.00,3,Rain-Thunderstorm,19<br />
2001-1-25,35,28,20,20,18,16,94,74,32,1015,1013,1009,10,9,7,32,6,,0.00,1,Rain-Thunderstorm,61<br />
2001-1-26,32,26,20,21,19,17,94,75,40,1015,1011,1006,10,9,7,23,8,,0.00,6,Rain-Thunderstorm,292<br />
2001-1-27,32,26,18,20,18,11,100,75,31,1011,1009,1006,10,9,1,23,8,,0.00,3,Fog,292<br />
