
GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,24,20,16,12,9,1,77,47,18,1020,1018,1016,10,9,6,23,10,,0.00,1,,82<br />
2013-1-2,25,20,15,11,4,-2,50,32,11,1021,1019,1017,10,10,10,16,10,,0.00,,,10<br />
2013-1-3,25,20,16,18,13,8,73,60,46,1021,1018,1017,10,10,10,19,8,,0.00,2,,219<br />
2013-1-4,25,21,16,17,16,15,94,73,51,1020,1018,1016,10,8,5,19,8,,0.00,3,,218<br />
2013-1-5,24,21,17,16,15,13,83,65,46,1018,1016,1014,10,9,7,19,11,,0.00,3,,231<br />
2013-1-6,27,22,16,15,11,4,88,55,13,1018,1015,1014,10,9,8,16,8,,0.00,,,162<br />
2013-1-7,29,23,17,13,7,4,49,34,13,1017,1014,1013,10,9,8,24,11,,0.00,1,,151<br />
2013-1-8,28,24,22,19,11,8,78,44,28,1018,1015,1014,10,8,6,26,14,,0.00,1,,199<br />
2013-1-9,29,24,19,18,16,12,78,61,30,1017,1015,1013,10,10,10,21,13,,0.00,1,,115<br />
2013-1-10,29,26,22,18,16,11,78,57,31,1016,1014,1012,10,7,4,29,18,,0.00,1,,173<br />
2013-1-11,23,21,19,19,12,5,78,54,31,1022,1018,1014,10,9,6,39,18,,0.00,2,Rain,280<br />
2013-1-12,22,19,16,10,9,8,63,49,34,1024,1022,1021,10,10,10,24,16,,0.00,2,,251<br />
2013-1-13,22,18,14,12,9,6,77,54,28,1023,1020,1018,10,9,8,14,8,,0.00,1,,254<br />
2013-1-14,23,21,19,13,11,8,60,49,30,1021,1018,1017,10,9,8,34,18,,0.00,1,,266<br />
2013-1-15,22,20,19,11,9,6,56,49,36,1020,1018,1016,10,10,10,34,27,52,0.00,4,,282<br />
2013-1-16,21,20,18,11,7,1,60,41,18,1021,1019,1017,10,10,10,32,23,48,0.00,4,,308<br />
2013-1-17,21,18,14,3,0,-6,41,28,8,1026,1023,1021,10,10,10,24,13,,0.00,,,40<br />
2013-1-18,22,17,12,11,6,1,60,43,22,1024,1022,1020,10,10,10,19,10,,0.00,,,351<br />
2013-1-19,21,17,13,11,11,8,77,60,40,1024,1022,1020,10,10,8,16,8,,0.00,2,,229<br />
2013-1-20,22,18,13,13,12,10,82,63,37,1022,1020,1019,10,9,6,16,8,,0.00,1,,222<br />
2013-1-21,23,18,14,16,13,12,88,70,44,1023,1020,1018,10,7,2,19,8,,0.00,,,231<br />
2013-1-22,24,20,16,18,16,14,94,79,48,1022,1020,1018,10,4,0,11,6,,0.00,3,Fog,197<br />
2013-1-23,24,20,16,17,16,13,100,81,50,1023,1021,1019,10,5,0,23,11,,0.00,3,Fog,198<br />
2013-1-24,23,19,15,17,14,13,88,73,47,1022,1020,1018,10,9,5,16,8,,0.00,2,,245<br />
2013-1-25,26,20,14,16,15,11,100,76,31,1022,1020,1018,10,5,1,19,8,,0.00,,Fog,55<br />
2013-1-26,28,22,16,17,14,9,83,65,22,1022,1020,1018,10,6,3,19,8,,0.00,,,67<br />
2013-1-27,27,22,18,18,16,14,88,70,45,1021,1019,1017,10,7,4,23,10,,0.00,,,57<br />
2013-1-28,28,22,16,19,17,14,100,80,33,1019,1017,1014,10,5,0,19,8,,0.00,2,Fog,62<br />
2013-1-29,29,24,19,19,14,9,88,57,29,1015,1013,1012,10,6,3,27,10,,0.00,,,100<br />
2013-1-30,27,23,20,19,15,11,83,61,26,1015,1013,1011,10,9,6,21,13,,0.00,2,,246<br />
2013-1-31,30,24,19,19,17,10,88,67,26,1016,1013,1011,10,6,4,19,10,,0.00,2,,92<br />
2013-2-1,29,26,22,19,17,12,83,63,36,1014,1012,1010,10,9,8,29,16,,0.00,,Rain,144<br />
2013-2-2,23,20,17,19,17,13,83,75,59,1018,1015,1012,10,8,5,21,11,27,2.03,3,Rain,265<br />
2013-2-3,23,19,15,13,11,8,88,56,27,1020,1018,1017,10,10,8,48,23,,0.00,2,,254<br />
2013-2-4,22,21,19,11,4,-2,56,34,14,1022,1020,1016,10,10,10,39,27,,0.00,2,,341<br />
2013-2-5,24,19,14,12,8,2,60,45,25,1023,1022,1020,10,10,10,21,8,,0.00,,,302<br />
2013-2-6,23,19,15,14,12,10,77,58,38,1026,1023,1022,10,9,8,21,8,,0.00,,,7<br />
2013-2-7,25,20,16,15,13,9,82,61,29,1024,1021,1019,10,9,6,21,10,,0.00,,,30<br />
2013-2-8,26,20,15,15,12,4,88,62,15,1021,1019,1017,10,7,3,19,8,,0.00,1,,265<br />
2013-2-9,24,19,15,16,14,13,88,70,49,1020,1017,1015,10,7,3,21,8,,0.00,2,,198<br />
2013-2-10,24,20,16,18,16,14,83,73,49,1017,1015,1013,10,7,3,21,8,,0.00,3,,233<br />
2013-2-11,27,21,16,18,17,15,100,77,36,1016,1014,1012,10,5,0,23,8,,0.00,4,Fog,71<br />
2013-2-12,30,24,18,18,16,11,88,63,27,1016,1013,1012,10,7,5,21,11,,0.00,,,71<br />
2013-2-13,29,24,19,17,15,12,78,58,29,1016,1014,1013,10,10,10,26,13,,0.00,,,215<br />
2013-2-14,24,22,19,19,16,12,88,67,41,1016,1015,1013,10,8,3,26,13,,0.00,3,,244<br />
2013-2-15,26,21,16,15,12,7,82,56,28,1020,1016,1015,10,10,10,23,10,,0.00,,,78<br />
2013-2-16,28,22,17,14,11,6,64,48,24,1018,1015,1012,10,10,10,21,11,,0.00,,,14<br />
2013-2-17,27,22,16,15,10,0,82,51,9,1015,1013,1011,10,9,8,21,10,,0.00,,,241<br />
2013-2-18,27,23,19,19,14,8,83,60,34,1014,1012,1010,10,8,5,24,13,,0.00,1,,244<br />
2013-2-19,28,23,18,18,17,11,88,69,24,1015,1013,1012,10,7,3,26,8,,0.00,,,170<br />
2013-2-20,26,23,19,18,15,10,83,61,38,1018,1015,1012,10,9,6,23,10,,0.00,1,,44<br />
2013-2-21,26,23,19,18,14,8,83,58,26,1017,1015,1014,10,10,10,24,11,,0.00,,,283<br />
2013-2-22,25,21,17,14,11,5,77,49,28,1018,1016,1014,10,10,10,29,16,,0.00,1,,250<br />
2013-2-23,32,24,17,17,11,1,68,49,7,1019,1017,1014,10,10,10,24,10,,0.00,,,68<br />
2013-2-24,30,26,21,16,8,1,61,35,12,1018,1016,1014,10,8,6,26,13,,0.00,,,125<br />
2013-2-25,24,22,19,18,14,9,78,57,36,1019,1016,1014,10,9,6,32,14,50,0.00,3,,266<br />
2013-2-26,26,21,17,17,15,13,73,65,48,1022,1019,1018,10,9,8,19,11,,0.00,3,,231<br />
