
CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,7,5,2,7,5,1,100,94,83,1003,998,995,23,9,1,35,24,,1.02,6,Rain,230<br />
2013-1-2,6,3,2,4,3,2,100,90,76,1016,1010,1003,26,11,10,26,18,,0.00,5,Rain,250<br />
2013-1-3,9,7,4,8,5,3,100,86,68,1019,1013,1010,31,11,3,48,31,64,3.05,5,Rain,267<br />
2013-1-4,9,7,6,8,5,3,100,86,72,1021,1019,1017,19,10,2,45,29,60,0.25,6,Rain,298<br />
2013-1-5,5,4,3,6,3,2,100,91,75,1028,1026,1021,31,11,4,21,13,,0.00,6,,323<br />
2013-1-6,7,4,3,6,4,2,100,97,87,1026,1022,1019,18,5,1,24,10,,0.51,6,Fog-Rain,278<br />
2013-1-7,4,3,3,4,2,0,100,88,73,1028,1026,1023,31,10,0,26,14,,0.25,6,Fog-Rain,148<br />
2013-1-8,7,4,3,6,5,4,100,98,92,1022,1019,1017,11,5,0,19,13,,4.06,6,Fog-Rain,257<br />
2013-1-9,6,5,4,6,5,3,100,98,87,1021,1013,1004,18,6,0,26,13,,5.08,6,Fog-Rain,210<br />
2013-1-10,2,0,-1,3,-3,-7,100,77,53,1010,1007,1003,14,10,4,40,29,,0.51,6,Rain-Snow,3<br />
2013-1-11,0,-1,-2,-3,-5,-7,86,70,53,1017,1013,1010,31,11,4,37,29,45,0.00,5,Snow,5<br />
2013-1-12,-1,-2,-2,-4,-6,-8,80,73,53,1023,1020,1017,31,11,10,24,21,,0.00,6,Rain-Snow,37<br />
2013-1-13,0,-2,-3,-3,-4,-6,86,79,66,1025,1024,1023,31,12,10,29,18,,0.00,6,Snow,62<br />
2013-1-14,-2,-2,-3,-3,-6,-9,93,75,57,1023,1018,1011,18,8,1,40,26,,0.00,7,Snow,110<br />
2013-1-15,-3,-6,-8,-2,-6,-8,100,87,65,1012,1010,1009,14,6,1,16,8,,0.51,5,Fog-Snow,240<br />
2013-1-16,-3,-6,-9,-6,-7,-8,100,84,68,1017,1014,1012,11,7,3,21,11,,0.51,4,,52<br />
2013-1-17,-2,-4,-7,-4,-6,-7,100,84,65,1023,1020,1017,31,13,10,27,18,,0.51,6,,41<br />
2013-1-18,-2,-3,-5,-5,-6,-8,93,82,69,1022,1019,1015,31,13,10,29,23,,0.00,5,Snow,63<br />
2013-1-19,-4,-4,-6,-6,-7,-8,86,82,69,1014,1010,1007,26,11,10,32,26,,0.00,5,Snow,63<br />
2013-1-20,-3,-6,-8,-5,-8,-9,93,83,70,1010,1007,1006,31,13,10,24,18,,0.00,5,,51<br />
2013-1-21,-2,-4,-6,-4,-6,-8,93,80,61,1013,1011,1009,31,10,5,37,29,47,0.00,4,Snow,64<br />
2013-1-22,-2,-3,-4,-4,-6,-7,93,79,67,1014,1013,1012,26,11,10,26,21,,0.00,6,Snow,70<br />
2013-1-23,-2,-3,-4,-5,-7,-8,86,75,62,1014,1014,1013,31,11,10,26,23,,0.00,7,,29<br />
2013-1-24,-2,-4,-8,-5,-7,-9,100,82,66,1022,1017,1013,31,17,10,16,13,,0.00,5,,37<br />
2013-1-25,-1,-6,-10,-3,-6,-10,100,88,69,1023,1021,1018,26,10,3,23,8,,0.00,6,Fog,175<br />
2013-1-26,-2,-4,-4,-3,-6,-7,100,79,64,1018,1012,1006,26,10,1,35,26,,0.00,6,Snow,178<br />
2013-1-27,2,-1,-4,2,0,-3,100,97,93,1006,1001,996,6,2,0,35,26,,3.05,6,Fog-Rain-Snow,191<br />
2013-1-28,3,1,0,2,1,1,100,94,87,1009,1004,998,10,6,3,27,21,,0.00,6,,217<br />
2013-1-29,6,3,0,5,3,1,100,95,90,1005,999,996,10,7,3,34,26,50,3.05,6,Rain-Snow,212<br />
2013-1-30,7,4,2,7,4,2,100,93,78,998,993,990,26,8,2,37,26,48,3.05,6,Rain,226<br />
2013-1-31,7,5,3,4,3,2,100,85,63,995,992,988,26,10,4,63,37,89,0.51,6,Rain,253<br />
2013-2-1,3,1,0,3,1,0,100,96,85,998,995,991,19,7,0,23,11,,2.03,6,Fog-Rain-Snow,236<br />
2013-2-2,0,-2,-4,3,-2,-5,100,91,75,1006,998,991,31,10,0,32,18,,0.00,5,Fog-Rain-Snow,325<br />
2013-2-3,2,-2,-6,1,-2,-5,100,93,83,1007,1004,997,19,10,4,29,14,,0.00,6,Rain-Snow,237<br />
2013-2-4,6,3,0,4,1,0,100,92,68,998,994,990,26,9,2,39,18,71,2.03,5,Rain-Snow,247<br />
2013-2-5,3,1,0,1,0,-1,100,91,82,992,989,988,26,10,1,27,23,,3.05,5,Snow,239<br />
2013-2-6,2,1,-1,0,-1,-2,100,90,69,998,992,989,26,10,2,26,21,,0.51,6,Snow,277<br />
