
ART,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,33,26,19,20,19,18,94,70,43,1013,1011,1009,10,9,5,13,3,,0.00,0,,22<br />
2001-1-2,33,27,20,23,19,13,94,63,42,1011,1010,1008,10,10,6,26,6,,0.00,4,,8<br />
2001-1-3,29,24,22,21,21,19,88,77,55,1012,1010,1009,10,10,10,11,6,,0.00,1,,28<br />
2001-1-4,36,29,20,24,20,4,73,51,35,1013,1011,1009,10,10,10,13,8,,0.00,2,,24<br />
2001-1-6,36,31,22,25,23,18,84,61,44,1005,1002,998,10,9,3,40,19,,0.00,5,Rain,357<br />
2001-1-7,30,26,21,22,20,18,94,74,55,1004,1001,997,10,10,8,35,19,,0.00,-7498,Rain-Thunderstorm,59<br />
2001-1-8,31,26,20,22,19,12,94,73,55,1010,1006,1004,10,10,10,34,10,,0.00,5,,129<br />
2001-1-9,31,24,18,24,17,12,74,68,55,1010,1006,1000,10,10,10,163,52,,0.00,2,,73<br />
2001-1-10,27,22,15,24,14,6,94,68,35,1017,1010,1002,10,9,5,85,19,,0.00,4,Rain-Thunderstorm,184<br />
2001-1-11,26,19,12,11,7,-1,82,52,18,1021,1019,1017,10,10,10,19,6,,0.00,0,,260<br />
2001-1-12,27,20,14,16,12,9,88,59,34,1018,1016,1013,10,10,10,27,8,,0.00,0,,3<br />
2001-1-13,27,21,15,18,14,12,94,63,39,1022,1013,1010,10,10,10,13,3,,0.00,2,,38<br />
2001-1-14,31,24,19,20,18,15,94,66,40,1017,1016,1013,10,10,10,21,6,,0.00,1,,130<br />
2001-1-15,32,26,21,22,19,16,94,66,49,1017,1014,1011,10,10,10,19,11,,0.00,1,,80<br />
2001-1-16,34,28,23,23,21,19,94,65,41,1011,1009,1006,10,10,10,19,10,,0.00,1,,39<br />
2001-1-17,34,27,20,24,22,20,100,73,52,1008,1007,1005,10,9,2,26,10,,0.00,3,Rain-Thunderstorm,3<br />
2001-1-18,27,23,21,22,21,19,94,82,70,1014,1009,1004,10,10,8,32,14,42,0.00,6,Rain-Thunderstorm,237<br />
2001-1-19,26,21,16,22,14,10,100,65,39,1023,1021,1016,10,10,5,37,16,,0.00,3,Thunderstorm,139<br />
2001-1-20,27,20,14,18,14,12,88,65,48,1022,1019,1015,10,10,10,21,13,,0.00,1,,72<br />
2001-1-21,29,23,18,20,17,14,83,66,51,1015,1013,1010,10,10,10,21,11,,0.00,2,,25<br />
2001-1-22,32,26,20,21,18,17,83,67,46,1012,1011,1010,10,10,10,11,3,,0.00,4,,350<br />
2001-1-23,32,26,19,22,20,19,100,73,46,1015,1013,1011,10,10,6,14,2,,0.00,1,,17<br />
2001-1-24,33,27,21,23,21,19,94,71,46,1016,1014,1012,10,10,10,14,3,,0.00,3,,352<br />
2001-1-25,34,27,20,24,22,19,100,71,49,1015,1013,1010,10,10,8,11,3,,0.00,2,,60<br />
2001-1-26,28,26,24,23,22,21,94,83,66,1013,1010,1008,10,10,8,37,6,,0.00,6,Rain-Thunderstorm,86<br />
2001-1-27,28,24,21,22,20,18,100,77,58,1010,1006,1004,10,10,10,19,6,,0.00,5,,209<br />
2001-1-28,30,26,22,22,21,19,94,82,55,1011,1008,1006,10,10,8,11,5,,0.00,5,Rain,304<br />
2001-1-29,29,24,20,21,19,18,94,75,58,1012,1010,1008,10,10,8,6,0,,0.00,6,,20<br />
2001-1-30,31,26,21,22,20,18,94,72,49,1009,1005,1002,10,9,8,23,5,,0.00,1,,28<br />
2001-1-31,29,26,23,24,22,20,94,78,58,1011,1006,1002,10,10,10,27,8,,0.00,5,,148<br />
2001-2-1,32,26,21,24,20,15,94,70,54,1011,1008,1004,10,10,10,19,13,,0.00,4,,118<br />
2001-2-2,33,28,23,25,21,11,100,72,43,1010,1005,1002,10,10,8,32,13,,0.00,3,,358<br />
2001-2-3,27,20,13,14,12,9,88,58,39,1015,1014,1011,10,10,10,23,13,,0.00,3,,135<br />
2001-2-4,29,21,13,16,14,11,100,64,37,1017,1015,1012,10,10,8,13,3,,0.00,2,,61<br />
2001-2-5,34,26,17,21,17,15,88,65,36,1013,1010,1006,10,10,10,23,6,,0.00,1,,317<br />
2001-2-6,37,28,20,25,20,-24,94,71,4,1008,1006,1003,10,9,8,19,8,,0.00,0,,326<br />
2001-2-7,34,28,22,25,23,21,100,73,49,1008,1007,1005,10,9,5,13,6,,0.00,2,,17<br />
2001-2-8,27,24,22,26,23,20,100,90,79,1009,1007,1005,10,9,1,34,10,,0.00,6,Rain-Thunderstorm,55<br />
2001-2-9,34,27,21,28,23,20,100,82,59,1009,1004,1000,10,10,10,23,13,,0.00,2,Thunderstorm,59<br />
2001-2-10,30,25,20,27,20,17,100,85,69,1010,1008,1001,10,8,1,24,14,71,0.00,7,Rain-Thunderstorm,144<br />
2001-2-11,22,19,16,19,17,14,94,86,78,1015,1010,1001,10,9,8,23,14,,0.00,5,Rain-Thunderstorm,135<br />
2001-2-12,26,19,13,16,14,12,94,72,47,1020,1017,1015,10,10,6,14,10,,0.00,1,,137<br />
2001-2-13,27,21,16,19,16,14,94,69,50,1018,1014,1010,10,10,10,19,13,,0.00,2,,77<br />
2001-2-14,29,24,19,21,19,18,100,77,54,1011,1009,1007,10,9,5,11,3,,0.00,3,,166<br />
2001-2-15,30,24,19,21,19,16,100,77,48,1014,1011,1009,10,8,1,19,6,,0.00,2,Fog,158<br />
