
GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,25,21,18,19,16,1,94,72,28,1017,1014,1013,10,9,6,16,6,,0.00,2,,53<br />
2000-1-2,26,21,16,16,15,11,88,68,39,1017,1015,1013,10,10,10,26,6,,0.00,1,,92<br />
2000-1-3,26,21,17,18,15,12,83,66,42,1017,1014,1013,10,9,7,16,6,,0.00,2,Rain-Thunderstorm,84<br />
2000-1-4,26,22,18,18,17,15,88,76,51,1017,1015,1013,10,9,3,14,8,,0.00,2,,276<br />
2000-1-5,25,21,17,19,17,15,94,73,54,1017,1015,1014,10,9,6,23,6,,0.00,1,,74<br />
2000-1-6,25,21,18,18,16,15,83,70,57,1018,1016,1014,10,10,9,23,6,,0.00,1,,47<br />
2000-1-7,27,22,17,17,14,10,73,60,47,1017,1014,1012,10,10,10,19,6,,0.00,1,,83<br />
2000-1-8,28,23,18,19,14,11,83,59,35,1015,1013,1012,10,10,9,16,6,,0.00,1,,296<br />
2000-1-9,27,21,16,19,15,10,83,65,41,1015,1013,1011,10,10,9,14,6,,0.00,1,,69<br />
2000-1-10,26,22,18,19,16,14,88,70,54,1013,1011,1010,10,10,10,16,6,32,0.00,3,,262<br />
2000-1-11,25,22,20,16,13,9,73,56,43,1014,1012,1010,10,9,6,26,11,32,0.00,2,,267<br />
2000-1-12,24,21,18,12,12,10,68,55,44,1016,1014,1013,10,10,10,16,11,,0.00,3,,320<br />
2000-1-13,24,20,16,13,12,10,72,58,47,1018,1016,1015,10,10,9,24,8,,0.00,3,,100<br />
2000-1-14,24,20,17,16,13,10,78,61,44,1018,1016,1015,10,10,10,19,6,,0.00,3,,268<br />
2000-1-15,24,20,17,15,13,12,78,63,50,1019,1017,1016,10,10,10,16,5,,0.00,3,,80<br />
2000-1-16,26,21,17,15,12,11,73,56,39,1018,1015,1012,10,10,10,32,8,,0.00,1,,113<br />
2000-1-17,29,24,19,16,11,9,61,46,29,1016,1013,1010,10,10,10,26,10,45,0.00,2,,141<br />
2000-1-18,28,24,20,19,14,11,73,54,35,1018,1016,1013,10,10,10,34,16,45,0.00,1,,186<br />
2000-1-19,26,21,17,19,16,12,83,67,50,1020,1017,1014,10,10,10,24,8,,0.00,0,,62<br />
2000-1-20,27,22,18,19,17,14,94,71,48,1016,1014,1012,,,,11,5,,0.00,,,317<br />
2000-1-21,27,22,18,19,14,8,78,61,38,1015,1013,1011,,,,13,5,,0.00,,,31<br />
2000-1-22,28,23,18,19,13,8,83,56,37,1016,1014,1013,,,,13,5,,0.00,,,29<br />
2000-1-23,26,22,18,19,17,12,94,73,44,1018,1016,1014,8,8,7,13,3,,0.00,0,,353<br />
2000-1-24,26,21,17,20,17,12,100,74,51,1018,1016,1015,10,8,3,16,6,,0.00,1,,276<br />
2000-1-25,24,21,19,14,11,8,68,52,36,1021,1019,1017,10,10,10,19,11,,0.00,4,,282<br />
2000-1-26,24,17,9,12,11,8,100,57,44,1021,1019,1018,10,10,10,14,8,,0.00,2,,243<br />
2000-1-27,25,20,15,13,11,8,77,57,36,1021,1018,1016,,,,34,10,,0.00,,,97<br />
2000-1-28,28,22,16,15,12,8,77,53,28,1019,1016,1007,8,6,1,37,11,,0.00,0,,126<br />
2000-1-29,26,22,19,16,13,10,78,56,39,1019,1017,1015,10,10,10,29,13,,0.00,1,,84<br />
2000-1-30,27,22,18,18,16,13,78,66,42,1021,1019,1017,10,10,10,14,8,,0.00,1,,272<br />
2000-1-31,24,22,20,17,14,13,73,62,50,1022,1019,1018,10,10,10,21,11,,0.00,3,,287<br />
2000-2-1,24,20,16,15,12,7,82,60,43,1018,1015,1012,10,10,10,23,10,,0.00,3,,268<br />
2000-2-2,29,23,17,10,7,2,59,37,20,1013,1012,1010,9,8,8,27,10,,0.00,2,,281<br />
2000-2-3,25,21,18,14,11,7,68,53,36,1016,1014,1013,9,8,8,21,8,,0.00,3,,284<br />
2000-2-4,23,20,17,11,7,5,60,45,33,1021,1018,1017,10,9,8,19,13,,0.00,3,,307<br />
2000-2-5,24,19,15,12,8,4,60,49,33,1017,1015,1013,,,,14,5,,0.00,,,267<br />
2000-2-6,26,19,12,16,11,4,68,55,45,1016,1014,1012,10,10,10,16,6,,0.00,2,,240<br />
