
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,28,23,19,21,19,17,88,77,61,1016,1015,1013,10,9,5,21,11,40,0.00,3,Rain-Thunderstorm,330<br />
2015-1-2,29,24,20,19,18,17,88,71,51,1018,1016,1015,10,10,3,34,13,71,0.00,2,Rain-Thunderstorm,318<br />
2015-1-3,21,19,18,18,17,17,94,87,83,1021,1020,1018,10,10,5,16,11,,0.00,6,Rain,90<br />
2015-1-4,25,21,18,20,18,17,100,80,61,1022,1020,1018,10,9,3,16,8,,0.00,4,Rain-Thunderstorm,354<br />
2015-1-5,25,22,19,20,18,1,94,84,21,1022,1020,1019,10,8,2,19,11,37,0.00,5,Rain-Thunderstorm,101<br />
2015-1-6,29,24,19,20,18,15,100,75,42,1022,1020,1018,10,9,1,14,8,37,0.00,3,Fog-Rain-Thunderstorm,35<br />
2015-1-7,28,23,19,20,19,17,94,75,58,1020,1018,1016,10,9,5,19,10,47,0.00,1,Rain-Thunderstorm,323<br />
2015-1-8,29,24,19,19,18,16,88,69,48,1020,1019,1016,10,10,10,21,6,39,0.00,3,Thunderstorm,281<br />
2015-1-9,30,24,18,19,18,16,94,60,48,1020,1018,1016,10,10,10,23,11,37,0.00,2,Thunderstorm,309<br />
2015-1-10,29,24,20,20,19,18,94,71,58,1020,1019,1017,10,9,4,16,8,,0.00,4,Rain-Thunderstorm,292<br />
2015-1-11,31,24,18,20,19,17,100,68,43,1020,1019,1017,10,9,1,19,6,37,0.00,1,Rain-Thunderstorm,4<br />
2015-1-12,33,26,19,19,17,14,88,53,31,1020,1018,1016,10,10,10,21,6,,0.00,2,Thunderstorm,265<br />
2015-1-13,31,26,20,19,17,15,94,64,40,1020,1019,1016,10,10,10,19,10,,0.00,2,Rain-Thunderstorm,20<br />
2015-1-14,31,24,18,19,17,15,94,62,38,1020,1018,1016,10,10,10,19,8,,0.00,1,Thunderstorm,308<br />
2015-1-15,29,24,20,19,18,16,88,66,45,1021,1020,1019,10,10,10,19,10,,0.00,2,,91<br />
2015-1-16,31,26,21,21,19,16,88,66,43,1022,1020,1017,10,10,10,14,8,,0.00,4,Thunderstorm,34<br />
2015-1-17,32,27,22,20,18,16,88,60,40,1020,1018,1015,10,9,4,13,8,,0.00,4,Thunderstorm,331<br />
2015-1-18,32,26,20,20,18,13,88,58,31,1020,1018,1016,10,10,10,23,8,,0.00,2,,340<br />
2015-1-19,33,27,20,20,18,15,94,68,34,1020,1019,1018,10,10,7,27,10,47,0.00,2,Rain-Thunderstorm,348<br />
2015-1-20,32,26,19,21,17,14,94,62,33,1018,1016,1014,10,7,2,32,11,69,0.00,3,Rain-Thunderstorm,336<br />
2015-1-21,27,22,18,18,17,15,94,77,57,1021,1019,1016,10,9,2,24,13,42,0.00,6,Rain,146<br />
2015-1-22,23,20,17,18,16,15,94,82,65,1023,1021,1020,10,9,2,23,18,39,0.00,6,Rain,141<br />
2015-1-23,23,19,15,16,14,13,94,68,53,1024,1021,1017,10,9,5,14,13,,0.00,3,Fog,114<br />
2015-1-24,29,23,17,19,16,12,88,64,35,1021,1017,1013,10,10,10,16,8,,0.00,3,,357<br />
2015-1-25,28,23,18,19,17,15,94,72,51,1019,1017,1013,10,10,5,19,10,37,0.00,2,Rain-Thunderstorm,343<br />
2015-1-26,29,22,16,19,17,15,94,62,42,1019,1017,1015,10,10,10,24,8,47,0.00,3,,341<br />
2015-1-27,28,23,19,20,18,16,88,66,48,1019,1017,1015,10,10,8,24,11,,0.00,2,Rain-Thunderstorm,352<br />
2015-1-28,26,22,19,19,18,18,94,75,61,1019,1016,1014,10,10,10,24,13,40,0.00,3,Thunderstorm,343<br />
2015-1-29,26,22,19,19,17,1,88,72,21,1017,1016,1014,10,10,7,24,14,47,0.00,4,Rain,322<br />
2015-1-30,19,17,16,17,16,15,94,89,83,1022,1020,1018,10,7,2,14,13,,0.00,7,,105<br />
2015-1-31,22,19,16,17,16,15,94,80,68,1024,1022,1020,10,10,10,14,10,,0.00,6,,84<br />
2015-2-1,25,21,17,19,17,16,94,83,65,1022,1021,1019,10,10,5,21,11,,0.00,6,Rain-Thunderstorm,87<br />
2015-2-2,28,23,18,19,17,16,94,75,51,1021,1019,1017,10,10,10,19,8,37,0.00,6,,90<br />
2015-2-3,27,22,17,19,17,16,94,79,51,1019,1016,1013,10,7,2,23,8,27,0.00,5,Rain-Thunderstorm,43<br />
2015-2-4,24,21,18,19,18,17,100,85,65,1015,1013,1011,10,7,1,19,8,29,0.00,6,Rain-Thunderstorm,64<br />
2015-2-5,21,19,17,17,17,14,100,85,73,1012,1011,1010,10,7,3,23,11,37,0.00,5,Rain,159<br />
2015-2-6,25,20,16,17,16,12,100,76,44,1013,1011,1010,10,10,8,19,6,,0.00,4,Rain,144<br />
2015-2-7,27,22,17,18,16,11,94,71,37,1014,1013,1011,10,10,10,14,8,32,0.00,4,,289<br />
2015-2-8,27,22,18,19,17,14,94,73,45,1016,1015,1014,10,9,3,16,11,35,0.00,3,Rain-Thunderstorm,53<br />
2015-2-9,28,22,17,20,17,12,100,65,37,1017,1016,1013,10,10,10,14,8,,0.00,3,,46<br />
2015-2-10,29,24,19,21,18,17,94,67,51,1018,1016,1015,10,10,5,21,10,,0.00,4,Thunderstorm,346<br />
2015-2-11,30,25,20,20,19,18,94,67,48,1019,1018,1016,10,9,6,19,11,,0.00,2,Rain-Thunderstorm,300<br />
2015-2-12,30,26,21,21,19,18,94,74,51,1020,1019,1018,10,10,10,23,10,37,0.00,3,Thunderstorm,313<br />
2015-2-13,29,24,20,19,18,17,94,77,51,1021,1020,1017,10,7,4,24,8,42,0.00,6,Rain-Thunderstorm,263<br />
2015-2-14,22,20,18,19,18,17,100,91,83,1021,1019,1017,10,5,2,19,8,37,0.00,6,Rain-Thunderstorm,84<br />
2015-2-15,19,18,17,17,16,14,100,92,82,1019,1018,1018,8,4,2,23,10,,0.00,7,Rain,149<br />
2015-2-16,21,19,17,17,17,16,100,89,73,1019,1018,1017,10,6,2,16,11,,0.00,7,Rain,126<br />
2015-2-17,20,18,17,18,17,16,100,91,78,1018,1016,1015,10,6,2,13,8,,0.00,5,Rain,112<br />
2015-2-18,26,21,17,20,18,1,100,86,25,1014,1013,1011,10,6,0,14,5,,0.00,6,Fog-Rain,67<br />
2015-2-19,28,23,18,19,19,18,100,75,58,1014,1012,1011,10,10,10,24,13,42,0.00,4,Thunderstorm,349<br />
2015-2-20,26,22,19,20,19,18,94,83,65,1020,1017,1015,10,9,1,19,8,,0.00,4,Rain-Thunderstorm,345<br />
2015-2-21,27,23,19,20,19,18,100,81,61,1023,1022,1021,10,9,7,19,11,,0.00,5,,75<br />
2015-2-22,27,23,20,18,17,13,88,68,47,1024,1022,1020,10,10,10,14,10,,0.00,2,,105<br />
2015-2-23,28,23,18,20,18,15,94,69,48,1023,1021,1019,10,10,8,11,8,,0.00,4,,52<br />
