
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,31,28,26,22,22,19,74,67,49,1012,1010,1008,19,11,10,37,24,,0.00,5,,80<br />
2013-1-2,29,27,24,23,21,19,83,67,50,1012,1010,1008,19,11,10,37,23,,0.25,4,,83<br />
2013-1-3,28,27,25,24,23,22,89,79,64,1016,1012,1010,19,11,3,37,18,,0.76,5,Rain,78<br />
2013-1-4,30,28,25,23,22,20,89,71,53,1016,1014,1012,19,11,10,37,18,,0.00,4,,81<br />
2013-1-5,29,27,25,22,22,21,83,71,57,1015,1013,1012,19,12,10,27,16,,0.00,4,,99<br />
2013-1-6,30,28,25,23,22,21,83,71,52,1013,1012,1010,19,11,10,34,16,,0.00,3,,89<br />
2013-1-7,31,29,26,22,21,18,74,65,46,1013,1011,1009,19,11,10,35,24,,0.00,3,,80<br />
2013-1-8,31,28,26,23,21,18,74,65,48,1013,1011,1009,19,11,10,39,24,,0.00,4,,82<br />
2013-1-9,31,28,26,22,21,19,74,65,43,1014,1011,1009,19,11,10,35,24,,0.00,4,,82<br />
2013-1-10,31,28,26,22,21,18,78,65,48,1012,1010,1008,19,11,10,37,23,,0.00,4,,74<br />
2013-1-11,29,28,26,22,21,20,78,65,49,1010,1009,1007,19,11,10,37,24,,0.00,3,Rain,83<br />
2013-1-12,30,28,26,23,21,20,83,66,50,1010,1009,1007,19,11,3,40,31,,0.00,4,Rain,94<br />
2013-1-13,32,28,25,22,21,18,74,62,41,1011,1009,1008,19,11,10,37,27,,0.00,3,,97<br />
2013-1-14,30,27,24,24,23,21,89,75,58,1012,1010,1008,19,10,4,35,19,,0.00,4,Rain,96<br />
