
EET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,13,11,9,4,2,0,71,54,44,1020,1018,1014,10,10,10,32,21,,0.00,4,Rain,342<br />
2000-1-2,11,9,6,2,0,-2,66,56,46,1021,1020,1019,10,10,10,27,16,,0.00,5,,360<br />
2000-1-3,7,4,3,2,-1,-5,87,69,52,1024,1023,1021,10,10,5,35,23,60,0.00,4,Rain,357<br />
2000-1-4,8,4,2,0,-3,-5,75,56,43,1023,1021,1019,10,10,10,26,16,,0.00,3,,349<br />
2000-1-5,10,7,4,2,1,-1,76,63,50,1021,1020,1019,10,10,10,19,10,,0.00,3,,359<br />
2000-1-6,12,8,5,2,0,-3,81,59,35,1022,1020,1019,10,10,10,23,8,,0.00,2,,353<br />
2000-1-7,10,8,6,1,0,-2,66,59,50,1025,1023,1020,10,10,10,27,16,47,0.00,3,,6<br />
2000-1-8,10,8,6,4,1,-1,76,64,53,1026,1025,1024,10,10,10,21,14,,0.00,5,Rain,1<br />
2000-1-9,12,7,2,2,1,-2,87,65,43,1026,1025,1024,10,10,10,13,5,,0.00,2,,11<br />
2000-1-10,13,9,6,3,1,-1,76,58,41,1028,1027,1026,10,10,10,24,11,,0.00,4,,40<br />
2000-1-11,10,8,6,5,3,1,81,72,62,1031,1029,1028,10,10,10,24,13,,0.00,5,Rain,5<br />
2000-1-12,9,8,7,1,-1,-3,62,55,43,1032,1031,1030,10,10,10,29,16,,0.00,6,,16<br />
2000-1-13,9,8,6,3,1,-1,71,61,53,1031,1029,1027,10,10,10,21,14,,0.00,6,,7<br />
2000-1-14,10,7,4,1,-1,-2,75,57,46,1027,1025,1023,10,10,10,26,11,37,0.00,6,,29<br />
2000-1-15,11,9,7,2,0,-3,62,56,43,1023,1022,1021,10,10,10,32,19,52,0.00,6,,16<br />
2000-1-16,12,8,4,2,1,-1,76,60,47,1023,1022,1020,10,10,10,21,13,,0.00,3,,358<br />
2000-1-17,9,7,6,5,3,1,81,73,58,1020,1013,1006,10,9,7,21,8,,0.00,7,Rain,25<br />
2000-1-18,14,9,4,6,3,1,93,67,44,1005,1001,999,10,10,10,37,10,50,0.00,2,,310<br />
2000-1-19,12,8,5,7,2,-2,87,70,53,1013,1006,1001,10,10,6,34,11,,0.00,7,Rain,350<br />
2000-1-20,6,4,3,0,-6,-12,81,49,27,1024,1018,1013,10,10,10,40,18,60,0.00,2,,353<br />
2000-1-21,10,5,0,2,-3,-8,70,52,40,1024,1018,1013,10,10,10,39,14,58,0.00,2,,310<br />
2000-1-22,11,8,5,6,0,-5,82,57,40,1019,1016,1012,10,10,10,29,14,39,0.00,5,,18<br />
2000-1-23,15,10,6,9,4,-5,88,67,46,1018,1013,1006,10,10,6,24,14,,0.00,5,Rain,153<br />
2000-1-24,16,12,9,9,5,1,87,62,42,1009,1005,1003,10,10,10,35,21,55,0.00,4,,254<br />
2000-1-25,11,7,4,3,-1,-4,70,58,35,1022,1017,1010,10,10,10,37,18,,0.00,3,,350<br />
2000-1-26,6,3,1,-2,-5,-10,65,54,41,1025,1023,1022,10,10,10,40,14,45,0.00,4,,6<br />
2000-1-27,8,3,-1,-5,-8,-11,56,41,27,1028,1026,1025,10,10,10,26,14,,0.00,1,,343<br />
2000-1-28,12,6,1,4,-1,-6,81,63,44,1027,1024,1021,,,,11,3,,0.00,,,80<br />
2000-1-29,13,8,4,5,4,2,93,73,51,1022,1021,1020,10,10,10,13,5,,0.00,6,,15<br />
2000-1-30,14,9,5,7,5,4,93,72,51,1022,1020,1019,10,10,10,16,5,,0.00,4,,317<br />
2000-1-31,17,12,7,9,6,3,87,70,42,1026,1024,1021,10,10,10,16,8,,0.00,3,,309<br />
2000-2-1,20,14,9,10,6,1,82,63,30,1028,1026,1024,,,,14,8,,0.00,,,359<br />
2000-2-2,17,12,8,10,8,6,93,77,59,1028,1023,1019,10,10,10,14,2,,0.00,1,,272<br />
2000-2-3,17,13,10,9,8,8,87,73,59,1019,1017,1017,10,10,10,19,10,,0.00,3,,306<br />
2000-2-4,13,11,9,8,3,-2,87,61,43,1031,1025,1019,10,10,8,34,16,52,0.00,6,Rain,15<br />
2000-2-5,12,9,6,2,-2,-5,71,49,37,1032,1029,1026,10,10,10,23,14,,0.00,2,,8<br />
2000-2-6,17,11,5,7,2,-1,76,56,34,1027,1025,1024,10,10,10,19,5,,0.00,1,,62<br />
2000-2-7,16,11,7,8,6,3,82,68,48,1027,1025,1023,10,10,10,13,5,,0.00,1,,10<br />
2000-2-8,16,11,6,9,7,4,93,78,63,1023,1021,1019,10,10,8,13,2,,0.00,1,,198<br />
2000-2-9,16,12,8,10,8,7,93,78,59,1020,1017,1015,10,10,10,14,5,,0.00,1,,278<br />
2000-2-10,17,13,11,11,9,7,88,76,59,1019,1016,1014,10,10,10,24,8,,0.00,4,,141<br />
2000-2-11,17,14,12,11,9,8,88,76,59,1022,1020,1018,10,10,9,16,6,,0.00,5,Rain,106<br />
2000-2-12,17,14,11,10,7,5,88,65,48,1022,1020,1019,10,10,10,24,13,45,0.00,4,,5<br />
2000-2-13,15,11,8,7,5,2,81,66,51,1020,1019,1018,10,10,10,23,10,,0.00,4,,23<br />
2000-2-14,15,12,9,6,4,2,76,63,48,1019,1017,1016,10,10,10,19,10,,0.00,4,,102<br />
2000-2-15,13,9,4,6,2,-3,87,63,44,1021,1017,1015,10,10,10,27,8,52,0.00,5,Rain-Thunderstorm,9<br />
2000-2-16,12,7,2,5,0,-3,75,54,38,1022,1020,1017,10,10,10,14,6,,0.00,2,,177<br />
2000-2-17,16,12,8,11,9,5,87,74,62,1016,1009,1004,10,10,10,32,11,64,0.00,5,Rain,178<br />
2000-2-18,14,11,8,10,4,2,88,66,58,1010,1004,1002,10,10,8,35,19,47,0.00,6,Rain,265<br />
2000-2-19,15,10,6,5,1,-3,71,50,38,1016,1014,1010,10,10,10,40,18,52,0.00,3,,313<br />
2000-2-20,18,14,11,13,9,4,82,69,56,1015,1011,1008,10,10,7,37,14,47,0.00,5,Rain,183<br />
2000-2-21,14,11,8,9,6,3,88,72,48,1016,1011,1008,10,10,10,27,16,,0.00,5,Rain,325<br />
2000-2-22,10,8,7,5,1,-3,81,62,43,1019,1018,1016,10,10,10,27,18,,0.00,5,,7<br />
2000-5-4,19,16,12,3,-2,-7,54,32,17,1018,1016,1016,10,10,10,35,23,58,0.00,4,,13<br />
2000-5-5,22,16,10,5,0,-9,66,36,15,1017,1016,1015,10,10,10,24,11,42,0.00,2,,360<br />
2000-5-6,21,16,11,11,5,-4,77,46,27,1019,1018,1017,10,10,10,23,8,,0.00,1,,215<br />
2000-5-7,22,16,11,13,9,6,77,58,35,1022,1021,1020,10,10,10,21,5,,0.00,1,,204<br />
2000-5-8,25,19,13,14,9,5,72,51,35,1023,1022,1021,10,10,10,19,5,,0.00,4,,190<br />
2000-5-9,26,21,16,14,12,6,77,56,34,1022,1021,1020,10,10,8,19,5,,0.00,3,,238<br />
2000-5-10,25,20,16,15,13,10,82,62,41,1022,1021,1019,10,9,8,19,3,,0.00,4,,199<br />
2000-5-11,27,22,18,15,12,10,73,51,37,1019,1017,1015,10,10,7,19,5,,0.00,5,,181<br />
2000-5-12,27,23,19,15,12,9,64,51,37,1016,1015,1013,10,10,10,19,6,,0.00,2,,251<br />
2000-5-13,28,23,18,16,14,10,83,56,39,1015,1014,1014,10,10,10,24,6,,0.00,5,,201<br />
2000-5-14,27,23,20,16,11,7,69,46,36,1018,1017,1015,10,10,10,27,13,,0.00,5,,39<br />
2000-5-15,24,21,18,9,4,0,49,33,22,1018,1017,1016,10,10,10,27,16,,0.00,5,,10<br />
2000-5-16,28,23,19,10,5,1,52,34,18,1017,1015,1013,10,10,10,29,16,40,0.00,4,,354<br />
2000-5-17,28,23,18,7,3,-2,49,28,14,1014,1013,1011,10,10,10,29,18,55,0.00,1,,357<br />
2000-5-18,29,23,18,14,9,4,73,40,23,1012,1011,1010,10,10,10,21,11,,0.00,1,,321<br />
2000-5-19,27,21,15,17,12,8,88,55,32,1011,1011,1009,10,10,10,21,5,,0.00,2,,192<br />
2000-5-20,27,22,18,16,12,8,77,53,41,1010,1009,1008,10,10,10,23,8,,0.00,1,,227<br />
2000-5-21,26,22,19,17,16,13,83,67,47,1013,1011,1010,10,10,10,24,8,,0.00,1,,222<br />
2000-5-22,25,21,18,18,16,13,83,72,57,1014,1013,1012,10,10,10,19,5,,0.00,5,,232<br />
2000-5-23,27,23,19,17,14,11,78,58,44,1014,1013,1011,10,10,10,23,13,,0.00,2,,236<br />
2000-5-24,25,22,20,16,12,9,78,50,39,1016,1013,1012,10,10,10,27,10,42,0.00,3,,46<br />
2000-5-25,24,20,16,15,12,7,77,58,38,1018,1016,1015,10,10,10,23,6,39,0.00,2,,228<br />
2000-5-26,27,21,16,16,11,6,77,49,28,1018,1017,1015,10,10,10,21,8,,0.00,4,,323<br />
2000-5-27,29,26,22,15,10,4,53,40,21,1017,1015,1014,10,10,10,27,16,48,0.00,4,,34<br />
2000-5-28,28,23,19,18,16,12,88,64,48,1016,1014,1013,10,10,10,21,8,37,0.00,6,Rain,248<br />
2000-5-29,26,23,20,19,17,11,88,72,50,1013,1011,1010,10,10,10,21,5,,0.00,4,,196<br />
2000-5-30,27,23,19,18,16,12,83,66,53,1012,1011,1010,10,10,10,21,5,,0.00,1,,206<br />
2000-5-31,28,23,19,18,17,14,88,65,45,1014,1013,1012,10,10,10,24,6,,0.00,1,,187<br />
2000-6-1,23,22,21,16,16,15,73,68,61,1013,1013,1012,,,,0,0,,0.00,,,-1<br />
2000-6-10,27,26,26,14,12,12,47,43,39,1015,1014,1013,10,10,10,26,11,,0.00,3,,31<br />
2000-6-11,30,27,23,12,7,4,47,31,19,1018,1016,1014,,,,35,18,58,0.00,,,360<br />
2000-6-12,32,27,22,10,5,-5,41,26,13,1022,1020,1018,,,,39,23,37,0.00,,,18<br />
2000-6-13,35,29,23,13,4,-2,31,20,11,1022,1021,1019,,,,35,21,47,0.00,,,356<br />
2000-6-14,37,30,24,12,2,-4,34,18,8,1020,1018,1016,,,,35,19,52,0.00,,,345<br />
2000-6-15,37,31,26,17,12,7,48,33,19,1017,1014,1011,,,,23,14,40,0.00,,,326<br />
2000-6-16,35,29,24,19,15,10,61,40,25,1012,1009,1007,10,10,7,27,8,48,0.00,4,,297<br />
2000-6-17,32,27,22,19,15,12,73,51,33,1015,1011,1009,10,10,6,34,13,52,0.00,4,Rain-Thunderstorm,21<br />
2000-6-18,24,21,19,14,7,-1,64,42,22,1022,1020,1015,10,10,10,34,23,55,0.00,4,,16<br />
2000-6-19,26,21,17,9,6,4,49,37,26,1022,1021,1020,10,10,10,32,16,50,0.00,2,,20<br />
2000-6-20,25,21,17,10,7,1,55,39,30,1022,1020,1018,10,10,10,21,11,,0.00,1,,349<br />
2000-6-21,27,21,16,17,11,3,73,50,29,1019,1018,1016,,,,21,6,,0.00,,,203<br />
2000-6-22,28,22,17,18,14,11,73,58,42,1017,1017,1016,,,,16,3,,0.00,,,229<br />
2000-6-23,32,26,19,18,13,5,73,49,18,1016,1015,1013,,,,11,3,,0.00,,,221<br />
2000-6-24,29,24,20,17,13,9,65,50,35,1014,1013,1011,10,10,10,8,2,,0.00,1,,62<br />
2000-6-25,34,29,24,18,14,11,65,43,27,1011,1009,1008,10,10,10,16,5,,0.00,1,,269<br />
2000-6-26,32,28,25,20,16,12,61,49,35,1009,1008,1007,,,,19,8,,0.00,,,288<br />
2000-6-27,32,28,24,18,16,12,69,48,33,1011,1008,1007,10,10,10,26,18,,0.00,1,,340<br />
2000-6-28,29,26,22,13,11,7,53,40,28,1014,1012,1011,10,10,10,26,18,39,0.00,2,,30<br />
2000-6-29,31,24,19,17,10,6,65,37,22,1013,1011,1009,,,,26,14,,0.00,,,353<br />
2000-6-30,31,24,19,17,13,7,73,47,31,1014,1011,1010,,,,27,8,47,0.00,,,104<br />
2000-7-1,31,26,21,20,14,10,68,48,33,1016,1015,1013,10,10,10,23,6,,0.00,1,,45<br />
2000-7-2,35,29,23,18,11,4,69,35,15,1017,1016,1014,10,10,10,29,11,50,0.00,1,,22<br />
2000-7-3,37,29,22,17,11,7,69,34,17,1015,1013,1011,,,,26,8,45,0.00,,,1<br />
2000-7-4,36,32,28,21,15,10,58,38,28,1012,1011,1010,,,,19,11,,0.00,,,291<br />
2000-7-5,38,32,26,22,17,12,69,43,21,1011,1010,1009,,,,14,3,,0.00,,,228<br />
2000-7-6,40,33,26,22,17,13,66,42,21,1010,1009,1007,,,,21,3,,0.00,,,226<br />
2000-7-7,37,31,26,21,12,7,66,32,18,1019,1009,1008,,,,39,13,66,0.00,,,36<br />
2000-7-8,36,31,27,18,13,8,51,35,20,1009,1008,1006,,,,13,10,,0.00,,,276<br />
2000-7-9,37,31,26,20,17,13,65,41,25,1006,1004,1001,10,10,10,32,6,,0.00,3,,256<br />
2000-7-10,33,29,25,20,17,12,74,49,31,1007,1004,1002,,,,29,19,48,0.00,,,271<br />
2000-7-11,32,28,24,20,17,14,78,56,40,1010,1008,1007,,,,23,10,,0.00,,,247<br />
2000-7-12,33,27,22,20,17,13,78,50,35,1010,1008,1007,,,,14,3,,0.00,,,218<br />
2000-7-13,31,27,24,20,15,11,73,48,29,1007,1004,1002,,,,42,14,60,0.00,,,312<br />
2000-7-14,31,27,23,17,14,10,69,52,30,1008,1007,1006,10,10,10,24,18,,0.00,4,,269<br />
2000-7-15,29,26,22,19,16,13,73,57,39,1007,1006,1004,10,10,10,23,10,,0.00,1,,253<br />
2000-7-16,30,27,23,21,18,14,69,60,37,1010,1007,1005,10,10,10,23,16,,0.00,2,,276<br />
2000-7-17,32,27,22,20,17,15,69,55,38,1013,1012,1010,10,10,10,27,18,,0.00,1,,272<br />
