
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-1,27,23,20,21,19,18,100,84,61,1019,1017,1014,10,9,2,13,3,,0.00,6,Rain,322<br />
2003-1-2,28,23,19,20,19,17,100,78,54,1018,1016,1013,10,10,10,13,3,,0.00,5,,312<br />
2003-1-3,27,23,20,23,19,18,100,82,65,1018,1015,1009,10,10,6,19,6,,0.00,4,Rain,328<br />
2003-1-4,28,23,19,20,19,18,100,83,58,1019,1016,1013,10,9,5,19,6,,0.00,5,Rain,317<br />
2003-1-5,28,23,18,20,18,17,94,77,54,1019,1017,1013,10,10,10,19,8,,0.00,5,Rain,303<br />
2003-1-6,29,24,20,20,19,19,100,80,58,1019,1017,1013,10,10,10,23,6,,0.00,5,Rain,281<br />
2003-1-7,27,23,20,21,20,19,100,82,61,1018,1016,1014,10,10,3,14,5,,0.00,5,Rain-Thunderstorm,299<br />
2003-1-8,28,24,20,21,20,19,100,83,61,1021,1017,1015,10,10,10,16,3,,0.00,6,Rain-Thunderstorm,332<br />
2003-1-9,29,24,19,21,20,18,100,85,51,1022,1020,1018,10,10,1,11,2,,0.00,6,Rain-Thunderstorm,58<br />
2003-1-10,31,24,19,22,20,18,100,78,46,1021,1019,1016,10,10,10,11,2,,0.00,4,Thunderstorm,62<br />
2003-1-11,29,24,20,21,19,17,94,79,54,1021,1018,1015,10,10,3,14,3,,0.00,6,Rain-Thunderstorm,26<br />
2003-1-12,28,23,19,19,18,17,100,77,51,1021,1017,1015,10,10,10,11,2,,0.00,5,,263<br />
2003-1-13,30,25,20,20,19,16,94,73,45,1019,1017,1014,10,9,5,23,3,,0.00,3,Thunderstorm,294<br />
2003-1-14,30,24,19,21,19,17,100,82,48,1018,1016,1013,10,10,1,14,3,,0.00,5,Rain-Thunderstorm,297<br />
2003-1-15,25,22,20,21,20,19,100,90,69,1019,1017,1016,10,10,10,13,2,,0.00,7,Rain,329<br />
2003-1-16,28,24,20,20,19,18,100,80,54,1020,1018,1015,10,10,4,13,3,,0.00,6,Rain,327<br />
2003-1-17,21,20,19,20,19,18,100,94,88,1020,1019,1017,10,8,3,8,2,,0.00,7,Rain,13<br />
2003-1-18,27,23,19,20,19,18,100,82,61,1020,1018,1015,10,10,10,14,3,,0.00,7,Rain,335<br />
2003-1-19,26,22,19,20,18,17,88,79,61,1020,1018,1016,10,9,3,19,5,,0.00,6,Rain,324<br />
2003-1-20,27,23,19,20,19,18,100,81,61,1019,1017,1013,10,10,10,13,3,,0.00,6,Rain,311<br />
2003-1-21,25,22,19,20,19,18,94,86,69,1017,1015,1012,10,10,10,16,3,,0.00,6,Rain,319<br />
2003-1-22,28,23,19,20,19,18,100,84,58,1018,1016,1014,10,10,4,16,3,,0.00,7,Rain,10<br />
2003-1-23,27,23,19,20,18,17,100,82,54,1021,1019,1018,10,10,4,21,5,,0.00,6,Rain,51<br />
2003-1-24,29,24,20,20,17,15,94,69,42,1021,1019,1016,10,10,10,23,5,,0.00,4,,64<br />
2003-1-25,30,24,18,19,17,14,88,64,37,1020,1018,1014,10,10,10,14,3,,0.00,2,Thunderstorm,64<br />
2003-1-26,30,24,18,19,17,14,94,64,40,1018,1016,1013,10,10,10,13,2,,0.00,3,,54<br />
2003-1-27,29,24,20,19,18,17,88,68,48,1017,1015,1012,10,10,10,13,3,,0.00,5,,358<br />
2003-1-28,27,23,20,21,18,18,88,78,58,1018,1016,1014,10,10,10,13,6,,0.00,6,Rain,319<br />
2003-1-29,28,24,20,20,19,17,94,78,51,1019,1017,1015,10,10,10,19,6,,0.00,6,Rain,329<br />
2003-1-30,25,21,17,20,19,17,100,88,69,1020,1018,1015,10,10,5,19,2,,0.00,6,Rain,31<br />
2003-1-31,26,22,19,20,19,18,94,83,65,1019,1017,1015,10,10,2,19,3,,0.00,6,Rain,73<br />
2003-2-1,28,23,19,19,17,15,94,70,51,1021,1019,1017,10,10,10,13,3,,0.00,5,,83<br />
2003-2-2,28,23,18,20,17,15,88,72,51,1022,1020,1018,10,10,10,16,6,,0.00,4,Rain-Thunderstorm,103<br />
2003-2-3,28,22,17,19,17,14,88,74,51,1023,1021,1019,10,10,10,14,8,,0.00,3,,72<br />
2003-2-4,29,24,19,19,18,16,94,72,48,1021,1019,1016,10,10,10,23,5,,0.00,4,,87<br />
2003-2-5,29,24,19,19,18,17,88,69,51,1021,1018,1015,10,10,10,19,3,,0.00,5,,66<br />
2003-2-6,29,24,20,19,18,17,94,70,48,1020,1017,1015,10,10,10,13,5,,0.00,5,,78<br />
2003-2-7,30,26,21,20,18,16,88,75,51,1020,1019,1017,10,9,2,14,6,,0.00,5,Rain-Thunderstorm,37<br />
2003-2-8,30,24,18,19,18,16,94,71,45,1022,1019,1017,10,10,10,14,3,,0.00,4,,87<br />
2003-2-9,30,24,18,18,17,15,88,65,43,1020,1018,1016,10,10,10,19,5,,0.00,4,,97<br />
2003-2-10,30,24,18,19,16,13,94,64,37,1018,1017,1014,10,10,10,14,3,,0.00,3,,85<br />
2003-2-11,30,23,16,19,15,12,88,61,33,1018,1016,1013,10,10,10,11,3,,0.00,4,Rain-Thunderstorm,107<br />
2003-2-12,29,23,18,19,17,16,94,73,48,1019,1017,1015,10,10,4,10,2,,0.00,4,Rain-Thunderstorm,59<br />
2003-2-13,28,23,19,19,17,15,88,71,45,1020,1017,1014,10,10,10,10,3,,0.00,5,Rain,84<br />
2003-2-14,28,24,19,19,18,16,94,75,51,1019,1016,1013,10,10,8,14,3,,0.00,5,Rain-Thunderstorm,16<br />
2003-2-15,25,22,19,20,19,18,100,88,69,1019,1017,1014,10,10,5,19,3,,0.00,7,Rain,12<br />
2003-2-16,25,22,19,19,18,16,100,87,57,1019,1017,1014,10,9,3,23,2,,0.00,7,Rain-Thunderstorm,20<br />
2003-2-17,27,22,18,21,19,17,100,82,58,1018,1016,1014,10,10,10,19,3,,0.00,6,,325<br />
2003-2-18,27,23,19,20,19,18,100,83,61,1018,1017,1015,10,10,10,11,3,,0.00,6,Rain,333<br />
2003-2-19,28,23,19,20,19,17,100,77,58,1020,1018,1016,10,10,10,11,5,,0.00,6,,15<br />
2003-2-20,28,23,19,21,19,18,100,85,54,1020,1018,1016,10,8,1,10,2,,0.00,5,Rain-Thunderstorm,67<br />
2003-2-21,28,23,18,19,18,16,100,84,48,1020,1018,1015,10,9,3,26,2,,0.00,5,Rain-Thunderstorm,42<br />
2003-2-22,29,23,17,19,18,16,100,76,48,1020,1019,1016,10,10,10,14,2,,0.00,3,,59<br />
2003-2-23,26,22,18,19,18,17,94,81,65,1023,1020,1018,10,10,10,19,3,,0.00,6,Rain,87<br />
2003-2-24,29,23,18,19,17,14,94,71,42,1023,1020,1018,10,10,10,14,3,,0.00,4,,90<br />
2003-2-25,29,24,19,20,17,15,94,70,45,1021,1019,1016,10,10,10,13,3,,0.00,3,,94<br />
2003-2-26,30,23,17,18,16,14,94,66,40,1019,1017,1016,10,10,10,11,3,,0.00,3,,106<br />
2003-2-27,30,23,17,18,17,16,94,65,48,1019,1018,1016,10,10,10,13,3,,0.00,3,,81<br />
2003-2-28,31,24,18,18,17,16,94,65,40,1021,1018,1015,10,10,10,19,3,,0.00,2,,94<br />
2003-3-1,30,24,18,19,17,12,88,71,37,1020,1017,1016,10,10,10,19,3,,0.00,5,Thunderstorm,359<br />
2003-3-2,28,23,18,19,18,16,100,79,48,1020,1017,1014,10,9,2,16,5,,0.00,5,Rain-Thunderstorm,89<br />
2003-3-3,28,23,18,20,18,15,100,76,54,1020,1017,1015,10,10,6,14,3,,0.00,6,Thunderstorm,63<br />
2003-3-4,29,23,18,18,16,1,100,73,17,1020,1019,1016,10,9,3,14,5,,0.00,4,Rain-Thunderstorm,88<br />
2003-3-5,30,23,17,20,17,15,100,71,40,1020,1018,1015,10,10,10,14,3,,0.00,3,,112<br />
2003-3-6,29,23,17,18,17,16,94,68,45,1018,1016,1014,10,10,10,14,3,,0.00,3,,64<br />
2003-3-7,30,24,18,18,17,17,94,70,45,1019,1017,1014,10,10,10,10,2,,0.00,3,,90<br />
2003-3-8,29,23,18,20,18,17,94,75,51,1019,1017,1014,10,10,6,11,2,,0.00,3,Rain-Thunderstorm,29<br />
2003-3-9,27,22,18,20,19,17,100,88,58,1019,1017,1016,10,10,4,19,3,47,0.00,6,Rain-Thunderstorm,342<br />
2003-3-10,25,22,19,19,18,18,100,86,65,1020,1018,1015,10,10,7,11,2,,0.00,5,Rain,80<br />
