
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,24,14,6,11,7,2,76,56,27,1024,1020,1017,24,21,16,24,10,,0.00,0,,351<br />
2012-1-2,26,17,8,11,7,3,72,50,26,1023,1020,1018,16,16,16,29,10,,0.00,1,,349<br />
2012-1-3,25,20,16,14,9,6,82,52,29,1023,1021,1019,16,16,16,23,11,,0.00,4,,334<br />
2012-1-4,27,19,11,9,7,4,71,43,24,1023,1020,1017,24,17,16,16,6,,0.00,1,,343<br />
2012-1-5,26,17,9,7,5,1,59,40,26,1020,1017,1014,24,19,16,23,8,,0.00,2,,360<br />
2012-1-6,24,16,8,12,6,-1,64,47,23,1021,1017,1014,19,19,16,19,8,,0.00,6,,280<br />
2012-1-7,30,21,13,13,8,2,88,49,17,1022,1017,1013,24,21,16,16,10,,0.00,2,,194<br />
2012-1-8,27,19,11,15,9,1,82,58,18,1021,1017,1015,19,18,16,27,13,,0.00,4,,58<br />
2012-1-9,21,17,13,10,9,8,77,60,43,1023,1020,1018,16,16,16,32,18,,0.00,3,,17<br />
2012-1-10,21,13,7,11,9,5,87,64,46,1022,1018,1016,16,16,16,26,11,,0.00,3,,16<br />
2012-1-11,22,13,6,11,7,3,81,57,33,1019,1016,1013,19,17,16,23,10,,0.00,5,,329<br />
2012-1-12,22,16,9,10,6,2,67,51,35,1019,1015,1013,19,16,16,26,8,,0.00,5,,2<br />
2012-1-13,22,14,7,9,6,2,71,48,35,1020,1018,1016,19,18,16,32,13,,0.00,6,,21<br />
2012-1-14,23,19,15,10,7,4,68,46,31,1024,1021,1018,24,21,16,29,16,,0.00,1,,3<br />
2012-1-15,23,16,9,12,9,5,82,60,41,1022,1020,1017,19,19,16,19,6,,0.00,2,,310<br />
2012-1-16,28,22,16,13,8,4,68,45,21,1022,1020,1018,19,18,16,23,11,,0.00,5,,311<br />
2012-1-17,24,17,11,12,10,5,71,55,38,1024,1021,1019,19,18,16,32,11,,0.00,2,,357<br />
2012-1-18,23,19,15,13,11,8,72,55,41,1023,1020,1017,24,18,16,24,14,,0.00,4,,4<br />
2012-1-19,24,19,13,9,6,4,72,43,29,1019,1016,1014,21,18,16,21,11,,0.00,6,,19<br />
2012-1-20,23,17,12,12,8,1,72,53,38,1022,1016,1011,19,17,16,19,10,,0.00,6,,301<br />
2012-1-21,24,17,11,12,6,1,72,47,22,1021,1016,1014,19,18,16,8,3,,0.00,7,,109<br />
2012-1-22,24,17,10,11,4,-5,63,39,25,1021,1017,1014,16,16,16,24,11,,0.00,6,,14<br />
2012-1-23,25,16,7,10,5,1,76,46,22,1019,1016,1013,16,16,16,21,10,,0.00,1,,311<br />
