
AEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,26,21,16,16,14,12,88,61,42,1017,1015,1014,10,10,10,26,16,,0.00,2,,146<br />
2012-1-2,27,21,16,17,15,13,88,64,45,1018,1017,1015,10,10,10,21,13,,0.00,1,,140<br />
2012-1-3,26,22,18,17,16,14,88,64,47,1019,1018,1016,10,10,10,21,13,,0.00,2,,102<br />
2012-1-4,27,22,17,18,16,13,88,63,42,1017,1015,1013,10,10,10,24,13,,0.00,2,,48<br />
2012-1-5,27,23,20,20,17,16,88,68,54,1015,1014,1012,10,10,10,24,10,35,0.00,4,Rain,74<br />
2012-1-6,28,23,19,19,18,16,88,69,54,1014,1012,1009,10,10,10,24,10,,0.00,3,,53<br />
2012-1-7,27,24,22,20,19,18,88,71,61,1015,1013,1012,10,10,9,21,11,,0.00,4,Rain,103<br />
2012-1-8,28,26,23,22,21,19,83,73,61,1014,1011,1008,10,10,10,34,18,,0.00,3,,21<br />
2012-1-9,30,27,23,25,22,19,94,75,58,1008,1006,1003,10,10,10,35,23,,0.00,1,,9<br />
2012-1-10,30,27,24,24,22,20,94,75,55,1008,1007,1005,10,10,10,24,13,,0.00,4,,116<br />
2012-1-11,35,29,23,23,17,4,94,59,14,1007,1005,1002,10,10,9,29,11,,0.00,3,,327<br />
2012-1-12,27,23,21,16,13,6,65,50,31,1015,1011,1006,10,10,10,27,16,,0.00,5,Rain,119<br />
2012-1-13,27,23,21,16,14,13,69,56,45,1016,1015,1013,10,10,9,23,16,,0.00,4,Rain,75<br />
2012-1-14,26,23,20,17,15,14,73,59,50,1015,1014,1012,10,10,10,24,13,,0.00,5,,58<br />
2012-1-15,26,23,21,19,17,15,83,68,54,1015,1014,1012,10,9,5,24,16,,0.00,6,Rain,89<br />
2012-1-16,23,21,19,20,19,16,100,88,69,1016,1015,1013,10,6,1,27,16,48,0.00,6,Rain,119<br />
2012-1-17,23,21,20,21,21,20,100,94,88,1016,1014,1013,10,6,1,23,13,,0.00,6,Rain,147<br />
2012-1-18,28,24,20,23,21,19,100,82,61,1014,1012,1010,10,10,10,24,13,,0.00,4,,134<br />
2012-1-19,29,24,20,21,20,19,94,75,58,1014,1012,1011,10,10,10,26,13,45,0.00,2,,144<br />
2012-1-20,28,24,20,21,19,18,88,73,58,1013,1012,1011,10,10,10,27,14,47,0.00,4,Rain,154<br />
2012-1-21,28,23,19,20,18,17,88,71,54,1013,1012,1010,10,10,10,26,16,,0.00,4,,151<br />
2012-1-22,28,24,21,21,18,16,94,70,51,1014,1013,1011,10,10,8,26,16,,0.00,5,Rain,159<br />
2012-1-23,26,23,21,22,21,20,100,89,69,1013,1012,1011,10,9,2,27,14,,0.00,5,Rain-Thunderstorm,148<br />
2012-1-24,24,22,21,22,21,20,100,95,83,1012,1010,1009,10,4,1,34,16,47,0.00,6,Rain,88<br />
2012-1-25,25,23,22,23,22,21,100,95,88,1009,1007,1005,10,6,1,32,16,,0.00,7,Rain-Thunderstorm,30<br />
2012-1-26,28,24,22,24,23,21,100,88,74,1009,1007,1005,10,10,10,23,10,,0.00,4,Fog,49<br />
2012-1-27,25,24,23,23,22,22,100,93,83,1012,1010,1007,10,8,1,23,11,37,0.00,6,Rain,96<br />
2012-1-28,26,23,22,22,22,20,94,87,78,1011,1010,1009,10,8,2,21,14,,0.00,6,Rain,93<br />
2012-1-29,26,23,22,23,22,21,94,89,78,1010,1009,1007,10,8,3,27,13,,0.00,6,Rain,74<br />
2012-1-30,28,26,23,23,22,21,100,84,74,1009,1008,1006,10,9,3,29,21,,0.00,5,Rain,28<br />
2012-1-31,29,26,22,23,22,20,100,81,58,1008,1007,1005,10,10,10,23,16,,0.00,3,,7<br />
2012-2-1,28,26,24,23,22,20,89,76,62,1007,1006,1005,10,10,10,26,19,,0.00,4,Tornado,45<br />
2012-2-2,27,24,23,21,19,18,88,69,58,1006,1005,1004,10,10,8,24,16,,0.00,4,Rain,74<br />
2012-2-3,27,24,22,21,18,15,94,71,51,1004,1003,1002,10,10,6,23,13,,0.00,6,Rain,85<br />
2012-2-4,28,23,19,20,18,16,94,73,51,1004,1002,1001,10,10,10,16,10,,0.00,3,,142<br />
2012-2-5,29,24,20,21,19,19,94,76,58,1003,1001,999,10,10,10,21,10,,0.00,3,,86<br />
2012-2-6,30,26,22,23,22,20,94,78,62,1002,1000,999,10,10,10,21,8,,0.00,3,,30<br />
2012-2-7,29,26,22,23,21,18,94,75,58,1005,1004,1002,10,10,9,21,10,34,0.00,4,Rain,119<br />
2012-2-8,29,24,21,21,20,19,94,81,58,1009,1006,1004,10,9,1,37,11,,0.00,4,Rain-Thunderstorm,175<br />
2012-2-9,28,24,20,20,19,18,94,74,54,1011,1009,1008,10,10,10,27,14,48,0.00,2,,168<br />
2012-2-10,27,23,19,19,18,17,94,70,54,1012,1011,1009,10,10,10,21,13,,0.00,1,,123<br />
2012-2-11,28,24,20,21,19,18,94,77,58,1013,1011,1009,10,9,2,27,10,,0.00,2,Rain-Thunderstorm,38<br />
2012-2-12,30,26,21,23,22,20,100,83,58,1015,1013,1011,10,9,3,26,13,,0.00,3,Rain-Thunderstorm,354<br />
2012-2-13,29,24,21,22,21,18,94,82,58,1016,1014,1013,10,9,3,23,11,,0.00,3,Rain-Thunderstorm,165<br />
2012-2-14,28,24,21,20,19,17,94,73,54,1018,1016,1015,10,10,10,26,14,45,0.00,3,,157<br />
2012-2-15,28,23,19,18,17,16,88,67,51,1018,1017,1015,10,10,10,24,16,,0.00,2,,164<br />
2012-2-16,28,23,19,18,17,16,88,67,48,1017,1016,1015,10,10,8,26,18,,0.00,3,Rain,158<br />
2012-2-17,28,23,19,19,18,16,88,70,58,1016,1015,1014,10,10,10,24,16,,0.00,2,,157<br />
