
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-1-31,26,26,26,23,23,22,83,81,78,1014,1014,1014,10,10,10,0,0,,0.00,3,,-1<br />
2004-2-1,30,27,24,23,23,22,89,78,62,1014,1012,1010,10,10,10,19,5,,0.00,4,,110<br />
2004-2-2,30,28,25,24,23,22,94,80,62,1013,1012,1010,10,10,8,23,13,,0.00,5,,99<br />
2004-2-3,30,28,25,24,23,22,94,78,62,1012,1010,1008,10,9,6,23,13,,0.00,4,Rain,103<br />
2004-2-4,27,26,24,24,23,22,94,85,78,1013,1011,1008,10,9,5,27,10,,0.00,6,Rain,126<br />
2004-2-5,27,26,24,24,23,22,94,86,74,1012,1011,1008,10,9,2,19,10,,0.00,6,Rain,95<br />
2004-2-6,29,27,24,24,23,21,89,80,66,1012,1010,1008,10,10,8,14,6,,0.00,6,,132<br />
2004-2-7,30,27,23,24,23,21,89,78,66,1012,1010,1007,10,9,5,19,6,,0.00,5,Rain,112<br />
2004-2-8,29,27,24,24,23,22,94,86,70,1014,1011,1010,10,7,2,27,13,,0.00,6,Rain,102<br />
2004-2-9,30,27,24,24,23,21,94,81,58,1014,1012,1010,10,9,5,19,10,,0.00,5,Rain,91<br />
2004-2-10,30,28,25,23,23,21,89,75,58,1013,1011,1009,10,10,8,24,14,,0.00,3,,112<br />
2004-2-11,31,28,25,23,22,21,89,71,55,1013,1011,1009,10,10,10,29,14,,0.00,2,,119<br />
2004-2-12,31,27,24,24,23,21,94,75,55,1014,1012,1010,10,9,2,27,11,,0.00,4,Rain,95<br />
2004-2-13,29,27,24,24,23,21,94,81,66,1015,1013,1010,10,8,3,21,11,,0.00,6,Rain,89<br />
2004-2-14,30,27,24,23,23,22,94,79,62,1014,1012,1001,10,10,7,23,14,,0.00,4,Rain,135<br />
2004-2-15,30,28,25,24,23,22,94,82,66,1013,1011,1009,10,8,4,27,13,,0.00,5,Rain,108<br />
2004-2-16,29,27,24,24,23,22,94,85,70,1014,1012,1010,10,9,4,23,8,,0.00,6,Rain,131<br />
2004-2-17,31,27,24,24,23,22,94,80,58,1014,1012,1010,10,9,2,23,6,,0.00,4,Rain,98<br />
2004-2-18,31,28,25,24,22,20,89,70,52,1013,1011,1009,10,10,8,27,13,,0.00,3,,90<br />
2004-2-19,30,28,25,24,23,20,89,75,55,1012,1011,1009,10,10,10,23,13,,0.00,3,,120<br />
2004-2-20,30,28,25,24,24,23,94,82,66,1011,1010,1008,10,9,5,19,10,,0.00,5,Rain,104<br />
2004-2-21,30,28,25,24,23,22,94,77,66,1013,1011,1009,10,10,3,26,13,,0.00,4,Rain,105<br />
2004-2-22,30,28,25,24,23,21,89,74,58,1014,1012,1010,10,10,8,23,11,,0.00,4,,105<br />
2004-2-23,30,28,25,24,23,22,84,76,62,1014,1012,1009,10,10,10,24,11,,0.00,4,,92<br />
2004-2-24,31,27,23,24,23,21,89,78,62,1014,1012,1010,10,10,10,26,8,,0.00,4,,130<br />
2004-2-25,30,27,24,24,23,22,89,78,62,1013,1011,1010,10,10,8,26,14,,0.00,5,,105<br />
2004-2-26,31,27,24,24,23,21,94,81,62,1014,1013,1011,10,9,4,23,11,,0.00,5,Rain,100<br />
2004-2-27,30,27,24,24,23,22,94,80,62,1014,1012,1010,10,10,8,13,5,,0.00,5,,93<br />
2004-2-28,29,27,25,24,23,23,89,83,74,1013,1011,1008,10,9,5,19,13,,0.00,6,,93<br />
2004-2-29,29,27,25,24,23,23,94,86,70,1012,1011,1009,10,9,3,14,6,,0.00,6,Rain,95<br />
2004-3-1,31,27,24,24,23,22,94,78,58,1012,1011,1009,10,10,8,26,13,,0.00,4,,105<br />
2004-3-2,31,28,25,24,23,22,94,76,62,1012,1010,1009,10,10,10,23,10,,0.00,4,,130<br />
2004-3-3,31,27,24,24,23,22,89,76,62,1013,1012,1010,10,10,8,19,6,,0.00,5,,99<br />
2004-3-4,30,27,24,23,23,22,94,77,62,1014,1012,1010,10,9,6,23,13,,0.00,5,Rain,98<br />
2004-3-5,30,28,26,24,23,22,83,72,62,1014,1012,1010,10,10,10,27,10,,0.00,2,,98<br />
2004-3-6,29,27,24,24,23,22,94,84,70,1013,1012,1010,10,9,2,23,10,,0.00,6,Rain,135<br />
2004-3-7,25,24,24,23,23,22,94,93,89,1014,1012,1010,10,6,4,19,11,,0.00,6,Rain-Thunderstorm,154<br />
2004-3-8,28,26,24,23,22,22,94,83,74,1014,1013,1011,10,9,7,19,8,,0.00,6,Rain,117<br />
2004-3-9,30,27,23,24,23,22,100,79,62,1014,1013,1011,10,9,4,32,14,,0.00,5,Rain,131<br />
2004-3-10,30,27,24,24,23,22,94,81,62,1015,1013,1011,10,8,3,26,13,,0.00,5,Rain,129<br />
2004-3-11,29,27,25,24,23,22,94,83,66,1014,1012,1009,10,10,8,14,10,,0.00,5,Rain,114<br />
2004-3-12,30,28,25,24,23,23,89,79,66,1012,1011,1009,10,10,8,23,6,,0.00,4,,114<br />
2004-3-13,31,28,25,24,23,22,89,76,62,1013,1011,1009,10,10,8,27,13,,0.00,3,,95<br />
2004-3-14,31,28,25,24,23,22,84,75,58,1013,1011,1009,10,10,8,24,14,,0.00,4,,93<br />
2004-3-15,30,27,24,25,23,21,94,79,62,1012,1011,1009,10,10,5,27,13,,0.00,5,Rain,111<br />
2004-3-16,29,27,24,24,23,23,94,85,74,1012,1010,1008,10,9,2,19,5,,0.00,6,Rain,110<br />
2004-3-17,31,28,25,25,24,23,89,80,66,1011,1009,1007,10,9,4,27,10,,0.00,5,Rain,123<br />
2004-3-18,31,28,26,24,23,23,89,75,62,1011,1009,1008,10,10,10,23,14,,0.00,3,,115<br />
2004-3-19,31,28,26,25,23,21,89,74,58,1012,1010,1008,10,10,8,27,13,,0.00,4,,106<br />
2004-3-20,31,28,25,24,23,22,83,72,58,1011,1009,1008,10,10,10,27,18,,0.00,3,,122<br />
