
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,27,23,18,19,17,15,83,72,50,1012,1009,1007,19,11,10,27,18,,0.00,3,,76<br />
2015-1-2,25,21,17,19,18,16,88,74,55,1014,1011,1010,31,12,10,40,27,,0.00,3,Rain,238<br />
2015-1-3,26,22,18,18,17,15,88,71,51,1014,1013,1011,19,11,10,23,16,,0.00,3,,225<br />
2015-1-4,25,21,17,16,16,14,88,68,50,1014,1013,1011,31,16,10,35,19,48,0.00,1,,245<br />
2015-1-5,27,21,16,18,17,13,83,68,50,1012,1010,1009,31,15,10,48,19,69,0.00,3,,255<br />
2015-1-6,25,21,17,18,17,15,88,74,55,1018,1014,1011,19,11,9,39,29,53,0.00,4,Rain,246<br />
2015-1-7,25,19,13,19,17,12,88,76,57,1018,1014,1010,31,13,8,39,14,63,0.00,2,,65<br />
2015-1-8,27,22,18,20,19,18,94,79,65,1019,1011,1008,19,10,7,52,27,72,0.00,5,,242<br />
2015-1-9,23,21,19,19,16,14,94,72,49,1021,1020,1018,31,10,5,23,14,,0.00,5,Rain,134<br />
2015-1-10,27,23,19,20,18,15,83,73,57,1020,1016,1013,31,15,10,23,16,,0.00,2,,74<br />
2015-1-11,26,22,18,20,18,17,88,78,62,1019,1017,1015,19,11,10,19,11,,0.00,4,,182<br />
2015-1-12,30,26,21,22,21,19,88,79,57,1014,1009,1007,31,11,10,27,16,,0.00,5,,164<br />
2015-1-13,27,24,21,20,18,14,88,73,45,1018,1015,1011,31,11,10,39,24,,0.00,3,,209<br />
