
AZT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,5,4,3,4,3,2,100,91,75,1025,1023,1021,10,10,3,23,18,,0.76,8,Rain,329<br />
2015-1-2,6,4,3,4,3,2,100,92,73,1024,1022,1021,10,10,7,13,8,,0.76,7,Rain,312<br />
2015-1-3,9,7,4,5,4,3,93,84,60,1021,1017,1012,10,10,10,18,10,,0.00,7,,188<br />
2015-1-4,8,7,4,5,3,2,93,81,60,1016,1011,1008,10,10,8,50,19,69,0.00,6,,292<br />
2015-1-5,11,7,2,7,4,1,100,78,46,1015,1011,1007,10,10,10,52,23,71,0.00,4,,202<br />
2015-1-6,7,6,4,6,2,1,93,75,48,1015,1012,1007,10,10,8,29,18,,0.00,2,,3<br />
2015-1-7,16,9,3,6,3,0,93,72,36,1011,1005,1001,10,10,10,53,21,72,0.00,7,,227<br />
2015-1-8,2,1,-1,1,0,-3,100,85,60,1027,1019,1011,10,8,2,55,45,72,5.08,8,Rain-Snow,337<br />
2015-1-9,-1,-2,-3,-2,-3,-5,93,83,67,1033,1030,1027,10,8,2,48,32,66,0.51,7,Snow,328<br />
2015-1-10,4,0,-4,-1,-3,-5,87,74,46,1027,1019,1012,10,10,10,34,16,,0.00,6,,198<br />
2015-1-11,6,2,-2,0,-3,-6,87,68,41,1017,1014,1011,10,10,10,35,18,48,0.00,,,221<br />
2015-1-12,11,6,0,1,-2,-4,93,59,22,1019,1017,1014,10,10,10,52,21,71,0.00,,,207<br />
2015-1-13,9,4,1,4,2,-3,100,69,31,1032,1024,1012,10,10,10,55,39,82,0.00,6,,321<br />
2015-1-14,9,5,1,6,3,-2,100,88,67,1033,1030,1027,10,9,2,23,8,,0.00,6,Fog,174<br />
2015-1-15,10,8,5,7,6,4,93,85,69,1027,1021,1016,10,10,10,29,19,,0.00,4,,183<br />
2015-1-16,8,6,2,4,3,1,100,83,66,1022,1017,1015,10,9,5,35,14,,0.00,5,,309<br />
