
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,19,17,15,15,14,14,100,91,77,1009,1004,1001,30,16,6,21,10,,0.00,7,Rain,67<br />
2000-1-2,19,14,10,15,13,10,100,94,78,1004,1001,999,30,16,2,27,13,,0.00,5,Fog-Rain,212<br />
2000-1-3,13,11,9,12,10,8,100,97,88,1007,1003,1002,25,5,2,42,27,53,0.00,6,Rain,242<br />
2000-1-4,11,9,8,10,9,7,100,97,93,1014,1010,1007,10,6,3,40,32,58,0.00,7,Rain,234<br />
2000-1-5,15,12,10,10,9,9,100,86,72,1014,1012,1010,30,21,10,19,13,,0.00,6,,208<br />
2000-1-6,20,16,12,13,11,10,94,78,56,1014,1012,1010,30,30,30,19,11,,0.00,5,,91<br />
2000-1-7,17,13,11,14,12,10,94,83,68,1014,1012,1010,30,28,20,23,13,,0.00,6,,65<br />
2000-1-8,15,13,11,14,12,10,100,93,77,1019,1015,1012,30,11,3,32,14,,0.00,6,Rain,220<br />
2000-1-9,19,13,7,10,9,7,100,77,56,1019,1017,1016,30,30,30,16,8,,0.00,4,,49<br />
2000-1-10,16,13,11,11,9,7,100,77,59,1025,1021,1019,30,19,2,23,10,,0.00,6,,206<br />
2000-1-11,16,13,10,9,8,6,94,74,55,1027,1025,1024,30,30,30,21,10,,0.00,5,,44<br />
2000-1-12,19,12,5,10,8,4,100,74,55,1028,1027,1026,30,30,30,21,10,,0.00,1,,52<br />
2000-1-13,21,13,6,12,9,6,100,73,43,1026,1024,1023,,,,19,10,,0.00,1,,228<br />
2000-1-14,19,13,8,13,11,8,100,80,59,1025,1023,1022,30,23,10,14,10,,0.00,4,,44<br />
2000-1-15,16,14,13,14,12,11,100,90,77,1024,1022,1020,30,17,3,21,10,,0.00,6,,76<br />
2000-1-16,19,17,14,14,13,11,94,81,68,1020,1014,1010,30,29,25,34,18,,0.00,6,,68<br />
2000-1-17,24,16,8,16,12,8,100,77,47,1010,1006,1005,25,15,0,26,8,,0.00,2,Fog,53<br />
2000-1-18,21,17,14,15,13,12,100,83,64,1012,1010,1007,15,15,15,23,13,,0.00,5,,175<br />
2000-1-19,20,17,13,15,14,12,94,81,68,1012,1008,1005,30,27,20,34,14,,0.00,5,,61<br />
2000-1-20,24,19,14,17,16,14,100,83,57,1006,1003,1000,30,18,1,19,8,,0.00,6,Fog,56<br />
2000-1-21,29,21,14,15,13,8,100,64,35,1001,999,998,,,,24,8,,0.00,4,,37<br />
2000-1-22,28,22,17,19,15,8,94,69,42,998,996,993,30,26,8,26,13,,0.00,6,Rain,53<br />
2000-1-23,27,22,18,17,11,7,94,50,30,1005,1001,995,30,30,30,29,11,,0.00,6,,333<br />
2000-1-24,23,17,12,18,14,10,100,92,73,1009,1003,999,30,19,5,34,14,,0.00,6,Rain,213<br />
2000-1-25,16,13,10,10,8,6,94,78,59,1016,1013,1009,30,21,4,26,16,,0.00,6,Rain,213<br />
2000-1-26,15,12,9,10,8,7,93,78,59,1017,1016,1016,30,28,25,26,14,,0.00,5,,227<br />
2000-1-27,18,11,5,10,8,5,100,72,48,1017,1015,1013,30,30,30,26,10,,0.00,2,,49<br />
2000-1-28,20,14,8,12,11,8,100,77,52,1015,1014,1013,,,,27,11,,0.00,2,,69<br />
2000-1-29,19,17,14,15,13,11,100,84,64,1013,1005,994,30,30,30,32,18,,0.00,6,Rain,60<br />
2000-1-30,28,21,15,15,9,2,94,54,21,991,985,981,30,30,30,40,23,61,0.00,2,,332<br />
2000-1-31,20,16,11,11,8,2,100,70,43,1003,993,986,30,15,4,35,18,,0.00,5,Rain,244<br />
2000-2-1,13,11,10,11,9,7,100,88,72,1012,1008,1004,30,22,3,23,6,,0.00,6,,127<br />
2000-2-2,15,12,9,10,7,4,100,78,59,1025,1019,1013,30,23,15,32,14,48,0.00,6,Rain,200<br />
2000-2-3,17,12,8,9,7,5,93,73,52,1025,1022,1019,30,21,15,26,10,35,0.00,5,Rain,80<br />
2000-2-4,28,18,8,13,11,7,100,72,26,1018,1012,1007,20,20,20,32,13,,0.00,5,,38<br />
2000-2-5,20,17,14,15,13,11,94,79,60,1019,1016,1012,30,30,30,35,19,,0.00,4,,112<br />
2000-2-6,28,21,13,15,11,6,100,62,33,1014,1008,1005,30,30,30,58,24,80,0.00,5,,327<br />
2000-2-7,20,13,7,13,10,6,100,76,56,1021,1018,1014,30,30,30,32,16,,0.00,3,,70<br />
2000-2-8,19,14,11,13,11,8,100,77,59,1023,1020,1015,30,20,15,37,14,,0.00,3,,53<br />
2000-2-9,29,19,9,14,10,8,100,63,27,1019,1014,1010,30,17,3,24,11,,0.00,3,Fog,1<br />
2000-2-10,19,14,11,13,12,10,100,80,60,1025,1021,1014,30,30,30,29,19,32,0.00,5,,74<br />
2000-2-11,21,17,14,15,14,12,94,82,68,1024,1021,1017,30,28,20,37,21,,0.00,4,,72<br />
2000-2-12,31,23,15,18,14,7,100,66,31,1015,1012,1010,20,9,2,24,14,,0.00,5,,63<br />
2000-2-13,25,19,14,15,11,8,88,59,38,1012,1008,1006,30,30,30,34,11,,0.00,6,,1<br />
2000-2-14,16,14,13,12,11,9,88,79,63,1022,1017,1012,30,20,6,29,21,,0.00,6,Rain,208<br />
2000-2-15,16,13,12,14,12,10,100,88,77,1023,1021,1019,30,24,8,26,10,,0.00,6,,27<br />
2000-2-16,17,16,14,17,15,7,100,96,55,1019,1015,1011,15,9,3,19,16,,0.00,6,Rain,66<br />
2000-2-17,16,14,14,16,14,8,100,94,59,1016,1012,1010,20,9,1,26,13,,0.00,7,Rain,211<br />
2000-2-18,15,13,12,14,12,11,100,95,82,1019,1017,1016,30,9,3,27,21,,0.00,7,Rain,208<br />
2000-2-19,19,16,12,13,11,10,94,83,63,1019,1015,1012,,,,21,11,,0.00,5,,189<br />
2000-2-20,20,16,11,15,13,10,100,86,68,1013,1011,1007,30,30,30,29,13,,0.00,4,,62<br />
2000-2-21,23,17,11,14,9,6,100,60,38,1016,1008,1004,30,26,18,32,16,42,0.00,6,,262<br />
2000-2-22,19,14,10,11,9,5,100,78,40,1023,1020,1016,30,15,5,23,8,,0.00,4,Rain,203<br />
2000-2-23,11,9,8,10,9,8,100,96,93,1024,1024,1023,30,30,30,6,3,,0.00,1,,10<br />
2000-5-4,14,12,10,10,9,8,94,86,77,1018,1015,1013,30,30,30,11,6,,0.00,6,,2<br />
2000-5-5,17,13,11,10,8,6,88,76,52,1022,1020,1014,30,15,5,32,11,,0.00,6,,79<br />
2000-5-6,19,14,12,12,10,6,94,80,43,1021,1013,1004,30,20,10,42,19,58,0.00,6,Rain,47<br />
2000-5-7,17,13,9,11,8,5,100,75,45,1013,1005,1001,30,12,3,40,26,60,0.00,6,Rain,267<br />
2000-5-8,10,6,0,6,3,-1,93,81,58,1028,1022,1014,30,22,4,27,14,,0.00,5,Rain,243<br />
2000-5-9,14,7,-1,9,4,-2,100,84,67,1027,1024,1022,30,22,0,21,10,,0.00,1,Fog,54<br />
2000-5-10,16,8,0,8,3,-2,100,82,45,1030,1028,1024,30,12,1,19,5,,0.00,0,Fog,9<br />
2000-5-11,13,8,3,9,6,2,100,87,67,1033,1030,1027,30,21,0,16,8,,0.00,4,Fog,315<br />
2000-5-12,10,8,6,8,7,5,93,90,87,1026,1016,1010,30,15,5,14,6,,0.00,6,Rain,233<br />
2000-5-13,9,7,4,6,5,3,93,83,71,1017,1014,1010,30,18,5,23,11,,0.00,6,Rain,234<br />
