
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,20,19,18,18,17,16,100,88,78,1015,1012,1009,10,9,2,34,23,,0.00,8,Rain,98<br />
2009-1-2,24,21,18,21,19,18,100,94,78,1012,1011,1009,10,8,3,37,27,40,0.00,7,Rain,90<br />
2009-1-3,25,22,19,20,18,15,94,82,54,1015,1011,1009,10,9,5,52,31,71,0.00,5,Rain,234<br />
2009-1-4,24,20,16,17,17,15,100,84,61,1019,1017,1015,10,10,10,24,14,,0.00,4,,176<br />
2009-1-5,24,21,18,19,18,16,94,83,69,1018,1015,1011,10,9,6,39,24,,0.00,5,Rain,89<br />
2009-1-6,25,22,20,21,21,20,100,92,78,1012,1010,1009,10,9,4,39,21,,0.00,6,Rain,104<br />
2009-1-7,25,22,20,21,20,19,100,89,74,1011,1009,1007,10,8,4,47,23,69,0.00,4,Rain,88<br />
2009-1-8,26,23,20,20,19,18,100,85,65,1010,1007,1005,10,10,10,40,24,,0.00,3,Rain,233<br />
2009-1-9,25,22,19,19,17,16,94,76,61,1015,1010,1007,10,10,10,39,21,,0.00,4,,244<br />
2009-1-10,24,21,18,18,16,15,94,72,57,1017,1015,1014,10,10,10,34,19,,0.00,1,,244<br />
2009-1-11,26,20,15,19,18,15,100,84,61,1017,1013,1010,10,10,10,27,11,,0.00,3,Fog,102<br />
2009-1-12,26,23,20,22,20,19,100,88,69,1013,1011,1010,10,10,9,27,14,,0.00,6,,132<br />
2009-1-13,27,23,20,21,19,18,100,85,65,1013,1010,1006,10,9,4,55,26,76,0.00,2,,78<br />
2009-1-14,25,21,18,18,17,15,100,77,54,1020,1016,1011,10,10,8,55,43,77,0.00,3,Rain,244<br />
2009-1-15,24,20,16,17,16,13,100,75,50,1020,1017,1013,10,10,10,27,13,,0.00,4,,124<br />
2009-1-16,24,19,15,18,17,15,100,82,61,1016,1014,1013,10,10,9,32,14,,0.00,4,,224<br />
2009-1-17,24,20,16,17,16,14,94,75,53,1017,1014,1013,10,10,10,45,16,42,0.00,3,Rain,247<br />
2009-1-18,23,20,17,16,14,12,94,72,60,1017,1016,1015,10,10,10,29,19,,0.00,3,,240<br />
2009-1-19,24,20,17,16,14,12,88,70,47,1021,1019,1016,10,10,10,39,18,,0.00,6,Rain,230<br />
2009-1-20,23,20,17,15,14,14,83,70,60,1019,1017,1014,10,10,10,29,11,,0.00,5,,95<br />
2009-1-21,26,22,19,19,18,15,94,80,65,1015,1010,1005,10,10,10,45,26,66,0.00,3,,79<br />
2009-1-22,28,23,18,19,17,14,100,79,51,1012,1006,1002,10,9,6,71,26,95,0.00,2,,262<br />
2009-1-23,24,20,17,17,15,13,94,75,53,1015,1013,1011,10,10,10,37,27,,0.00,2,,254<br />
2009-1-24,25,20,15,17,16,14,94,74,54,1014,1013,1011,10,10,10,24,11,,0.00,1,,119<br />
2009-1-25,26,20,14,19,17,14,100,77,54,1015,1013,1012,10,10,10,26,13,,0.00,2,,195<br />
2009-1-26,30,26,21,22,21,19,100,85,51,1014,1009,1006,10,9,4,34,16,,0.00,5,,173<br />
2009-1-27,24,21,19,20,17,13,94,76,57,1022,1015,1010,10,10,10,55,32,74,0.00,5,Rain,239<br />
2009-1-28,21,18,16,16,15,14,100,81,64,1023,1021,1018,10,10,8,32,14,,0.00,7,Rain,98<br />
2009-1-29,25,22,19,20,18,16,94,83,61,1018,1013,1009,10,10,10,29,24,,0.00,5,,87<br />
2009-1-30,26,22,19,20,18,17,94,80,61,1015,1014,1013,10,10,10,34,21,,0.00,4,,230<br />
2009-1-31,26,22,19,18,17,16,94,76,54,1016,1015,1014,10,10,10,40,27,,0.00,2,,225<br />
2009-2-1,26,20,14,18,16,14,100,78,54,1015,1013,1012,10,10,7,21,8,,0.00,1,Fog,137<br />
2009-2-2,26,21,17,19,18,16,94,79,57,1013,1010,1008,10,10,10,34,11,,0.00,4,,222<br />
2009-2-3,24,21,18,18,15,13,88,70,53,1019,1013,1009,10,10,9,61,34,82,0.00,4,Rain,253<br />
2009-2-4,22,19,17,16,14,12,82,71,57,1025,1022,1019,10,10,10,26,18,,0.00,5,,194<br />
2009-2-5,24,21,19,18,17,15,88,79,69,1025,1024,1022,10,10,10,29,18,,0.00,4,,92<br />
2009-2-6,25,22,20,20,19,17,94,83,73,1024,1021,1018,10,10,10,40,29,60,0.00,3,,84<br />
2009-2-7,26,23,20,20,19,18,100,82,61,1019,1015,1012,10,10,9,47,29,69,0.00,3,Rain,82<br />
2009-2-8,25,22,19,20,18,17,94,84,65,1013,1009,1005,10,10,9,27,19,,0.00,1,Rain,69<br />
2009-2-9,25,22,20,21,19,18,100,86,69,1017,1012,1008,10,10,8,45,23,55,0.00,3,Rain,247<br />
2009-2-10,26,22,19,19,18,16,94,79,54,1021,1018,1017,10,10,10,21,14,,0.00,2,,191<br />
2009-2-11,22,20,18,18,17,15,100,83,64,1027,1025,1022,10,10,9,34,19,39,0.00,7,,127<br />
2009-2-12,24,21,18,18,17,16,100,80,61,1026,1020,1013,10,10,10,42,24,66,0.00,2,,78<br />
2009-2-13,33,24,17,19,17,13,94,71,31,1012,1009,1006,10,10,10,50,14,69,0.00,2,Rain-Thunderstorm,297<br />
2009-2-14,21,18,16,18,17,16,100,92,83,1018,1013,1010,10,10,5,42,27,61,0.00,5,Rain,246<br />
2009-2-15,20,18,16,17,16,15,100,92,78,1019,1018,1017,10,9,3,32,19,,0.00,6,Rain,224<br />
2009-2-16,23,19,14,17,16,13,100,86,57,1019,1017,1016,10,10,7,23,14,,0.00,4,,205<br />
2009-2-17,25,18,12,18,15,12,100,81,57,1015,1013,1009,10,8,1,32,13,48,0.00,0,Fog,55<br />
2009-2-18,35,26,16,20,17,14,100,74,30,1009,1006,1004,10,10,10,35,18,,0.00,4,Fog-Rain,320<br />
2009-2-19,25,22,18,18,16,15,100,73,54,1016,1012,1009,10,9,7,47,27,58,0.00,4,Rain,244<br />
2009-2-20,26,22,18,21,19,17,94,85,69,1016,1012,1009,10,10,10,35,14,,0.00,5,,149<br />
2009-2-21,25,22,19,20,19,17,100,84,69,1014,1009,1007,10,9,6,58,19,76,0.00,1,,251<br />
2009-2-22,24,20,16,17,14,12,88,68,50,1023,1018,1014,10,10,10,48,29,,0.00,2,,253<br />
2009-2-23,24,19,14,17,15,12,94,75,57,1024,1021,1018,10,10,10,37,13,58,0.00,1,,61<br />
2009-2-24,26,22,18,22,18,17,94,82,61,1018,1014,1012,10,9,4,21,16,,0.00,2,Rain-Thunderstorm,44<br />
2009-2-25,28,24,21,22,21,19,100,83,58,1015,1013,1012,10,10,9,16,10,,0.00,1,Rain,274<br />
2009-2-26,28,23,18,22,21,17,100,84,62,1015,1013,1011,10,9,7,16,10,,0.00,2,,175<br />
2009-2-27,27,23,21,23,21,20,100,90,74,1014,1012,1010,10,9,1,21,11,,0.00,6,Rain,181<br />
2009-2-28,25,22,20,21,20,18,100,89,74,1020,1016,1013,10,10,9,35,18,,0.00,5,Rain,211<br />
2009-3-1,23,21,20,21,20,19,100,93,83,1021,1019,1014,10,8,1,48,24,58,0.00,6,Rain,87<br />
2009-3-2,29,24,20,20,19,18,94,80,55,1013,1011,1007,10,10,8,58,27,76,0.00,1,Rain-Thunderstorm,53<br />
2009-3-3,24,21,18,19,18,16,94,82,69,1020,1016,1014,10,10,10,40,27,,0.00,1,Rain-Thunderstorm,246<br />
2009-3-4,26,22,18,19,17,15,94,78,57,1024,1022,1019,10,10,10,26,16,,0.00,3,,192<br />
2009-3-5,25,22,20,20,19,18,94,82,69,1024,1021,1019,10,10,10,42,27,64,0.00,3,,79<br />
2009-3-6,24,21,19,20,19,19,100,90,78,1018,1017,1015,10,9,6,45,27,63,0.00,1,,73<br />
2009-3-7,26,22,19,21,19,19,100,86,69,1017,1014,1012,10,9,7,34,21,,0.00,3,,68<br />
2009-3-8,24,21,18,19,19,17,100,89,73,1020,1018,1016,10,9,4,34,21,,0.00,4,Fog,238<br />
2009-3-9,25,21,17,20,18,15,100,81,54,1022,1020,1019,10,9,4,29,10,,0.00,3,,70<br />
2009-3-10,26,22,18,19,18,17,100,83,61,1019,1013,1009,10,10,10,34,19,,0.00,1,,59<br />
2009-3-11,26,21,16,22,19,15,100,83,65,1014,1011,1009,10,8,5,29,11,,0.00,4,,197<br />
2009-3-12,27,23,20,21,19,18,100,78,58,1013,1009,1005,10,5,0,37,13,61,0.00,2,Fog-Rain-Thunderstorm,52<br />
2009-3-13,25,22,20,20,19,17,94,83,61,1017,1012,1009,10,9,7,42,21,50,0.00,3,Rain,249<br />
2009-3-14,25,21,18,19,17,16,94,76,57,1021,1019,1017,10,10,10,26,19,,0.00,3,,221<br />
2009-3-15,25,22,19,20,19,18,100,87,69,1018,1014,1009,10,10,9,29,18,,0.00,1,,64<br />
2009-3-16,24,20,16,19,17,10,94,76,57,1012,1007,1005,10,10,10,71,31,98,0.00,3,,250<br />
2009-3-17,20,17,13,10,9,8,82,66,46,1017,1015,1011,10,10,10,61,47,89,0.00,3,Rain,267<br />
2009-3-18,20,17,14,13,9,5,73,59,40,1016,1013,1011,10,10,10,45,26,55,0.00,3,,257<br />
2009-3-19,23,19,15,15,14,11,94,79,50,1018,1016,1013,10,10,10,35,21,39,0.00,4,Rain,241<br />
