
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-1-1,31,29,27,25,24,23,89,77,62,1011,1009,1008,10,10,10,29,14,,0.00,3,,95<br />
2002-1-2,30,28,27,24,23,22,84,76,62,1012,1010,1009,10,10,10,23,13,,0.00,5,Rain,95<br />
2002-1-3,30,28,26,24,24,22,89,77,62,1012,1011,1009,10,10,10,26,11,,0.00,4,,107<br />
2002-1-4,31,29,27,25,24,22,84,76,58,1012,1011,1009,10,10,10,21,14,,0.00,4,,101<br />
2002-1-5,32,29,27,25,24,22,89,75,55,1012,1011,1009,10,10,10,23,14,,0.00,4,,108<br />
2002-1-6,30,28,26,26,24,23,94,80,66,1012,1010,1008,10,9,5,19,13,,0.00,6,Rain,100<br />
2002-1-7,31,26,22,25,22,21,100,80,55,1012,1010,1008,10,9,5,21,11,,0.00,6,Rain,157<br />
2002-1-8,29,26,22,23,22,21,100,82,66,1012,1010,1008,10,10,10,19,11,,0.00,6,Rain,109<br />
2002-1-9,27,24,23,25,23,22,100,87,78,1014,1011,1009,10,10,8,19,6,,0.00,6,Rain,179<br />
2002-1-10,29,27,24,25,22,18,94,81,65,1014,1012,1010,10,10,8,19,8,,0.00,4,Rain,147<br />
2002-1-11,29,27,24,24,22,14,94,77,47,1014,1012,1011,10,9,4,19,13,,0.00,4,Rain,117<br />
2002-1-12,30,28,25,24,21,18,84,70,51,1014,1012,1010,10,10,5,24,13,,0.00,4,,124<br />
2002-1-13,30,27,24,25,22,17,89,76,61,1013,1011,1010,10,10,10,24,11,,0.00,5,,136<br />
2002-1-14,30,28,25,25,24,23,94,80,66,1012,1010,1007,10,10,10,23,11,,0.00,3,,103<br />
2002-1-15,30,28,25,25,24,23,94,83,66,1011,1009,1007,10,10,8,23,8,,0.00,3,,105<br />
2002-1-16,30,28,25,24,24,23,94,82,66,1011,1009,1007,10,10,10,19,8,,0.00,3,,125<br />
2002-1-17,27,26,24,25,24,22,100,89,74,1012,1010,1008,10,9,4,19,11,,0.00,5,Rain,132<br />
2002-1-18,31,27,23,25,23,20,94,81,58,1013,1011,1008,10,8,4,11,8,,0.00,6,Rain,284<br />
2002-1-19,31,28,25,24,22,20,94,75,58,1011,1010,1009,10,10,10,14,5,,0.00,4,,111<br />
2002-1-20,30,27,24,24,23,22,94,79,66,1012,1011,1010,10,10,10,24,11,,0.00,3,,111<br />
2002-1-21,30,27,23,25,23,22,94,85,66,1014,1012,1010,10,9,4,19,8,,0.00,4,Rain,126<br />
2002-1-22,31,27,23,24,23,21,94,81,62,1014,1013,1012,10,10,8,23,10,,0.00,5,Rain,139<br />
2002-1-23,30,27,24,24,23,22,100,77,62,1014,1013,1011,10,10,10,19,11,,0.00,3,,110<br />
2002-1-24,30,28,25,24,23,22,94,75,62,1013,1012,1010,10,10,10,21,11,,0.00,3,,117<br />
2002-1-25,30,28,25,25,24,23,94,80,70,1013,1012,1010,10,10,6,23,10,,0.00,4,Rain,112<br />
2002-1-26,30,28,25,24,24,23,94,81,66,1014,1012,1010,10,9,5,19,10,,0.00,5,Rain,125<br />
2002-1-27,29,27,25,25,24,23,94,88,79,1013,1011,1009,10,10,6,23,10,,0.00,5,Rain,135<br />
2002-1-28,30,28,25,25,24,23,100,84,66,1012,1010,1009,10,9,5,19,10,,0.00,4,Rain,126<br />
2002-1-29,31,28,26,25,23,22,89,79,62,1012,1010,1009,10,10,8,27,14,,0.00,5,Rain,104<br />
2002-1-30,31,28,25,25,24,22,94,79,66,1012,1011,1009,10,10,10,23,13,,0.00,3,,129<br />
2002-1-31,29,27,24,25,24,22,100,85,66,1011,1010,1008,10,9,4,24,8,,0.00,6,Rain,115<br />
2002-2-1,28,27,25,24,23,22,94,81,70,1013,1011,1009,10,10,8,23,14,,0.00,6,,129<br />
2002-2-2,31,27,24,25,23,21,100,80,55,1013,1011,1010,10,10,8,21,8,,0.00,4,,121<br />
2002-2-3,30,28,25,24,23,23,94,78,66,1013,1012,1010,10,10,10,26,16,,0.00,3,,75<br />
2002-2-4,30,27,24,24,23,21,94,79,62,1014,1012,1010,10,10,5,16,8,,0.00,4,Rain,114<br />
2002-2-5,31,28,25,24,23,22,89,74,62,1013,1012,1011,10,10,10,19,11,,0.00,3,,115<br />
2002-2-6,31,28,25,25,23,23,94,78,62,1013,1011,1009,10,10,10,23,6,,0.00,3,,128<br />
2002-2-7,31,27,24,24,23,20,100,76,52,1012,1011,1009,10,10,9,27,16,,0.00,4,Rain,130<br />
