
KGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,13,7,2,3,1,-1,93,72,47,1023,1020,1019,,,,26,11,,0.00,,,145<br />
2000-1-2,5,2,0,2,1,0,100,88,76,1024,1022,1019,10,9,5,14,10,,0.00,5,,264<br />
2000-1-3,1,-1,-2,1,-1,-6,100,93,74,1024,1023,1022,10,8,3,18,11,,0.00,6,,293<br />
2000-1-4,3,-1,-4,-5,-8,-11,86,64,47,1023,1021,1018,10,10,10,18,13,,0.00,6,,36<br />
2000-1-5,7,1,-4,-1,-3,-9,100,72,53,1017,1014,1011,10,5,0,21,8,,0.00,5,Fog,93<br />
2000-1-6,13,7,2,0,-2,-5,81,59,38,1014,1013,1013,10,10,10,21,11,,0.00,3,,122<br />
2000-1-7,10,6,2,4,1,-1,100,76,54,1016,1013,1006,10,7,4,35,11,,0.00,5,Rain,111<br />
2000-1-8,4,0,-4,2,-1,-4,100,95,81,1024,1014,1002,10,5,1,29,13,,12760.71,8,Rain-Snow,275<br />
2000-1-9,-1,-7,-13,-4,-7,-14,100,91,69,1031,1029,1024,6,4,2,26,6,,0.00,6,Snow,13<br />
2000-1-10,-2,-9,-15,-8,-13,-17,93,82,55,1027,1023,1020,5,4,3,6,3,,0.00,0,,80<br />
2000-1-11,-2,-9,-15,-7,-11,-16,93,83,64,1025,1023,1020,6,4,1,11,6,,0.00,0,,155<br />
2000-1-12,-3,-9,-15,-8,-11,-16,93,87,69,1023,1020,1018,6,3,1,11,5,,0.00,0,,201<br />
2000-1-13,-5,-10,-14,-9,-12,-15,93,87,68,1028,1026,1021,10,5,1,11,5,,0.00,3,Snow,131<br />
2000-1-14,-3,-9,-15,-10,-13,-16,92,76,51,1029,1027,1026,6,5,2,18,8,,0.00,0,,101<br />
2000-1-15,-1,-8,-15,-10,-14,-18,85,70,51,1029,1028,1027,4,3,2,14,8,,0.00,,,114<br />
2000-1-16,0,-7,-14,-8,-13,-16,92,71,51,1028,1026,1023,6,3,1,11,6,,0.00,,,159<br />
2000-1-17,2,-7,-14,-7,-11,-15,92,76,48,1021,1019,1015,6,3,1,18,10,,0.00,0,Fog,124<br />
2000-1-18,4,-1,-5,-3,-6,-11,93,68,52,1022,1014,1007,10,8,3,43,18,,0.00,6,Snow,170<br />
2000-1-19,6,0,-5,-2,-4,-7,100,82,49,1024,1022,1019,6,4,0,11,8,,0.00,6,Fog-Snow,84<br />
2000-1-20,6,-1,-7,-1,-7,-12,100,68,52,1019,1013,1009,,,,18,13,,0.00,,,66<br />
2000-1-21,11,4,-3,0,-3,-8,93,64,47,1017,1015,1010,,,,29,18,,0.00,,,81<br />
2000-1-22,14,4,-4,-1,-5,-8,86,61,33,1014,1012,1009,,,,18,11,,0.00,,,123<br />
2000-1-23,9,4,1,1,-2,-6,93,66,53,1020,1018,1014,10,8,6,21,14,,0.00,3,,117<br />
2000-1-24,6,2,-1,2,1,-2,100,91,70,1025,1023,1019,10,6,0,26,10,,0.00,4,Fog,256<br />
2000-1-25,0,-2,-3,0,-1,-3,100,99,93,1032,1029,1024,3,2,0,21,10,,0.00,8,Fog-Snow,278<br />
2000-1-26,-2,-4,-7,-3,-4,-7,100,99,93,1031,1028,1025,4,2,0,6,5,,0.00,7,Fog,230<br />
2000-1-27,-1,-3,-5,-3,-4,-5,100,96,80,1025,1022,1021,3,1,0,14,3,,0.00,8,Fog,79<br />
2000-1-28,12,1,-9,-1,-5,-10,100,60,34,1023,1022,1021,6,2,0,21,11,,0.00,0,Fog,118<br />
2000-1-29,14,7,0,-1,-4,-8,61,47,33,1022,1019,1018,,,,26,18,,0.00,,,105<br />
2000-1-30,10,5,0,4,0,-4,100,78,47,1020,1017,1014,10,5,0,35,18,,0.00,6,Fog-Rain-Snow,241<br />
2000-1-31,0,-2,-4,-1,-2,-4,100,95,80,1028,1025,1021,10,3,1,14,8,,0.00,7,Fog-Snow,269<br />
2000-2-1,1,-2,-5,-4,-5,-6,100,89,60,1027,1023,1017,6,2,0,11,5,,0.00,7,Fog-Snow,327<br />
2000-2-2,6,-3,-11,-4,-7,-12,100,85,49,1017,1015,1013,3,1,0,14,5,,0.00,0,Fog,99<br />
2000-2-3,7,0,-6,0,-5,-9,100,76,39,1026,1019,1014,10,4,1,35,16,,0.00,7,Snow,200<br />
2000-2-4,6,1,-5,-2,-4,-6,100,80,53,1028,1026,1023,6,5,2,18,11,,0.00,6,Snow,69<br />
2000-2-5,9,0,-8,-5,-7,-9,100,68,37,1023,1019,1017,6,4,1,26,10,,0.00,1,Fog,105<br />
2000-2-6,13,3,-6,-2,-6,-9,100,61,30,1017,1016,1016,6,3,1,14,6,,0.00,0,,123<br />
2000-2-7,13,7,0,-2,-4,-7,80,58,33,1015,1013,1011,,,,18,13,,0.00,,,168<br />
2000-2-8,14,6,-2,2,-2,-4,93,73,38,1011,1010,1008,5,5,4,29,11,,0.00,6,,147<br />
2000-2-9,1,-1,-4,1,-2,-9,100,94,51,1026,1015,1008,4,2,1,29,13,,0.00,8,Fog-Snow,246<br />
2000-2-10,5,-2,-10,-5,-8,-14,100,74,44,1029,1028,1026,4,2,1,29,13,,0.00,8,Snow,114<br />
2000-2-11,5,-4,-13,-7,-11,-15,92,63,38,1030,1030,1029,6,6,6,14,8,,0.00,,,127<br />
2000-2-12,8,-2,-11,8,-9,-15,100,63,36,1029,1027,1024,6,5,5,18,11,,0.00,,,125<br />
2000-2-13,10,0,-10,-4,-7,-12,86,59,26,1025,1023,1022,6,5,2,14,6,,0.00,,,120<br />
2000-2-14,11,3,-4,-1,-4,-9,87,64,41,1021,1015,1010,5,5,5,21,11,,0.00,,,85<br />
2000-2-15,9,4,-1,3,-1,-2,100,75,46,1024,1015,1009,10,7,2,29,14,,0.00,7,Rain-Snow,263<br />
2000-2-16,-1,-3,-4,-2,-6,-8,100,77,64,1030,1028,1024,10,9,4,18,11,,0.00,7,Snow,336<br />
2000-2-17,4,-3,-9,-4,-6,-10,93,73,52,1025,1022,1020,3,3,3,14,6,,0.00,,,243<br />
2000-2-18,8,1,-6,-3,-6,-8,100,70,34,1021,1020,1019,6,4,2,11,5,,0.00,,,136<br />
2000-2-19,-3,-4,-5,-5,-6,-7,100,85,74,1024,1022,1021,10,4,0,21,10,,0.00,8,Fog,263<br />
2000-2-20,-2,-6,-8,-7,-9,-10,93,77,55,1029,1027,1024,10,6,2,21,11,,0.00,6,Snow,308<br />
2000-2-21,2,-6,-13,-11,-13,-16,85,61,35,1030,1029,1028,10,10,10,21,11,,0.00,5,,74<br />
2000-2-22,2,-6,-12,-12,-14,-17,73,51,35,1029,1027,1025,,,,35,18,,0.00,,,53<br />
2000-5-4,30,23,16,14,12,10,77,53,35,1015,1014,1011,10,9,3,35,10,,0.00,4,Thunderstorm,144<br />
2000-5-5,21,13,5,13,8,4,100,70,40,1030,1023,1013,10,10,10,35,23,47,0.00,6,Rain,325<br />
2000-5-6,20,13,6,10,6,4,100,68,40,1029,1025,1022,10,10,10,14,8,,0.00,8,Rain,8<br />
2000-5-7,27,17,8,10,7,4,100,59,23,1021,1018,1015,6,5,5,29,8,,0.00,,,63<br />
2000-5-8,30,22,14,14,12,9,77,56,35,1015,1012,1009,10,10,10,40,16,,0.00,4,Rain,122<br />
2000-5-9,24,19,14,15,12,11,88,65,53,1016,1014,1012,10,10,10,35,14,55,0.00,3,,140<br />
2000-5-10,32,23,14,16,13,9,72,55,38,1015,1011,1009,10,10,10,35,18,55,0.00,4,Thunderstorm,123<br />
2000-5-11,21,16,11,16,13,9,100,85,46,1019,1015,1011,10,9,3,35,18,,0.00,5,Rain-Thunderstorm,190<br />
2000-5-12,22,17,12,13,9,5,100,64,35,1018,1017,1015,10,10,10,21,8,,0.00,3,,180<br />
2000-5-13,25,17,9,11,8,6,93,67,32,1017,1017,1016,,,,18,10,,0.00,,,196<br />
2000-5-14,27,19,11,10,8,5,88,50,33,1019,1017,1016,,,,26,10,,0.00,,,243<br />
2000-5-15,29,20,11,12,9,7,100,54,25,1017,1016,1013,,,,14,10,,0.00,,,74<br />
2000-5-16,34,24,14,13,11,9,77,46,24,1013,1011,1009,,,,18,10,,0.00,,,133<br />
2000-5-17,36,26,16,16,12,8,63,43,22,1010,1008,1006,10,8,5,26,13,43,0.00,4,,165<br />
2000-5-18,29,22,15,13,12,9,77,51,37,1013,1010,1007,10,10,10,35,16,,0.00,4,Thunderstorm,223<br />
2000-5-19,30,21,13,14,13,11,94,57,35,1013,1010,1008,10,10,10,32,10,,0.00,4,,155<br />
2000-5-20,36,28,20,14,11,8,53,38,23,1017,1009,1005,10,10,10,40,23,,0.00,4,,155<br />
2000-5-21,23,19,15,16,13,8,100,71,49,1018,1011,1006,10,10,3,47,19,64,0.00,5,Rain,150<br />
2000-5-22,24,17,9,13,7,4,88,56,36,1019,1017,1015,10,10,10,18,11,,0.00,5,,248<br />
2000-5-23,27,19,11,13,9,6,100,51,26,1018,1017,1016,10,10,10,14,8,,0.00,,Fog,194<br />
2000-5-24,30,21,12,10,9,7,77,46,27,1016,1015,1013,10,10,10,26,11,,0.00,3,,94<br />
2000-5-25,29,21,13,12,9,7,72,48,27,1017,1014,1012,10,10,10,29,14,43,0.00,5,Rain-Thunderstorm,214<br />
2000-5-26,27,19,12,10,8,4,77,51,28,1016,1014,1013,,,,26,16,,0.00,,,237<br />
2000-5-27,29,20,11,11,8,4,71,42,28,1014,1013,1011,,,,18,11,,0.00,,,63<br />
2000-5-28,32,22,13,13,9,6,72,44,27,1011,1007,1005,10,10,10,32,11,,0.00,4,,140<br />
2000-5-29,32,24,18,15,12,8,64,43,33,1010,1009,1007,10,10,10,21,13,,0.00,5,Thunderstorm,181<br />
2000-5-30,32,24,18,16,11,9,60,45,29,1010,1009,1006,10,9,6,35,14,,0.00,6,,149<br />
2000-5-31,30,23,16,14,11,9,77,55,4,1011,1009,1007,10,10,10,35,21,,0.00,5,Rain,150<br />
2000-6-1,17,16,15,11,9,9,72,66,59,1008,1008,1008,10,10,10,29,23,,0.00,,,145<br />
2000-6-10,22,,22,9,9,9,43,43,43,1011,1011,1011,,,,6,6,,0.00,,,290<br />
2000-6-11,32,22,12,12,8,5,72,42,21,1016,1015,1013,,,,14,8,,0.00,,,140<br />
2000-6-12,36,24,14,11,8,5,59,38,22,1014,1011,1009,,,,18,10,,0.00,,,73<br />
2000-6-13,39,28,17,14,11,6,63,36,19,1009,1006,1004,,,,29,11,,0.00,,,81<br />
2000-6-14,24,18,12,14,12,8,94,66,41,1019,1014,1007,10,9,4,35,23,47,0.00,6,Rain,248<br />
2000-6-15,30,19,9,11,9,8,100,58,30,1018,1013,1010,,,,18,11,,0.00,,,176<br />
2000-6-16,30,23,16,13,11,9,82,50,27,1018,1015,1012,10,10,10,21,11,,0.00,5,,173<br />
2000-6-17,33,23,14,14,12,9,100,51,29,1019,1017,1016,10,10,10,14,8,,0.00,,,130<br />
2000-6-18,36,26,16,14,12,8,63,38,27,1016,1011,1008,,,,21,13,,0.00,,,87<br />
2000-6-19,34,27,21,16,12,8,51,41,30,1008,1006,1005,,,,21,14,,0.00,,,107<br />
2000-6-20,32,27,23,18,13,10,57,45,35,1011,1007,1005,10,10,10,32,16,43,0.00,3,,127<br />
2000-6-21,33,27,21,19,16,13,83,55,34,1013,1011,1010,10,10,10,21,13,,0.00,4,Rain,139<br />
2000-6-22,36,28,20,16,14,13,68,46,30,1013,1012,1010,10,10,10,35,13,,0.00,5,,95<br />
2000-6-23,37,27,18,16,14,11,77,48,29,1010,1009,1008,,,,29,10,,0.00,,,183<br />
2000-6-24,36,28,21,17,13,11,53,44,30,1009,1009,1008,,,,26,19,,0.00,,,115<br />
2000-6-25,40,31,23,18,16,12,51,36,26,1007,1005,1004,,,,26,16,,0.00,,,154<br />
2000-6-26,40,32,24,20,16,13,50,39,27,1006,1005,1003,10,10,10,29,18,,0.00,3,,111<br />
