
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,18,10,3,5,3,1,93,78,37,1020,1019,1018,4,4,3,0,0,,0.00,0,,-1<br />
2000-1-2,20,12,4,8,4,1,87,64,33,1029,1018,1016,4,4,4,0,0,,0.00,0,,-1<br />
2000-1-3,20,11,3,8,3,-3,93,63,21,1018,1016,1014,4,3,1,11,0,,0.00,0,,180<br />
2000-1-4,20,11,2,7,3,0,93,70,28,1017,1015,1014,4,4,2,14,2,,0.00,0,,180<br />
2000-1-5,19,10,2,6,3,0,93,71,35,1018,1017,1015,4,4,2,0,0,,0.00,0,,-1<br />
2000-1-6,19,11,3,5,3,1,93,60,39,1017,1016,1015,4,4,3,0,0,,0.00,1,,-1<br />
2000-1-7,18,11,5,8,4,3,87,64,39,1015,1014,1013,4,3,1,0,0,,0.00,3,,-1<br />
2000-1-8,19,14,9,9,4,1,82,57,30,1016,1014,1012,4,3,2,11,2,,0.00,3,,180<br />
2000-5-4,35,31,27,17,9,-12,42,28,6,1008,1006,1005,4,4,3,23,10,,0.00,5,Thunderstorm,348<br />
2000-5-5,39,32,26,15,12,7,44,29,15,1010,1007,1005,10,7,4,34,14,,0.00,1,Thunderstorm,246<br />
2000-5-6,36,30,24,19,14,10,61,38,27,1010,1007,1005,8,6,6,14,6,,0.00,1,,50<br />
2000-5-7,35,29,24,19,16,12,58,41,28,1011,1008,1006,7,6,6,23,16,,0.00,1,,110<br />
2000-5-8,36,30,24,19,18,16,65,51,34,1010,1007,1005,6,5,4,29,8,,0.00,2,,90<br />
2000-5-9,38,32,26,20,18,16,62,42,27,1010,1006,1003,6,6,4,19,3,,0.00,1,,226<br />
2000-5-10,41,33,27,21,18,17,61,42,26,1020,1005,1002,8,6,6,23,5,,0.00,1,,236<br />
2000-5-11,39,34,29,21,18,14,58,38,29,1006,1004,1001,6,4,4,26,13,,0.00,3,,74<br />
2000-5-12,41,33,26,19,16,13,58,38,24,1005,1003,1002,7,5,4,37,14,,0.00,3,Rain-Thunderstorm,70<br />
2000-5-13,34,28,22,19,18,16,83,58,36,1009,1006,1002,10,8,4,55,21,,0.00,5,Rain-Thunderstorm,304<br />
2000-5-14,38,30,23,20,17,12,78,45,22,1007,1004,1001,10,6,4,34,6,,0.00,2,,293<br />
2000-5-15,40,32,25,19,16,11,61,35,22,1004,1002,999,6,5,3,55,14,,0.00,3,,187<br />
2000-5-16,39,31,23,17,14,12,57,36,22,1013,1004,1000,6,5,4,19,5,,0.00,2,,107<br />
2000-5-17,41,33,26,19,16,10,54,37,20,1001,999,993,6,4,4,34,6,,0.00,1,,328<br />
2000-5-18,39,32,26,17,14,12,45,33,25,999,997,996,10,5,4,47,14,,0.00,2,Thunderstorm,147<br />
2000-5-19,39,31,23,19,15,12,61,37,20,1001,999,997,10,9,7,19,6,,0.00,2,,218<br />
2000-5-20,41,33,26,18,12,-1,54,32,7,1000,999,998,10,7,4,26,6,,0.00,1,,281<br />
2000-5-21,43,33,23,12,7,-6,44,23,4,1001,999,996,10,7,4,34,6,,0.00,0,,263<br />
2000-5-22,40,32,24,21,14,7,41,32,21,1000,998,996,8,6,4,40,14,,0.00,1,Thunderstorm,131<br />
2000-5-23,37,31,25,18,16,13,57,40,29,1002,1001,1000,8,7,4,34,18,,0.00,3,Thunderstorm,146<br />
2000-5-24,39,33,27,20,18,17,61,42,29,1002,1000,997,4,4,4,14,3,,0.00,3,,222<br />
2000-5-25,41,33,27,19,12,3,61,29,10,999,997,995,8,6,4,37,18,,0.00,1,,297<br />
2000-5-26,41,33,25,17,10,4,51,26,11,998,996,995,8,7,4,23,8,,0.00,0,,171<br />
2000-5-27,42,34,27,22,12,4,47,27,10,1001,999,997,6,5,4,19,2,,0.00,1,,186<br />
2000-5-28,42,33,26,17,14,8,48,34,13,1003,1001,998,4,4,3,23,6,,0.00,1,,184<br />
2000-5-29,43,36,28,15,13,9,45,28,15,1002,1001,998,4,4,1,63,6,,0.00,2,Thunderstorm,230<br />
2000-5-30,38,32,27,16,13,10,40,31,21,1002,1001,999,6,5,4,55,29,,0.00,3,Thunderstorm,83<br />
2000-5-31,37,31,26,16,13,11,47,35,22,1005,1003,1000,6,6,6,29,19,,0.00,3,Thunderstorm,55<br />
2000-6-1,29,28,27,16,13,11,48,40,35,1001,1000,1000,6,5,4,8,2,,0.00,0,,90<br />
2000-6-10,31,31,28,17,16,15,45,44,43,1005,1005,1005,10,9,8,29,19,,0.00,2,,90<br />
