
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,8,-2,-12,-4,-8,-13,93,69,29,1002,1000,997,24,15,1,26,5,29,0.00,6,Fog,211<br />
2006-1-2,4,-2,-8,-6,-9,-11,79,58,33,1005,1002,999,32,25,24,11,5,,0.00,5,,247<br />
2006-1-3,6,-1,-8,-6,-9,-11,80,56,36,1016,1011,1006,32,25,24,19,6,32,0.00,3,,254<br />
2006-1-4,7,2,-3,-10,-11,-12,59,42,27,1030,1023,1015,24,24,24,34,13,39,0.00,4,,245<br />
2006-1-5,11,3,-3,-5,-8,-12,64,47,33,1029,1022,1017,24,24,24,37,10,34,0.00,6,,233<br />
2006-1-6,7,3,-1,-1,-3,-5,86,61,46,1018,1013,1004,32,25,24,35,13,47,0.00,7,Rain,217<br />
2006-1-7,6,1,-3,-4,-6,-7,80,67,49,1011,1008,1004,32,25,24,26,14,27,0.00,6,Snow,353<br />
2006-1-8,1,-3,-7,-4,-7,-9,93,80,64,1017,1015,1012,32,21,8,14,8,,0.00,4,Snow,181<br />
2006-1-9,7,1,-6,-6,-8,-10,80,50,33,1014,1009,1005,32,25,24,29,13,34,0.00,6,,263<br />
2006-1-10,2,-4,-9,-4,-7,-11,93,83,65,1009,1001,995,32,16,0,19,3,,0.00,5,Fog-Snow,22<br />
2006-1-11,-2,-4,-9,-4,-6,-10,100,91,86,1007,1001,996,32,15,0,14,8,,0.00,7,Fog-Snow,347<br />
2006-1-12,2,-4,-10,-4,-7,-11,93,87,60,1016,1013,1007,32,19,11,11,6,,0.00,6,Fog,249<br />
2006-1-13,5,-2,-9,-4,-8,-12,93,76,52,1013,1008,1005,32,25,16,11,5,,0.00,5,,205<br />
2006-1-14,5,-2,-9,0,-6,-11,93,79,65,1005,1003,1001,24,22,5,23,6,,0.00,4,Snow,352<br />
2006-1-15,0,-4,-9,-2,-5,-12,93,82,74,1018,1010,1002,24,13,2,21,13,,0.00,5,Snow,334<br />
2006-1-16,2,-6,-13,-10,-13,-15,85,55,37,1020,1017,1012,24,24,24,26,11,37,0.00,3,,225<br />
2006-1-17,7,0,-6,-8,-10,-12,74,47,27,1011,1004,1001,32,25,24,48,16,69,0.00,3,,255<br />
2006-1-18,5,-1,-6,-6,-9,-11,93,55,33,1012,1005,1000,24,24,24,27,16,40,0.00,5,Snow,342<br />
2006-1-19,-2,-7,-11,-6,-8,-13,93,82,63,1015,1014,1012,32,17,5,13,8,,0.00,6,Fog-Snow,186<br />
2006-1-20,-3,-8,-12,-7,-12,-15,93,73,50,1017,1014,1012,32,19,2,13,6,,0.00,7,Snow,356<br />
2006-1-21,-2,-8,-14,-8,-11,-15,93,80,59,1025,1021,1017,24,21,3,11,5,,0.00,2,,197<br />
2006-1-22,6,-3,-12,-7,-10,-15,79,50,36,1023,1017,1009,24,24,24,47,21,58,0.00,4,Snow,249<br />
2006-1-23,11,4,-4,-6,-7,-8,86,40,30,1023,1013,1007,24,24,24,45,32,64,0.00,5,,277<br />
2006-1-24,12,3,-5,-4,-6,-8,86,53,32,1023,1020,1014,32,25,24,24,13,35,0.00,4,,210<br />
2006-1-25,13,4,-3,-6,-8,-9,69,47,23,1013,1007,1002,24,24,24,19,8,,0.00,5,,182<br />
2006-1-26,7,2,-3,-4,-10,-12,65,45,25,1007,1003,1000,32,26,24,42,18,63,0.00,4,,230<br />
2006-1-27,4,0,-4,-11,-13,-15,54,41,26,1010,1008,1006,32,25,24,39,10,40,0.00,5,,230<br />
2006-1-28,1,-4,-8,-8,-12,-15,68,53,41,1010,1003,998,32,25,24,24,11,,0.00,5,,201<br />
2006-1-29,5,0,-4,-12,-13,-15,50,37,23,1011,1008,1001,24,24,24,27,19,37,0.00,3,,253<br />
2006-1-30,7,1,-5,-3,-8,-11,86,61,43,1005,998,993,32,24,1,23,13,32,0.00,5,Snow,320<br />
2006-1-31,3,-4,-12,-4,-8,-13,100,75,41,1010,1006,997,32,13,0,21,5,,0.00,5,Fog-Snow,200<br />
2006-2-1,6,-1,-8,-7,-8,-11,80,56,39,1001,994,991,32,26,24,35,14,47,0.00,4,,239<br />
2006-2-2,4,-2,-7,-6,-10,-13,64,50,39,1009,1006,1002,24,24,24,23,10,,0.00,4,,253<br />
2006-2-3,7,2,-3,-9,-11,-12,55,42,27,1016,1014,1009,24,24,24,23,14,29,0.00,3,,249<br />
2006-2-4,10,4,-2,-2,-7,-10,65,50,24,1012,1000,993,32,26,24,40,18,50,0.00,6,,200<br />
2006-2-5,2,-1,-3,-5,-9,-11,69,56,41,1028,1018,1004,32,25,24,34,14,45,0.00,4,,339<br />
2006-2-6,-1,-6,-10,-8,-11,-14,80,70,59,1030,1028,1027,24,24,24,14,10,,0.00,4,,211<br />
2006-2-7,12,1,-9,-5,-8,-12,86,52,24,1027,1023,1016,24,24,24,34,11,39,0.00,5,,209<br />
2006-2-8,11,3,-4,-3,-7,-10,80,50,27,1025,1017,1013,32,24,5,45,21,53,0.00,6,Snow,294<br />
2006-2-9,1,-4,-8,-11,-15,-17,54,41,27,1044,1036,1026,24,24,24,53,26,66,0.00,3,,330<br />
2006-2-10,0,-6,-12,-15,-17,-19,67,45,23,1047,1043,1035,24,24,24,19,13,,0.00,3,,258<br />
2006-2-11,13,4,-3,-9,-12,-17,47,33,21,1036,1033,1030,24,24,24,19,10,,0.00,1,,274<br />
2006-2-12,11,3,-4,-8,-11,-12,59,34,20,1030,1025,1021,24,24,24,27,10,37,0.00,3,,260<br />
2006-2-13,7,2,-4,-3,-8,-16,74,46,21,1021,1017,1013,32,26,24,39,24,53,0.00,6,,294<br />
2006-2-14,-3,-8,-12,-9,-14,-19,86,59,39,1029,1023,1016,32,17,1,47,19,52,0.00,7,Snow,340<br />
2006-2-15,-8,-12,-17,-12,-14,-20,86,77,63,1032,1027,1023,32,9,2,47,18,58,0.00,7,Snow,350<br />
2006-2-16,-17,-23,-29,-20,-29,-35,78,66,54,1051,1044,1033,24,11,2,34,21,40,0.00,6,Fog-Snow,10<br />
2006-2-17,-7,-18,-29,-18,-26,-34,70,53,30,1051,1043,1034,24,24,24,16,8,,0.00,2,,234<br />
2006-2-18,-3,-9,-15,-10,-14,-22,79,63,48,1034,1031,1028,24,24,24,26,13,32,0.00,5,,330<br />
2006-2-19,3,-6,-15,-10,-13,-18,86,59,30,1027,1020,1015,32,25,24,16,10,,0.00,3,,260<br />
2006-2-20,1,-3,-6,-5,-8,-11,80,66,51,1015,1013,1012,24,23,13,24,10,37,0.00,7,Snow,340<br />
2006-2-21,4,-1,-5,-6,-11,-14,80,51,28,1014,1009,1005,32,24,16,32,13,47,0.00,6,Snow,310<br />
2006-2-22,-4,-9,-13,-6,-9,-14,93,84,68,1018,1012,1006,24,7,1,26,8,,0.00,7,Fog-Snow,3<br />
2006-2-23,-7,-12,-16,-9,-13,-17,93,85,79,1019,1017,1016,32,12,1,13,8,,0.00,8,Fog-Snow,41<br />
2006-2-24,-10,-15,-24,-13,-16,-26,92,85,79,1032,1026,1020,24,12,1,11,5,,0.00,5,Snow,98<br />
2006-2-25,-13,-19,-26,-14,-20,-27,92,86,78,1035,1033,1029,19,9,1,14,6,,0.00,6,Fog-Snow,33<br />
2006-2-26,-13,-14,-16,-15,-17,-18,85,84,79,1027,1018,1013,13,6,1,19,11,,0.00,7,Snow,105<br />
2006-2-27,8,-3,-13,-2,-9,-16,93,78,46,1013,1002,996,32,10,0,29,10,39,0.00,5,Fog-Snow,169<br />
2006-2-28,-5,-8,-11,-9,-13,-14,86,78,68,1014,1008,1003,32,11,2,47,24,63,0.00,7,Snow,360<br />
2006-3-1,-8,-12,-18,-13,-15,-19,92,79,68,1031,1024,1015,32,21,13,26,16,,0.00,4,Snow,340<br />
