
PET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,17,13,10,9,8,6,88,75,55,1024,1022,1019,10,8,3,23,3,,0.00,6,Rain-Thunderstorm,346<br />
2000-1-2,20,14,9,8,7,5,82,63,40,1024,1022,1018,10,10,10,27,10,,0.00,5,,359<br />
2000-1-3,23,16,8,9,6,2,87,57,35,1024,1021,1016,10,10,8,24,8,,0.00,3,,61<br />
2000-1-4,23,14,6,8,6,2,81,57,35,1024,1020,1015,10,10,10,26,3,,0.00,3,Rain,10<br />
2000-1-5,21,13,7,8,6,3,81,61,37,1024,1021,1016,10,9,5,40,5,52,0.00,4,Rain-Thunderstorm,23<br />
2000-1-6,16,11,7,8,6,5,87,74,55,1026,1023,1021,10,9,5,27,10,,0.00,4,Rain,29<br />
2000-1-7,20,14,8,7,6,5,87,66,40,1026,1023,1018,10,10,8,23,6,,0.00,3,,349<br />
2000-1-8,16,11,7,7,6,4,87,69,55,1026,1023,1019,10,9,7,14,3,,0.00,5,Rain,320<br />
2000-1-9,17,12,8,9,6,4,81,67,52,1025,1023,1018,10,9,5,19,5,,0.00,6,Rain,7<br />
2000-1-10,18,13,8,8,7,5,87,69,48,1024,1021,1017,10,9,5,21,5,,0.00,5,Rain,280<br />
2000-1-11,19,12,6,8,6,5,93,71,49,1025,1022,1018,10,10,7,16,6,,0.00,5,Rain,70<br />
2000-1-12,19,13,8,8,6,5,87,68,49,1024,1021,1017,10,9,5,31,5,,0.00,5,Rain,2<br />
2000-1-13,20,14,8,8,7,4,82,66,46,1024,1022,1019,10,9,5,23,5,,0.00,5,,326<br />
2000-1-14,22,16,10,8,7,5,87,67,33,1024,1021,1018,10,10,7,31,6,,0.00,5,Rain,227<br />
2000-1-15,18,13,8,8,7,4,93,75,48,1027,1021,1018,10,9,6,21,3,,0.00,6,Rain-Thunderstorm,281<br />
2000-1-16,17,12,8,7,6,5,87,73,48,1022,1020,1019,10,9,5,19,2,,0.00,6,Rain,73<br />
2000-1-17,17,12,8,8,7,5,82,71,52,1024,1022,1019,10,9,5,23,3,,0.00,5,Rain,69<br />
2000-1-18,18,12,7,8,6,4,82,66,45,1028,1025,1022,10,10,8,26,5,,0.00,5,Rain,86<br />
2000-1-19,13,10,8,8,6,4,87,76,58,1028,1026,1024,10,10,9,23,5,,0.00,6,Rain,20<br />
2000-1-20,20,13,7,7,6,3,81,63,40,1028,1025,1021,10,10,8,24,3,,0.00,4,,45<br />
2000-1-21,21,13,7,8,6,4,81,62,35,1027,1023,1019,10,10,9,19,2,,0.00,4,Thunderstorm,235<br />
2000-1-22,20,14,9,8,7,5,82,67,42,1025,1023,1020,10,10,8,23,5,,0.00,5,Rain,61<br />
2000-1-23,16,12,8,7,6,5,93,74,55,1026,1023,1020,10,9,7,19,8,,0.00,5,Rain,265<br />
2000-1-24,22,14,8,9,6,4,81,63,43,1025,1023,1019,10,10,10,26,3,,0.00,5,,257<br />
2000-1-25,17,12,8,10,7,5,94,80,59,1026,1024,1021,10,9,4,18,3,,0.00,6,Rain,49<br />
2000-1-26,18,13,9,8,7,6,87,69,48,1027,1024,1019,10,9,4,18,5,,0.00,6,,40<br />
2000-1-27,19,14,10,8,7,6,87,68,43,1027,1024,1020,10,10,9,24,5,,0.00,4,,247<br />
2000-1-28,17,12,8,9,7,5,82,76,59,1026,1024,1020,10,9,5,24,2,,0.00,7,Rain,35<br />
2000-1-29,15,11,7,9,7,4,88,78,59,1024,1023,1020,10,9,5,19,2,,0.00,6,Rain,10<br />
2000-1-30,16,12,9,10,8,6,87,74,55,1026,1024,1021,10,10,8,18,5,,0.00,5,Rain,52<br />
2000-1-31,18,13,9,9,7,5,93,72,42,1027,1025,1023,10,10,8,31,3,,0.00,5,,358<br />
2000-2-1,17,12,7,9,7,4,88,76,51,1030,1027,1024,10,9,7,19,8,,0.00,5,Rain,75<br />
2000-2-2,21,14,9,10,8,5,94,74,35,1027,1025,1021,10,10,7,26,6,,0.00,4,Rain-Thunderstorm,281<br />
2000-2-3,18,14,10,10,8,6,94,73,49,1027,1024,1020,10,10,9,19,5,,0.00,5,Rain,279<br />
2000-2-4,16,12,8,9,7,4,94,79,51,1026,1024,1022,10,9,6,18,6,,0.00,5,Rain,85<br />
2000-2-5,16,12,8,10,8,5,93,78,55,1027,1025,1023,10,10,8,11,2,,0.00,5,Rain,105<br />
2000-2-6,17,12,7,9,7,4,93,79,48,1027,1025,1023,10,10,8,19,2,,0.00,4,Rain,235<br />
