
CLST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,30,21,12,14,12,0,94,64,14,1015,1014,1010,10,6,1,24,11,,0.00,2,,178<br />
2001-1-2,26,18,10,13,12,10,100,67,41,1014,1013,1011,10,7,1,27,11,,0.00,2,,165<br />
2001-1-3,27,19,11,15,12,10,100,71,39,1017,1015,1013,10,6,2,26,11,,0.00,4,,175<br />
2001-1-4,31,20,9,14,10,7,93,57,22,1018,1016,1014,9,6,3,26,10,,0.00,0,,181<br />
2001-1-5,30,20,11,13,11,9,88,50,32,1016,1014,1010,8,8,8,24,10,39,0.00,0,,194<br />
2001-1-6,29,21,14,15,13,10,94,59,42,1013,1011,1010,10,8,5,32,11,,0.00,2,,196<br />
2001-1-7,25,21,17,13,11,10,73,57,44,1016,1015,1013,10,10,8,29,14,,0.00,5,,171<br />
2001-1-8,26,21,17,13,12,8,77,57,36,1017,1015,1012,10,9,8,26,13,,0.00,5,,192<br />
2001-1-9,21,16,12,8,7,6,72,51,38,1018,1015,1012,10,10,10,24,11,,0.00,5,,166<br />
2001-1-10,28,18,8,10,8,6,100,56,28,1018,1016,1014,10,8,5,74,11,,0.00,1,,159<br />
2001-1-11,31,20,9,11,7,5,76,46,24,1017,1013,1012,8,8,5,29,10,,0.00,0,,192<br />
2001-1-12,29,19,9,11,7,4,82,46,30,1015,1014,1012,10,8,6,24,10,,0.00,0,,186<br />
2001-1-13,30,21,12,13,9,7,77,49,33,1017,1014,1013,10,8,8,24,11,,0.00,1,,196<br />
2001-1-14,33,23,14,13,10,5,72,44,27,1015,1012,1010,10,8,8,29,11,,0.00,2,,174<br />
2001-1-15,30,22,14,20,9,5,67,44,27,1013,1012,1010,10,9,7,29,11,,0.00,1,,177<br />
2001-1-16,30,21,12,12,10,8,82,52,31,1013,1012,1010,10,8,5,34,11,,0.00,0,,183<br />
2001-1-17,30,20,10,11,9,7,87,50,30,1015,1013,1012,10,9,5,35,11,,0.00,1,,179<br />
2001-1-18,30,20,11,11,8,6,76,44,27,1016,1015,1014,10,9,7,24,10,,0.00,1,,203<br />
2001-1-19,32,21,11,11,7,4,76,41,26,1016,1014,1012,10,7,4,27,8,,0.00,0,,190<br />
2001-1-20,27,19,11,10,5,1,62,38,26,1017,1016,1014,8,8,8,37,13,,0.00,1,,172<br />
2001-1-21,28,19,10,9,7,5,82,48,28,1018,1016,1015,10,7,1,27,10,27,0.00,0,,198<br />
2001-1-22,29,19,10,12,11,8,94,56,30,1017,1015,1013,8,7,5,27,10,,0.00,1,,181<br />
2001-1-23,28,20,13,13,11,5,77,52,37,1017,1015,1014,10,9,5,26,10,,0.00,1,,184<br />
2001-1-24,30,21,13,13,12,11,88,58,33,1017,1016,1014,10,6,4,26,8,,0.00,0,,181<br />
2001-1-25,31,22,14,14,12,10,94,57,29,1016,1014,1011,8,5,3,26,10,,0.00,0,,193<br />
2001-1-26,30,21,13,12,11,9,77,50,30,1014,1013,1012,10,9,6,32,10,32,0.00,1,,184<br />
2001-1-27,27,19,11,13,11,10,94,63,39,1014,1013,1012,10,8,2,34,11,,0.00,1,Fog,182<br />
2001-1-28,30,21,13,13,12,9,88,57,35,1016,1014,1013,10,9,5,29,11,35,0.00,1,Fog,179<br />
2001-1-29,28,21,14,12,9,6,72,50,37,1015,1013,1011,10,9,7,32,11,,0.00,1,,177<br />
2001-1-30,28,19,10,11,8,6,87,54,32,1015,1013,1011,10,9,8,34,11,,0.00,0,,167<br />
2001-1-31,29,19,9,13,9,6,87,56,25,1015,1014,1012,8,7,3,24,8,,0.00,0,,173<br />
2001-2-1,30,21,12,13,11,8,88,53,32,1013,1011,1009,8,7,6,29,10,,0.00,0,,194<br />
2001-2-2,30,21,12,13,11,8,77,51,31,1013,1011,1010,10,6,2,27,8,,0.00,1,,197<br />
2001-2-3,31,22,13,14,12,9,82,51,35,1012,1010,1008,10,9,8,29,8,,0.00,1,,178<br />
2001-2-4,32,22,13,15,12,9,82,51,31,1013,1012,1011,10,7,3,26,10,,0.00,0,,174<br />
2001-2-5,32,23,14,14,11,9,77,48,29,1015,1013,1011,8,8,5,26,10,,0.00,0,,180<br />
2001-2-6,32,23,15,11,10,9,72,45,24,1011,1009,1007,8,8,6,24,8,,0.00,0,,149<br />
2001-2-7,31,22,13,12,10,8,77,46,27,1010,1009,1008,9,8,6,24,6,,0.00,0,,198<br />
2001-2-8,31,22,13,10,8,6,67,39,25,1010,1009,1008,8,7,5,24,8,,0.00,0,,175<br />
2001-2-9,30,22,14,11,8,5,59,42,28,1014,1011,1009,8,8,8,34,10,,0.00,,,178<br />
2001-2-10,31,21,12,12,11,7,88,54,29,1012,1009,1007,9,7,4,21,8,,0.00,0,,183<br />
2001-2-11,31,21,11,10,8,5,71,42,25,1012,1010,1009,6,6,5,23,11,,0.00,1,,185<br />
