
PET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,18,12,7,10,7,4,82,71,42,1033,1031,1028,10,9,2,29,5,,0.00,4,Rain,169<br />
2001-1-2,20,14,8,9,7,5,87,67,43,1033,1030,1027,10,10,10,19,5,,0.00,4,Rain,50<br />
2001-1-3,21,14,8,9,8,6,94,70,40,1032,1029,1025,10,10,6,34,5,,0.00,5,Rain-Thunderstorm,255<br />
2001-1-4,17,12,8,9,7,5,93,73,55,1033,1030,1021,10,9,5,23,6,,0.00,6,Rain,111<br />
2001-1-5,20,14,8,9,7,4,88,67,35,1032,1030,1026,10,10,10,21,5,,0.00,4,,105<br />
2001-1-6,18,13,9,9,7,5,94,72,45,1032,1029,1025,10,10,8,14,5,,0.00,5,Rain,37<br />
2001-1-7,16,11,7,9,7,5,94,76,55,1032,1029,1025,10,9,6,14,3,,0.00,6,Rain,304<br />
2001-1-8,16,12,9,8,7,6,93,75,55,1031,1028,1026,10,9,5,34,6,,0.00,5,Rain,302<br />
2001-1-9,17,12,7,8,6,5,93,74,48,1031,1028,1024,10,10,8,24,6,,0.00,5,Rain,43<br />
2001-1-10,15,11,8,9,6,5,94,76,55,1030,1028,1025,10,10,7,0,0,,0.00,5,Rain,-1<br />
2001-1-11,16,11,7,9,7,6,93,79,55,1031,1029,1026,10,10,8,0,0,,0.00,5,Rain,-1<br />
2001-1-12,18,13,9,7,7,5,87,69,42,1030,1028,1025,10,10,9,19,5,,0.00,5,,90<br />
2001-1-13,20,13,7,7,6,4,93,74,35,1031,1028,1025,10,10,8,24,8,,0.00,5,Rain,95<br />
2001-1-14,13,10,8,10,7,5,94,83,67,1032,1030,1028,10,9,7,19,3,,0.00,4,Rain,99<br />
2001-1-15,18,13,9,8,7,6,93,74,49,1031,1030,1027,10,9,7,13,2,,0.00,5,Rain,325<br />
2001-1-16,19,13,7,9,7,4,94,79,48,1032,1029,1026,10,9,4,14,2,,0.00,5,Rain,339<br />
2001-1-17,17,12,7,9,7,5,94,81,48,1031,1029,1027,10,10,9,19,3,,0.00,5,Rain,85<br />
2001-1-18,19,13,8,9,7,5,94,77,46,1032,1030,1027,10,9,7,11,2,,0.00,5,Rain,313<br />
