
ART,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,13,9,5,5,2,1,93,63,44,1001,998,995,10,5,0,55,55,69,0.00,4,,230<br />
2000-1-2,12,9,6,8,5,1,100,76,58,1002,999,995,10,5,0,26,8,,0.00,5,Rain,197<br />
2000-1-3,11,9,6,6,5,4,100,82,62,1003,1002,999,10,7,0,26,21,,0.00,6,Rain,83<br />
2000-1-4,10,8,6,7,6,5,100,90,71,1000,993,989,10,9,2,40,16,55,0.00,6,Rain-Thunderstorm,214<br />
2000-1-5,12,9,6,6,4,3,93,73,58,1000,996,991,10,10,10,24,24,,0.00,4,,200<br />
2000-1-6,16,11,6,7,4,2,87,64,39,1000,993,985,10,9,2,74,31,100,0.00,5,Rain-Thunderstorm,319<br />
2000-1-7,12,8,4,6,1,-1,93,66,41,989,984,981,10,10,10,55,55,74,0.00,-432,Rain,230<br />
2000-1-8,12,8,4,4,1,-2,87,67,43,990,986,982,10,10,10,16,16,60,0.00,3,Rain,230<br />
2000-1-9,6,3,2,3,2,-2,100,85,57,997,991,984,10,10,10,29,29,,0.00,4,Rain,200<br />
2000-1-10,7,4,3,4,2,-1,100,79,61,997,993,989,10,10,10,39,37,85,0.00,4,Rain,230<br />
2000-1-11,6,3,2,3,1,-3,100,84,53,1002,998,996,10,10,2,42,42,55,0.00,6,Rain-Thunderstorm,220<br />
2000-1-12,9,6,2,5,3,1,100,81,62,1004,1002,999,10,10,10,60,55,82,0.00,4,Rain,210<br />
2000-1-13,11,9,8,6,6,4,87,78,71,1006,1003,999,10,10,10,53,50,80,0.00,3,,230<br />
2000-1-14,11,9,8,7,5,4,87,76,62,1005,1003,999,10,10,10,61,61,85,0.00,3,,230<br />
2000-1-15,14,11,8,6,4,4,82,71,51,998,989,982,10,10,2,66,66,82,0.00,5,,230<br />
2000-1-16,17,11,6,6,4,2,93,74,45,996,992,986,10,10,10,53,48,82,0.00,4,,230<br />
2000-1-17,10,9,8,6,4,2,82,69,58,997,992,986,10,10,2,,,,0.00,4,,-1<br />
2000-1-18,19,13,7,9,6,3,93,66,37,997,988,979,10,8,2,11,11,,0.00,4,Rain,200<br />
2000-1-19,16,12,8,9,2,-3,94,59,29,983,980,976,10,8,2,40,40,,0.00,3,Rain-Thunderstorm,230<br />
2000-1-20,8,6,4,5,3,2,93,82,66,996,983,975,10,10,10,,,,0.00,6,Rain,-1<br />
2000-1-21,11,7,4,4,2,0,93,69,58,999,997,995,10,9,1,27,27,50,0.00,3,,200<br />
2000-1-22,17,11,6,6,3,2,93,60,39,994,991,988,10,10,1,58,58,95,0.00,3,Rain,230<br />
2000-1-23,8,7,5,4,2,0,93,75,61,1005,997,991,10,10,10,40,40,69,0.00,5,,230<br />
2000-1-24,15,10,5,4,3,0,93,63,42,1006,1000,994,10,9,0,26,26,63,0.00,5,,320<br />
2000-1-25,14,10,6,8,4,-1,100,68,47,1005,997,992,10,5,0,42,37,61,0.00,5,Rain,230<br />
2000-1-26,15,10,6,2,-1,-3,71,45,31,1006,1004,997,10,7,2,23,23,,0.00,5,,290<br />
2000-1-27,15,12,9,8,6,0,87,64,47,1003,994,989,10,10,10,13,8,,0.00,4,,160<br />
2000-1-28,13,10,7,8,6,1,87,75,58,997,991,988,10,10,10,42,42,55,0.00,4,,230<br />
