
GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,24,20,16,14,12,10,73,58,40,1020,1018,1016,14,10,10,14,6,,0.00,2,,283<br />
2013-1-2,24,20,15,14,13,11,77,61,33,1021,1019,1017,26,11,10,13,6,,0.00,1,,222<br />
2013-1-3,24,20,16,16,13,10,72,58,46,1020,1018,1016,10,10,10,13,6,,0.00,3,,265<br />
2013-1-4,27,21,16,17,15,12,83,65,49,1020,1017,1015,10,10,10,13,6,,0.00,2,,248<br />
2013-1-5,26,21,16,17,14,7,88,64,33,1018,1015,1013,10,9,6,14,5,,0.00,2,,227<br />
2013-1-6,28,23,19,14,11,5,64,46,25,1017,1015,1014,19,12,10,19,10,27,0.00,,,135<br />
2013-1-7,29,23,17,16,12,8,73,51,19,1018,1015,1012,11,9,8,26,8,,0.00,,,121<br />
2013-1-8,29,23,19,20,16,11,83,62,33,1018,1015,1013,10,9,8,19,8,,0.00,,,114<br />
2013-1-9,27,23,18,21,18,14,88,70,40,1019,1015,1013,10,9,8,23,8,,0.00,,,355<br />
2013-1-10,26,22,18,21,19,17,94,79,62,1016,1014,1013,10,9,8,13,6,,0.00,1,,84<br />
2013-1-11,27,23,19,21,18,11,94,73,43,1021,1017,1014,10,8,6,29,10,,0.00,3,,287<br />
2013-1-12,24,21,19,15,12,9,68,53,37,1023,1021,1018,10,9,8,23,11,,0.00,4,,281<br />
2013-1-13,24,21,18,15,14,13,68,60,48,1021,1019,1015,10,7,6,19,10,,0.00,2,,268<br />
2013-1-14,24,21,18,16,13,8,68,54,25,1019,1016,1015,8,7,6,24,11,,0.00,,,266<br />
2013-1-15,23,21,18,13,11,9,60,48,36,1018,1016,1015,10,8,6,24,14,,0.00,6,,272<br />
2013-1-16,23,19,16,12,9,6,60,47,26,1021,1018,1016,10,9,6,27,14,,0.00,3,,294<br />
2013-1-17,20,18,16,6,3,0,42,34,20,1026,1023,1020,10,6,5,27,16,,0.00,2,,4<br />
2013-1-18,21,17,12,9,4,0,59,39,25,1024,1022,1020,29,11,9,13,6,,0.00,,,197<br />
2013-1-19,23,19,14,14,11,6,68,54,37,1024,1021,1019,10,9,9,13,6,,0.00,,,278<br />
2013-1-20,23,19,14,17,14,12,82,67,47,1022,1019,1017,10,9,8,16,6,,0.00,1,,54<br />
2013-1-21,24,19,15,17,16,13,94,75,54,1022,1019,1018,10,9,8,16,5,,0.00,1,,74<br />
2013-1-22,24,20,15,19,16,14,88,74,50,1022,1019,1018,10,8,8,16,5,,0.00,,,47<br />
2013-1-23,24,21,17,19,16,13,78,73,59,1023,1020,1018,10,9,7,16,6,,0.00,2,,37<br />
2013-1-24,24,20,17,17,14,12,73,62,44,1021,1019,1018,10,8,6,19,5,,0.00,1,,242<br />
2013-1-25,25,21,17,17,16,14,88,68,46,1022,1020,1018,10,8,6,16,6,,0.00,1,,68<br />
2013-1-26,24,20,16,17,15,13,82,67,43,1022,1020,1018,10,9,9,19,8,,0.00,,,41<br />
2013-1-27,24,21,17,16,15,13,83,66,43,1021,1019,1017,27,9,6,16,8,,0.00,,,9<br />
2013-1-28,26,21,17,18,14,12,78,63,42,1019,1017,1015,10,8,7,16,5,,0.00,,,269<br />
2013-1-29,27,22,18,18,16,12,73,61,37,1016,1013,1010,10,7,5,24,6,,0.00,3,,86<br />
2013-1-30,27,23,20,21,19,18,88,76,57,1015,1013,1012,18,9,6,16,11,,0.00,3,,358<br />
2013-1-31,27,23,19,21,18,15,89,72,38,1016,1013,1012,10,9,6,26,6,,0.00,4,,67<br />
2013-2-1,27,24,21,21,19,15,88,70,45,1014,1013,1011,10,8,6,23,10,,0.00,5,,60<br />
2013-2-2,26,23,20,21,19,17,88,74,52,1017,1014,1012,10,8,4,26,8,45,0.00,4,Rain,22<br />
2013-2-3,25,21,17,18,12,6,78,54,28,1019,1016,1014,10,9,6,39,18,58,1.02,4,Rain,265<br />
2013-2-4,21,19,17,14,9,6,77,50,31,1022,1019,1014,19,10,7,35,16,,1.02,4,,290<br />
2013-2-5,23,19,15,12,10,9,68,53,32,1024,1021,1020,10,9,8,14,3,,0.00,2,,295<br />
2013-2-6,24,19,14,15,12,10,72,56,37,1025,1023,1022,10,10,9,13,6,,0.00,,,310<br />
2013-2-7,24,19,14,15,13,9,77,63,40,1024,1021,1018,14,10,8,13,2,,0.00,,,12<br />
2013-2-8,27,21,15,16,11,4,83,52,21,1020,1018,1016,19,10,9,21,2,,0.00,3,,23<br />
2013-2-9,24,20,16,18,16,15,88,74,51,1019,1016,1014,19,10,8,13,2,,0.00,1,,49<br />
2013-2-10,24,21,17,19,17,15,94,75,57,1017,1014,1013,10,9,6,19,5,,0.00,2,,19<br />
2013-2-11,25,22,18,19,18,15,83,74,63,1017,1014,1012,10,8,6,27,13,,0.00,2,,252<br />
2013-2-12,25,21,17,19,18,15,83,73,58,1016,1014,1013,19,9,6,26,10,,0.00,2,,75<br />
2013-2-13,25,21,18,20,18,17,88,77,61,1017,1014,1013,27,10,6,24,10,,0.00,1,,64<br />
2013-2-14,27,23,19,21,18,14,88,73,41,1015,1013,1011,26,9,8,23,6,,0.00,4,,26<br />
2013-2-15,24,22,19,17,12,7,78,51,27,1019,1016,1014,10,8,6,26,13,,0.00,1,,340<br />
2013-2-16,25,20,15,14,11,7,68,49,28,1017,1015,1012,10,8,6,19,6,,0.00,,,40<br />
2013-2-17,27,22,17,18,14,11,78,58,29,1013,1012,1010,10,7,6,16,8,,0.00,3,,342<br />
2013-2-18,29,23,17,16,11,7,73,44,16,1014,1012,1010,11,8,6,13,6,,0.00,3,,11<br />
2013-2-19,28,23,19,20,14,7,74,50,28,1015,1012,1011,10,9,8,24,10,,0.00,,,65<br />
2013-2-20,26,23,20,22,19,12,94,78,47,1016,1014,1012,10,10,8,19,8,,0.00,3,,308<br />
2013-2-21,26,23,21,20,19,16,94,77,53,1016,1014,1013,10,8,6,13,6,,0.00,2,,6<br />
2013-2-22,26,22,19,17,12,8,65,47,31,1018,1015,1012,10,8,6,21,6,,0.00,2,,318<br />
2013-2-23,27,22,17,17,11,4,69,47,15,1020,1017,1016,10,9,6,34,10,,0.00,,,13<br />
2013-2-24,27,22,17,19,16,14,83,63,45,1019,1016,1015,10,9,8,26,6,,0.00,1,,61<br />
2013-2-25,29,26,22,20,17,14,78,62,34,1017,1015,1013,10,10,10,24,13,,0.00,2,,190<br />
2013-2-26,25,22,20,16,13,12,64,54,42,1021,1019,1017,10,8,6,24,14,,0.00,2,,342<br />
2013-2-27,25,21,17,16,13,9,64,53,34,1022,1019,1018,10,8,6,26,10,,0.00,1,,75<br />
2013-2-28,27,22,18,16,12,8,64,49,34,1020,1018,1016,10,9,8,34,10,,0.00,6,,56<br />
2013-3-1,27,22,18,16,15,13,73,58,33,1021,1018,1017,10,9,8,34,11,,0.00,,,31<br />
2013-3-2,25,22,18,18,17,14,83,68,48,1021,1019,1017,10,9,8,27,10,,0.00,,,53<br />
2013-3-3,27,23,19,19,17,10,88,69,31,1021,1018,1017,10,9,8,19,6,,0.00,1,,311<br />
2013-3-4,30,24,18,18,14,11,83,53,28,1019,1016,1014,10,8,6,13,6,,0.00,,,7<br />
2013-3-5,29,24,20,20,16,9,78,53,25,1016,1014,1011,10,8,6,29,10,,0.00,,,54<br />
2013-3-6,30,24,20,21,18,12,78,63,45,1016,1013,1011,10,9,9,19,6,,0.00,,,307<br />
2013-3-7,26,23,21,21,20,19,89,76,63,1016,1014,1012,10,9,6,14,8,,0.00,,,-1<br />
2013-3-8,28,24,20,22,19,16,94,73,45,1018,1015,1013,10,8,6,16,5,,0.00,1,,203<br />
2013-3-9,26,23,21,18,16,11,73,59,39,1018,1015,1014,11,9,6,16,11,,0.00,,,311<br />
2013-3-10,26,22,19,20,18,14,83,70,51,1014,1012,1010,10,8,6,14,6,,0.00,,,13<br />
