
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-1,31,28,26,23,23,22,83,73,58,1014,1013,1011,10,10,10,24,14,,0.00,2,,96<br />
2003-1-2,31,28,26,23,23,20,83,72,55,1014,1012,1011,10,10,10,27,18,,0.00,2,,92<br />
2003-1-3,31,28,25,24,23,21,89,74,55,1013,1012,1011,10,10,10,23,14,,0.00,3,,103<br />
2003-1-4,31,28,25,24,23,22,89,75,62,1013,1012,1010,10,10,10,24,14,,0.00,3,,107<br />
2003-1-5,31,28,26,25,23,23,89,75,62,1013,1011,1009,10,10,10,27,16,,0.00,3,,99<br />
2003-1-6,31,29,27,25,24,23,89,76,62,1014,1012,1010,10,10,10,27,16,,0.00,3,,98<br />
2003-1-7,31,28,26,25,23,22,89,75,58,1014,1012,1011,10,10,10,23,14,,0.00,3,,82<br />
2003-1-8,31,28,26,24,24,23,89,77,62,1014,1013,1011,10,10,10,23,14,,0.00,3,,85<br />
2003-1-9,31,28,26,24,24,22,89,76,58,1015,1013,1012,10,10,10,27,16,,0.00,3,,91<br />
2003-1-10,31,29,27,24,23,21,84,74,55,1015,1013,1011,10,10,10,23,18,,0.00,3,,104<br />
2003-1-11,31,29,27,24,22,20,84,69,52,1015,1013,1011,10,10,10,23,14,,0.00,2,,102<br />
2003-1-12,31,28,25,24,23,22,94,75,58,1014,1012,1010,10,10,10,24,11,,0.00,2,,79<br />
2003-1-13,31,28,26,24,23,21,89,74,58,1014,1012,1010,10,10,10,21,13,,0.00,4,,76<br />
2003-1-14,31,28,26,24,22,21,84,70,55,1014,1013,1012,10,10,10,23,16,,0.00,3,,87<br />
2003-1-15,31,28,26,23,22,21,79,70,55,1015,1013,1011,10,10,10,26,14,,0.00,2,,107<br />
2003-1-16,31,29,27,23,22,20,79,69,52,1015,1014,1013,10,10,10,23,16,,0.00,2,,98<br />
2003-1-17,31,28,26,24,22,21,84,70,55,1014,1012,1011,10,10,10,26,13,,0.00,2,,67<br />
2003-1-18,30,28,26,24,23,22,84,74,62,1014,1012,1011,10,10,5,23,13,,0.00,4,Rain,68<br />
2003-1-19,29,27,26,25,24,23,89,83,70,1017,1013,1011,10,10,8,21,13,,0.00,5,,52<br />
2003-1-20,27,24,23,24,24,23,100,93,79,1015,1013,1011,10,9,3,14,6,,0.00,5,Rain,252<br />
2003-1-21,30,27,24,25,24,23,100,86,66,1013,1011,1009,10,10,8,19,8,,0.00,4,,26<br />
2003-1-22,30,28,25,25,24,23,94,83,66,1013,1011,1009,10,10,8,23,10,,0.00,4,,83<br />
2003-1-23,28,27,25,25,24,24,94,91,84,1014,1013,1010,10,9,4,23,10,,0.00,6,Rain,114<br />
2003-1-24,27,24,23,24,22,17,100,87,65,1015,1013,1011,10,7,1,23,14,,0.00,6,Rain,131<br />
2003-1-25,29,27,25,25,23,19,100,83,66,1013,1012,1009,10,9,4,23,11,,0.00,5,Rain,120<br />
2003-1-26,30,28,25,25,23,20,94,77,62,1012,1010,1009,10,9,5,26,10,,0.00,4,,111<br />
2003-1-27,29,27,24,25,23,21,94,84,66,1013,1011,1009,10,9,3,21,11,,0.00,5,Rain,74<br />
2003-1-28,30,28,25,25,23,21,94,81,66,1014,1012,1011,10,9,4,21,6,,0.00,4,Rain,113<br />
2003-1-29,31,28,25,27,25,23,94,84,74,1013,1012,1010,10,10,8,26,14,,0.00,4,,107<br />
2003-1-30,30,27,23,27,25,23,100,89,70,1012,1010,1008,10,9,2,23,14,,0.00,5,Rain-Thunderstorm,103<br />
2003-1-31,31,27,24,26,24,22,100,85,62,1012,1010,1008,10,9,5,24,14,,0.00,4,Rain,114<br />
2003-2-1,29,27,24,27,26,24,100,96,84,1013,1011,1009,10,10,3,24,11,,0.00,6,Rain,124<br />
2003-2-2,31,27,24,27,26,24,100,90,70,1013,1012,1010,10,10,8,23,13,,0.00,4,Rain,125<br />
2003-2-3,27,26,24,26,25,24,100,95,89,1014,1012,1011,10,8,4,21,11,,0.00,6,Rain,108<br />
2003-2-4,31,28,25,27,25,22,94,86,62,1012,1011,1009,10,10,10,26,8,,0.00,3,,117<br />
2003-2-5,28,27,26,27,26,25,100,95,89,1012,1011,1009,10,9,5,23,13,,0.00,5,Rain,109<br />
2003-2-6,31,28,25,27,26,24,100,89,66,1013,1012,1010,10,10,10,26,14,,0.00,4,,94<br />
2003-2-7,31,28,26,26,25,23,100,84,62,1012,1011,1009,10,10,10,29,10,,0.00,4,,111<br />
2003-2-8,30,28,25,26,24,23,94,84,70,1014,1012,1010,10,10,10,24,14,,0.00,5,,116<br />
2003-2-9,31,28,26,26,25,23,94,83,62,1013,1011,1009,10,10,10,23,14,,0.00,3,,98<br />
2003-2-10,30,28,26,27,26,23,94,87,74,1012,1011,1009,10,10,10,23,10,,0.00,5,,86<br />
2003-2-11,28,27,25,27,26,25,100,93,84,1013,1012,1010,10,9,4,19,14,,0.00,4,,84<br />
2003-2-12,30,28,26,26,26,25,94,86,74,1014,1012,1011,10,10,10,21,11,,0.00,4,,55<br />
2003-2-13,31,28,26,27,26,25,100,90,74,1013,1012,1010,10,10,8,24,18,,0.00,4,,105<br />
2003-2-14,30,28,25,26,26,24,94,85,70,1012,1011,1009,10,10,10,26,13,,0.00,4,,102<br />
2003-2-15,30,28,25,26,26,24,100,86,70,1012,1010,1008,10,10,10,21,11,,0.00,5,,95<br />
2003-2-16,30,28,26,26,26,24,94,87,74,1012,1010,1008,10,10,10,24,13,,0.00,4,,100<br />
2003-2-17,28,26,24,27,26,24,100,96,89,1013,1011,1009,10,8,4,23,11,,0.00,6,Rain,86<br />
2003-2-18,29,27,25,26,26,24,100,92,79,1013,1012,1010,10,9,5,19,10,,0.00,5,,87<br />
