
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-5,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2009-1-6,-30,-31,-33,-34,-36,-37,83,71,63,1017,1014,1009,24,24,24,11,6,,0.00,0,,229<br />
2009-1-7,-23,-24,-26,-26,-27,-29,77,76,70,1003,1002,1001,19,15,5,27,16,,0.00,8,Snow,194<br />
2009-1-8,-25,-26,-26,-29,-29,-30,70,70,70,1004,1004,1003,19,16,10,11,8,,0.00,8,Snow,110<br />
2009-1-9,-27,-28,-30,-31,-32,-34,76,71,64,1003,1002,1001,24,19,13,13,6,,0.00,6,Snow,250<br />
2009-1-12,-25,-28,-32,-29,-33,-36,76,69,63,1009,1008,1006,24,23,19,19,6,,0.00,7,Snow,204<br />
2009-1-13,-25,-26,-27,-28,-29,-31,77,72,70,1000,999,998,24,11,4,47,27,,0.00,4,Snow,260<br />
2009-1-15,-21,-21,-22,-24,-24,-25,84,81,77,1014,1012,1010,19,16,13,14,13,,0.00,8,Snow,296<br />
2009-1-16,-20,-22,-27,-23,-26,-29,84,79,70,1009,1007,1005,19,18,16,13,5,,0.00,8,Snow,301<br />
2009-1-17,-26,-28,-32,-31,-33,-36,83,72,58,1003,1002,1001,24,24,24,13,3,,0.00,0,,220<br />
2009-1-18,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2009-1-19,-33,-33,-34,-36,-37,-38,75,72,68,1003,1003,1002,24,23,19,6,3,,0.00,0,,315<br />
