
YEKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-13,-2,-3,-5,-5,-7,-8,86,82,69,1016,1014,1010,10,7,2,26,19,,0.00,8,Snow,242<br />
2000-1-14,0,-2,-4,-3,-5,-8,93,81,69,1009,1004,1002,10,5,0,35,27,47,0.00,7,Snow,249<br />
2000-1-15,-4,-16,-27,-8,-20,-31,85,72,60,1023,1017,1008,10,6,3,21,13,,0.00,7,Snow,355<br />
2000-1-16,-5,-11,-16,-8,-14,-21,86,79,66,1021,1017,1012,10,8,5,14,11,,0.00,8,Snow,142<br />
2000-1-17,-6,-10,-14,-7,-13,-16,93,75,63,1011,1007,1006,6,6,6,18,11,,0.00,5,Snow,183<br />
2000-1-18,-8,-13,-18,-10,-14,-20,92,85,79,1010,1007,1005,10,10,10,11,6,,0.00,5,,139<br />
2000-1-19,-10,-17,-22,-11,-18,-23,93,86,79,1013,1012,1010,6,5,1,26,6,,0.00,6,Snow,97<br />
2000-1-20,-5,-8,-10,-7,-9,-11,100,84,74,1009,1001,994,10,6,3,35,27,55,0.00,8,Snow,136<br />
2000-1-21,-6,-9,-11,-7,-10,-14,93,85,74,1005,1001,994,5,2,1,21,13,,0.00,6,Snow,128<br />
2000-1-22,-7,-14,-23,-9,-13,-23,100,90,85,1010,1006,1003,6,2,0,18,6,,0.00,7,Fog-Snow,108<br />
2000-1-23,-10,-17,-24,-11,-19,-26,100,90,78,1012,1011,1010,10,4,0,6,0,,0.00,6,Fog-Snow,327<br />
2000-1-24,-11,-17,-22,-12,-17,-23,100,89,84,1015,1011,1009,5,3,1,21,3,,0.00,7,Snow,245<br />
2000-1-25,-16,-18,-21,-18,-22,-25,85,74,66,1027,1022,1015,10,9,6,26,18,,0.00,4,Snow,228<br />
2000-1-26,-12,-16,-20,-16,-19,-22,92,77,67,1027,1022,1017,10,9,5,32,13,,0.00,7,Snow,125<br />
2000-1-27,-9,-12,-14,-11,-14,-17,92,82,73,1016,1012,1010,10,5,2,26,18,,0.00,8,Snow,145<br />
2000-1-28,-12,-17,-22,-13,-18,-24,92,84,72,1015,1014,1013,5,3,0,14,3,,0.00,7,Fog,156<br />
2000-1-29,-9,-13,-17,-14,-17,-20,92,78,67,1016,1015,1013,,,,18,13,,0.00,4,,147<br />
2000-1-30,-3,-9,-16,-6,-12,-18,85,76,63,1019,1014,1011,10,9,5,29,13,,0.00,6,Snow,191<br />
2000-1-31,-3,-13,-23,-6,-13,-24,92,85,74,1021,1020,1016,10,6,0,14,3,,0.00,5,Snow,121<br />
2000-2-1,-3,-6,-8,-6,-8,-9,93,81,74,1015,1010,1007,10,8,5,21,14,,0.00,7,Snow,137<br />
2000-2-2,-5,-6,-8,-7,-8,-9,93,85,80,1007,1003,1002,10,5,2,21,18,,0.00,8,Snow,144<br />
2000-2-3,-7,-13,-20,-12,-15,-22,100,83,63,1002,1000,995,5,3,0,21,5,,0.00,6,Fog-Snow,135<br />
2000-2-4,-5,-8,-10,-6,-10,-12,100,87,79,997,993,992,10,4,0,26,14,,0.00,8,Fog-Snow,156<br />
2000-2-5,-8,-11,-14,-11,-15,-19,86,77,62,1007,1003,997,10,10,10,29,16,,0.00,5,Snow,239<br />
2000-2-6,-9,-14,-19,-13,-17,-22,85,76,67,1015,1012,1008,,,,11,6,,0.00,5,,157<br />
2000-2-7,-8,-14,-22,-13,-17,-23,92,75,58,1016,1014,1012,6,4,0,14,8,,0.00,5,Fog,102<br />
2000-2-8,-12,-18,-24,-16,-22,-26,92,82,72,1013,1012,1012,5,3,0,6,0,,0.00,2,Fog-Snow,60<br />
2000-2-9,-10,-18,-26,-14,-23,-29,85,80,72,1014,1013,1012,5,2,0,6,0,,0.00,1,Fog-Snow,168<br />
2000-2-10,-2,-6,-9,-9,-9,-12,93,77,59,1014,1013,1012,10,6,1,29,11,,0.00,8,Snow,124<br />
2000-2-11,-1,-6,-9,-1,-6,-10,100,91,80,1013,1012,1011,6,3,1,11,6,,0.00,8,Snow,99<br />
2000-2-12,-2,-3,-5,-2,-4,-6,100,93,86,1012,1010,1009,6,4,1,11,5,,0.00,8,Snow,8<br />
2000-2-13,-2,-4,-7,-4,-6,-8,100,92,86,1010,1009,1009,6,3,0,11,5,,0.00,8,Fog-Snow,122<br />
2000-2-14,-3,-6,-7,-4,-7,-9,100,88,74,1010,1009,1008,10,7,2,11,6,,0.00,8,Snow,142<br />
2000-2-15,-2,-8,-13,-5,-8,-14,93,88,74,1013,1010,1008,10,6,0,18,5,,0.00,8,Fog-Snow,222<br />
2000-2-16,-3,-6,-7,-5,-7,-9,93,85,80,1016,1014,1013,10,6,3,21,13,,0.00,8,Snow,180<br />
2000-2-17,-2,-6,-11,-6,-8,-12,100,82,64,1020,1017,1015,10,8,3,21,6,,0.00,6,Fog-Snow,212<br />
2000-2-18,-3,-11,-18,-7,-13,-19,93,86,64,1028,1024,1020,10,4,0,11,2,,0.00,6,Fog,205<br />
2000-2-19,-1,-7,-13,-7,-9,-14,93,78,55,1030,1029,1029,10,9,6,11,5,,0.00,7,Snow,188<br />
2000-2-20,-1,-4,-7,-4,-8,-10,86,75,64,1029,1029,1028,10,10,10,18,13,,0.00,8,,220<br />
2000-2-21,1,-4,-9,-8,-13,-15,69,53,35,1029,1028,1027,,,,18,10,,0.00,3,,175<br />
2000-2-22,0,-3,-6,-11,-14,-17,55,45,36,1026,1025,1024,,,,26,13,,0.00,6,,184<br />
2000-5-15,5,4,3,3,3,2,93,91,87,1005,1005,1005,10,10,10,35,19,50,0.00,7,Rain,0<br />
2000-5-16,8,3,-1,2,-2,-4,87,68,46,1006,1005,1004,10,9,3,32,16,,0.00,6,Rain,189<br />
2000-5-29,16,13,12,13,11,10,100,86,72,1005,1004,1003,10,10,10,32,23,50,0.00,8,Rain,351<br />
2000-5-30,19,16,12,10,7,1,82,60,30,1011,1009,1006,,,,29,19,40,0.00,6,,339<br />
2000-6-10,19,,19,10,10,10,56,56,56,1008,1008,1008,,,,14,14,,0.00,,,170<br />
2000-6-11,20,16,11,12,9,7,94,66,43,1011,1006,1003,10,10,10,21,10,,0.00,5,Thunderstorm,202<br />
2000-6-12,23,14,5,11,8,5,100,65,38,1013,1012,1010,10,3,0,6,2,,0.00,0,Fog,55<br />
2000-6-13,25,18,12,13,11,9,88,61,39,1011,1009,1005,,,,14,6,,0.00,4,,123<br />
2000-6-14,20,16,12,15,13,10,94,83,68,1004,1002,1000,10,9,5,21,13,,0.00,8,Rain-Thunderstorm,101<br />
2000-6-15,21,14,8,13,10,3,100,78,42,1003,1001,998,10,8,0,18,6,,0.00,4,Fog-Rain,156<br />
2000-6-16,20,16,11,14,12,9,94,80,56,1006,1001,999,10,9,6,21,8,,0.00,6,Rain-Thunderstorm,256<br />
2000-6-17,22,14,7,14,11,7,100,73,41,1011,1010,1006,10,7,0,29,8,,0.00,3,Fog-Rain,166<br />
2000-6-18,27,20,14,19,16,12,94,72,51,1014,1012,1009,10,8,6,26,11,,0.00,5,Fog,183<br />
2000-6-19,31,22,13,20,15,11,88,64,35,1018,1017,1015,10,10,10,14,6,,0.00,4,Thunderstorm,128<br />
2000-6-20,30,23,16,20,17,15,100,72,42,1020,1019,1018,10,8,2,14,5,,0.00,5,Fog-Thunderstorm,118<br />
2000-6-21,31,23,17,20,17,15,94,66,38,1019,1018,1017,10,7,5,29,5,,0.00,1,Fog,151<br />
2000-6-22,32,24,17,20,17,13,94,66,31,1017,1015,1012,10,10,10,35,5,,0.00,6,Fog-Thunderstorm,177<br />
2000-6-23,29,23,17,19,17,13,94,72,42,1014,1011,1009,10,10,10,29,10,40,0.00,7,Rain-Thunderstorm,92<br />
2000-6-24,24,20,17,19,17,15,94,86,73,1011,1010,1009,10,9,5,14,10,,0.00,8,Rain-Thunderstorm,37<br />
2000-6-25,28,22,17,21,18,16,100,79,62,1011,1010,1007,10,10,6,21,10,,0.00,6,Rain-Thunderstorm,57<br />
2000-6-26,26,22,19,18,16,13,94,71,47,1008,1004,1002,10,9,6,26,14,40,0.00,8,Thunderstorm,37<br />
2000-6-27,27,21,16,16,15,13,88,67,48,1004,1003,1002,10,10,10,21,11,,0.00,6,,46<br />
2000-6-28,22,19,17,16,15,13,94,79,68,1009,1007,1004,10,10,10,32,14,,0.00,7,Rain,39<br />
2000-6-29,18,17,15,15,13,11,94,80,64,1012,1010,1009,10,10,10,21,14,,0.00,8,Rain,42<br />
2000-6-30,23,16,8,13,9,7,100,65,38,1016,1015,1013,10,8,0,21,5,,0.00,5,Fog,88<br />
2000-7-1,24,17,9,14,11,8,100,66,36,1017,1016,1014,5,3,1,14,3,,0.00,0,Fog,170<br />
2000-7-2,24,19,14,15,13,11,94,69,47,1014,1013,1010,10,10,10,21,10,,0.00,5,,237<br />
2000-7-3,23,18,13,18,14,11,100,80,57,1010,1006,999,10,10,10,14,6,,0.00,6,Rain,138<br />
2000-7-4,20,17,14,18,13,9,100,81,64,1003,999,995,10,9,5,29,18,,0.00,8,Rain,244<br />
2000-7-5,16,12,9,13,10,8,94,85,77,1005,1003,1003,10,10,6,18,10,,0.00,8,Rain,24<br />
2000-7-6,14,12,10,10,8,6,100,81,59,1007,1005,1005,10,9,3,21,14,32,0.00,8,Rain,354<br />
2000-7-7,19,14,10,9,5,3,82,58,35,1010,1009,1007,10,10,10,21,11,,0.00,7,,332<br />
2000-7-8,22,13,5,10,7,5,100,65,35,1011,1010,1008,5,3,0,14,2,,0.00,1,Fog,197<br />
2000-7-9,23,14,7,14,8,6,100,64,35,1009,1008,1007,10,6,3,14,5,,0.00,3,Fog,90<br />
2000-7-10,22,14,8,13,9,7,93,70,46,1008,1007,1006,10,10,10,26,6,32,0.00,4,Fog-Rain,39<br />
2000-7-11,24,18,13,14,12,1,94,75,44,1011,1009,1007,10,10,10,18,6,,0.00,6,Rain,10<br />
2000-7-12,26,18,11,16,13,11,100,75,44,1014,1013,1012,10,8,1,21,8,,0.00,5,Fog,351<br />
2000-7-13,27,19,12,18,13,8,100,65,32,1017,1016,1015,6,3,0,14,5,,0.00,4,Fog,33<br />
2000-7-14,29,19,10,16,12,9,100,63,29,1020,1019,1017,10,9,5,18,3,,0.00,2,Fog,15<br />
2000-7-15,26,20,14,15,11,5,94,60,28,1023,1021,1019,10,10,10,14,5,,0.00,6,Fog,47<br />
2000-7-16,28,18,9,16,11,8,100,62,30,1023,1022,1020,6,4,2,14,2,,0.00,1,Fog,324<br />
2000-7-17,30,24,19,18,16,14,83,62,37,1020,1020,1019,10,10,10,18,6,,0.00,8,Rain-Thunderstorm,319<br />
2000-7-18,32,23,15,18,14,11,94,61,29,1019,1017,1015,10,6,1,21,6,,0.00,5,Fog,315<br />
2000-7-19,29,23,17,20,17,14,94,73,48,1019,1017,1016,10,10,10,26,6,,0.00,7,Rain-Thunderstorm,345<br />
2000-7-20,26,22,18,19,15,13,88,66,44,1022,1021,1019,10,10,10,11,5,,0.00,7,,68<br />
2000-7-21,28,20,12,14,12,9,94,60,32,1024,1022,1021,10,10,10,6,2,,0.00,4,Fog,53<br />
2000-7-22,26,20,14,16,12,8,88,61,32,1024,1023,1022,10,10,10,18,5,,0.00,6,Fog,11<br />
2000-7-23,26,19,13,17,14,11,94,72,47,1022,1019,1017,10,9,3,18,6,,0.00,5,Rain-Thunderstorm,325<br />
2000-7-24,24,16,8,16,11,7,94,67,38,1017,1015,1012,10,7,3,6,3,,0.00,4,Fog-Rain-Thunderstorm,227<br />
2000-7-25,27,21,15,19,16,14,100,75,51,1012,1011,1009,10,6,1,18,8,,0.00,6,Rain-Thunderstorm,269<br />
2000-7-26,29,22,15,20,17,15,100,85,48,1012,1009,1008,10,5,1,35,5,55,0.00,3,Fog-Rain-Thunderstorm,189<br />
2000-7-27,28,22,16,17,16,13,94,71,39,1010,1009,1009,10,10,10,14,8,,0.00,6,,212<br />
2000-7-28,29,22,16,19,17,15,94,74,48,1012,1011,1010,10,9,6,21,6,,0.00,6,Rain-Thunderstorm,172<br />
2000-7-29,29,23,17,20,18,16,100,77,48,1012,1011,1010,10,6,3,14,5,,0.00,5,Rain,127<br />
2000-7-30,28,23,19,23,19,15,100,78,51,1010,1009,1008,10,8,6,21,6,,0.00,6,Fog,205<br />
2000-7-31,24,20,16,17,14,12,94,74,50,1014,1012,1010,10,10,10,26,13,,0.00,5,Rain,265<br />
2000-8-1,28,22,16,18,14,11,94,67,39,1014,1011,1009,10,10,10,32,11,47,0.00,5,,231<br />
2000-8-2,27,20,14,17,14,12,88,68,48,1012,1010,1008,,,,11,6,,0.00,2,,290<br />
2000-8-3,33,24,17,20,18,15,94,66,36,1008,1004,1001,,,,18,6,,0.00,4,,185<br />
2000-8-4,26,22,16,17,14,11,94,66,39,1006,1004,1001,10,10,10,29,16,,0.00,7,Rain,276<br />
2000-8-5,20,17,14,16,14,12,100,90,73,1004,1001,1000,10,7,3,14,5,,0.00,7,Rain-Thunderstorm,340<br />
2000-8-6,20,17,13,14,11,7,100,74,43,1005,1004,1002,10,10,10,32,13,,0.00,5,,264<br />
2000-8-7,18,14,12,11,9,6,94,72,48,1006,1005,1004,10,10,10,26,13,,0.00,5,,264<br />
2000-8-8,18,14,10,11,10,7,94,81,55,1009,1006,1005,10,10,10,29,14,,0.00,6,Rain,265<br />
2000-8-9,21,17,13,13,12,11,94,74,53,1013,1011,1009,10,10,10,21,14,,0.00,6,Rain,289<br />
2000-8-10,24,17,9,17,12,8,100,82,50,1015,1013,1011,10,5,0,29,5,40,0.00,2,Fog,186<br />
2000-8-11,22,18,14,17,15,12,100,84,60,1013,1009,1008,10,9,5,18,8,,0.00,7,Fog-Rain-Thunderstorm,223<br />
2000-8-27,17,16,16,7,6,5,55,50,45,1021,1021,1020,10,10,10,18,13,,0.00,6,,294<br />
2000-9-1,22,13,4,11,8,4,100,66,38,1023,1022,1021,6,2,0,14,3,,0.00,1,Fog,141<br />
2000-9-2,23,14,6,12,9,6,100,70,41,1022,1021,1021,6,4,0,18,5,,0.00,2,Fog,155<br />
2000-9-3,22,13,5,9,6,3,100,66,29,1022,1022,1021,,,,18,5,29,0.00,3,,137<br />
2000-9-4,24,14,6,10,7,3,100,67,25,1022,1021,1020,6,2,0,14,2,,0.00,4,Fog,156<br />
2000-9-5,23,13,4,11,7,4,100,72,33,1020,1018,1015,5,3,3,18,2,,0.00,2,Fog,100<br />
2000-9-6,23,13,4,10,7,3,100,71,31,1015,1013,1011,5,2,0,6,0,,0.00,3,Fog,0<br />
2000-9-7,25,17,8,13,9,7,93,67,36,1013,1012,1012,,,,11,5,,0.00,4,,184<br />
2000-9-8,28,19,10,11,9,6,82,56,25,1015,1013,1011,10,10,10,26,8,,0.00,4,,170<br />
2000-9-9,18,13,7,12,8,6,93,81,63,1015,1012,1008,10,10,6,21,6,,0.00,8,Rain,356<br />
2000-9-10,11,7,4,6,4,3,100,82,58,1014,1011,1000,10,7,2,14,2,,0.00,7,Fog,102<br />
2000-9-11,14,10,7,7,5,1,100,75,44,1008,1005,1003,10,10,10,11,5,,0.00,8,Rain,240<br />
2000-9-12,14,10,6,8,7,5,100,86,67,1007,1003,1002,10,10,10,18,3,,0.00,7,Rain,184<br />
2000-9-13,16,10,4,10,7,4,100,81,59,1010,1008,1004,10,9,5,21,8,,0.00,6,Fog-Rain,148<br />
2000-9-14,12,10,8,11,9,5,100,90,76,1003,995,992,10,7,3,29,13,43,0.00,8,Rain,191<br />
2000-9-15,8,7,5,7,5,4,93,89,81,1003,995,990,10,10,5,35,27,55,0.00,8,Rain,270<br />
2000-9-16,9,7,5,5,3,2,87,80,66,1013,1009,1003,10,9,6,26,19,,0.00,8,,300<br />
2000-9-17,8,6,3,8,5,2,100,93,87,1013,1007,1002,10,6,2,21,10,,0.00,8,Rain,97<br />
2000-9-18,8,4,0,4,2,0,100,88,66,1002,1000,998,10,10,10,29,11,,0.00,6,Rain,259<br />
2000-9-19,11,6,2,3,1,-3,93,71,38,1014,1010,1003,10,9,6,29,23,,0.00,7,Rain,308<br />
2000-9-20,15,9,4,5,4,3,93,69,45,1015,1013,1011,10,10,10,32,18,50,0.00,5,,260<br />
2000-9-21,10,6,0,5,1,-5,87,68,46,1018,1012,1008,10,10,10,32,21,40,0.00,5,,287<br />
2000-9-22,5,1,-3,-1,-5,-9,93,71,36,1024,1022,1019,10,8,2,14,8,,0.00,5,Snow,328<br />
2000-9-23,6,-1,-7,1,-4,-8,93,76,49,1022,1020,1018,10,8,5,26,5,,0.00,5,,302<br />
2000-9-24,5,1,-2,1,-4,-8,93,69,39,1024,1022,1020,10,10,10,21,10,,0.00,3,,350<br />
2000-9-25,6,-1,-7,1,-4,-8,93,79,57,1024,1019,1012,10,9,5,21,5,,0.00,5,Fog,212<br />
2000-9-26,8,7,5,5,4,1,93,82,71,1011,1005,1003,10,10,10,29,14,,0.00,8,Rain,212<br />
2000-9-27,6,3,2,5,1,-4,100,80,53,1003,1002,1001,10,9,5,14,6,,0.00,7,Rain,276<br />
2000-9-28,4,1,-1,0,-2,-4,93,82,70,1009,1004,1001,10,9,3,21,13,32,0.00,8,Snow,322<br />
2000-9-29,4,2,1,1,-2,-5,93,75,52,1013,1012,1009,10,9,1,32,19,,0.00,8,Rain-Snow,289<br />
2000-9-30,7,4,3,5,4,2,93,89,81,1013,1012,1011,10,10,10,21,18,,0.00,8,Rain,273<br />
2000-10-1,7,4,1,5,2,-2,100,82,70,1020,1016,1013,10,10,10,18,10,,0.00,8,Rain,359<br />
2000-10-2,2,1,0,-2,-3,-5,87,77,65,1027,1023,1020,10,10,10,18,10,,0.00,8,,84<br />
2000-10-3,4,1,-1,-1,-3,-4,81,71,56,1030,1029,1027,10,10,10,11,8,,0.00,8,,106<br />
2000-10-4,3,2,1,2,0,-2,93,85,75,1026,1022,1019,10,9,5,18,13,,0.00,8,Rain,287<br />
2000-10-5,2,1,0,1,-2,-5,100,86,69,1034,1029,1023,10,8,2,14,10,,0.00,8,Snow,29<br />
2000-10-6,2,0,-2,-4,-5,-7,86,72,56,1035,1034,1033,10,10,10,18,6,,0.00,6,,288<br />
2000-10-7,8,3,-2,-1,-2,-4,87,75,50,1035,1034,1033,,,,18,11,,0.00,5,,287<br />
2000-10-8,8,3,-1,3,1,-2,100,81,66,1035,1032,1028,10,10,10,21,11,,0.00,5,Rain,267<br />
2000-10-9,7,6,5,7,5,4,100,95,93,1029,1027,1025,10,7,3,18,11,,0.00,8,Rain,316<br />
2000-10-10,5,3,1,3,1,0,93,90,75,1032,1030,1028,10,7,2,14,10,,0.00,8,Rain-Snow,18<br />
2000-10-11,4,3,2,3,2,1,100,96,87,1033,1032,1031,10,5,1,11,8,,0.00,8,Rain,14<br />
2000-10-12,5,4,3,3,2,1,100,91,81,1033,1032,1031,10,8,2,18,11,,0.00,8,Rain,3<br />
2000-10-13,3,1,0,1,-1,-1,93,85,75,1031,1029,1027,10,10,6,26,16,,0.00,8,Snow,350<br />
2000-10-14,2,1,0,-1,-2,-4,87,82,70,1026,1025,1024,10,7,1,21,16,,0.00,8,Snow,349<br />
2000-10-15,1,-1,-4,-3,-4,-5,93,81,70,1025,1024,1023,10,9,5,14,10,,0.00,7,,344<br />
2000-10-16,6,-1,-8,3,-4,-9,100,80,53,1023,1023,1022,6,1,0,26,8,,0.00,2,Fog,283<br />
2000-10-17,4,3,2,-2,-4,-5,70,60,52,1029,1026,1023,10,10,10,21,18,,0.00,8,Snow,286<br />
2000-10-18,7,3,0,0,-2,-2,87,74,57,1032,1031,1030,10,10,10,14,6,,0.00,7,,281<br />
2000-10-19,6,3,1,0,-1,-2,87,74,61,1031,1025,1018,10,10,10,32,19,47,0.00,8,,270<br />
2000-10-20,5,3,1,3,1,-2,93,87,70,1021,1016,1014,10,9,5,32,24,,0.00,8,Rain-Snow,300<br />
2000-10-21,7,-1,-8,-1,-7,-9,93,69,34,1031,1028,1023,,,,18,10,,0.00,5,,281<br />
2000-10-22,6,2,-2,3,1,-4,100,84,70,1027,1023,1022,10,10,6,21,10,,0.00,8,Rain-Snow,235<br />
2000-10-23,5,4,3,3,2,1,100,89,76,1021,1017,1010,10,10,10,18,10,,0.00,8,Rain,231<br />
2000-10-24,6,4,3,1,1,-1,87,80,70,1009,1004,1002,10,10,10,29,16,,0.00,8,Rain,246<br />
2000-10-25,3,0,-2,-1,-4,-6,81,70,52,1019,1013,1007,10,10,10,29,19,43,0.00,5,Snow,269<br />
2000-10-26,7,2,-2,1,-2,-5,87,72,49,1020,1020,1019,10,10,10,32,11,50,0.00,7,,205<br />
2000-10-27,9,6,3,2,1,-3,81,70,61,1019,1015,1012,10,10,10,21,13,,0.00,8,Rain,202<br />
2000-10-28,9,7,6,5,3,2,81,79,71,1013,1012,1009,10,10,10,26,18,,0.00,8,,220<br />
2000-10-29,9,6,2,6,3,-1,93,79,71,1009,1006,1004,10,10,10,32,21,,0.00,8,Rain,226<br />
2000-10-30,2,-2,-5,-1,-5,-9,93,77,60,1012,1005,1002,10,9,1,32,18,,0.00,6,Snow,269<br />
2000-10-31,-1,-6,-9,-6,-8,-11,86,78,64,1018,1013,1012,10,9,3,32,11,,0.00,6,Snow,255<br />
2000-11-1,-1,-7,-12,-2,-11,-15,93,80,63,1025,1021,1015,10,3,1,26,16,,0.00,5,Snow,232<br />
2000-11-2,4,1,-1,3,1,-1,100,95,87,1019,1016,1014,10,5,1,18,5,,0.00,8,Fog-Rain-Snow,226<br />
2000-11-3,4,0,-4,3,-3,-5,100,94,87,1033,1028,1019,10,4,1,14,11,,0.00,8,Rain-Snow,69<br />
2000-11-4,0,-2,-3,0,-2,-4,100,97,93,1033,1032,1032,10,5,1,14,10,,0.00,8,Fog-Rain-Snow,120<br />
2000-11-5,2,-1,-3,1,-1,-5,100,90,80,1039,1035,1032,10,9,5,14,10,,0.00,8,Snow,339<br />
2000-11-6,-4,-6,-7,-6,-9,-11,100,84,74,1043,1040,1015,10,9,5,14,10,,0.00,8,Snow,79<br />
2000-11-7,-3,-6,-7,-7,-9,-10,93,79,64,1045,1044,1044,10,10,10,18,16,,0.00,8,Snow,165<br />
2000-11-8,1,-3,-7,-6,-8,-11,93,71,48,1044,1044,1043,,,,26,11,,0.00,7,,259<br />
2000-11-9,3,-2,-6,-10,-12,-13,68,54,35,1044,1044,1043,,,,18,13,,0.00,1,,280<br />
2000-11-10,4,-3,-12,-13,-14,-17,79,51,22,1044,1042,1039,5,5,5,11,3,,0.00,0,,267<br />
2000-11-11,4,-4,-13,-9,-13,-16,85,66,31,1039,1035,1009,6,5,5,6,0,,0.00,0,,280<br />
2000-11-12,3,-4,-11,-7,-11,-13,93,74,41,1033,1030,1027,6,5,5,0,0,,0.00,3,,-1<br />
2000-11-13,2,-6,-13,-6,-12,-14,93,73,35,1027,1025,1024,6,4,2,14,2,,0.00,3,,104<br />
2000-11-14,-1,-7,-13,-6,-10,-14,92,79,55,1027,1025,1024,5,3,3,6,3,,0.00,5,,98<br />
2000-11-15,-2,-6,-8,-3,-5,-9,100,93,86,1028,1027,1026,10,4,0,11,5,,0.00,7,Fog-Snow,141<br />
2000-11-16,-1,-3,-6,-2,-5,-7,100,89,69,1026,1020,1011,10,4,1,21,6,,0.00,8,Fog-Snow,166<br />
2000-11-17,2,0,-1,0,-2,-4,100,86,75,1014,1011,1006,10,7,1,29,18,,0.00,8,Snow,212<br />
2000-11-18,1,-1,-3,-1,-3,-6,93,82,75,1012,1007,1003,10,8,1,29,19,,0.00,8,Snow,249<br />
2000-11-19,-4,-8,-11,-6,-11,-14,86,80,73,1017,1016,1012,10,5,2,29,21,40,0.00,6,Snow,277<br />
2000-11-20,-9,-14,-20,-12,-16,-23,92,83,71,1022,1019,1017,10,9,5,14,10,,0.00,7,Snow,331<br />
2000-11-21,-20,-22,-24,-24,-26,-27,84,77,65,1028,1025,1022,10,9,5,14,10,,0.00,3,Snow,323<br />
2000-11-22,-17,-21,-24,-21,-24,-26,84,78,71,1031,1030,1029,6,6,5,14,8,,0.00,5,Snow,294<br />
2000-11-23,-14,-17,-20,-19,-21,-22,85,71,56,1030,1030,1029,10,10,10,32,18,,0.00,2,Snow,279<br />
2000-11-24,-12,-15,-18,-17,-20,-22,79,72,57,1034,1032,1030,,,,21,19,,0.00,1,,278<br />
2000-11-25,-9,-12,-15,-16,-18,-19,79,68,53,1033,1032,1030,,,,18,14,,0.00,0,,278<br />
2000-11-26,-9,-13,-16,-13,-17,-19,85,76,67,1029,1026,1024,,,,14,10,,0.00,1,,280<br />
2000-11-27,-7,-11,-15,-14,-16,-18,85,71,49,1025,1024,1020,,,,14,8,,0.00,3,,274<br />
2000-11-28,-7,-9,-10,-10,-13,-17,86,71,57,1019,1014,1011,10,9,5,29,16,43,0.00,7,Snow,274<br />
2000-11-29,-5,-9,-13,-7,-11,-16,86,79,73,1025,1021,1016,10,5,3,32,13,,0.00,7,Snow,284<br />
2000-11-30,-5,-6,-7,-8,-10,-12,86,73,59,1021,1019,1015,,,,26,16,,0.00,8,,242<br />
2000-12-1,-6,-7,-8,-7,-9,-12,93,84,68,1014,1010,1007,10,6,1,18,10,,0.00,7,Snow,248<br />
2000-12-2,-5,-6,-7,-7,-8,-9,93,85,80,1006,1006,1005,10,8,3,21,11,,0.00,8,Snow,269<br />
2000-12-3,-5,-14,-24,-6,-18,-28,93,75,65,1014,1009,1005,10,8,3,18,11,,0.00,6,Snow,312<br />
