
WAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-19,27,20,16,13,12,10,82,62,34,1022,1021,1020,10,10,10,14,10,,0.00,3,,47<br />
2000-1-20,26,21,17,15,13,11,82,64,47,1025,1024,1023,10,10,10,53,11,,0.00,5,,42<br />
2000-1-21,27,22,18,14,13,12,73,61,39,1024,1023,1022,10,10,10,14,5,,0.00,4,,354<br />
2000-1-22,22,19,17,15,13,11,88,70,50,1022,1021,1019,10,10,10,16,10,,0.00,3,Rain-Thunderstorm,37<br />
2000-1-23,23,18,14,13,11,10,77,67,53,1020,1019,1018,10,10,10,13,3,,0.00,1,,74<br />
2000-1-24,28,21,15,15,14,14,94,71,42,1019,1018,1017,10,10,10,10,5,,0.00,3,,78<br />
2000-1-25,29,22,18,13,11,8,73,49,29,1021,1020,1019,10,10,10,10,3,,0.00,4,,116<br />
2000-1-26,28,19,17,12,11,9,68,56,32,1021,1021,1020,10,10,10,13,2,,0.00,6,,250<br />
2000-1-27,29,23,18,8,7,5,45,34,23,1020,1020,1018,10,10,10,19,6,,0.00,3,,197<br />
2000-1-28,28,20,13,5,1,-6,55,32,12,1020,1019,1019,10,10,10,19,3,,0.00,1,,234<br />
2000-1-29,29,21,13,13,1,-4,88,30,12,1020,1020,1019,,,,14,2,,0.00,,,240<br />
2000-1-30,30,22,15,5,1,-6,51,30,9,1022,1021,1020,,,,19,5,,0.00,,,195<br />
2000-1-31,32,24,17,2,-1,-3,30,18,10,1022,1021,1020,,,,13,5,,0.00,,,213<br />
2000-2-1,33,26,18,3,0,-3,31,19,10,1022,1021,1020,,,,10,5,,0.00,,,170<br />
2000-2-2,33,26,19,3,0,-6,30,19,11,1021,1020,1019,,,,10,5,,0.00,,,184<br />
2000-2-3,34,27,20,8,6,2,46,27,14,1022,1021,1019,,,,14,5,,0.00,,,175<br />
2000-2-4,33,26,18,7,6,4,43,29,17,1022,1021,1020,,,,8,0,,0.00,,,180<br />
2000-2-5,32,26,20,10,9,7,43,31,24,1021,1020,1018,10,10,10,16,6,,0.00,6,,336<br />
2000-2-6,29,23,17,16,13,12,94,56,35,1022,1021,1019,10,10,10,13,5,,0.00,4,Thunderstorm,272<br />
2000-2-7,32,27,23,12,11,8,50,36,22,1022,1021,1019,,,,14,3,,0.00,,,113<br />
2000-2-8,31,25,20,12,11,9,60,42,27,1020,1019,1018,10,10,10,23,5,,0.00,2,,100<br />
2000-2-9,32,24,18,13,11,7,68,43,23,1018,1017,1016,10,10,10,19,6,,0.00,1,,117<br />
2000-2-10,32,26,20,12,9,6,56,36,21,1018,1017,1015,10,10,10,21,6,,0.00,4,,132<br />
2000-2-11,33,27,22,13,9,7,50,35,20,1018,1017,1016,10,10,10,14,10,,0.00,4,,103<br />
2000-2-12,32,26,21,11,9,8,53,38,22,1017,1016,1014,10,10,10,23,6,,0.00,6,,106<br />
2000-2-13,23,21,19,16,14,13,73,67,60,1018,1017,1016,10,10,9,13,8,,0.00,5,Rain,113<br />
2000-2-14,26,21,17,16,16,14,94,77,51,1018,1017,1015,10,10,10,16,3,,0.00,6,Rain-Thunderstorm,88<br />
2000-2-15,25,20,16,15,14,13,88,67,50,1018,1017,1015,10,10,10,23,13,,0.00,5,Rain,135<br />
2000-2-16,25,20,16,17,8,1,88,46,21,1019,1018,1017,,,,27,10,,0.00,,,109<br />
2000-2-17,24,21,18,17,15,13,78,72,57,1017,1016,1014,10,10,10,23,13,,0.00,4,,95<br />
2000-2-18,21,19,17,17,16,14,100,86,64,1016,1015,1014,10,10,10,14,2,,0.00,4,Rain,328<br />
2000-2-19,20,17,14,17,15,14,100,92,78,1019,1017,1016,10,4,0,11,3,,0.00,7,Fog-Rain,304<br />
2000-2-20,22,19,16,16,15,14,88,79,64,1020,1019,1018,10,10,10,14,8,,0.00,5,,170<br />
2000-2-21,24,20,17,18,16,15,100,77,61,1020,1020,1019,10,10,10,11,10,,0.00,3,Rain-Thunderstorm,84<br />
2000-2-22,25,21,17,16,15,15,88,67,54,1021,1020,1019,10,10,10,13,5,,0.00,4,,30<br />
2000-5-16,22,14,9,7,6,5,82,56,35,1028,1027,1025,10,10,10,11,2,,0.00,3,,309<br />
2000-5-29,22,22,22,0,-1,-2,23,22,20,1023,1023,1022,,,,10,6,,0.00,,,275<br />
2000-5-30,23,14,9,0,-3,-5,37,30,19,1025,1024,1023,,,,10,5,,0.00,,,87<br />
2000-6-10,11,,11,5,5,5,67,67,67,1023,1023,1023,,,,0,0,,0.00,,,-1<br />
2000-6-11,22,13,6,0,-3,-7,61,39,14,1025,1024,1022,,,,10,3,,0.00,,,300<br />
2000-6-12,23,17,10,10,-1,-5,77,33,20,1025,1024,1023,,,,23,8,,0.00,,,325<br />
2000-6-13,23,17,12,6,3,0,67,42,22,1027,1026,1025,,,,14,3,,0.00,,,293<br />
2000-6-14,22,14,10,4,3,1,58,44,31,1027,1027,1026,,,,14,10,,0.00,,,101<br />
2000-6-15,22,14,8,4,2,0,58,44,31,1025,1024,1022,,,,8,2,,0.00,,,287<br />
2000-6-16,19,12,8,5,4,2,71,58,40,1024,1023,1022,10,10,10,6,0,,0.00,4,,300<br />
2000-6-17,20,14,10,3,2,0,62,44,30,1025,1024,1022,10,10,10,11,2,,0.00,1,,12<br />
2000-6-18,19,14,9,2,1,0,54,40,30,1028,1027,1026,,,,27,10,,0.00,,,60<br />
2000-6-19,19,13,7,4,2,1,71,53,32,1027,1026,1025,10,10,10,34,13,,0.00,2,,60<br />
2000-6-20,21,14,8,5,4,3,71,54,33,1028,1024,1022,,,,16,5,,0.00,,,21<br />
2000-6-21,22,14,8,5,4,3,71,49,31,1023,1022,1020,10,10,10,19,6,,0.00,2,,357<br />
2000-6-22,19,13,8,5,3,-3,81,49,23,1021,1020,1019,,,,21,5,,0.00,,,272<br />
2000-6-23,17,10,5,2,1,-1,76,54,31,1024,1023,1021,,,,14,13,,0.00,,,68<br />
2000-6-24,15,9,7,3,1,0,61,52,45,1026,1026,1025,,,,21,16,,0.00,,,50<br />
2000-6-25,22,16,9,5,3,1,76,45,27,1028,1027,1026,,,,10,3,,0.00,,,52<br />
2000-6-26,23,16,9,3,1,0,54,34,22,1030,1028,1026,,,,11,6,,0.00,,,58<br />
2000-6-27,22,14,9,0,-2,-5,50,34,16,1029,1028,1027,,,,19,8,,0.00,,,52<br />
2000-6-28,20,12,7,1,-2,-4,49,38,24,1029,1028,1027,,,,16,11,,0.00,,,55<br />
2000-6-29,21,14,9,2,0,-4,58,40,18,1028,1027,1026,,,,19,5,,0.00,,,20<br />
2000-6-30,19,12,5,-2,-3,-4,61,41,24,1028,1027,1027,,,,23,5,,0.00,,,38<br />
2000-7-1,19,11,5,2,1,1,81,55,30,1029,1028,1027,,,,24,13,,0.00,,,45<br />
2000-7-2,16,10,5,0,0,0,70,51,34,1029,1028,1027,,,,106,31,,0.00,,,50<br />
2000-7-3,17,10,5,1,0,-1,70,51,30,1029,1028,1026,10,10,10,27,13,,0.00,1,,51<br />
2000-7-4,17,12,7,0,-1,-1,61,45,30,1025,1024,1023,10,10,10,37,27,,0.00,1,,8<br />
2000-7-5,17,13,9,-1,-2,-3,47,36,27,1027,1026,1024,10,10,10,27,18,,0.00,6,,13<br />
2000-7-6,20,13,8,0,-1,-2,57,40,23,1027,1026,1024,,,,35,27,,0.00,,,348<br />
2000-7-7,19,12,7,2,1,0,66,47,28,1029,1027,1026,,,,19,5,,0.00,,,13<br />
2000-7-8,18,12,7,4,1,-1,66,51,28,1030,1028,1026,10,10,10,16,6,,0.00,1,,44<br />
2000-7-9,18,12,7,0,-1,-1,61,44,28,1028,1026,1024,10,10,10,14,3,,0.00,1,,357<br />
2000-7-10,18,12,7,0,-1,-2,61,43,26,1027,1026,1024,,,,23,10,,0.00,,,37<br />
2000-7-11,19,13,7,2,0,-1,61,46,26,1026,1025,1023,10,10,10,23,8,,0.00,4,,66<br />
2000-7-12,20,14,8,1,-1,-2,50,38,24,1026,1024,1023,10,10,10,10,3,,0.00,2,,52<br />
2000-7-13,21,14,9,0,-2,-4,43,32,18,1023,1022,1021,10,10,10,19,5,,0.00,1,,290<br />
2000-7-14,20,13,8,0,-2,-3,53,38,21,1020,1019,1018,,,,42,13,,0.00,,,315<br />
2000-7-15,21,11,4,-4,-8,-17,49,29,7,1022,1020,1019,,,,11,2,,0.00,,,250<br />
2000-7-16,22,12,4,-3,-6,-9,61,34,13,1026,1025,1023,,,,27,23,,0.00,,,32<br />
2000-7-17,10,7,7,-2,-3,-3,49,47,43,1028,1027,1026,,,,10,3,,0.00,,,70<br />
2000-7-21,23,20,20,-7,-7,-7,16,14,13,1023,1023,1022,,,,10,10,,0.00,,,325<br />
2000-7-23,18,,18,-3,-3,-3,24,24,24,1025,1025,1025,,,,10,10,,0.00,,,270<br />
2000-7-25,11,10,9,-6,-7,-7,34,32,28,1025,1024,1024,,,,11,3,,0.00,,,170<br />
2000-7-31,22,20,19,0,-1,-2,28,24,21,1025,1024,1023,,,,6,2,,0.00,,,350<br />
2000-8-1,20,17,17,-1,-1,-2,30,28,23,1024,1024,1023,,,,0,0,,0.00,,,-1<br />
2000-8-2,21,14,9,-1,-2,-3,46,34,20,1022,1021,1020,,,,10,3,,0.00,,,347<br />
2000-8-4,20,16,13,0,-1,-2,38,30,24,1026,1025,1023,,,,27,26,,0.00,,,74<br />
2000-8-5,24,16,10,0,-2,-6,32,24,17,1026,1025,1024,,,,27,21,,0.00,,,7<br />
2000-8-6,23,16,11,0,-2,-3,44,29,19,1028,1027,1025,,,,19,3,,0.00,,,20<br />
2000-8-11,14,13,12,-3,-3,-4,35,33,29,1026,1025,1025,,,,11,8,,0.00,,,163<br />
2000-8-27,24,22,21,-4,-6,-9,18,14,11,1028,1026,1024,,,,26,18,,0.00,,,60<br />
2000-9-1,27,18,13,-1,-3,-6,38,20,12,1023,1022,1021,,,,14,2,,0.00,,,350<br />
2000-9-2,28,19,13,-4,-6,-8,29,20,9,1021,1020,1015,,,,19,11,,0.00,,,30<br />
2000-9-3,25,18,12,-4,-6,-7,28,22,12,1019,1018,1017,,,,8,2,,0.00,,,208<br />
2000-9-4,23,17,11,-2,-4,-6,33,25,15,1020,1019,1018,,,,19,3,,0.00,,,90<br />
2000-9-5,27,19,12,-2,-7,-10,26,19,10,1024,1022,1021,,,,23,6,,0.00,,,48<br />
2000-9-6,29,21,14,-4,-6,-7,27,19,9,1024,1023,1021,,,,14,6,,0.00,,,66<br />
2000-9-7,29,22,16,-5,-8,-9,19,15,10,1023,1022,1020,,,,26,6,,0.00,,,60<br />
2000-9-8,30,,30,-6,-6,-6,9,9,9,1018,1018,1018,,,,23,23,,0.00,,,320<br />
2000-9-9,29,22,15,-2,-6,-9,31,16,9,1022,1021,1019,,,,13,10,,0.00,,,357<br />
2000-9-10,29,23,18,0,-2,-4,24,20,14,1024,1022,1021,,,,10,3,,0.00,,,182<br />
2000-9-11,26,18,11,1,-5,-10,30,23,18,1024,1023,1022,,,,26,13,,0.00,,,36<br />
2000-9-12,30,21,14,1,-2,-5,38,26,10,1023,1022,1020,,,,13,10,,0.00,,,19<br />
2000-9-13,29,28,28,-1,-2,-2,15,14,13,1017,1016,1016,5,5,5,35,31,,0.00,1,,300<br />
2000-9-14,23,16,11,-1,-4,-9,41,28,18,1019,1018,1017,,,,14,5,,0.00,,,33<br />
2000-9-15,22,22,22,4,4,4,31,31,31,1017,1016,1016,,,,19,18,,0.00,,,305<br />
2000-9-16,5,,5,1,1,1,76,76,76,1018,1018,1018,10,10,10,10,10,,0.00,1,,310<br />
2000-9-19,10,,10,-7,-7,-7,30,30,30,1023,1023,1023,,,,37,37,,0.00,,,70<br />
2000-9-20,27,19,14,-2,-4,-6,25,19,14,1027,1026,1024,,,,19,10,,0.00,,,110<br />
2000-9-21,12,12,12,-10,-11,-11,21,20,19,1024,1024,1024,,,,8,8,,0.00,,,80<br />
2000-9-22,24,,24,-3,-3,-3,17,17,17,1025,1025,1025,,,,0,0,,0.00,,,-1<br />
2000-9-23,28,23,18,5,3,0,40,25,16,1024,1022,1020,10,10,10,13,8,,0.00,3,,342<br />
2000-9-24,30,25,20,4,2,0,35,21,15,1022,1021,1019,,,,14,5,,0.00,,,207<br />
2000-9-25,29,22,15,0,-3,-6,27,19,11,1023,1022,1020,,,,10,3,,0.00,,,209<br />
2000-9-26,29,27,27,0,-1,-2,15,15,14,1024,1023,1022,,,,19,14,,0.00,,,90<br />
2000-9-27,30,23,16,0,-6,-14,19,15,12,1025,1024,1023,,,,19,10,,0.00,,,49<br />
2000-9-28,32,23,16,0,-3,-5,23,15,11,1023,1022,1020,,,,11,3,,0.00,,,196<br />
2000-9-29,31,26,20,3,-1,-6,28,19,12,1023,1021,1019,,,,19,5,,0.00,,,339<br />
2000-9-30,29,22,15,7,4,1,59,36,18,1023,1022,1021,,,,16,3,,0.00,,,290<br />
2000-10-1,31,24,18,1,-1,-2,28,21,15,1023,1022,1020,,,,13,8,,0.00,,,66<br />
2000-10-2,32,26,20,1,1,0,28,20,14,1022,1021,1019,,,,21,13,,0.00,,,32<br />
2000-10-3,32,26,20,2,0,-2,26,18,11,1021,1020,1018,10,10,10,23,5,,0.00,2,,346<br />
2000-10-4,32,26,21,2,0,-2,25,18,14,1021,1020,1019,,,,10,2,,0.00,,,18<br />
2000-10-5,32,26,20,2,-1,-2,23,17,12,1022,1020,1019,,,,13,3,,0.00,,,267<br />
2000-10-6,31,24,18,1,-2,-5,24,19,13,1023,1021,1020,,,,11,6,,0.00,,,153<br />
2000-10-7,31,26,22,1,-4,-8,25,14,8,1022,1021,1020,,,,23,6,,0.00,,,242<br />
2000-10-8,29,21,15,-4,-9,-17,25,14,4,1021,1020,1018,,,,11,2,,0.00,,,253<br />
2000-10-9,31,23,16,-9,-12,-16,16,10,4,1020,1019,1017,,,,23,5,,0.00,,,280<br />
2000-10-10,32,23,17,-7,-10,-13,19,10,6,1022,1021,1020,,,,24,8,,0.00,,,78<br />
2000-10-11,32,23,20,2,-5,-7,17,14,11,1025,1024,1022,,,,24,8,,0.00,,,69<br />
2000-10-12,29,26,22,6,5,3,35,26,19,1026,1025,1023,10,9,8,35,14,,0.00,3,Thunderstorm,29<br />
2000-10-13,30,23,17,10,7,3,59,39,18,1027,1025,1023,10,10,10,27,13,,0.00,6,,60<br />
2000-10-14,30,23,18,7,3,0,49,28,14,1023,1022,1020,,,,26,10,,0.00,,,57<br />
2000-10-15,30,23,18,4,2,1,32,25,17,1022,1021,1020,,,,11,3,,0.00,,,13<br />
2000-10-16,31,26,21,8,4,1,35,26,15,1027,1023,1022,10,10,10,8,5,,0.00,6,,131<br />
2000-10-17,31,27,23,6,3,-1,33,23,13,1026,1025,1024,,,,19,3,,0.00,,,89<br />
2000-10-18,31,26,22,3,1,-3,27,18,12,1024,1023,1021,10,10,10,45,8,,0.00,3,,57<br />
2000-10-19,32,26,21,2,-3,-12,28,16,5,1023,1022,1019,,,,37,13,,0.00,,,82<br />
2000-10-20,33,26,21,2,-2,-4,23,15,9,1021,1020,1018,10,10,10,19,5,,0.00,6,,326<br />
2000-10-21,29,24,22,3,1,0,23,22,19,1023,1021,1020,,,,34,13,,0.00,,,57<br />
2000-10-22,29,24,19,9,8,6,49,40,27,1024,1022,1020,10,10,10,10,3,,0.00,3,,60<br />
2000-10-23,29,21,15,13,9,7,82,50,26,1025,1021,1017,10,10,10,19,8,,0.00,5,,360<br />
2000-10-24,26,19,13,10,9,6,82,53,28,1023,1020,1017,10,10,10,13,2,,0.00,6,,284<br />
2000-10-25,29,22,15,8,2,-1,48,27,16,1020,1019,1016,10,10,10,19,6,,0.00,3,,325<br />
2000-10-26,28,21,14,8,4,2,59,40,20,1022,1021,1020,10,10,10,19,3,,0.00,6,,290<br />
2000-10-27,30,22,16,1,-1,-1,31,22,15,1024,1023,1022,,,,14,11,,0.00,,,321<br />
2000-10-28,32,23,17,0,-2,-3,27,17,11,1023,1022,1020,,,,16,8,,0.00,,,290<br />
2000-10-29,31,23,16,7,-1,-11,30,20,14,1022,1021,1019,,,,19,5,,0.00,,,86<br />
2000-10-30,31,24,19,6,0,-5,33,22,10,1020,1019,1018,,,,24,10,,0.00,,,47<br />
2000-10-31,31,24,19,1,-2,-7,21,18,15,1020,1019,1018,,,,27,14,,0.00,,,58<br />
2000-11-1,29,21,14,-2,-6,-10,33,16,8,1020,1019,1017,,,,19,2,,0.00,,,275<br />
2000-11-2,26,21,16,0,-7,-10,34,16,9,1017,1016,1014,,,,35,8,,0.00,,,247<br />
2000-11-3,25,18,12,-2,-6,-12,38,23,8,1017,1016,1015,,,,42,6,,0.00,,,247<br />
2000-11-4,27,17,9,-3,-8,-11,32,20,8,1019,1018,1017,,,,0,0,,0.00,,,-1<br />
2000-11-5,30,23,17,-1,-3,-6,30,17,9,1022,1021,1019,,,,14,5,,0.00,,,270<br />
2000-11-6,30,23,16,1,-1,-2,34,21,14,1020,1019,1017,,,,19,3,,0.00,,,277<br />
2000-11-7,31,23,17,2,-4,-11,20,14,10,1018,1017,1015,,,,35,11,,0.00,,,342<br />
2000-11-8,31,24,18,0,-3,-6,21,16,10,1020,1019,1018,,,,10,2,,0.00,,,288<br />
2000-11-9,33,23,17,2,-1,-2,32,21,11,1019,1018,1017,,,,14,5,,0.00,,,85<br />
2000-11-10,33,24,16,2,-3,-6,29,17,8,1018,1016,1014,,,,19,5,,0.00,,,303<br />
2000-11-11,32,23,16,-1,-8,-13,24,12,5,1018,1017,1016,,,,11,8,,0.00,,,160<br />
2000-11-12,28,20,14,-2,-10,-15,33,13,7,1019,1018,1017,,,,23,5,,0.00,,,190<br />
2000-11-13,28,20,14,0,-3,-7,31,22,10,1019,1018,1017,,,,24,11,,0.00,,,60<br />
2000-11-14,30,22,16,-2,-3,-5,29,20,11,1019,1017,1016,,,,27,11,,0.00,,,52<br />
2000-11-15,32,26,19,3,-2,-5,28,17,9,1019,1018,1016,,,,34,13,,0.00,,,15<br />
2000-11-16,31,23,18,6,-1,-7,45,24,10,1019,1017,1016,,,,14,2,,0.00,,,290<br />
2000-11-17,25,18,11,4,-7,-33,58,31,4,1018,1017,1016,,,,35,6,,0.00,,,222<br />
2000-11-18,26,17,10,-3,-5,-8,38,23,10,1017,1017,1016,,,,19,3,,0.00,,,150<br />
2000-11-19,26,16,12,-1,-3,-9,41,27,9,1019,1018,1018,,,,14,10,,0.00,,,117<br />
2000-11-20,29,21,14,-4,-5,-7,27,17,9,1021,1020,1018,,,,23,11,,0.00,,,92<br />
2000-11-21,28,21,17,10,-4,-10,52,19,8,1022,1021,1020,,,,19,8,,0.00,,,84<br />
2000-11-22,31,24,19,-4,-8,-16,20,11,6,1021,1020,1018,,,,23,8,,0.00,,,71<br />
2000-11-23,32,24,18,8,1,-4,30,21,15,1020,1019,1017,10,10,10,19,10,,0.00,6,,132<br />
2000-11-24,30,23,18,0,-2,-3,26,20,12,1021,1020,1019,,,,10,2,,0.00,,,55<br />
2000-11-25,32,26,19,2,-2,-4,23,18,13,1021,1020,1019,,,,35,13,,0.00,,,36<br />
2000-11-26,32,23,16,9,4,-1,39,26,15,1050,1023,1018,,,,14,5,,0.00,,,218<br />
2000-11-27,30,23,16,8,-7,-18,49,15,6,1021,1020,1019,,,,19,8,,0.00,,,174<br />
2000-11-28,30,22,16,10,5,0,63,40,14,1021,1020,1019,,,,19,11,,0.00,,,63<br />
2000-11-29,31,24,19,7,6,5,46,33,21,1020,1019,1018,,,,27,8,,0.00,,,54<br />
2000-11-30,30,26,17,16,9,7,94,41,25,1021,1020,1019,10,7,1,11,3,,0.00,6,Rain-Thunderstorm,345<br />
2000-12-1,31,26,21,12,9,6,56,39,21,1023,1022,1021,,,,21,6,,0.00,,,46<br />
2000-12-2,30,24,19,12,10,8,56,40,25,1024,1023,1021,,,,16,6,,0.00,,,31<br />
2000-12-3,32,26,21,10,9,7,49,35,22,1022,1021,1019,,,,10,3,,0.00,,,110<br />
2000-12-4,34,27,22,11,11,10,50,37,24,1020,1019,1017,10,10,10,23,10,,0.00,3,,97<br />
2000-12-5,31,24,18,14,13,10,77,51,27,1022,1020,1018,,,,14,2,,0.00,,,190<br />
2000-12-6,21,20,19,13,13,12,68,63,56,1021,1020,1020,,,,0,0,,0.00,,,-1<br />
2000-12-7,28,24,21,14,12,10,64,42,32,1022,1021,1019,10,10,10,14,3,,0.00,4,,314<br />
2000-12-8,29,23,19,14,12,9,68,51,29,1019,1018,1017,10,10,10,19,5,,0.00,3,,255<br />
2000-12-9,30,20,13,10,7,4,63,43,23,1019,1018,1016,10,10,10,11,3,,0.00,6,,304<br />
2000-12-10,29,22,15,6,3,-1,45,29,14,1018,1017,1017,,,,19,6,,0.00,,,294<br />
2000-12-11,30,23,17,10,6,0,56,34,14,1019,1018,1017,10,10,10,14,6,,0.00,1,,120<br />
2000-12-12,30,24,20,7,5,3,43,28,20,1020,1020,1019,,,,26,18,,0.00,,,106<br />
2000-12-13,29,24,21,7,6,4,33,28,23,1020,1020,1019,10,10,10,14,10,,0.00,6,,46<br />
2000-12-14,31,24,18,12,8,6,56,36,21,1021,1020,1019,,,,19,6,,0.00,,,33<br />
2000-12-15,31,24,18,7,6,3,46,30,17,1023,1021,1019,,,,24,10,,0.00,,,55<br />
2000-12-16,32,24,19,9,6,3,43,28,18,1023,1021,1020,,,,11,3,,0.00,,,40<br />
2000-12-17,31,26,22,9,5,1,29,24,20,1021,1020,1019,,,,14,6,,0.00,,,290<br />
2000-12-18,32,24,19,14,13,11,68,48,27,1021,1020,1017,10,10,10,11,3,,0.00,3,,315<br />
2000-12-19,29,22,17,14,13,11,77,59,33,1020,1019,1018,,,,10,3,,0.00,,,30<br />
2000-12-20,31,24,19,13,12,9,68,49,25,1018,1018,1017,10,10,10,11,2,,0.00,2,,245<br />
2000-12-21,32,23,17,9,8,6,59,38,22,1019,1018,1018,,,,24,3,,0.00,,,80<br />
2000-12-22,31,24,19,13,11,8,64,49,25,1022,1021,1019,,,,10,0,,0.00,,,20<br />
2000-12-23,32,24,19,13,8,4,52,40,17,1021,1020,1019,10,10,10,11,3,,0.00,3,,50<br />
2000-12-24,31,26,21,13,9,8,60,37,24,1020,1018,1017,10,10,10,10,3,,0.00,6,,149<br />
2000-12-25,28,23,20,6,4,3,40,30,21,1018,1017,1017,,,,10,6,,0.00,,,173<br />
2000-12-26,31,23,19,4,2,0,37,24,14,1018,1018,1017,,,,10,3,,0.00,,,10<br />
2000-12-27,32,23,16,8,4,0,45,29,14,1020,1019,1018,,,,8,0,,0.00,,,320<br />
2000-12-28,33,24,17,5,2,1,37,22,15,1021,1020,1018,10,10,10,13,3,,0.00,1,,345<br />
2000-12-29,33,26,18,6,3,0,40,24,15,1022,1019,1016,,,,11,3,,0.00,,,180<br />
2000-12-30,34,27,20,7,4,1,43,25,13,1018,1017,1016,,,,11,2,,0.00,,,305<br />
2000-12-31,33,24,18,7,5,2,49,29,14,1018,1017,1016,,,,10,2,,0.00,,,265<br />
