
ACST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,33,29,26,26,23,20,94,72,46,1010,1008,1007,10,10,10,19,8,,0.00,2,,312<br />
2001-1-2,31,27,24,25,24,23,100,79,62,1011,1009,1007,10,9,2,24,8,,0.00,3,Rain-Thunderstorm,225<br />
2001-1-3,33,28,24,26,24,22,94,83,52,1011,1008,1006,10,9,2,27,13,,0.00,4,Rain-Thunderstorm,309<br />
2001-1-4,29,27,26,26,24,23,94,86,70,1009,1008,1006,10,10,10,23,6,,0.00,6,Rain-Thunderstorm,255<br />
2001-1-5,32,27,23,26,24,22,100,84,58,1010,1007,1005,10,8,0,37,10,48,0.00,6,Rain-Thunderstorm,241<br />
2001-1-6,31,27,23,27,24,22,100,88,66,1009,1007,1004,10,8,0,26,11,45,0.00,6,Rain-Thunderstorm,48<br />
2001-1-7,32,28,24,25,24,22,100,84,55,1008,1005,1003,10,9,1,24,11,42,0.00,6,Rain-Thunderstorm,130<br />
2001-1-8,30,27,24,25,24,23,100,87,66,1007,1004,1002,10,9,1,19,10,,0.00,6,Rain-Thunderstorm,134<br />
2001-1-9,29,27,25,25,23,22,94,80,66,1006,1004,1002,10,10,10,27,13,,0.00,6,,146<br />
2001-1-10,31,28,25,25,24,22,94,82,66,1008,1006,1004,10,10,4,26,10,,0.00,6,Rain,359<br />
2001-1-11,28,26,24,25,24,23,100,92,79,1010,1008,1006,10,9,3,32,16,,0.00,6,Rain,66<br />
2001-1-12,32,28,24,25,24,23,100,82,66,1010,1008,1005,10,10,4,24,10,,0.00,5,Rain-Thunderstorm,55<br />
2001-1-13,31,27,24,24,23,21,94,80,58,1010,1008,1005,10,10,5,19,13,,0.00,6,Rain,67<br />
2001-1-14,31,27,24,25,23,22,100,84,62,1009,1007,1005,10,8,1,23,11,,0.00,6,Rain,20<br />
2001-1-15,30,27,24,25,24,23,100,90,70,1010,1008,1006,10,9,1,19,10,,0.00,6,Rain-Thunderstorm,90<br />
2001-1-16,29,27,25,26,24,24,100,91,74,1011,1009,1006,10,10,8,19,10,,0.00,6,Rain,80<br />
2001-1-17,31,27,24,25,24,23,100,89,70,1011,1009,1007,10,10,6,21,10,,0.00,5,Rain-Thunderstorm,74<br />
2001-1-18,31,27,24,26,24,23,100,86,62,1010,1008,1007,10,10,10,16,6,,0.00,6,Rain-Thunderstorm,2<br />
2001-1-19,31,28,26,26,25,25,94,82,70,1009,1007,1006,10,9,2,23,10,,0.00,5,Rain-Thunderstorm,278<br />
2001-1-20,32,29,27,26,25,25,89,77,66,1008,1006,1004,10,10,10,26,14,,0.00,5,Rain,296<br />
2001-1-21,31,29,28,26,25,24,89,78,66,1006,1004,1003,10,10,10,26,18,,0.00,6,,309<br />
2001-1-22,32,28,24,26,24,21,100,82,66,1009,1006,1004,10,9,4,26,13,,0.00,5,Rain-Thunderstorm,336<br />
2001-1-23,33,28,24,26,24,22,100,82,52,1009,1007,1006,10,10,10,23,6,,0.00,5,,21<br />
2001-1-24,32,29,27,26,24,21,94,77,52,1010,1008,1006,10,10,10,21,6,,0.00,5,,308<br />
2001-1-25,32,29,26,26,26,25,94,85,70,1008,1007,1005,10,10,8,21,8,,0.00,5,Rain-Thunderstorm,240<br />
2001-1-26,33,30,26,25,24,23,89,75,59,1008,1006,1002,10,10,10,26,13,,0.00,5,,264<br />
2001-1-27,31,28,25,25,24,22,94,81,70,1007,1005,1004,10,10,4,45,14,52,0.00,5,Rain,13<br />
2001-1-28,31,28,25,25,25,23,100,88,66,1008,1006,1004,10,10,4,35,11,,0.00,6,Rain,11<br />
2001-1-29,33,29,25,26,24,23,100,84,55,1009,1007,1005,10,10,10,27,10,,0.00,6,Rain,35<br />
2001-1-30,30,28,26,27,25,23,94,89,74,1010,1008,1006,10,10,10,14,5,,0.00,6,Rain-Thunderstorm,90<br />
2001-1-31,32,28,24,25,24,23,100,82,62,1008,1006,1004,10,9,3,37,8,50,0.00,4,Rain-Thunderstorm,203<br />
2001-2-1,33,28,24,26,24,22,94,80,55,1007,1005,1002,10,9,5,24,14,,0.00,6,Rain-Thunderstorm,195<br />
2001-2-2,33,29,25,26,25,24,100,82,59,1006,1004,1000,10,9,3,19,10,,0.00,6,Rain-Thunderstorm,244<br />
2001-2-3,33,30,28,26,26,24,89,76,62,1004,1003,1001,10,9,3,19,10,,0.00,6,,307<br />
2001-2-4,31,29,27,27,25,24,94,81,66,1005,1003,1002,10,9,3,26,10,,0.00,5,Rain,336<br />
2001-2-5,30,28,25,26,25,24,100,88,74,1005,1003,1001,10,9,5,19,5,,0.00,6,Rain,328<br />
2001-2-6,30,28,25,26,25,24,100,92,74,1005,1003,1001,10,8,0,19,8,,0.00,5,Rain-Thunderstorm,83<br />
2001-2-7,30,28,25,26,25,24,100,93,70,1004,1002,1000,10,8,1,13,8,,0.00,7,Fog-Rain-Thunderstorm,104<br />
2001-2-8,31,27,24,26,24,24,100,90,66,1003,1001,999,10,9,2,24,8,45,0.00,6,Rain-Thunderstorm,104<br />
2001-2-9,32,28,25,26,24,23,100,86,59,1002,1001,999,10,9,3,24,8,29,0.00,6,Rain,185<br />
2001-2-10,32,28,25,26,24,23,100,85,62,1001,1000,997,10,9,3,26,11,,0.00,6,Rain-Thunderstorm,243<br />
2001-2-11,29,27,24,26,24,22,100,88,79,1001,999,997,10,8,0,39,23,55,0.00,6,Rain-Thunderstorm,256<br />
2001-2-12,29,26,23,26,24,22,100,89,74,1001,999,996,10,7,0,48,21,58,0.00,5,Rain-Thunderstorm,248<br />
2001-2-13,30,27,23,26,24,23,100,85,70,1001,999,996,10,7,0,64,32,89,0.00,6,Rain,274<br />
2001-2-14,31,27,23,26,24,22,94,87,66,1004,1002,1000,10,8,0,63,26,71,0.00,6,Rain-Thunderstorm,289<br />
2001-2-15,31,28,25,26,25,23,100,84,66,1006,1004,1002,10,10,10,21,10,,0.00,6,,338<br />
2001-2-16,28,27,25,26,25,23,100,92,79,1006,1004,1002,10,6,0,48,19,60,0.00,7,Rain,286<br />
2001-2-17,30,28,25,26,25,23,100,89,70,1003,1002,1000,10,7,2,45,19,,0.00,7,Rain,256<br />
2001-2-18,30,28,26,26,25,24,94,82,70,1004,1002,1000,10,9,0,42,27,53,0.00,6,Rain,277<br />
2001-2-19,31,29,27,25,24,23,84,76,70,1006,1004,1002,10,9,4,24,19,,0.00,5,Rain,292<br />
2001-2-20,30,28,26,25,23,22,89,74,66,1007,1006,1004,10,10,10,21,14,,0.00,5,Rain,282<br />
2001-2-21,30,28,26,24,23,22,89,75,62,1009,1008,1006,10,10,10,19,10,,0.00,5,,270<br />
2001-2-22,32,29,26,25,24,22,89,77,55,1010,1008,1005,10,10,9,23,11,,0.00,4,,235<br />
2001-2-23,31,28,25,26,24,23,94,83,62,1010,1007,1005,10,9,5,23,14,,0.00,5,Rain-Thunderstorm,239<br />
2001-2-24,32,29,26,26,25,25,94,81,66,1008,1006,1004,10,10,10,24,13,,0.00,4,Rain,262<br />
2001-2-25,28,27,26,26,24,23,100,84,74,1009,1007,1005,10,9,4,24,14,,0.00,7,Rain-Thunderstorm,267<br />
2001-2-26,31,29,27,25,24,24,84,78,70,1008,1006,1004,10,10,10,29,23,,0.00,5,,277<br />
2001-2-27,31,27,23,26,24,22,100,85,66,1006,1005,1004,10,8,0,48,21,60,0.00,6,Rain-Thunderstorm,263<br />
2001-2-28,30,28,26,26,24,23,94,82,70,1005,1003,1001,10,9,2,39,27,,0.00,6,Rain,284<br />
2001-3-1,30,28,26,26,24,23,94,83,74,1006,1004,1002,10,8,2,47,27,52,0.00,4,Rain,307<br />
2001-3-2,30,28,25,26,24,22,94,84,66,1008,1006,1005,10,9,3,26,19,,0.00,5,Rain-Thunderstorm,346<br />
2001-3-3,30,27,24,26,24,23,100,89,66,1009,1007,1006,10,8,0,37,13,42,0.00,6,Rain,341<br />
2001-3-4,31,28,26,25,24,21,94,78,55,1009,1007,1005,10,10,10,19,8,,0.00,4,,342<br />
2001-3-5,31,28,26,26,24,22,94,80,58,1009,1007,1005,10,10,10,16,10,,0.00,4,,337<br />
2001-3-6,31,29,27,26,24,24,89,79,66,1010,1008,1006,10,10,9,19,11,,0.00,4,Thunderstorm,299<br />
2001-3-7,32,29,27,25,24,23,89,76,62,1010,1008,1005,10,10,10,23,11,,0.00,5,,268<br />
2001-3-8,32,29,27,25,24,23,89,77,59,1009,1007,1005,10,10,10,26,13,,0.00,6,,270<br />
2001-3-9,32,29,27,25,24,23,89,78,62,1009,1008,1005,10,10,10,26,11,,0.00,6,,263<br />
2001-3-10,30,27,24,25,24,22,100,87,66,1010,1008,1007,10,9,3,21,8,,0.00,5,Rain-Thunderstorm,201<br />
2001-3-11,32,28,24,25,24,23,100,81,59,1010,1008,1006,10,10,10,16,6,,0.00,6,,53<br />
