
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,32,29,27,25,24,24,84,77,62,1014,1012,1010,10,10,10,35,19,,0.00,2,,55<br />
2012-1-2,32,29,27,25,24,23,84,76,59,1013,1011,1008,10,10,10,35,19,48,0.00,2,,51<br />
2012-1-3,32,30,28,26,25,24,89,79,62,1013,1012,1010,10,10,10,32,19,,0.00,3,,56<br />
2012-1-4,32,30,28,26,25,24,89,79,66,1015,1013,1012,10,10,10,32,18,,0.00,3,,67<br />
2012-1-5,31,29,28,25,24,23,84,74,62,1016,1014,1012,10,10,10,21,13,,0.00,2,,86<br />
2012-1-6,32,29,26,25,24,23,84,75,62,1015,1014,1012,10,10,10,26,10,,0.00,2,,98<br />
2012-1-7,31,28,26,26,25,24,89,80,70,1015,1014,1012,10,10,4,29,13,,0.00,3,Rain,69<br />
2012-1-8,32,30,28,26,25,24,89,75,62,1016,1015,1013,10,10,10,23,14,,0.00,2,,92<br />
2012-1-9,32,30,28,27,26,25,89,81,66,1016,1014,1013,10,9,4,24,13,,0.00,3,Rain,106<br />
2012-1-10,32,30,28,26,25,24,89,74,62,1016,1014,1013,10,10,6,24,18,,0.00,3,Rain,95<br />
2012-1-11,32,28,25,27,25,23,89,78,66,1016,1014,1013,10,9,2,39,14,,0.00,3,Rain,99<br />
2012-1-12,32,30,29,25,24,21,79,71,52,1016,1015,1014,10,10,10,23,16,,0.00,2,,102<br />
2012-1-13,33,31,29,26,25,24,79,73,63,1016,1015,1014,10,10,10,24,18,,0.00,3,,95<br />
2012-1-14,32,30,28,27,26,26,94,86,70,1016,1015,1014,10,7,3,27,18,,0.00,5,Rain,98<br />
2012-1-15,32,30,28,27,26,24,89,77,66,1016,1014,1013,10,10,5,23,14,,0.00,4,Rain,105<br />
2012-1-16,31,29,27,26,23,20,84,72,58,1016,1014,1013,10,10,10,23,16,,0.00,3,,93<br />
2012-1-17,29,26,23,21,21,20,83,70,62,1015,1013,1012,10,10,10,26,16,,0.00,2,,79<br />
2012-1-18,30,28,26,21,21,19,74,65,58,1015,1013,1011,10,10,10,21,16,,0.00,2,,105<br />
2012-1-19,30,27,24,23,21,20,89,72,55,1014,1013,1012,10,9,4,27,13,,0.00,3,Rain,89<br />
