
CAT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-2,30,28,26,24,22,4,89,73,23,1011,1008,1007,10,10,10,26,14,,0.00,5,Rain-Thunderstorm,142<br />
2000-1-3,28,26,23,24,22,21,100,86,70,1015,1014,1013,10,9,5,26,18,,0.00,6,Rain,175<br />
2000-1-4,26,23,22,24,22,21,100,94,83,1015,1014,1014,10,9,6,24,21,,0.00,6,Rain,176<br />
2000-1-5,30,26,22,25,23,21,100,86,74,1013,1011,1007,10,10,8,19,13,,0.00,4,Rain,157<br />
2000-1-6,31,28,25,25,24,23,94,85,62,1010,1009,1006,10,10,10,21,8,,0.00,5,Rain-Thunderstorm,39<br />
2000-1-7,31,27,24,25,24,23,94,79,66,1009,1006,1003,10,10,10,23,13,,0.00,5,,12<br />
2000-1-8,26,24,23,25,21,20,94,83,74,1010,1006,1004,10,10,7,37,19,55,0.00,6,Rain,176<br />
2000-1-9,31,26,22,25,21,18,83,74,58,1009,1008,1002,10,10,10,34,18,,0.00,5,,155<br />
2000-1-10,29,26,22,25,22,20,94,83,66,1008,1007,1006,10,10,10,13,8,,0.00,4,,146<br />
2000-1-11,30,27,24,24,23,23,94,79,66,1009,1008,1007,10,10,10,23,14,,0.00,4,,106<br />
2000-1-12,31,27,24,24,23,22,89,74,58,1008,1006,1005,10,10,10,23,8,,0.00,2,,151<br />
2000-1-13,25,24,23,18,17,17,69,66,61,1014,1013,1013,10,10,10,40,37,,0.00,6,,178<br />
2000-1-14,27,23,20,18,18,17,83,63,54,1015,1014,1013,10,10,10,27,23,,0.00,4,,159<br />
2000-1-15,26,23,22,22,19,17,89,79,69,1014,1013,1011,10,10,10,26,14,,0.00,6,,169<br />
2000-1-16,22,21,20,21,21,19,100,97,94,1011,1010,1009,8,8,8,21,14,,0.00,6,Rain,182<br />
2000-1-17,24,22,21,21,19,18,94,79,69,1014,1013,1012,10,10,8,34,26,47,0.00,6,Rain,175<br />
2000-1-18,27,23,19,19,17,16,100,65,51,1017,1016,1016,10,10,10,32,26,48,0.00,3,,160<br />
2000-1-19,27,23,20,20,18,17,83,70,57,1021,1019,1018,10,10,10,24,14,,0.00,4,,164<br />
2000-1-20,28,24,21,20,18,15,78,66,61,1021,1020,1018,10,10,10,21,13,,0.00,1,,149<br />
2000-1-21,29,24,20,21,20,18,88,70,58,1018,1016,1014,10,10,10,21,10,,0.00,2,,76<br />
2000-1-22,30,26,22,21,20,18,88,66,54,1015,1014,1011,10,10,10,27,11,,0.00,3,,345<br />
2000-1-23,29,26,23,22,21,20,89,72,62,1016,1015,1013,10,10,10,21,6,,0.00,2,,79<br />
2000-1-24,30,26,22,21,19,17,88,66,51,1017,1015,1013,10,10,10,19,8,,0.00,1,,126<br />
2000-1-25,31,26,22,23,21,17,88,69,45,1013,1012,1009,10,10,10,24,6,,0.00,1,,35<br />
2000-1-26,29,27,24,25,24,23,100,88,74,1011,1010,1009,10,10,10,13,8,,0.00,6,,10<br />
2000-1-27,27,26,24,25,23,21,100,84,70,1012,1009,1007,10,9,6,13,6,,0.00,6,Rain,256<br />
2000-1-28,32,28,22,24,21,16,100,70,38,1008,1003,999,10,9,2,23,11,,0.00,4,Rain-Thunderstorm,347<br />
2000-1-29,30,27,23,23,22,22,94,79,66,1009,1006,1003,10,10,10,23,16,,0.00,2,,150<br />
2000-1-30,29,27,24,22,22,20,89,74,62,1021,1011,1007,10,10,10,21,13,,0.00,3,,133<br />
2000-1-31,31,28,25,24,23,22,89,73,58,1012,1012,1011,10,10,10,23,10,,0.00,4,,32<br />
2000-2-4,29,27,26,22,22,21,78,72,66,1016,1016,1014,10,10,10,26,11,,0.00,4,,134<br />
2000-2-5,29,26,23,26,24,23,100,94,84,1022,1014,1011,10,8,3,19,13,,0.00,6,Rain,186<br />
2000-2-6,27,24,23,26,25,23,100,97,89,1015,1013,1013,10,5,1,23,14,39,0.00,5,Rain-Thunderstorm,117<br />
2000-2-7,28,26,24,27,24,24,100,94,79,1016,1014,1012,10,9,3,21,14,,0.00,6,Rain-Thunderstorm,140<br />
2000-2-8,30,27,24,26,25,24,100,84,70,1013,1012,1011,10,10,10,14,6,,0.00,3,,204<br />
2000-2-9,26,24,24,24,23,22,94,92,89,1013,1012,1011,10,10,9,10,5,,0.00,5,Rain,200<br />
2000-2-10,28,26,24,24,23,23,94,88,79,1013,1013,1012,10,10,10,6,3,,0.00,6,,198<br />
2000-2-11,26,25,25,24,24,24,94,92,89,1011,1011,1011,10,10,10,6,5,,0.00,6,,334<br />
2000-2-12,30,29,28,26,26,25,84,80,74,1008,1008,1008,10,10,10,19,16,,0.00,3,,75<br />
2000-2-13,31,30,27,26,25,24,89,76,66,1011,1009,1008,10,10,10,23,11,,0.00,2,,97<br />
2000-2-14,28,27,25,25,24,24,94,92,84,1012,1010,1007,10,9,1,14,10,,0.00,5,Fog-Rain-Thunderstorm,146<br />
2000-2-15,35,30,25,25,24,23,100,69,49,1007,1005,1002,10,10,10,23,8,,0.00,3,,340<br />
2000-2-16,25,24,23,22,21,20,89,83,74,1017,1015,1013,10,10,8,34,24,55,0.00,6,Rain,167<br />
2000-2-17,28,27,25,18,18,17,61,59,54,1018,1017,1017,10,10,10,32,27,,0.00,2,,153<br />
