
WIB,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,31,28,25,25,24,23,89,76,62,1010,1007,1005,8,6,4,26,3,,0.00,4,Rain-Thunderstorm,67<br />
2001-1-2,29,28,28,25,24,23,79,77,74,1011,1009,1007,10,7,4,11,3,,0.00,5,Rain,199<br />
2001-1-3,24,24,24,23,23,23,94,94,94,1012,1010,1007,10,6,2,23,5,,0.00,5,Rain-Thunderstorm,176<br />
2001-1-4,24,23,23,23,22,22,94,94,94,1012,1010,1007,8,6,5,19,6,,0.00,4,Rain,2<br />
2001-1-5,24,23,23,22,22,21,94,88,83,1012,1010,1007,9,5,2,23,10,,0.00,5,Rain,290<br />
2001-1-6,31,26,22,24,23,22,100,76,62,1011,1010,1007,8,7,4,19,6,,0.00,3,Rain,73<br />
2001-1-7,30,29,29,25,24,24,79,74,70,1011,1009,1006,7,5,2,23,3,,0.00,4,Rain-Thunderstorm,79<br />
2001-1-8,28,27,26,25,25,25,94,89,84,1011,1008,1006,7,5,3,8,0,,0.00,3,Rain-Thunderstorm,91<br />
2001-1-9,26,24,24,25,24,23,94,94,94,1012,1009,1005,8,5,3,11,2,,0.00,3,,343<br />
2001-1-10,27,26,25,25,24,23,89,89,89,1012,1009,1007,8,6,3,14,3,,0.00,3,Rain,326<br />
2001-1-11,30,27,23,24,23,22,100,91,62,1011,1009,1007,10,7,5,14,3,,0.00,4,Rain,338<br />
2001-1-12,31,28,26,25,24,23,83,73,66,1012,1009,1006,10,6,4,14,3,,0.00,4,Rain,333<br />
2001-1-13,31,28,25,24,23,23,89,74,66,1011,1009,1007,8,6,4,14,5,,0.00,4,Rain,321<br />
2001-1-14,30,26,24,25,24,23,94,83,74,1012,1009,1007,8,6,2,19,8,,0.00,4,Rain-Thunderstorm,300<br />
2001-1-15,28,24,24,24,23,23,94,86,79,1011,1009,1006,10,6,3,14,6,,0.00,4,Rain-Thunderstorm,242<br />
2001-1-16,29,27,26,24,24,24,89,85,74,1012,1010,1008,10,7,2,13,3,,0.00,3,Rain-Thunderstorm,84<br />
2001-1-17,26,24,24,24,23,22,94,92,89,1012,1010,1008,7,5,3,11,5,,0.00,3,Rain,303<br />
2001-1-18,,,,,,,,,,1011,1009,1005,10,6,5,14,13,,0.00,5,Rain,288<br />
2001-1-19,25,23,23,23,23,23,100,96,89,1010,1008,1005,10,7,3,14,3,,0.00,4,Rain-Thunderstorm,346<br />
2001-1-20,32,28,24,25,24,23,94,76,62,1011,1008,1005,8,6,4,23,6,,0.00,4,Rain-Thunderstorm,123<br />
2001-1-21,31,30,28,25,25,25,84,77,70,1010,1008,1005,8,5,5,11,2,,0.00,3,Rain,45<br />
2001-1-22,27,26,24,24,24,23,94,88,84,1010,1008,1006,10,7,4,19,6,,0.00,3,Rain-Thunderstorm,344<br />
2001-1-23,30,28,25,25,23,23,89,78,66,1010,1008,1006,8,6,4,11,3,,0.00,5,,343<br />
2001-1-24,24,24,24,23,23,23,94,94,94,1010,1008,1005,8,6,4,19,3,,0.00,4,,335<br />
2001-1-25,,,,,,,,,,1009,1007,1005,8,6,5,19,5,,0.00,4,Rain-Thunderstorm,4<br />
2001-1-26,32,23,23,25,24,23,100,87,66,1009,1007,1005,10,7,0,40,5,,0.00,3,Rain-Thunderstorm,189<br />
2001-1-27,31,27,24,25,24,23,94,80,70,1009,1008,1006,10,7,3,19,3,,0.00,3,Thunderstorm,282<br />
2001-1-28,31,28,25,25,25,24,94,84,70,1010,1008,1006,10,6,4,14,3,,0.00,4,Rain,31<br />
2001-1-29,26,24,24,25,24,23,94,92,89,1011,1009,1007,10,7,3,14,3,,0.00,3,Rain-Thunderstorm,289<br />
2001-1-30,28,23,23,25,23,23,100,94,84,1011,1009,1007,10,7,5,13,3,,0.00,3,Rain,162<br />
2001-1-31,30,28,24,25,24,23,94,84,70,1011,1009,1006,8,5,4,19,3,,0.00,5,Rain-Thunderstorm,269<br />
2001-2-1,33,28,24,24,23,22,94,72,55,1010,1008,1005,10,7,4,26,3,,0.00,3,Rain-Thunderstorm,2<br />
2001-2-2,31,27,23,24,23,22,94,85,66,1010,1008,1005,10,8,6,19,3,,0.00,3,,350<br />
2001-2-3,29,27,25,25,24,23,94,84,79,1011,1008,1006,6,5,4,14,3,,0.00,4,,321<br />
2001-2-4,32,31,29,24,23,23,70,65,62,1010,1008,1006,10,7,3,11,2,,0.00,3,,351<br />
2001-2-5,32,28,28,24,23,23,74,68,62,1010,1008,1006,8,5,3,16,2,,0.00,3,,3<br />
2001-2-6,,,,,,,,,,1009,1007,1005,8,5,3,14,2,,0.00,3,,325<br />
2001-2-7,31,27,24,24,24,23,94,78,66,1009,1007,1005,8,5,3,19,3,,0.00,3,,339<br />
2001-2-8,33,33,32,23,22,22,59,56,52,1009,1007,1002,8,5,3,23,3,,0.00,4,,310<br />
2001-2-9,27,24,24,23,23,22,94,90,79,1011,1008,1006,5,4,1,10,2,,0.00,3,Rain,342<br />
2001-2-10,31,27,24,25,23,22,89,84,70,1010,1009,1006,8,5,3,14,5,,0.00,4,Rain-Thunderstorm,312<br />
2001-2-11,32,31,29,25,23,23,79,64,59,1010,1008,1005,10,7,5,19,3,,0.00,3,,8<br />
2001-2-12,27,26,25,24,23,23,94,88,83,1010,1008,1006,7,5,4,19,5,,0.00,3,,333<br />
2001-2-13,31,24,23,24,23,22,94,86,66,1011,1009,1006,7,5,1,14,2,,0.00,3,Rain-Thunderstorm,247<br />
2001-2-14,28,26,24,24,23,23,94,85,79,1011,1009,1006,8,5,1,19,3,,0.00,3,,287<br />
2001-2-15,32,27,23,24,23,22,94,75,59,1012,1010,1008,7,6,4,13,3,,0.00,4,Thunderstorm,131<br />
2001-2-16,29,27,25,25,23,22,94,86,79,1013,1011,1008,8,6,3,14,6,,0.00,4,Rain,258<br />
2001-2-17,30,27,24,25,24,23,94,89,74,1013,1010,1006,8,5,3,23,3,,0.00,4,Rain-Thunderstorm,359<br />
2001-2-18,32,30,28,24,23,21,74,66,55,1012,1010,1006,10,7,4,23,8,,0.00,4,Rain-Thunderstorm,287<br />
2001-2-19,33,28,24,24,23,21,94,75,49,1013,1010,1007,10,6,4,19,10,,0.00,4,Thunderstorm,312<br />
2001-2-20,31,28,25,24,24,23,89,80,66,1012,1010,1007,8,5,3,14,6,,0.00,4,Rain,315<br />
2001-2-21,33,29,25,24,23,22,83,64,52,1011,1009,1006,10,7,5,19,8,,0.00,4,Rain,291<br />
2001-2-22,33,32,31,24,23,23,66,59,55,1010,1009,1006,8,6,4,23,8,,0.00,4,,340<br />
2001-2-23,33,27,25,24,24,23,94,79,59,1012,1009,1007,7,5,2,19,5,,0.00,3,,329<br />
2001-2-24,32,28,24,24,23,23,94,75,59,1011,1009,1007,7,5,4,23,6,,0.00,3,Rain-Thunderstorm,326<br />
