
HST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,27,24,22,22,21,19,94,81,67,1014,1011,1009,16,16,10,29,19,45,0.51,6,Rain,241<br />
2001-1-2,26,23,20,21,20,19,100,86,74,1013,1011,1010,16,16,13,14,6,,0.25,3,Rain,236<br />
2001-1-3,27,23,20,23,21,18,93,85,74,1016,1014,1013,16,16,16,19,6,,0.00,3,,203<br />
2001-1-4,27,24,22,22,21,20,91,84,74,1016,1015,1014,16,16,16,16,5,,0.00,5,,219<br />
2001-1-5,27,23,20,22,21,19,93,85,72,1016,1015,1013,16,16,16,16,5,,0.00,1,,189<br />
2001-1-6,27,23,19,22,20,18,93,83,72,1018,1016,1015,16,16,16,21,5,,0.00,1,,222<br />
2001-1-7,27,23,19,21,19,18,93,80,67,1020,1019,1017,16,16,16,13,6,,0.00,1,,292<br />
2001-1-8,28,23,19,20,19,18,93,76,58,1023,1020,1017,16,16,16,26,10,26,0.00,1,,31<br />
2001-1-9,27,24,23,22,21,19,87,79,72,1022,1020,1018,16,16,13,32,16,40,0.00,4,Rain,58<br />
2001-1-10,28,24,22,22,21,18,91,77,65,1019,1017,1015,16,16,16,27,18,,0.00,3,,79<br />
2001-1-11,28,24,22,21,19,18,87,73,58,1020,1019,1016,16,16,16,37,16,47,0.00,1,,39<br />
2001-1-12,28,24,21,20,19,18,87,74,54,1020,1018,1016,16,16,16,29,11,40,0.00,1,,40<br />
2001-1-13,27,24,21,22,21,19,100,85,71,1019,1017,1014,16,16,13,26,10,,1.27,4,Rain,54<br />
2001-1-14,28,24,20,21,19,18,93,76,58,1019,1017,1015,16,16,16,26,10,37,0.00,2,,48<br />
2001-1-15,28,25,21,20,19,18,87,73,56,1020,1018,1016,16,16,16,26,16,35,0.00,1,Rain,61<br />
2001-1-16,27,23,19,21,19,18,93,78,60,1020,1018,1016,16,16,16,19,8,,0.00,1,,8<br />
2001-1-17,27,22,18,21,18,16,93,77,60,1020,1019,1017,16,16,16,16,10,,0.00,1,,349<br />
2001-1-18,27,23,19,19,18,16,81,70,56,1021,1020,1017,16,16,16,24,13,,0.00,1,,65<br />
2001-1-19,28,24,22,19,19,18,81,71,54,1022,1021,1019,16,16,16,27,13,37,0.00,3,,59<br />
2001-1-20,28,25,22,21,19,18,82,73,60,1021,1020,1017,16,16,16,26,18,,0.00,2,,61<br />
2001-1-21,28,25,22,21,19,18,84,72,58,1023,1022,1020,16,16,16,27,16,42,0.00,1,,64<br />
2001-1-22,28,26,23,19,18,17,76,67,54,1023,1022,1020,16,16,16,40,27,55,0.00,1,,69<br />
2001-1-23,28,26,22,19,18,16,76,66,50,1023,1021,1019,16,16,16,29,19,40,0.00,1,,70<br />
2001-1-24,28,23,18,21,19,16,94,79,62,1021,1020,1018,16,16,13,26,11,32,0.76,4,Rain,68<br />
2001-1-25,27,24,22,19,18,17,81,70,56,1023,1021,1020,16,16,16,29,16,40,0.00,2,,66<br />
2001-1-26,27,24,21,19,18,16,79,69,56,1022,1021,1018,16,16,16,27,16,35,0.00,2,,76<br />
2001-1-27,28,24,21,19,19,18,87,72,56,1022,1020,1017,16,16,16,27,16,39,0.00,2,Rain,59<br />
2001-1-28,27,24,22,19,18,17,79,68,58,1021,1019,1017,16,16,16,32,23,40,0.00,0,,66<br />
2001-1-29,27,24,21,21,19,18,97,79,60,1020,1018,1016,16,16,11,23,13,,1.78,4,Rain,64<br />
