
GST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,27,20,14,11,7,2,64,47,21,1020,1017,1015,,,,19,8,,0.00,,,63<br />
2012-1-2,27,21,15,11,8,6,59,45,28,1018,1015,1013,,,,13,10,,0.00,,,159<br />
2012-1-3,27,21,15,18,10,7,88,52,30,1017,1014,1013,8,8,7,16,10,,0.00,,,238<br />
2012-1-4,23,20,18,18,14,12,94,69,50,1017,1015,1014,10,9,5,29,16,,0.00,2,,290<br />
2012-1-5,22,18,15,14,13,12,82,69,53,1019,1017,1016,10,10,10,19,11,,0.00,3,,273<br />
2012-1-6,23,18,14,15,14,12,94,76,57,1020,1017,1016,10,7,4,13,6,,0.00,2,,257<br />
2012-1-7,25,20,15,15,12,6,88,68,29,1020,1017,1016,9,8,5,16,8,,0.00,,,65<br />
2012-1-8,28,20,13,15,11,5,94,62,25,1020,1018,1016,8,7,6,19,8,,0.00,,,71<br />
2012-1-9,29,21,14,15,11,6,68,54,33,1019,1017,1015,,,,19,11,,0.00,,,120<br />
2012-1-10,30,23,17,16,13,10,73,57,29,1019,1017,1015,,,,21,11,,0.00,,,111<br />
2012-1-11,31,23,17,14,12,9,68,52,25,1019,1017,1015,,,,19,11,,0.00,,,123<br />
2012-1-12,30,23,17,14,11,8,68,48,25,1019,1016,1014,9,9,9,23,14,,0.00,,,129<br />
2012-1-13,30,24,19,16,13,11,68,51,31,1017,1015,1013,9,9,8,26,16,,0.00,,,149<br />
2012-1-14,27,23,20,18,14,11,73,58,39,1016,1014,1012,10,9,8,26,21,,0.00,3,,244<br />
2012-1-15,21,19,18,12,11,9,64,57,46,1018,1016,1015,10,10,10,29,23,,0.00,2,,304<br />
2012-1-16,21,19,17,12,11,9,68,59,49,1018,1016,1014,10,10,10,23,16,,0.00,2,,295<br />
2012-1-17,21,17,14,12,11,9,77,62,46,1017,1015,1014,10,10,10,27,14,,0.00,1,,293<br />
2012-1-18,23,17,12,13,11,9,88,65,44,1017,1015,1013,10,9,7,29,14,,0.00,1,,270<br />
2012-1-19,22,18,15,12,11,9,72,59,43,1016,1014,1013,,,,29,16,,0.00,,,291<br />
2012-1-20,22,17,13,14,12,9,82,69,43,1014,1013,1011,10,9,7,16,11,,0.00,1,,227<br />
2012-1-21,21,18,15,16,10,6,88,59,38,1017,1015,1011,10,9,5,39,23,,0.00,3,Rain,315<br />
2012-1-22,17,16,12,8,7,6,72,57,48,1018,1017,1016,10,10,8,29,24,,0.00,5,,285<br />
2012-1-23,18,14,10,8,6,4,72,58,45,1019,1018,1017,10,9,8,23,13,,0.00,3,,243<br />
2012-1-24,20,14,9,7,6,4,71,54,37,1020,1019,1018,10,10,8,29,14,,0.00,2,,260<br />
2012-1-25,20,18,16,8,7,4,59,51,42,1020,1019,1017,10,10,10,27,18,,0.00,3,,293<br />
2012-1-26,20,15,10,11,9,7,82,66,49,1022,1019,1018,10,10,8,19,8,,0.00,1,,243<br />
2012-1-27,21,16,12,14,12,10,88,76,56,1021,1019,1017,10,9,6,21,8,,0.00,1,,258<br />
2012-1-28,23,17,10,15,12,9,100,85,44,1019,1016,1014,10,5,0,14,6,,0.00,3,Fog,135<br />
2012-1-29,28,20,12,16,8,-4,88,59,12,1017,1015,1014,10,7,5,27,11,,0.00,4,,172<br />
2012-1-30,23,17,12,16,13,11,100,82,50,1020,1018,1016,8,2,0,16,8,,0.00,3,Fog,305<br />
2012-1-31,29,20,11,14,9,3,88,60,19,1020,1017,1015,8,8,8,16,8,,0.00,,,93<br />
2012-2-1,28,22,17,15,11,8,78,51,28,1018,1015,1013,8,5,3,34,18,,0.00,,,137<br />
2012-2-2,28,23,18,17,12,8,83,56,32,1016,1014,1012,9,6,3,135,26,,0.00,6,,177<br />
2012-2-3,21,19,17,17,12,10,83,67,52,1021,1019,1016,10,9,6,37,26,,0.00,3,,300<br />
2012-2-4,22,19,16,14,13,11,77,68,57,1021,1019,1017,10,10,10,24,18,,0.00,3,,306<br />
2012-2-5,23,17,12,12,8,-1,77,54,20,1021,1019,1017,8,8,8,24,11,,0.00,,,8<br />
2012-2-6,24,18,13,11,9,7,72,57,34,1023,1020,1019,10,9,6,29,14,,0.00,1,,45<br />
2012-2-7,24,18,12,9,7,1,72,53,22,1023,1021,1019,,,,29,14,,0.00,,,37<br />
2012-2-8,26,19,13,13,7,1,77,50,21,1022,1019,1017,,,,21,10,34,0.00,,,18<br />
2012-2-9,26,20,14,11,6,1,77,46,20,1019,1017,1015,10,10,10,14,8,,0.00,1,,90<br />
2012-2-10,29,21,14,9,4,0,49,33,19,1017,1015,1013,2,2,2,21,10,,0.00,,,107<br />
2012-2-11,32,23,15,18,8,1,88,47,14,1015,1014,1013,10,10,9,32,14,,0.00,6,,222<br />
2012-2-12,22,20,18,17,13,9,88,66,49,1018,1016,1014,10,8,7,35,19,,0.00,2,,288<br />
2012-2-13,22,19,17,15,13,12,83,70,57,1019,1017,1015,10,10,10,21,11,,0.00,3,,294<br />
2012-2-14,27,20,14,15,13,9,88,69,32,1020,1017,1016,10,9,8,24,6,,0.00,1,,34<br />
2012-2-15,25,20,16,16,14,13,94,73,47,1019,1017,1015,10,8,5,21,8,,0.00,1,,341<br />
2012-2-16,30,22,14,13,6,-1,77,39,13,1014,1011,1007,,,,23,13,,0.00,,,135<br />
2012-2-17,31,26,20,10,8,3,49,32,22,1009,1007,1005,8,3,1,45,27,63,0.00,,,151<br />
2012-2-18,32,26,20,17,13,6,73,46,29,1011,1008,1006,9,4,1,45,31,63,0.00,,,150<br />
2012-2-19,30,26,21,19,16,12,83,62,37,1015,1012,1009,10,8,7,34,24,,0.00,1,,177<br />
2012-2-20,22,20,18,16,12,9,83,63,50,1019,1017,1015,9,7,5,37,21,52,0.00,,,310<br />
2012-2-21,20,18,16,11,9,7,64,56,49,1020,1017,1016,10,9,7,37,29,,0.00,3,,299<br />
2012-2-22,21,18,16,10,9,8,63,54,43,1019,1017,1016,10,10,10,24,16,,0.00,2,,299<br />
2012-2-23,22,17,13,12,10,8,77,59,41,1020,1017,1016,10,10,8,23,11,,0.00,2,,323<br />
2012-2-24,22,17,13,11,10,8,82,60,41,1018,1015,1012,,,,23,8,,0.00,,,338<br />
2012-2-25,29,21,14,10,6,0,72,42,17,1012,1009,1004,9,8,7,26,14,,0.00,,,131<br />
2012-2-26,25,21,18,17,13,7,73,60,32,1014,1008,1002,10,6,1,55,32,52,0.00,2,,219<br />
2012-2-27,22,19,17,13,12,10,77,63,49,1017,1015,1013,10,10,10,23,14,,0.00,3,,312<br />
2012-2-28,22,17,13,15,13,11,88,75,60,1016,1014,1011,10,9,5,21,10,,0.00,1,,290<br />
2012-2-29,26,18,11,15,12,3,100,74,23,1011,1010,1007,9,4,0,21,8,,0.00,4,Fog,201<br />
2012-3-1,35,26,17,9,3,-1,49,27,12,1008,1007,1005,8,8,7,19,13,,0.00,,,127<br />
2012-3-2,32,26,20,18,13,3,83,55,17,1010,1008,1005,9,5,3,23,10,,0.00,,,324<br />
2012-3-3,28,23,18,17,13,3,88,64,20,1012,1008,1005,8,5,3,39,14,32,0.00,2,,335<br />
2012-3-4,20,18,16,11,8,6,64,54,43,1017,1015,1012,10,8,7,39,34,,0.00,1,,299<br />
2012-3-5,21,18,15,11,9,7,72,57,43,1019,1017,1016,10,10,10,34,23,,0.00,2,,297<br />
2012-3-6,20,18,17,11,10,8,68,57,52,1019,1017,1016,10,10,10,134,31,,0.00,1,,302<br />
2012-3-7,22,17,13,15,13,10,83,70,57,1017,1016,1014,10,10,10,29,16,,0.00,1,,301<br />
2012-3-8,23,18,13,16,13,10,94,73,53,1018,1016,1014,10,8,7,23,11,,0.00,2,,272<br />
2012-3-9,24,18,12,16,12,8,94,70,36,1017,1014,1012,10,8,6,26,13,,0.00,1,,241<br />
2012-3-10,26,22,19,14,10,4,73,50,24,1013,1012,1011,9,7,5,40,21,,0.00,,,282<br />
2012-3-11,23,20,18,12,11,8,68,54,38,1015,1013,1011,9,9,8,145,31,,0.00,,,288<br />
