
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,19,9,0,-3,-8,-24,80,37,5,1024,1021,1018,10,9,7,19,3,,0.00,4,,178<br />
2012-1-2,13,10,7,7,-2,-10,87,49,25,1020,1019,1017,10,7,5,11,3,,0.00,4,Rain,333<br />
2012-1-3,15,9,4,4,2,-3,93,60,36,1020,1017,1016,10,8,5,26,5,,0.00,3,,234<br />
2012-1-4,14,6,-2,-2,-6,-10,86,46,20,1020,1018,1017,10,10,10,11,2,,0.00,1,,154<br />
2012-1-5,13,4,-3,-4,-8,-10,80,44,20,1022,1020,1018,10,10,10,11,3,,0.00,6,,92<br />
2012-1-6,13,4,-3,-1,-7,-10,70,43,20,1023,1020,1018,,,,14,3,,0.00,,,106<br />
2012-1-7,16,8,0,3,-2,-8,71,48,31,1023,1021,1019,10,8,7,23,5,,0.00,4,,330<br />
2012-1-8,17,10,3,8,4,1,93,66,42,1032,1022,1020,10,9,7,29,3,,0.00,4,Rain,340<br />
2012-1-9,16,12,8,9,6,-5,94,71,37,1024,1022,1020,10,8,3,19,6,,0.00,4,Rain,279<br />
2012-1-10,18,11,4,6,2,-6,100,59,20,1023,1021,1019,10,9,5,40,5,,0.00,1,,279<br />
2012-1-11,15,9,3,9,4,-1,94,71,45,1025,1023,1020,10,9,6,11,3,,0.00,6,Rain-Thunderstorm,141<br />
2012-1-12,10,9,8,9,8,7,100,94,82,1024,1022,1019,6,3,1,19,5,,0.00,8,Rain-Thunderstorm,125<br />
2012-1-13,10,9,8,8,7,6,100,92,87,1021,1019,1015,7,4,1,19,5,,0.00,8,Rain-Thunderstorm,119<br />
2012-1-14,12,8,4,7,-1,-5,93,53,33,1017,1015,1013,10,8,5,23,11,,0.00,2,,273<br />
2012-1-15,9,2,-4,-2,-4,-7,93,57,32,1020,1019,1017,,,,14,5,,0.00,,,120<br />
2012-1-16,9,3,-3,0,-4,-7,87,62,32,1020,1017,1015,,,,8,2,,0.00,,,104<br />
2012-1-17,11,3,-3,-1,-4,-7,93,59,33,1018,1017,1014,,,,19,3,,0.00,,,4<br />
2012-1-18,12,4,-2,9,-6,-9,82,47,22,1021,1018,1016,,,,14,3,,0.00,,,137<br />
2012-1-19,15,6,-3,-2,-7,-15,86,44,12,1017,1015,1013,,,,29,5,,0.00,,,289<br />
2012-1-20,12,6,-1,-2,-6,-10,80,45,24,1015,1013,1012,10,10,10,29,6,,0.00,2,,264<br />
2012-1-21,8,3,-2,-6,-13,-21,74,33,12,1014,1012,1010,10,10,10,29,14,,0.00,1,,275<br />
