
AEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,28,26,23,25,23,22,100,88,74,1013,1012,1010,10,7,1,34,16,48,0.00,6,Rain-Thunderstorm,155<br />
2001-1-2,26,24,23,24,23,22,100,93,83,1013,1012,1010,10,6,1,27,19,45,0.00,6,Rain,161<br />
2001-1-3,29,26,23,23,22,20,94,81,58,1012,1010,1009,10,9,3,42,24,58,0.00,5,Rain,149<br />
2001-1-4,28,26,23,22,21,19,94,78,58,1012,1010,1008,10,9,1,37,23,52,0.00,4,Rain,156<br />
2001-1-5,29,26,23,22,21,18,94,77,58,1012,1010,1009,10,9,3,39,21,50,0.00,4,Rain,152<br />
2001-1-6,28,26,23,21,20,19,88,73,58,1012,1010,1009,10,10,7,32,19,,0.00,5,Rain,150<br />
2001-1-7,29,26,22,23,21,16,100,78,45,1011,1009,1008,10,8,2,32,16,,0.00,6,Rain,141<br />
2001-1-8,30,27,23,22,21,19,94,74,58,1011,1009,1007,10,10,10,29,14,,0.00,5,,143<br />
2001-1-9,30,27,23,21,21,20,83,71,58,1012,1010,1009,10,10,10,24,11,,0.00,6,,144<br />
2001-1-10,29,27,25,23,22,21,89,73,62,1013,1011,1009,10,10,6,32,18,,0.00,5,Rain,146<br />
2001-1-11,31,28,25,22,21,18,83,69,48,1013,1011,1010,10,10,10,32,18,,0.00,5,,140<br />
2001-1-12,30,27,23,22,21,18,94,71,51,1012,1011,1009,10,10,5,29,14,,0.00,4,Rain,144<br />
2001-1-13,31,27,23,21,20,19,83,68,52,1011,1010,1008,10,10,10,26,14,,0.00,3,,144<br />
2001-1-14,31,27,24,23,21,20,83,72,52,1011,1010,1008,10,10,10,24,16,,0.00,5,,149<br />
2001-1-15,28,26,24,25,23,21,94,80,70,1012,1011,1009,10,10,7,23,14,,0.00,4,Rain,154<br />
2001-1-16,31,27,23,22,21,19,89,69,49,1012,1011,1009,10,10,10,29,16,,0.00,2,,141<br />
2001-1-17,31,27,24,24,22,21,94,77,62,1012,1011,1009,10,10,7,21,13,,0.00,2,Rain,139<br />
2001-1-18,30,26,22,24,23,21,94,80,62,1011,1008,1005,10,10,10,19,6,,0.00,2,,324<br />
2001-1-19,33,29,25,27,24,18,89,78,51,1006,1004,1002,10,10,10,23,10,,0.00,3,Rain,295<br />
2001-1-20,31,27,23,23,21,18,94,76,46,1010,1007,1004,10,9,4,23,10,,0.00,7,Rain-Thunderstorm,188<br />
2001-1-21,30,27,23,23,22,21,94,78,62,1010,1008,1006,10,10,9,24,10,,0.00,6,Rain,163<br />
2001-1-22,32,28,24,23,23,22,94,74,58,1011,1010,1008,10,10,10,21,13,,0.00,4,,123<br />
2001-1-23,31,27,24,25,23,22,94,77,58,1012,1010,1008,10,10,10,23,8,,0.00,3,Rain,107<br />
2001-1-24,32,28,24,24,23,21,94,78,52,1010,1008,1006,10,9,5,27,13,,0.00,3,Rain,151<br />
2001-1-25,31,27,23,23,22,21,94,79,58,1009,1007,1005,10,9,5,26,14,,0.00,5,Rain,146<br />
2001-1-26,30,27,23,24,23,21,94,76,62,1010,1008,1006,10,10,10,19,11,,0.00,5,,118<br />
2001-1-27,30,27,23,23,22,20,89,77,58,1010,1008,1006,10,10,10,16,6,,0.00,5,,88<br />
2001-1-28,30,27,23,24,23,21,100,79,58,1009,1008,1006,10,10,10,16,3,,0.00,2,,11<br />
2001-1-29,31,27,23,24,23,22,100,78,62,1010,1008,1006,10,10,10,14,5,,0.00,3,,41<br />
2001-1-30,32,27,23,25,24,22,94,79,59,1010,1008,1006,10,10,10,23,5,,0.00,2,,67<br />
2001-1-31,31,28,26,25,24,23,94,80,66,1008,1006,1004,10,10,10,16,5,,0.00,4,Rain,37<br />
2001-2-1,32,28,25,26,25,23,100,85,62,1006,1004,1001,10,9,5,21,6,,0.00,6,Rain,269<br />
2001-2-2,33,28,23,26,24,22,100,83,55,1005,1001,1000,10,9,4,21,6,,0.00,4,Rain-Thunderstorm,246<br />
2001-2-3,29,26,23,25,23,23,100,90,74,1009,1006,1003,10,9,3,14,6,,0.00,7,Rain-Thunderstorm,234<br />
2001-2-4,31,28,25,25,24,23,100,86,62,1010,1008,1006,10,7,1,26,11,,0.00,5,Rain-Thunderstorm,133<br />
2001-2-5,27,26,24,25,24,23,100,91,79,1009,1007,1005,10,6,1,32,16,48,0.00,6,Rain,162<br />
2001-2-6,30,27,24,24,23,21,94,81,70,1007,1006,1005,10,9,4,32,19,48,0.00,5,Rain,159<br />
2001-2-7,29,27,24,25,23,22,94,85,70,1007,1006,1004,10,7,2,39,23,50,0.00,5,Rain,151<br />
2001-2-8,27,26,24,24,23,22,94,91,79,1006,1005,1004,10,6,1,35,18,39,0.00,6,Rain,155<br />
2001-2-9,30,27,24,25,23,22,94,87,66,1006,1004,1002,10,8,2,29,19,,0.00,5,Rain,161<br />
2001-2-10,28,26,24,25,23,22,100,89,74,1006,1004,1003,10,7,2,24,19,,0.00,6,Rain,164<br />
2001-2-11,30,27,24,23,22,20,94,79,55,1007,1005,1004,10,9,6,24,18,,0.00,6,Rain,146<br />
2001-2-12,31,27,23,22,21,19,94,73,49,1007,1005,1003,10,10,8,24,18,,0.00,6,,150<br />
2001-2-13,31,28,25,26,24,20,100,82,62,1005,1002,1000,10,9,4,35,16,,0.00,5,Rain,151<br />
2001-2-14,29,27,25,26,24,24,100,90,79,1005,1003,1001,10,7,1,29,14,52,0.00,5,Rain,116<br />
2001-2-15,27,26,25,26,24,24,100,95,89,1006,1004,1002,10,6,1,21,13,32,0.00,6,Rain,146<br />
2001-2-16,28,27,25,26,24,24,100,90,79,1006,1005,1003,10,9,2,13,8,,0.00,6,Rain,101<br />
2001-2-17,26,24,23,25,24,22,100,94,83,1008,1005,1004,10,7,3,32,11,52,0.00,8,Rain,181<br />
2001-2-18,25,23,22,23,22,20,100,91,78,1010,1008,1006,10,7,1,35,19,60,0.00,8,Rain,163<br />
2001-2-19,28,24,22,22,21,19,94,83,66,1010,1009,1008,10,9,3,29,19,53,0.00,6,Rain,157<br />
2001-2-20,28,26,22,22,21,19,94,82,66,1010,1009,1007,10,8,2,27,14,48,0.00,5,Rain,151<br />
2001-2-21,30,25,20,22,21,19,100,77,58,1012,1009,1008,10,10,10,24,11,,0.00,2,,135<br />
2001-2-22,31,26,20,21,20,18,94,70,48,1011,1009,1006,10,10,10,24,8,,0.00,3,,147<br />
2001-2-23,27,24,22,25,22,17,100,87,57,1007,1004,1001,10,7,1,19,8,35,0.00,7,Rain,218<br />
2001-2-24,27,26,24,25,24,24,100,94,84,1003,999,995,10,6,1,45,18,82,0.00,7,Rain,127<br />
2001-2-25,28,26,23,25,23,23,100,90,74,1006,1004,1002,10,9,3,14,8,,0.00,5,Rain,313<br />
2001-2-26,29,27,24,25,24,23,100,91,70,1009,1006,1004,10,9,3,14,5,,0.00,5,Rain,83<br />
2001-2-27,29,27,24,25,24,23,100,91,74,1010,1008,1006,10,9,3,13,6,,0.00,6,Rain-Thunderstorm,106<br />
2001-2-28,29,27,24,25,24,24,100,87,74,1011,1009,1007,10,10,10,14,6,,0.00,5,,140<br />
2001-3-1,31,27,24,24,23,21,94,78,55,1012,1010,1008,10,10,10,24,10,,0.00,4,Rain,136<br />
2001-3-2,31,27,23,23,22,21,100,78,55,1012,1010,1008,10,10,10,26,8,,0.00,3,,137<br />
2001-3-3,31,27,23,23,22,19,100,76,49,1011,1009,1006,10,10,10,21,6,,0.00,1,,98<br />
2001-3-4,29,27,24,25,23,22,94,87,74,1010,1007,1004,10,9,3,24,6,,0.00,5,Rain-Thunderstorm,286<br />
2001-3-5,30,27,24,25,23,22,100,89,66,1009,1006,1005,10,9,4,21,10,,0.00,6,Rain,169<br />
2001-3-6,29,26,23,23,21,18,94,75,51,1009,1007,1005,10,10,10,21,13,,0.00,5,Rain,152<br />
2001-3-7,30,26,21,22,21,15,94,77,40,1009,1007,1005,10,10,10,14,5,,0.00,3,,75<br />
2001-3-8,31,26,20,21,19,15,100,73,38,1009,1007,1005,10,10,10,14,3,,0.00,1,,340<br />
2001-3-9,30,25,20,23,21,19,100,77,55,1011,1009,1007,10,10,10,14,5,,0.00,2,,344<br />
2001-3-10,31,26,21,22,20,18,94,73,46,1012,1010,1009,10,10,10,19,5,,0.00,2,,92<br />
