
EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,10,3,-3,-1,-2,-4,93,67,40,1018,1016,1014,19,14,6,29,13,,0.00,3,,215<br />
2000-1-2,14,10,6,11,4,-1,88,67,47,1014,1008,1003,19,9,3,32,18,50,0.00,7,Rain-Thunderstorm,215<br />
2000-1-3,7,3,0,5,1,-1,100,91,81,1017,1011,998,16,9,1,26,16,34,0.00,8,Fog-Rain,62<br />
2000-1-4,12,6,-2,12,-1,-6,100,74,60,1016,1004,995,19,17,4,40,26,55,0.00,7,Rain,289<br />
2000-1-5,-1,-3,-5,-5,-7,-10,93,69,55,1028,1026,1020,24,17,11,24,13,26,0.00,7,,245<br />
2000-1-6,3,1,-1,-2,-4,-6,75,68,60,1026,1022,1020,16,15,11,27,21,37,0.00,4,,215<br />
2000-1-7,2,-1,-4,-2,-7,-10,75,64,55,1028,1024,1020,24,16,10,26,19,34,0.00,4,Snow,288<br />
2000-1-8,8,1,-5,-2,-6,-9,80,60,40,1026,1019,1013,24,19,16,37,18,52,0.00,2,,232<br />
2000-1-9,4,3,2,1,0,-2,87,79,65,1013,1010,985,11,8,5,19,13,,0.00,8,Rain,181<br />
2000-1-10,10,7,4,6,3,-1,100,82,61,1005,995,988,16,9,1,37,18,52,0.00,6,Rain-Thunderstorm,204<br />
2000-1-11,4,2,0,0,-2,-5,87,72,60,1017,1003,995,24,13,1,34,23,47,0.00,6,Rain-Snow,272<br />
2000-1-12,1,-1,-3,-5,-7,-9,74,67,48,1024,1021,1017,24,18,13,27,13,34,0.00,5,,9<br />
2000-1-13,-2,-6,-10,-4,-9,-16,93,77,59,1037,1024,1013,24,12,1,27,19,48,0.00,6,Snow,6<br />
2000-1-14,-3,-8,-12,-9,-12,-17,74,67,55,1041,1038,1035,26,19,16,19,13,,0.00,6,,279<br />
2000-1-15,2,-2,-5,-3,-6,-9,80,74,64,1034,1025,1014,24,19,16,23,18,,0.00,6,,199<br />
2000-1-16,3,-3,-10,-2,-11,-18,81,55,36,1039,1026,1012,24,19,16,34,23,48,0.00,2,,339<br />
2000-1-17,-9,-11,-13,-13,-17,-24,79,63,32,1041,1036,1027,19,17,3,23,18,,0.00,5,Snow,76<br />
2000-1-18,-3,-7,-9,-5,-8,-13,93,84,73,1026,1018,1013,19,7,2,19,13,,0.00,8,Snow,162<br />
2000-1-19,-2,-6,-8,-5,-8,-11,93,78,59,1016,1013,1006,19,12,2,23,13,,0.00,5,Snow,282<br />
2000-1-20,-4,-8,-12,-5,-12,-20,93,71,45,1016,1010,1004,24,13,2,26,13,37,0.00,5,Snow,342<br />
2000-1-21,-8,-11,-14,-15,-17,-19,85,64,45,1020,1017,1015,24,16,11,26,14,,0.00,3,,304<br />
2000-1-22,-7,-12,-15,-9,-14,-19,93,77,62,1022,1019,1015,24,11,3,19,10,,0.00,5,Snow,200<br />
2000-1-23,1,-3,-7,-4,-8,-13,93,75,55,1017,1013,1007,19,10,1,40,18,45,0.00,8,Snow,237<br />
2000-1-24,-6,-9,-12,-10,-14,-17,86,65,53,1022,1019,1017,19,15,2,14,13,,0.00,3,Snow,275<br />
2000-1-25,-5,-10,-14,-8,-12,-17,86,77,67,1017,1012,1009,16,8,1,29,11,37,0.00,6,Fog-Snow,312<br />
2000-1-26,-7,-11,-14,-13,-16,-18,79,66,54,1026,1022,1013,24,21,16,29,23,34,0.00,3,,336<br />
2000-1-27,-7,-11,-14,-15,-17,-19,79,62,49,1035,1031,1026,24,19,16,23,18,,0.00,1,,324<br />
2000-1-28,0,-6,-12,-9,-12,-18,86,68,51,1037,1036,1034,24,18,16,19,13,,0.00,1,,316<br />
2000-1-29,-1,-7,-13,-6,-9,-14,93,78,60,1037,1034,1026,24,17,8,19,6,,0.00,3,,72<br />
2000-1-30,0,-2,-4,-2,-4,-7,93,86,74,1025,1019,1013,16,8,2,19,13,,0.00,8,Snow,194<br />
2000-1-31,0,-3,-6,-6,-9,-13,86,69,40,1013,1010,1006,16,11,5,37,19,47,0.00,6,Snow,262<br />
2000-2-1,-1,-3,-5,-4,-8,-13,86,69,47,1023,1015,1000,19,13,3,26,19,37,0.00,8,Snow,303<br />
2000-2-2,-2,-6,-10,-7,-11,-14,80,67,54,1027,1022,1013,19,15,11,24,14,,0.00,5,,264<br />
2000-2-3,1,-2,-4,0,-3,-8,93,86,69,1011,1006,1003,11,4,1,26,18,,0.00,8,Snow,198<br />
2000-2-4,1,-3,-6,0,-4,-10,100,84,69,1021,1013,1005,24,8,2,26,14,,0.00,6,Snow,3<br />
