
PHT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,26,26,24,25,23,23,100,90,83,1009,1008,1007,10,10,8,14,8,,0.00,8,Rain,13<br />
2000-1-2,30,27,23,25,24,22,94,82,70,1010,1008,1006,10,10,10,14,8,,0.00,5,Rain-Thunderstorm,39<br />
2000-1-3,31,27,24,25,24,23,94,84,66,1010,1008,1007,10,10,8,14,8,,0.00,5,Thunderstorm,14<br />
2000-1-4,31,27,23,25,23,22,94,82,66,1010,1009,1007,10,10,10,14,8,,0.00,5,,25<br />
2000-1-5,30,28,25,25,24,23,94,82,70,1011,1009,1007,10,10,10,14,8,,0.00,6,Rain,33<br />
2000-1-6,30,27,24,25,24,23,94,81,70,1010,1008,1006,10,10,10,11,6,,0.00,5,Rain,32<br />
2000-1-7,31,27,23,24,24,23,100,83,66,1011,1008,1006,10,9,6,19,10,,0.00,6,Rain-Thunderstorm,27<br />
2000-1-8,27,26,24,24,23,22,94,89,79,1011,1009,1008,10,10,10,19,14,,0.00,7,Rain,24<br />
2000-1-9,25,24,23,24,23,22,100,95,83,1012,1011,1010,10,9,8,11,5,,0.00,7,Rain,32<br />
2000-1-10,32,28,24,24,23,21,94,75,55,1011,1008,1006,10,10,10,14,10,,0.00,5,,28<br />
2000-1-11,29,27,24,24,22,21,83,76,66,1010,1007,1005,10,10,10,19,11,34,0.00,6,Rain,15<br />
2000-1-12,31,27,24,25,23,22,89,73,62,1009,1007,1005,10,10,10,11,6,,0.00,5,,26<br />
2000-1-13,32,28,24,26,24,23,94,78,59,1009,1007,1004,10,10,10,14,8,,0.00,5,,32<br />
2000-1-14,33,28,23,25,24,22,94,76,59,1010,1007,1005,10,10,10,11,8,,0.00,5,Thunderstorm,36<br />
2000-1-15,32,28,24,25,24,23,94,75,62,1010,1008,1006,10,10,10,14,5,,0.00,3,,56<br />
2000-1-16,32,28,24,24,23,21,94,76,52,1011,1008,1006,10,10,10,19,11,,0.00,4,Rain,34<br />
2000-1-17,32,27,23,25,24,22,100,78,62,1011,1009,1006,10,10,10,19,11,,0.00,4,,9<br />
2000-1-18,33,28,24,24,22,21,94,70,52,1011,1009,1007,10,10,10,23,14,40,0.00,5,,5<br />
2000-1-19,31,27,24,24,23,22,89,74,62,1012,1010,1008,10,10,10,14,10,,0.00,5,,19<br />
2000-1-20,30,27,23,24,23,21,94,77,66,1012,1010,1009,10,10,10,11,10,,0.00,7,,31<br />
2000-1-21,26,24,23,24,23,22,100,89,83,1013,1012,1011,10,8,6,14,10,,0.00,8,Rain,7<br />
2000-1-22,30,27,23,24,23,22,100,81,66,1014,1011,1008,10,10,8,14,10,,0.00,5,Rain,7<br />
2000-1-23,26,24,24,24,23,23,94,90,83,1012,1011,1009,10,10,6,14,11,,0.00,7,Rain,5<br />
2000-1-24,31,27,24,24,22,22,89,74,58,1011,1010,1008,10,10,10,19,13,34,0.00,5,,19<br />
2000-1-25,32,27,23,24,22,21,94,71,55,1012,1009,1007,10,10,10,23,13,,0.00,3,,24<br />
2000-1-26,31,27,23,22,20,11,88,66,29,1011,1009,1007,10,10,10,23,14,,0.00,6,,9<br />
2000-1-27,30,27,24,24,23,22,94,80,66,1012,1009,1007,10,10,10,19,13,,0.00,6,,18<br />
2000-1-28,26,24,23,24,23,23,100,95,83,1012,1010,1008,10,7,5,14,11,,0.00,7,Rain,16<br />
2000-1-29,24,22,22,22,22,21,100,92,83,1012,1011,1010,10,8,5,19,13,,0.00,8,Rain,21<br />
2000-1-30,29,26,23,25,24,22,94,86,79,1012,1010,1008,10,10,10,23,13,,0.00,6,Rain,19<br />
2000-1-31,27,24,23,23,23,22,100,90,74,1012,1010,1007,10,10,8,23,11,40,0.00,7,Rain,26<br />
2000-2-1,31,27,24,25,24,23,100,85,70,1012,1009,1007,10,10,8,19,10,,0.00,6,Rain,22<br />
2000-2-2,29,27,24,24,23,23,94,85,74,1010,1009,1007,10,10,10,19,13,,0.00,8,,23<br />
2000-2-3,28,26,24,24,24,23,100,88,79,1011,1009,1006,10,10,10,11,8,,0.00,7,Rain,32<br />
2000-2-4,31,27,24,25,24,23,100,82,66,1010,1008,1005,10,10,10,11,6,,0.00,5,,96<br />
2000-2-5,32,28,24,28,25,24,100,82,66,1010,1008,1005,10,10,10,14,6,,0.00,5,Rain,123<br />
2000-2-6,31,27,24,26,24,23,100,86,70,1010,1008,1006,10,9,3,11,6,,0.00,7,Rain,10<br />
2000-2-7,32,27,23,26,24,23,100,82,66,1009,1007,1005,10,10,10,14,6,,0.00,6,,332<br />
2000-2-8,33,29,25,25,24,24,94,78,59,1009,1007,1004,10,10,8,11,6,,0.00,6,Rain-Thunderstorm,46<br />
2000-2-9,32,28,24,25,24,23,94,81,62,1010,1008,1005,10,10,10,14,6,,0.00,5,,20<br />
2000-2-10,29,27,24,25,24,23,94,87,74,1011,1009,1007,10,10,10,11,5,,0.00,7,Rain,49<br />
