
WIB,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,32,28,24,27,25,24,100,88,62,1010,1008,1006,10,7,5,16,5,,0.00,5,Rain-Thunderstorm,221<br />
2001-1-2,32,28,24,26,25,24,100,88,66,1010,1008,1006,10,7,5,23,6,,0.00,4,Thunderstorm,184<br />
2001-1-3,29,27,24,26,24,24,100,90,74,1011,1009,1008,10,8,5,26,8,,0.00,6,,228<br />
2001-1-4,33,28,23,26,24,23,100,89,59,1010,1009,1006,10,9,1,24,10,,0.00,5,Rain-Thunderstorm,247<br />
2001-1-5,31,28,25,25,25,24,100,85,66,1012,1010,1007,10,8,6,19,10,,0.00,6,,294<br />
2001-1-6,31,28,25,25,24,24,100,91,66,1012,1010,1008,10,8,5,21,8,,0.00,6,,249<br />
2001-1-7,31,27,24,26,24,23,100,89,66,1011,1009,1006,10,8,5,21,10,,0.00,6,Rain-Thunderstorm,257<br />
2001-1-8,31,27,23,26,24,23,100,87,70,1011,1008,1005,10,9,5,21,11,,0.00,5,Rain-Thunderstorm,279<br />
2001-1-9,31,27,24,26,24,24,100,90,70,1010,1008,1005,10,7,3,24,10,,0.00,7,Rain-Thunderstorm,275<br />
2001-1-10,30,27,23,25,24,23,100,91,70,1011,1009,1006,9,6,3,19,10,37,0.00,7,Rain-Thunderstorm,253<br />
2001-1-11,30,27,24,25,23,22,100,85,62,1010,1009,1007,10,7,4,24,8,,0.00,6,Rain,260<br />
2001-1-12,31,27,24,25,23,21,89,82,66,1011,1009,1007,10,8,5,16,10,,0.00,6,,257<br />
2001-1-13,33,28,24,25,24,22,100,80,58,1011,1009,1007,10,9,6,27,13,,0.00,4,,248<br />
2001-1-14,32,28,24,26,24,23,100,83,66,1010,1008,1006,10,9,7,23,11,,0.00,5,,279<br />
2001-1-15,31,28,25,26,25,24,94,85,70,1010,1008,1006,10,8,5,19,8,,0.00,5,,285<br />
2001-1-16,30,27,24,27,24,23,100,88,66,1011,1009,1007,10,9,6,32,14,,0.00,5,Rain,259<br />
2001-1-17,30,27,24,26,24,23,100,91,70,1010,1009,1007,10,8,5,37,13,,0.00,5,,241<br />
2001-1-18,29,26,23,25,24,23,100,89,74,1010,1008,1007,10,9,7,29,16,48,0.00,5,Rain,235<br />
2001-1-19,31,27,24,26,25,23,100,86,66,1010,1008,1005,10,8,6,21,10,,0.00,5,,247<br />
2001-1-20,30,28,25,25,24,22,94,83,70,1011,1009,1006,10,8,5,19,10,,0.00,6,,285<br />
2001-1-21,31,27,24,26,24,24,100,87,66,1010,1008,1005,10,8,5,19,10,,0.00,5,Rain,302<br />
2001-1-22,31,27,24,26,25,24,100,87,66,1011,1007,1005,10,8,3,23,8,,0.00,4,Rain-Thunderstorm,309<br />
2001-1-23,30,27,23,26,25,23,100,93,74,1010,1009,1006,8,7,5,19,8,,0.00,6,Rain,253<br />
2001-1-24,32,28,24,26,24,22,94,82,62,1010,1008,1006,10,9,7,35,14,,0.00,4,,242<br />
2001-1-25,32,28,24,26,25,24,100,87,66,1009,1007,1005,10,8,5,26,14,,0.00,6,,242<br />
2001-1-26,32,28,25,26,25,24,100,83,66,1009,1007,1004,10,9,5,16,8,,0.00,5,,285<br />
2001-1-27,32,28,25,26,26,25,100,85,70,1009,1007,1005,10,8,3,14,6,39,0.00,3,,321<br />
2001-1-28,31,28,25,26,25,24,100,95,75,1010,1008,1006,10,7,4,26,10,,0.00,5,Rain,245<br />
2001-1-29,31,27,24,26,25,23,100,89,70,1010,1008,1006,10,7,2,23,8,,0.00,6,,269<br />
2001-1-30,28,26,24,26,25,24,100,95,84,1010,1008,1007,10,8,6,27,13,,0.00,6,Rain,246<br />
2001-1-31,30,28,24,26,24,24,100,93,74,1009,1008,1006,8,6,5,26,16,,0.00,6,Rain,253<br />
2001-2-1,29,27,24,26,24,23,100,94,79,1010,1008,1006,9,7,5,19,11,,0.00,6,Rain,276<br />
2001-2-2,31,27,24,26,24,23,100,88,70,1010,1008,1005,10,8,5,16,5,,0.00,6,Rain,276<br />
2001-2-3,30,27,24,25,24,23,100,86,70,1010,1008,1006,10,8,5,21,10,,0.00,6,,242<br />
2001-2-4,30,28,25,25,23,22,94,83,70,1010,1008,1006,9,8,8,35,18,,0.00,6,,242<br />
2001-2-5,30,27,24,25,23,21,100,86,66,1010,1007,1005,10,9,8,34,16,,0.00,5,,238<br />
2001-2-6,29,26,23,25,24,23,100,89,74,1009,1007,1005,10,8,4,35,16,55,0.00,6,Rain,248<br />
2001-2-7,27,24,23,25,24,23,100,94,84,1009,1007,1004,8,6,2,34,16,,0.00,6,Rain,247<br />
2001-2-8,28,26,23,25,24,22,100,98,84,1009,1007,1005,10,6,3,45,14,69,0.00,7,Rain,253<br />
2001-2-9,31,27,23,25,23,22,100,82,62,1009,1006,1004,10,9,6,39,21,,0.00,5,Rain,257<br />
2001-2-10,31,27,24,25,24,23,100,85,66,1007,1005,1003,10,8,5,29,14,,0.00,6,,264<br />
2001-2-11,28,26,24,26,24,23,100,90,74,1008,1006,1004,10,7,2,34,18,,0.00,7,Rain,274<br />
2001-2-12,30,27,24,25,24,23,100,86,70,1009,1007,1005,10,7,5,40,18,,0.00,6,,242<br />
2001-2-13,28,26,23,25,23,22,100,85,74,1009,1007,1005,10,7,3,27,18,48,0.00,6,Rain,257<br />
2001-2-14,32,28,25,25,24,23,94,83,66,1010,1007,1005,10,9,7,29,14,,0.00,5,,259<br />
2001-2-15,29,27,24,26,25,24,100,90,79,1011,1010,1008,10,9,4,24,13,,0.00,6,Rain,285<br />
2001-2-16,31,28,25,26,25,25,100,89,74,1012,1010,1008,10,8,5,26,11,,0.00,6,,301<br />
2001-2-17,30,27,24,26,25,24,100,93,79,1012,1010,1008,10,7,3,19,11,,0.00,7,Rain,301<br />
2001-2-18,28,26,24,26,24,24,100,96,84,1012,1010,1008,8,7,3,19,6,,0.00,6,Rain-Thunderstorm,237<br />
2001-2-19,30,27,24,26,24,23,100,91,74,1012,1010,1007,8,6,3,26,16,,0.00,6,Rain,258<br />
2001-2-20,27,26,24,25,24,23,100,93,84,1011,1009,1007,8,7,5,23,14,,0.00,6,Rain,263<br />
2001-2-21,30,27,23,25,24,23,100,87,66,1010,1009,1007,10,9,5,21,13,,0.00,5,,262<br />
2001-2-22,29,27,24,25,24,23,100,92,74,1012,1010,1008,10,7,3,23,13,,0.00,7,Rain,253<br />
2001-2-23,32,27,23,26,24,23,100,83,62,1011,1009,1007,10,9,7,23,13,,0.00,4,,247<br />
2001-2-24,31,27,24,25,24,22,94,81,70,1011,1009,1007,10,9,5,23,13,,0.00,4,,246<br />
2001-2-25,31,27,23,25,24,22,100,83,62,1011,1009,1007,10,9,5,14,8,,0.00,4,,269<br />
2001-2-26,33,28,23,26,24,21,100,80,49,1011,1009,1007,10,8,6,14,8,,0.00,2,,270<br />
2001-2-27,32,28,24,27,25,24,100,84,62,1012,1010,1008,10,8,5,16,6,,0.00,3,,10<br />
2001-2-28,31,28,25,26,25,24,100,90,66,1013,1011,1010,10,7,4,24,8,,0.00,5,Rain,231<br />
2001-3-1,30,27,24,26,25,24,100,89,74,1012,1011,1009,10,8,2,19,5,,0.00,4,Rain-Thunderstorm,281<br />
2001-3-2,30,28,25,26,25,24,100,89,74,1012,1011,1008,10,9,5,21,11,,0.00,5,Rain,254<br />
2001-3-3,30,27,24,26,24,24,100,89,74,1012,1010,1008,10,9,7,27,14,,0.00,5,Rain,256<br />
2001-3-4,30,28,25,26,25,24,100,89,74,1012,1009,1007,10,8,3,19,11,,0.00,5,Rain,257<br />
2001-3-5,30,28,25,26,25,24,100,89,74,1010,1008,1006,10,9,7,19,11,,0.00,6,Thunderstorm,273<br />
2001-3-6,27,26,24,26,24,24,100,95,84,1011,1009,1008,10,7,4,13,8,,0.00,7,Rain,257<br />
2001-3-7,33,28,24,26,24,24,100,83,62,1011,1009,1007,9,8,6,32,13,,0.00,5,,248<br />
2001-3-8,32,28,24,26,24,24,100,85,66,1010,1009,1006,10,9,6,24,14,,0.00,6,,257<br />
