
AST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,27,20,13,3,0,-4,39,27,17,1020,1017,1015,,,,14,10,,0.00,,,50<br />
2000-1-2,27,20,14,3,0,-4,41,27,16,1019,1016,1013,,,,19,10,,0.00,,,58<br />
2000-1-3,28,20,13,1,-2,-5,41,25,13,1016,1014,1011,,,,19,6,,0.00,,,99<br />
2000-1-4,28,21,14,14,7,0,53,41,28,1014,1012,1010,10,10,10,23,5,,0.00,3,,239<br />
2000-1-5,25,22,19,16,14,12,73,61,50,1014,1011,1009,10,10,10,27,10,,0.00,4,,246<br />
2000-1-6,24,20,16,10,6,1,63,42,23,1017,1014,1013,10,10,10,19,10,,0.00,2,,266<br />
2000-1-7,20,18,16,8,7,2,55,47,30,1017,1015,1014,10,10,10,26,10,,0.00,4,,59<br />
2000-1-8,23,17,11,9,5,-2,76,48,21,1017,1015,1013,,,,19,13,,0.00,,,47<br />
2000-1-9,23,19,15,3,1,-3,45,32,19,1016,1015,1014,,,,26,8,,0.00,,,281<br />
2000-1-10,19,14,11,8,2,-2,67,43,28,1022,1019,1016,10,10,10,23,13,,0.00,2,,72<br />
2000-1-11,21,16,10,5,2,-2,47,39,29,1021,1019,1016,,,,34,14,,0.00,,,74<br />
2000-1-12,25,19,13,8,3,0,45,37,28,1017,1015,1012,10,10,10,23,11,,0.00,1,,339<br />
2000-1-13,23,17,11,1,-2,-6,38,27,16,1019,1017,1015,9,9,9,19,6,,0.00,1,,352<br />
2000-1-14,24,17,11,2,-1,-4,47,32,22,1020,1017,1015,,,,23,13,,0.00,,,70<br />
