
WIB,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,32,28,23,26,24,23,100,83,52,1013,1011,1008,7,6,3,13,6,,0.00,3,,57<br />
2015-1-2,29,27,24,26,25,24,100,92,73,1014,1011,1009,6,5,1,19,6,,3.05,4,Rain,277<br />
2015-1-3,30,27,23,25,24,23,100,86,68,1013,1011,1009,10,6,5,23,8,,0.00,4,Rain,287<br />
2015-1-4,30,27,23,25,24,23,100,88,67,1012,1010,1008,8,6,2,21,8,,0.00,3,Thunderstorm,287<br />
2015-1-5,32,28,23,26,25,24,100,86,56,1011,1009,1007,7,5,3,16,8,,0.00,4,Thunderstorm,303<br />
2015-1-6,32,28,24,27,25,23,100,87,64,1012,1009,1007,10,7,5,23,10,,5.08,3,Rain-Thunderstorm,314<br />
2015-1-7,32,28,23,26,24,23,100,80,49,1012,1009,1007,10,8,3,23,11,,1.02,3,,308<br />
2015-1-8,31,27,23,26,24,23,100,88,69,1013,1010,1008,10,7,4,24,10,,10.92,4,Rain-Thunderstorm,294<br />
2015-1-9,30,27,23,25,24,23,100,93,63,1014,1012,1009,10,6,4,14,6,,2.03,5,Rain-Thunderstorm,134<br />
2015-1-10,31,27,23,25,24,23,100,88,63,1012,1010,1007,10,6,2,19,6,,5.08,5,Rain-Thunderstorm,39<br />
2015-1-11,31,27,23,26,25,23,100,87,66,1012,1010,1007,7,6,3,16,8,,0.00,3,Rain,299<br />
2015-1-12,32,28,24,26,25,23,100,85,60,1012,1009,1006,10,7,2,26,6,,0.00,4,,113<br />
