
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-1-1,26,22,19,21,19,18,94,86,69,1016,1014,1012,10,10,8,23,6,,0.00,6,Rain,336<br />
2002-1-2,29,24,20,22,20,19,100,83,55,1015,1013,1010,10,9,4,21,6,,0.00,7,Rain,309<br />
2002-1-3,30,25,20,21,19,17,100,74,45,1015,1013,1011,10,10,10,19,6,,0.00,5,Thunderstorm,303<br />
2002-1-4,29,24,20,20,19,16,94,74,45,1017,1015,1013,10,10,10,19,3,,0.00,3,,305<br />
2002-1-5,29,24,20,21,19,18,94,76,55,1019,1016,1013,10,10,5,14,3,,0.00,3,Rain-Thunderstorm,338<br />
2002-1-6,30,25,20,21,19,17,100,75,48,1018,1015,1012,10,10,10,21,6,,0.00,5,,89<br />
2002-1-7,28,24,20,21,19,17,94,75,61,1017,1015,1012,10,10,10,23,6,,0.00,6,Rain-Thunderstorm,103<br />
2002-1-8,26,23,20,22,20,19,94,85,69,1017,1015,1013,10,9,4,34,10,,0.00,6,Rain,95<br />
2002-1-9,26,23,20,21,19,18,100,86,65,1019,1017,1015,10,8,0,32,16,,0.00,6,Rain-Thunderstorm,93<br />
2002-1-10,25,22,20,18,18,17,88,77,65,1020,1019,1017,10,10,10,26,16,,0.00,6,,111<br />
2002-1-11,25,22,20,20,18,17,88,79,65,1022,1020,1018,10,10,10,27,13,,0.00,5,,94<br />
2002-1-12,29,24,19,20,19,17,100,77,51,1022,1020,1016,10,9,4,216,14,,0.00,5,Rain-Thunderstorm,72<br />
2002-1-13,26,23,20,21,20,19,100,87,65,1020,1019,1016,10,9,2,16,3,27,0.00,5,Rain-Thunderstorm,46<br />
2002-1-14,26,22,19,20,19,17,100,84,65,1020,1017,1013,10,10,10,34,8,,0.00,6,,324<br />
2002-1-15,26,23,20,20,19,17,94,84,65,1016,1013,1009,10,9,6,29,11,,0.00,6,Rain,323<br />
2002-1-16,25,22,19,20,20,19,100,89,69,1013,1011,1009,10,9,4,24,8,,0.00,6,Rain,341<br />
2002-1-17,25,21,18,21,19,18,100,91,74,1015,1013,1011,10,9,0,19,3,,0.00,7,Fog-Rain-Thunderstorm,41<br />
2002-1-18,24,22,20,22,20,19,100,95,83,1016,1014,1013,10,7,1,142,10,,0.00,7,Rain,51<br />
2002-1-19,26,22,19,20,19,18,100,84,65,1018,1016,1014,10,9,2,19,5,,0.00,5,Rain,55<br />
2002-1-20,29,24,21,20,18,16,94,71,45,1020,1018,1016,10,9,1,23,10,,0.00,4,,84<br />
2002-1-21,30,26,21,21,19,17,88,70,45,1021,1020,1017,10,10,8,26,5,,0.00,3,,91<br />
2002-1-22,31,26,20,20,18,15,88,64,40,1023,1021,1018,10,10,10,16,6,,0.00,3,,84<br />
2002-1-23,31,24,19,19,17,13,94,65,33,1022,1020,1017,10,10,10,16,2,,0.00,4,,114<br />
