
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-1-1,33,26,17,15,12,6,77,44,10,1020,1017,1014,31,17,10,21,14,48,0.00,1,,354<br />
2014-1-2,35,26,16,12,9,2,72,37,7,1019,1016,1013,31,16,10,40,13,50,0.00,1,,28<br />
2014-1-3,35,27,18,15,11,7,64,40,11,1019,1017,1014,31,15,10,37,16,58,0.00,2,Rain,31<br />
2014-1-4,33,24,17,14,12,7,77,45,12,1018,1015,1011,31,16,10,13,6,,0.00,2,Thunderstorm,47<br />
2014-1-5,32,24,18,16,12,7,73,48,13,1011,1008,1004,31,15,4,37,10,64,0.00,3,,339<br />
2014-1-6,27,22,17,16,14,10,83,60,24,1011,1010,1008,31,15,10,23,11,,0.00,5,Rain,234<br />
2014-1-7,31,23,15,16,12,6,88,51,12,1014,1012,1010,31,14,10,21,8,,0.00,4,,8<br />
2014-1-8,32,26,19,16,13,8,73,49,16,1016,1014,1012,31,15,10,32,16,45,0.00,3,,26<br />
2014-1-9,31,24,18,15,11,2,73,42,9,1016,1013,1011,31,16,5,34,16,55,0.00,3,,350<br />
2014-1-10,30,21,11,8,4,-1,67,29,7,1017,1016,1014,31,25,10,29,10,40,0.00,,,244<br />
2014-1-11,33,23,13,14,8,0,77,38,6,1020,1019,1017,31,19,10,23,10,32,0.00,,,288<br />
2014-1-12,34,23,12,13,3,-7,73,31,4,1022,1020,1017,31,18,10,35,8,42,0.00,,,266<br />
2014-1-13,33,25,17,12,4,-6,68,28,4,1021,1019,1017,31,18,10,35,11,53,0.00,1,,186<br />
2014-1-14,34,24,15,13,9,3,77,40,7,1022,1020,1016,31,15,10,26,16,39,0.00,1,,21<br />
2014-1-15,36,27,18,14,11,3,68,41,7,1022,1019,1016,31,16,10,37,14,52,0.25,2,Rain-Thunderstorm,352<br />
2014-1-16,35,26,17,17,12,6,77,46,10,1024,1022,1019,31,16,10,29,10,55,0.25,2,Rain-Thunderstorm,180<br />
2014-1-17,36,27,17,13,9,1,68,33,5,1023,1020,1016,31,16,10,16,8,,0.00,2,,330<br />
2014-1-18,36,27,18,14,9,1,57,34,7,1020,1018,1015,31,17,10,29,11,37,0.00,2,,99<br />
2014-1-19,33,25,17,15,11,6,68,44,11,1021,1019,1015,31,17,10,29,11,47,0.25,3,Rain,21<br />
2014-1-20,34,24,14,13,9,1,72,39,6,1022,1019,1015,31,20,10,24,14,,0.00,2,,27<br />
2014-1-21,32,24,17,12,11,9,60,44,27,1023,1020,1018,31,12,10,53,19,61,0.00,1,Thunderstorm,75<br />
2014-1-22,32,23,15,14,12,6,82,50,19,1022,1020,1017,31,13,10,27,14,52,0.25,4,Rain-Thunderstorm-Tornado,22<br />
2014-1-23,33,24,16,12,11,5,72,43,10,1020,1018,1014,31,14,10,26,11,48,0.00,4,,286<br />
2014-1-24,34,26,16,14,11,5,68,40,10,1018,1015,1012,31,16,5,48,8,66,0.00,2,Rain-Thunderstorm,319<br />
2014-1-25,34,26,16,12,6,-1,60,28,5,1017,1015,1014,31,17,10,26,13,48,0.00,1,,230<br />
2014-1-26,33,25,17,15,12,7,73,47,15,1020,1017,1015,31,15,10,29,18,39,0.00,1,Rain-Thunderstorm,29<br />
2014-1-27,32,24,17,13,11,6,73,40,13,1021,1019,1016,31,18,10,26,16,42,0.00,2,,23<br />
2014-1-28,31,24,18,16,13,11,73,48,21,1020,1018,1015,31,15,10,23,11,,5.08,4,,25<br />
2014-1-29,27,22,18,18,17,15,88,78,48,1018,1017,1015,31,14,10,23,8,,0.76,4,Rain-Thunderstorm,183<br />
2014-1-30,27,23,19,18,17,16,94,79,51,1018,1017,1015,31,14,9,34,8,,1.02,6,Rain,267<br />
2014-1-31,26,22,18,19,17,15,88,76,53,1019,1018,1016,31,12,4,29,11,,4.06,5,Rain-Thunderstorm,47<br />
2014-2-1,27,21,16,18,16,14,94,75,42,1019,1017,1015,31,15,8,21,8,,1.02,3,Rain,37<br />
2014-2-2,23,21,18,18,17,16,89,77,56,1018,1017,1015,31,15,10,13,6,,0.00,4,Rain,58<br />
2014-2-3,19,18,17,17,16,15,88,84,75,1019,1018,1017,31,13,6,23,11,,2.03,7,Rain,46<br />
2014-2-4,23,20,17,18,17,15,94,87,73,1018,1016,1014,31,12,3,21,10,34,26.92,7,Rain-Thunderstorm,25<br />
2014-2-5,24,21,17,18,17,16,94,81,57,1015,1013,1011,31,14,5,14,5,,0.25,6,Rain,4<br />
2014-2-6,31,23,16,17,14,8,94,61,19,1015,1013,1012,31,16,10,10,5,,0.00,3,,209<br />
2014-2-7,29,23,18,16,15,13,83,56,31,1017,1015,1013,31,16,10,24,13,,0.00,2,,11<br />
2014-2-8,31,24,18,18,16,14,83,64,33,1016,1015,1012,31,17,10,21,10,40,0.51,3,Rain-Thunderstorm,16<br />
2014-2-9,31,24,17,17,15,11,88,59,19,1016,1015,1013,31,15,10,19,10,,0.00,2,,355<br />
2014-2-10,31,23,16,17,14,11,88,56,21,1018,1016,1015,31,16,10,21,8,,0.00,2,,20<br />
2014-2-11,32,25,18,17,15,11,83,56,20,1020,1018,1016,31,17,10,16,6,,0.00,2,,32<br />
2014-2-12,33,25,17,17,14,11,83,52,18,1020,1017,1015,31,17,10,14,5,,0.00,2,,18<br />
2014-2-13,33,27,20,15,11,5,68,38,11,1021,1019,1017,31,19,10,19,6,,0.00,5,,55<br />
2014-2-14,31,25,19,16,13,9,68,45,18,1025,1022,1020,31,20,10,21,11,,0.00,3,,45<br />
2014-2-15,31,23,16,14,11,7,73,46,14,1025,1022,1019,31,20,10,16,8,,0.00,1,,329<br />
2014-2-16,30,24,18,13,11,8,68,46,17,1022,1020,1017,31,18,7,34,8,55,5.08,1,Rain,82<br />
2014-2-17,30,23,17,15,12,9,73,48,19,1022,1020,1018,31,16,10,24,13,,0.00,2,,354<br />
2014-2-18,32,23,16,15,13,9,82,54,19,1021,1019,1016,31,15,10,29,6,,1.02,1,,37<br />
2014-2-19,29,23,17,16,15,11,88,69,26,1020,1017,1013,31,13,7,35,14,,3.05,5,Rain-Thunderstorm,20<br />
2014-2-20,31,23,16,17,15,12,94,67,27,1016,1014,1012,31,11,1,23,6,,7.87,2,Fog,307<br />
2014-2-21,28,21,15,17,15,13,94,75,39,1023,1019,1015,31,13,0,37,13,71,60.96,2,Rain-Thunderstorm,67<br />
2014-2-22,27,21,15,17,14,12,88,71,44,1023,1022,1020,31,14,10,35,16,50,0.25,5,Rain-Thunderstorm,17<br />
2014-2-23,27,22,17,18,16,14,88,73,46,1023,1021,1019,31,16,10,11,5,,0.00,5,,134<br />
2014-2-24,26,21,16,17,16,13,88,72,44,1021,1019,1016,31,15,10,27,11,53,0.00,4,,353<br />
2014-2-25,27,21,14,15,12,6,94,62,19,1020,1018,1017,31,15,10,24,11,,0.00,2,,174<br />
2014-2-26,27,19,11,13,11,7,88,60,20,1021,1020,1018,31,15,10,16,8,,0.00,2,,61<br />
2014-2-27,29,23,17,14,11,4,88,53,12,1020,1018,1016,31,14,10,16,8,,0.00,1,,55<br />
2014-2-28,29,22,14,15,12,8,82,56,17,1017,1016,1013,31,17,10,35,10,39,0.00,2,,334<br />
2014-3-1,29,22,16,16,14,11,94,62,26,1017,1015,1013,31,14,10,16,10,,0.00,2,Rain,354<br />
2014-3-2,28,22,16,16,14,12,88,64,27,1020,1018,1015,31,15,10,14,11,,0.00,3,,11<br />
2014-3-3,29,22,15,16,13,11,88,62,25,1020,1017,1015,31,14,6,13,8,,0.00,2,Fog,109<br />
2014-3-4,23,20,17,16,15,13,88,72,40,1020,1018,1017,31,16,10,19,11,,0.00,6,Rain,120<br />
2014-3-5,19,18,17,17,16,15,88,84,77,1022,1020,1019,31,13,4,16,6,,4.06,6,Rain,143<br />
2014-3-6,28,22,17,17,16,15,94,75,43,1021,1019,1016,31,14,10,14,6,,1.02,4,,66<br />
2014-3-7,29,21,13,16,14,12,94,68,27,1021,1019,1016,31,12,0,11,5,,0.00,3,Fog,31<br />
2014-3-8,30,22,14,17,14,12,88,65,28,1020,1018,1016,31,16,10,26,8,,0.00,2,Rain,15<br />
2014-3-9,29,22,16,17,14,11,88,67,26,1020,1017,1016,31,14,10,26,11,48,0.25,4,,27<br />
2014-3-10,26,20,14,15,13,12,88,66,36,1021,1019,1017,31,14,10,24,11,,0.00,3,,34<br />
2014-3-11,24,20,15,16,15,13,94,80,52,1019,1016,1014,31,12,1,23,14,,4.06,5,Rain-Thunderstorm,354<br />
2014-3-12,26,20,13,16,12,7,94,69,22,1022,1017,1014,31,13,1,23,11,40,0.00,4,Fog,317<br />
