
PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,25,18,11,7,4,1,67,35,11,1015,1013,1011,3,3,3,11,8,,0.00,,,-1<br />
2013-1-2,21,17,12,8,7,7,60,47,30,1018,1016,1014,3,3,3,23,13,,0.00,,,-1<br />
2013-1-3,24,17,9,11,7,3,66,44,23,1018,1016,1013,3,3,3,11,3,,0.00,,,-1<br />
2013-1-4,17,16,13,9,8,6,64,51,35,1017,1016,1014,3,3,3,19,11,,0.00,,,-1<br />
2013-1-5,20,14,9,7,6,5,66,48,29,1016,1014,1013,3,3,3,11,6,,0.00,,,-1<br />
2013-1-6,16,12,9,5,3,1,66,46,25,1018,1016,1014,3,3,3,8,2,,0.00,,,-1<br />
2013-1-7,17,13,10,7,5,3,67,45,26,1020,1017,1014,3,3,3,11,5,,0.00,,,-1<br />
2013-1-8,17,14,12,7,6,4,54,42,31,1020,1018,1016,3,3,2,11,6,,0.00,,,-1<br />
2013-1-9,22,19,15,10,9,8,59,47,35,1019,1017,1015,3,3,3,23,14,,0.00,,,-1<br />
2013-1-10,25,17,14,13,11,8,59,47,37,1018,1016,1014,3,3,3,14,13,,0.00,,,-1<br />
2013-1-11,29,22,14,17,15,11,79,63,37,1017,1015,1013,3,3,3,23,8,,0.00,,,-1<br />
2013-1-12,28,23,18,17,16,13,89,55,33,1016,1014,1013,3,3,3,29,19,,0.00,,,-1<br />
2013-1-13,24,19,17,12,10,8,66,41,26,1016,1015,1013,3,3,3,14,6,,0.00,,,-1<br />
