
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,18,12,7,-7,-11,-16,34,21,9,1024,1021,1020,,,,11,3,,0.00,,,338<br />
2000-1-2,17,8,0,-7,-9,-15,56,30,10,1023,1020,1018,7,6,6,11,3,,0.00,0,,175<br />
2000-1-3,17,9,1,-4,-8,-13,60,35,13,1022,1020,1018,8,8,8,11,5,,0.00,0,,347<br />
2000-1-4,17,8,0,4,-8,-14,65,34,12,1021,1019,1017,8,7,6,11,3,,0.00,4,,83<br />
2000-1-5,18,10,3,-4,-9,-14,48,28,10,1021,1019,1017,10,7,5,21,3,,0.00,4,,230<br />
2000-1-6,16,9,3,6,-3,-8,87,43,22,1021,1020,1018,10,7,5,18,3,,0.00,6,Rain,302<br />
2000-1-7,10,8,5,7,6,3,100,83,71,1023,1020,1019,10,5,1,6,2,,0.00,7,Rain,149<br />
2000-1-8,10,8,5,7,4,2,93,84,66,1021,1020,1019,6,4,3,14,5,,0.00,7,Rain,244<br />
2000-1-9,10,8,6,8,7,5,100,92,82,1021,1018,1016,8,3,2,21,2,,0.00,8,Rain,87<br />
2000-1-10,12,8,5,7,1,-4,93,60,35,1015,1014,1013,10,8,4,35,11,,0.00,3,Rain,282<br />
2000-1-11,11,6,1,0,-2,-4,87,63,38,1018,1015,1014,10,8,7,14,6,,0.00,1,,312<br />
2000-1-12,12,6,0,-2,-4,-8,75,53,26,1018,1016,1015,8,7,7,14,3,,0.00,0,,160<br />
2000-1-13,13,6,-1,-5,-7,-11,69,43,20,1021,1019,1017,,,,21,5,,0.00,,,298<br />
2000-1-14,11,6,0,-3,-4,-8,75,47,30,1021,1019,1017,,,,18,3,,0.00,,,104<br />
2000-1-15,12,6,0,-2,-4,-6,75,49,30,1021,1019,1016,10,9,7,26,6,,0.00,4,,320<br />
2000-1-16,7,3,0,3,0,-3,100,91,49,1020,1017,1016,8,2,0,29,6,,0.00,8,Rain-Snow,337<br />
2000-1-17,4,2,0,1,0,-1,100,95,81,1015,1014,1013,8,4,0,11,2,,0.00,6,Rain-Snow-Thunderstorm,15<br />
2000-1-18,7,2,-2,3,-1,-4,93,79,60,1022,1019,1015,8,6,4,14,3,,0.00,4,,259<br />
2000-1-19,8,4,0,5,1,-2,100,90,62,1031,1020,1017,6,3,0,18,3,,0.00,6,Rain,276<br />
2000-1-20,8,3,-2,2,-1,-5,93,71,52,1021,1019,1016,10,7,2,14,6,,0.00,1,,290<br />
2000-1-21,13,7,1,1,-2,-6,75,53,26,1017,1015,1014,10,9,8,26,8,,0.00,1,,289<br />
2000-1-22,13,7,1,0,-3,-10,81,53,20,1020,1018,1017,8,8,8,21,10,,0.00,2,,294<br />
2000-1-23,14,7,1,-1,-4,-8,70,48,24,1021,1020,1018,8,8,8,32,10,,0.00,1,,291<br />
2000-1-24,10,5,0,-4,-5,-9,70,51,26,1024,1022,1021,8,8,8,21,8,,0.00,0,,310<br />
2000-1-25,12,6,-1,-3,-6,-10,75,49,22,1026,1023,1022,8,8,8,11,5,,0.00,0,,290<br />
2000-1-26,14,7,-1,-3,-5,-7,75,49,26,1025,1023,1020,8,7,7,26,6,,0.00,0,,282<br />
2000-1-27,17,10,3,-1,-4,-10,70,38,15,1022,1020,1017,10,9,5,40,8,,0.00,5,Rain,177<br />
2000-1-28,15,12,9,2,-1,-4,54,43,35,1018,1016,1014,10,8,6,40,21,,0.00,7,Rain,170<br />
2000-1-29,11,9,7,9,6,2,94,81,66,1021,1017,1013,8,5,2,40,24,,0.00,7,Rain,202<br />
2000-1-30,10,5,0,1,-6,-13,76,50,22,1028,1024,1021,8,7,7,18,6,,0.00,0,,300<br />
2000-1-31,12,6,0,-1,-3,-9,70,55,29,1028,1025,1022,8,8,8,11,3,,0.00,2,,276<br />
2000-2-1,13,7,1,0,-3,-6,81,54,30,1022,1019,1015,8,7,7,29,6,,0.00,4,,291<br />
2000-2-2,13,7,1,-1,-3,-6,87,48,26,1016,1015,1013,8,8,7,35,8,,0.00,1,,268<br />
2000-2-3,10,6,2,-2,-8,-13,65,40,20,1023,1018,1014,10,10,8,29,13,,0.00,1,,319<br />
2000-2-4,10,4,-1,-1,-6,-9,69,47,28,1025,1022,1020,10,10,10,14,3,,0.00,5,,138<br />
2000-2-5,14,8,2,1,-4,-9,81,48,22,1020,1018,1015,8,8,8,18,5,,0.00,0,,299<br />
2000-2-6,16,9,2,-1,-7,-19,61,36,8,1018,1015,1013,,,,29,6,,0.00,,,289<br />
2000-2-7,11,7,4,3,-2,-7,76,54,28,1014,1012,1009,10,7,4,50,14,,0.00,4,Rain,285<br />
2000-2-8,9,4,1,-3,-6,-10,65,48,29,1015,1013,1012,8,5,4,18,5,,0.00,2,,278<br />
2000-2-9,11,6,2,-4,-6,-8,60,45,28,1019,1016,1015,8,6,5,21,3,,0.00,4,,130<br />
2000-2-10,12,6,-1,-2,-5,-8,81,50,26,1024,1022,1019,8,8,8,14,5,,0.00,,,281<br />
2000-2-11,13,7,0,-4,-7,-13,69,41,16,1026,1024,1022,,,,18,3,,0.00,,,221<br />
2000-2-12,15,8,1,-3,-6,-10,60,40,18,1023,1021,1019,,,,14,3,,0.00,,,126<br />
2000-2-13,14,8,2,6,-2,-7,82,51,23,1022,1020,1019,8,6,5,18,3,,0.00,7,Rain,91<br />
2000-2-14,14,10,7,6,2,-4,87,62,31,1021,1019,1016,10,8,3,40,18,,0.00,5,Rain,209<br />
